"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"6","Brooks Orpik","WSH","D","53","0.78333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","1","0","0","0","0","0","0","0","-"
"9","Matt Hendricks","MIN, WPG","C","26","1.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","2","0","2","0","0","0","0","1","0","0","1","0","100.00"
"10","Deryk Engelland","VGK","D","86","5.5333333333333","0","0","0","0","0","-","1","0.00","0.05","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"14","Dan Hamhuis","NSH","D","65","1.7833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","0","-"
"16","Tomas Plekanec","MTL","C","3","0.28333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"17","Valtteri Filppula","DET, NYI","C","83","71.866666666667","0","0","0","0","0","0.00","3","0.00","0.37","5","5","0","0","0","0","2","1","1","0","0","0","4","0","1","3","0","21","21","50.00"
"18","Trevor Daley","DET","D","51","3.2333333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"20","Jay Bouwmeester","STL","D","88","5.65","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"24","Jonathan Ericsson","DET","D","52","0.66666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"25","Chris Kunitz","CHI","L","56","11.216666666667","0","0","0","0","0","-","3","0.00","0.67","4","4","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"29","Braydon Coburn","T.B","D","83","2.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"30","Dion Phaneuf","L.A","D","67","42.583333333333","0","0","0","0","0","0.00","8","0.00","0.52","17","12","7","1","0","2","6","3","3","0","0","1","1","0","0","3","3","0","0","-"
"35","Eric Fehr","MIN","C","72","2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","100.00"
"41","Patrick Eaves","ANA","R","7","10.933333333333","0","0","0","0","0","0.00","1","0.00","0.13","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"46","Brad Richardson","ARI","C, R","75","14.816666666667","0","0","0","0","0","-","1","0.00","0.29","1","1","1","1","0","1","4","2","2","0","0","0","0","0","0","1","0","10","10","50.00"
"47","Marc Methot","DAL","D","9","0.066666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"48","Nate Thompson","L.A, MTL","C","88","22.066666666667","0","0","0","0","0","-","1","0.00","0.09","2","2","1","0","0","0","7","2","1","1","0","0","0","0","0","1","0","8","10","44.44"
"50","Kyle Brodziak","EDM","C","70","7.8833333333333","0","0","0","0","0","-","2","0.00","0.11","2","2","1","0","0","0","17","3","1","1","1","0","0","1","0","0","0","5","7","41.67"
"55","Andrew Ladd","NYI","L","26","14.3","0","0","0","0","0","-","2","0.00","0.05","3","2","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"61","Blake Comeau","DAL","L","78","3.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0.00"
"63","Brandon Dubinsky","CBJ","C","61","4.9666666666667","0","0","0","0","0","-","1","0.00","0.13","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","9","10.00"
"69","Roman Polak","DAL","D","78","3.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","-"
"70","Troy Brouwer","FLA","R","75","20.95","0","0","0","0","0","0.00","1","0.00","0.35","3","3","3","2","0","0","5","1","0","1","0","0","0","0","2","1","0","1","0","100.00"
"71","Matt Hunwick","BUF","D","14","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"72","Cody McLeod","NSH, NYR","L","38","0.18333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","17","4","1","3","0","0","0","0","0","0","0","0","0","-"
"78","Marc Staal","NYR","D","87","3.3833333333333","0","0","0","0","0","-","1","0.00","0.05","1","1","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"86","Adam McQuaid","CBJ, NYR","D","50","0.56666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","0","0","0","0","0","0","0","0","-"
"88","Kris Russell","EDM","D","83","16.733333333333","0","0","0","0","0","-","4","0.00","0.2","5","5","0","0","0","1","5","1","0","1","0","0","0","0","1","0","1","0","0","-"
"90","Vladimir Sobotka","BUF","C","81","7.2166666666667","0","0","0","0","0","-","1","0.00","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","57.14"
"91","Chris Butler","STL","D","13","0.16666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"92","Tom Pyatt","OTT","L","37","0.96666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"93","Niklas Hjalmarsson","ARI","D","86","2.8333333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"94","Darren Helm","DET","C, L","72","3.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"98","Dan Girardi","T.B","D","62","2.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"100","Stephen Gionta","NYI","C, R","5","0.11666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"105","Erik Johnson","COL","D","90","28.566666666667","0","0","0","0","0","0.00","2","0.00","0.13","6","2","1","1","0","0","5","1","0","1","0","0","0","1","0","1","0","0","0","-"
"107","Trevor Lewis","L.A","C","54","5.4","0","0","0","0","0","-","1","0.00","0.09","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","1","66.67"
"108","Leo Komarov","NYI","C, R","89","8.0666666666667","0","0","0","0","0","-","0","-","0.07","1","1","1","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","1","0.00"
"110","Eric Gryba","N.J","D","10","0.11666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"116","Patrik Berglund","BUF","C","23","12.583333333333","0","0","0","0","0","0.00","0","-","0.12","3","3","1","0","0","0","2","1","1","0","0","0","0","1","1","1","0","8","5","61.54"
"118","Michael Grabner","ARI","L, R","51","4.1833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"120","Korbinian Holzer","ANA","D","31","1.0666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","-"
"122","Michael Frolik","CGY","R","77","7.55","0","0","0","0","0","-","0","-","0.05","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"124","Andrew MacDonald","PHI","D","47","2.7666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"125","Erik Condra","DAL","R","6","7.2","0","0","0","0","0","-","2","0.00","0.55","3","3","3","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"129","Mark Letestu","CBJ, WPG","C","9","1.7666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","100.00"
"130","Ben Lovejoy","DAL, N.J","D","71","3.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"132","Karl Alzner","MTL","D","9","0.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"133","Justin Falk","OTT","D","10","0.13333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","0","0","0","0","0","0","0","0","-"
"136","Paul Carey","BOS, OTT","C","7","0.26666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"138","Ian Cole","COL","D","77","3.7666666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","1","0","5","1","0","1","0","1","0","0","0","0","0","0","0","-"
"139","Eric Tangradi","N.J","L","6","10.616666666667","0","0","0","0","0","-","1","0.00","0.1","2","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"148","Riley Nash","CBJ","C","88","6.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","12.50"
"149","Thomas Hickey","NYI","D","40","5.2166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"151","Brad Malone","EDM","C","16","0.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"152","Brendan Smith","NYR","D","71","2.9333333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"156","Carl Gunnarsson","STL","D","30","0.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"157","Mario Kempe","ARI","R","52","3.1833333333333","0","0","0","0","0","-","1","0.00","0.15","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","33.33"
"158","Yannick Weber","NSH","D","71","4.0833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"160","Robert Bortuzzo","STL","D","64","2.7666666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","7","2","1","1","0","0","0","0","0","0","0","0","0","-"
"168","Carl Hagelin","L.A, PIT, WSH","L","71","3.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"173","Micheal Haley","FLA, NYR, S.J","C","46","1.45","0","0","0","0","0","-","2","0.00","0.3","2","2","1","0","0","1","10","2","0","2","0","0","0","0","0","0","0","0","1","0.00"
"174","Zack Smith","CHI, OTT","C, L","75","7.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","9","3","2","1","0","0","0","0","0","0","0","6","3","66.67"
"175","Jay Beagle","VAN","C","67","2.5833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","5","28.57"
"181","Luke Schenn","ANA, VAN","D","26","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"187","Luca Sbisa","NYI","D","9","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"189","Michael Del Zotto","ANA, STL, VAN","D","50","11.9","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"195","Travis Hamonic","CGY","D","81","19.433333333333","0","0","0","0","0","-","3","0.00","0.38","5","4","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"197","Marco Scandella","BUF","D","74","5.9333333333333","0","0","0","0","0","-","2","0.00","0.07","3","2","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","-"
"198","Jori Lehtera","PHI","C","27","1.9833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","1","1","50.00"
"199","Michael Stone","CGY","D","18","7.8","0","0","0","0","0","-","0","-","0.04","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"201","Dale Weise","MTL, PHI","R","51","5.2333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"204","Derek Grant","ANA, PIT","C","67","6.9166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","3","57.14"
"206","Greg Pateryn","MIN","D","80","2.9833333333333","0","0","0","0","0","0.00","0","-","0.03","1","1","0","0","0","0","9","3","2","1","0","0","0","0","0","0","0","0","0","-"
"207","Mark Borowiecki","OTT","D","63","1.9833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","22","4","1","2","1","1","0","0","0","1","0","0","0","-"
"208","Matt Martin","NYI","L","74","4.8333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","12","3","1","2","0","1","1","0","0","0","0","0","0","-"
"211","Mark Barberio","COL","D","15","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"212","Luke Witkowski","DET, T.B","R","43","0.83333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"213","Zac Rinaldo","NSH","C, L","23","0.11666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"214","Dalton Prout","CGY, S.J","D","21","0.18333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"215","Jordie Benn","MTL, VAN","D","91","1.9666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","0","0","0","0","0","0","0","0","-"
"216","Antoine Roussel","VAN","L","65","3.3666666666667","0","0","0","0","0","-","1","0.00","0.11","2","1","1","1","0","0","6","3","3","0","0","1","0","0","0","0","0","0","0","-"
"233","Magnus Paajarvi","OTT","L","80","7.3833333333333","0","0","0","0","0","-","1","0.00","0.05","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100.00"
"235","Calvin de Haan","CAR, CHI","D","80","8.6166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","1","0","0","-"
"236","Zack Kassian","EDM","R","90","13.85","0","0","0","0","0","-","2","0.00","0.6","3","3","3","2","0","1","18","5","4","0","1","2","1","0","0","1","0","0","0","-"
"237","Dmitry Kulikov","WPG","D","67","4.1","0","0","0","0","0","-","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"241","Brayden McNabb","VGK","D","93","5.3333333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"247","Stefan Elliott","OTT","D","3","2.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"255","Casey Cizikas","NYI","C","78","6.8166666666667","0","0","0","0","0","-","1","0.00","0.15","1","1","1","1","0","0","17","3","1","1","1","0","0","0","0","1","0","6","3","66.67"
"256","David Savard","CBJ","D","92","7.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","-"
"257","Nicolas Deslauriers","ANA, MTL","L","52","1.5833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","2","0","2","0","0","0","0","0","0","0","0","0","-"
"259","Kevin Connauton","ARI","D","50","6.2","0","0","0","0","0","-","1","0.00","0.07","3","2","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"260","Garrett Wilson","PIT","L","50","0.73333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"261","Gabriel Dumont","MIN","C","3","0.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"262","Corban Knight","PHI","C","23","0.36666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"263","Gabriel Bourque","COL, WPG","L","66","1.5166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"264","Ben Chiarot","MTL, WPG","D","88","3.3666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"267","Phil Varone","PHI","C","47","1.6833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"268","Marcus Kruger","CHI","C","74","1.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","50.00"
"270","Jordan Nolan","STL","C","14","0.31666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"271","Nic Dowd","WSH","C","74","0.88333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"272","Justin Dowling","DAL","C","21","20.983333333333","0","0","0","0","0","0.00","3","0.00","0.4","7","5","5","1","0","0","0","0","0","0","0","0","1","1","0","0","0","3","2","60.00"
"273","Brandon Manning","CHI, EDM","D","44","1.9166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","14","4","2","2","0","0","0","0","0","0","1","0","0","-"
"274","Brenden Dillon","S.J","D","93","4.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","6","3","3","0","0","1","0","0","1","0","0","0","0","-"
"275","Andrew Agozzino","COL, PIT","L","12","0.93333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"276","Radko Gudas","PHI, WSH","D","90","1.9","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","17","4","1","3","0","2","0","0","0","0","0","0","0","-"
"277","Nate Prosser","MIN","D","15","0.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"278","Matt Irwin","NSH","D","47","0.016666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","0","0","0","0","0","0","0","0","-"
"279","Christopher Tanev","VAN","D","65","8.6","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"283","Martin Marincin","TOR","D","30","0.71666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"284","Justin Holl","TOR","D","21","0.46666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"288","Johan Larsson","BUF","C, L","85","5.8","0","0","0","0","0","-","1","0.00","0.05","1","1","1","0","0","0","2","1","1","0","0","1","0","0","0","1","0","0","3","0.00"
"289","Greg McKegg","CAR, NYR","C","45","5.8166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","25.00"
"293","Patrik Nemeth","COL, DET","D","85","1.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","-"
"294","Jon Merrill","VGK","D","69","16.583333333333","0","0","0","0","0","-","2","0.00","0.12","4","3","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0","0","0","-"
"298","Alex Petrovic","EDM, FLA","D","35","3.7666666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","10","1","0","0","1","1","0","0","0","0","0","0","0","-"
"299","Devante Smith-Pelly","WSH","R","54","2.0166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"301","Derek Forbort","L.A","D","81","4.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"307","Riley Sheahan","EDM, FLA, PIT","C","91","6.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","1","0","0","0","0","0","6","5","54.55"
"308","Chris Wagner","BOS","R","85","4.0166666666667","0","0","0","0","0","-","0","-","0.08","1","1","0","0","0","0","7","2","1","1","0","1","0","0","0","1","0","0","1","0.00"
"310","Zach Hyman","TOR","C, L","71","16.85","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","9","3","2","1","0","1","1","0","0","2","0","3","5","37.50"
"311","Erik Gudbranson","PIT, VAN","D","83","3.5","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","7","2","1","1","0","0","0","0","0","0","0","0","0","-"
"316","Mark Pysyk","FLA","D","75","3.7833333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"319","Joakim Nordstrom","BOS","C","74","6.7666666666667","0","0","0","0","0","-","2","0.00","0.2","2","2","2","1","0","0","5","1","0","1","0","0","0","0","0","0","0","0","1","0.00"
"320","Michael Chaput","MTL","C","32","0.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"321","Bryan Rust","PIT","R","72","9.9166666666667","0","0","0","0","0","-","1","0.00","0.13","1","1","1","1","0","0","4","2","2","0","0","0","0","0","0","1","0","0","0","-"
"323","Tom Kuhnhackl","NYI","R","42","5.6","0","0","0","0","0","0.00","1","0.00","0.3","2","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"324","Marcus Sorensen","S.J","L","88","29.983333333333","0","0","0","0","0","0.00","3","0.00","0.65","7","5","7","4","0","1","12","2","1","0","1","0","0","0","0","0","0","0","1","0.00"
"328","Jesper Fast","NYR","R","74","8.1333333333333","0","0","0","0","0","-","1","0.00","0.4","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"329","Kevin Gravel","EDM, TOR","D","38","0.41666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"330","Anthony Bitetto","MIN, NSH, WPG","D","45","3.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"331","Brandon Davidson","CHI","D","10","0.51666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"336","Erik Burgdoerfer","OTT","D","4","0.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"337","Ben Street","ANA","C","21","1.6666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"339","Matt Read","MIN","R","12","1.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"340","Kevan Miller","BOS","D","39","2.1833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","2","0","2","0","0","0","0","1","0","0","0","0","-"
"341","Cory Conacher","T.B","C","1","0.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"342","Brian Gibbons","ANA, CAR, OTT","C, L","66","3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0.00"
"343","Colin Blackwell","NSH","C","6","0.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"344","Matthew Peca","MTL","C","39","1.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0.00"
"347","Scott Wilson","BUF","L","15","0.066666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"348","Lukas Sedlak","CBJ","C","47","3.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","1","2","33.33"
"349","Josh Manson","ANA","D","85","11","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"350","Max McCormick","OTT","L","14","0.4","0","0","0","0","0","-","1","0.00","0.3","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"351","Josh Archibald","ARI, EDM","R","76","5.7666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","1","0","0","0","0","0","0","0","-"
"356","Fredrik Claesson","NYR","D","37","0.18333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"357","Blake Pietila","N.J","L","19","12.216666666667","0","0","0","0","0","-","3","0.00","0.21","5","5","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","3","3","50.00"
"358","Nick Seeler","MIN","D","73","2.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","19","5","2","3","0","0","0","0","0","0","0","0","0","-"
"359","Sean Kuraly","BOS","C","80","4.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","6","3","3","0","0","1","0","0","0","0","0","0","2","0.00"
"362","Adam Lowry","WPG","C, L","89","9.6666666666667","0","0","0","0","0","-","0","-","0.1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","61.11"
"365","Nick Shore","TOR","C","9","0.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"366","Andy Welinski","ANA","D","26","19.116666666667","0","0","0","0","0","0.00","1","0.00","0.15","4","2","2","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","-"
"369","Jean-Gabriel Pageau","OTT","C","49","37.9","0","0","0","0","0","0.00","6","0.00","0.72","11","9","7","4","0","1","15","2","0","1","1","0","0","1","1","2","0","11","16","40.74"
"372","Rocco Grimaldi","NSH","C, R","60","2.3666666666667","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"373","Scott Mayfield","NYI","D","89","6.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","0","1","0","0","0","0","0","0","-"
"374","Tomas Jurco","EDM","R","9","1.5333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
