id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assit,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
547,Nick Ritchie,"ANA, BOS",L,43,527.85,7,9,6,3,16,66.67,61,11.48,7.33,104,91,65,39,1,9,26,13,13,0,0,1,14,9,88,36,15,1,6,14.29
548,Kevin Fiala,MIN,L,58,689.33333333333,12,18,13,5,30,83.33,94,12.77,7.24,182,135,91,38,9,12,32,16,16,0,0,13,27,24,20,46,15,1,2,33.33
549,Brendan Perlini,"CHI, DET",L,39,363.28333333333,1,3,2,1,4,80.00,42,2.38,3.73,84,61,52,15,2,1,6,3,3,0,0,3,6,7,21,28,9,0,0,-
550,Jakub Vrana,WSH,L,64,787.88333333333,22,15,11,4,37,77.08,140,15.71,12.02,243,199,139,48,14,15,14,7,7,0,0,9,35,29,22,33,14,3,4,42.86
551,Dylan Larkin,DET,C,66,1053.5333333333,10,19,10,9,29,65.91,150,6.67,10.72,259,194,148,53,5,13,25,10,9,1,0,20,59,30,39,43,34,432,430,50.12
552,Sonny Milano,"ANA, CBJ",L,47,525.51666666667,6,10,6,4,16,84.21,57,10.53,3.92,75,65,40,18,2,1,14,7,7,0,0,12,22,19,25,67,9,0,0,-
553,Travis Sanheim,PHI,D,63,1033.6166666667,7,10,7,3,17,34.00,85,8.24,4.68,176,114,50,18,3,8,22,11,11,0,0,7,36,12,34,82,57,0,0,-
554,Alex Tuch,VGK,R,42,511.61666666667,5,5,4,1,10,66.67,84,5.95,6.33,140,112,87,31,4,8,6,3,3,0,0,11,25,23,54,41,20,3,10,23.08
555,Tony DeAngelo,NYR,D,61,925.25,7,21,10,11,28,52.83,92,7.61,4.76,170,128,51,15,2,8,26,13,13,0,0,4,53,10,38,58,47,0,0,-
556,Nick Schmaltz,ARI,C,66,819.56666666667,6,22,14,8,28,73.68,69,8.70,5.48,122,91,61,27,2,8,12,6,6,0,0,6,22,44,10,49,31,134,171,43.93
