"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"135","Nick Bonino","NSH","C","81","158","0","1","0","1","1","50.00","6","0.00","0.68","15","12","6","1","1","0","0","0","0","0","0","1","3","8","0","1","11","76","89","46.06"
"144","Logan Couture","S.J","C","81","127.03333333333","1","0","0","0","1","33.33","13","7.69","1.29","13","13","11","5","1","0","2","1","1","0","0","0","1","9","2","1","7","21","21","50.00"
"145","P.K. Subban","NSH","D","63","98.416666666667","1","0","0","0","1","33.33","1","100.00","0.06","1","1","1","0","0","0","0","0","0","0","0","1","2","2","2","0","7","0","0","-"
"147","Thomas Hickey","NYI","D","40","90.233333333333","0","1","0","1","1","25.00","1","0.00","0.07","3","2","0","0","1","0","2","1","1","0","0","1","3","0","3","3","23","0","0","-"
"150","Brendan Smith","NYR","D","63","100.85","0","1","0","1","1","100.00","3","0.00","0.25","7","6","2","1","0","0","4","2","2","0","0","5","5","4","6","1","10","0","0","-"
"151","Brandon Sutter","VAN","C","26","80.416666666667","1","0","0","0","1","100.00","4","25.00","0.4","7","6","5","1","1","0","2","1","1","0","0","0","1","1","2","2","1","45","53","45.92"
"154","Carl Gunnarsson","STL","D","25","42.35","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","7","0","0","-"
"158","Robert Bortuzzo","STL","D","59","138.63333333333","0","1","1","0","1","100.00","3","0.00","0.09","3","3","1","1","0","0","12","5","5","0","0","4","3","2","18","6","19","0","0","-"
"164","Jake Muzzin","L.A, TOR","D","80","140.78333333333","0","1","0","1","1","100.00","4","0.00","0.04","4","4","0","0","0","0","2","1","1","0","0","2","12","2","12","1","22","0","0","-"
"173","Jay Beagle","VAN","C","57","151.16666666667","1","0","0","0","1","50.00","7","14.29","0.35","9","7","5","2","1","1","2","1","1","0","0","5","2","3","1","1","5","91","82","52.60"
"175","Drew Doughty","L.A","D","82","201.21666666667","0","1","0","1","1","50.00","4","0.00","0.1","4","4","1","0","0","0","2","1","1","0","0","2","14","2","17","1","13","0","0","-"
"177","Alex Pietrangelo","STL","D","71","146.13333333333","0","1","0","1","1","25.00","10","0.00","0.49","11","10","3","3","2","2","0","0","0","0","0","4","3","11","10","4","20","0","0","-"
"178","Zach Bogosian","BUF","D","65","179.71666666667","1","0","0","0","1","50.00","4","25.00","0.12","5","5","1","1","1","0","7","2","1","1","0","5","5","3","9","3","18","0","0","-"
"182","Josh Bailey","NYI","R","82","2.8","1","0","0","0","1","100.00","1","100.00","0.11","1","1","1","1","0","0","2","1","1","0","0","1","0","0","0","0","0","0","1","0.00"
"191","Roman Josi","NSH","D","82","213.1","0","1","1","0","1","25.00","16","0.00","0.47","23","19","5","0","1","0","4","2","2","0","0","2","5","1","5","1","23","0","0","-"
"196","Marco Scandella","BUF","D","63","126.3","0","1","0","1","1","100.00","4","0.00","0.04","4","4","0","0","0","0","2","1","1","0","0","0","8","2","4","2","11","0","0","-"
"199","Adam Henrique","ANA","C","82","90.333333333333","0","1","1","0","1","100.00","4","0.00","0.29","8","7","3","2","1","0","0","0","0","0","0","3","1","5","1","1","6","52","39","57.14"
"200","Dale Weise","MTL, PHI","R","51","66.033333333333","1","0","0","0","1","100.00","3","33.33","0.22","3","3","2","2","0","0","2","1","1","0","0","1","2","2","4","1","5","0","3","0.00"
"201","TJ Brodie","CGY","D","79","151.93333333333","1","0","0","0","1","14.29","3","33.33","0.05","4","4","0","0","1","0","2","1","1","0","0","3","9","8","1","3","12","0","1","0.00"
"203","Derek Grant","ANA, PIT","C","56","91.733333333333","0","1","1","0","1","50.00","6","0.00","0.43","8","8","4","3","0","1","0","0","0","0","0","0","0","4","1","2","3","48","59","44.86"
"209","Jared Spurgeon","MIN","D","82","192.98333333333","0","1","1","0","1","100.00","5","0.00","0.11","5","5","1","0","2","0","0","0","0","0","0","2","1","5","10","1","27","0","0","-"
"215","Tyler Johnson","T.B","C","80","37.233333333333","1","0","0","0","1","100.00","2","50.00","0.19","3","3","2","2","0","0","0","0","0","0","0","2","0","2","0","1","0","11","24","31.43"
"226","Victor Hedman","T.B","D","70","148.75","0","1","1","0","1","16.67","5","0.00","0.24","7","7","1","1","1","0","6","3","3","0","0","1","5","6","3","2","19","0","1","0.00"
"233","Ryan Ellis","NSH","D","82","220.15","1","0","0","0","1","25.00","7","14.29","1.23","11","11","4","3","2","1","0","0","0","0","0","3","9","16","3","1","22","0","0","-"
"235","Zack Kassian","EDM","R","79","99.183333333333","1","0","0","0","1","50.00","3","33.33","0.4","6","5","5","4","0","0","8","4","4","0","0","3","3","3","1","1","4","0","2","0.00"
"240","Brayden McNabb","VGK","D","81","228.01666666667","0","1","0","1","1","50.00","8","0.00","0.23","9","9","4","1","1","0","4","2","2","0","0","0","4","7","12","4","34","0","0","-"
"247","Richard Panik","ARI","R","75","89.883333333333","1","0","0","0","1","33.33","7","14.29","0.45","10","9","5","2","1","2","4","2","2","0","0","2","3","7","9","3","8","2","2","50.00"
"249","Marcus Foligno","MIN","L","82","148.85","0","1","1","0","1","50.00","8","0.00","0.82","13","10","4","2","1","0","4","2","2","0","0","4","3","6","9","3","13","4","10","28.57"
"255","Nicolas Deslauriers","MTL","L","48","19.633333333333","1","0","0","0","1","100.00","2","50.00","0.26","2","2","2","2","1","0","0","0","0","0","0","1","0","2","0","1","2","1","0","100.00"
"261","Gabriel Bourque","COL","L","55","137.93333333333","0","1","1","0","1","50.00","8","0.00","0.31","8","8","2","1","1","0","0","0","0","0","0","0","3","5","11","3","13","2","6","25.00"
"262","Ben Chiarot","WPG","D","78","137.15","0","1","1","0","1","25.00","4","0.00","0.03","6","5","0","0","0","0","0","0","0","0","0","1","12","1","18","3","20","0","0","-"
"266","Marcus Kruger","CHI","C","74","132.76666666667","0","1","1","0","1","100.00","10","0.00","0.35","10","10","2","0","1","0","2","1","1","0","0","2","4","3","2","0","6","32","41","43.84"
"267","Nick Jensen","DET, WSH","D","80","195.3","0","1","0","1","1","50.00","7","0.00","0.12","8","7","2","0","1","0","0","0","0","0","0","3","14","5","8","8","21","0","0","-"
"268","Nic Dowd","WSH","C","64","105.75","0","1","1","0","1","100.00","4","0.00","0.38","8","6","0","0","1","0","0","0","0","0","0","0","3","6","3","4","5","48","41","53.93"
"271","Brenden Dillon","S.J","D","82","90.783333333333","1","0","0","0","1","33.33","1","100.00","0.04","1","1","0","0","0","0","10","1","0","0","1","2","2","2","4","3","8","0","0","-"
"278","Calle Jarnkrok","NSH","C","79","139.63333333333","1","0","0","0","1","100.00","5","20.00","0.44","8","7","5","1","1","0","0","0","0","0","0","1","2","2","1","2","3","7","9","43.75"
"284","Johan Larsson","BUF","C","73","171.8","1","0","0","0","1","100.00","5","20.00","0.96","10","8","6","4","1","0","0","0","0","0","0","4","3","4","5","2","11","83","126","39.71"
"289","Charlie Coyle","BOS, MIN","C","81","84.533333333333","1","0","0","0","1","100.00","3","33.33","0.24","3","3","2","0","0","0","0","0","0","0","0","0","4","5","0","1","11","14","25","35.90"
"290","Patrik Nemeth","COL","D","74","237.2","0","1","0","1","1","25.00","6","0.00","0.05","7","7","1","0","1","0","4","2","2","0","0","4","5","1","25","7","49","0","0","-"
"291","Jon Merrill","VGK","D","57","69.683333333333","1","0","0","0","1","16.67","5","20.00","0.42","7","6","3","1","0","0","0","0","0","0","0","0","4","1","3","3","9","0","0","-"
"294","Brock Nelson","NYI","C","82","65.75","1","0","0","0","1","100.00","4","25.00","0.23","4","4","2","2","1","0","0","0","0","0","0","2","2","1","0","1","8","22","32","40.74"
"300","Cam Fowler","ANA","D","59","88.283333333333","0","1","0","1","1","inf","2","0.00","0","2","2","0","0","0","0","0","0","0","0","0","0","3","2","1","0","9","0","0","-"
"307","Zach Hyman","TOR","C, L","71","161.51666666667","1","0","0","0","1","100.00","9","11.11","0.77","16","13","10","4","2","0","0","0","0","0","0","5","3","7","5","5","15","69","72","48.94"
"308","Erik Gudbranson","PIT, VAN","D","76","156.26666666667","0","1","0","1","1","33.33","3","0.00","0.01","3","3","0","0","1","0","0","0","0","0","0","3","2","2","10","1","18","0","0","-"
"314","Mark Pysyk","FLA","D","70","124.78333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","4","2","2","0","0","0","2","5","12","3","17","0","0","-"
"321","Tom Kuhnhackl","NYI","R","36","36.233333333333","0","1","1","0","1","50.00","1","0.00","0.05","2","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0","2","0","0","-"
"334","Mark Stone","OTT, VGK","R","77","85.916666666667","1","0","0","0","1","100.00","13","7.69","1.34","16","14","11","9","1","1","0","0","0","0","0","2","4","9","6","0","5","0","2","0.00"
"337","Taylor Fedun","DAL","D","54","50.966666666667","0","1","0","1","1","100.00","2","0.00","0","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","0","0","-"
"341","Matthew Peca","MTL","C","39","48.6","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","2","7","12","36.84"
"346","Josh Manson","ANA","D","74","234.45","0","1","1","0","1","25.00","4","0.00","0.3","7","7","3","2","0","0","8","4","4","0","0","6","13","11","25","4","21","0","0","-"
"348","Josh Archibald","ARI","R","68","108.85","0","1","1","0","1","100.00","7","0.00","0.48","9","7","5","2","5","0","2","1","1","0","0","2","0","3","5","2","5","2","7","22.22"
"350","Dylan DeMelo","OTT","D","77","131.75","0","1","0","1","1","33.33","3","0.00","0.31","4","3","2","2","0","1","0","0","0","0","0","2","1","0","5","3","15","0","0","-"
"353","Fredrik Claesson","NYR","D","37","58.566666666667","0","1","0","1","1","50.00","2","0.00","0.11","2","2","1","1","0","0","2","1","1","0","0","1","3","2","5","0","4","0","0","-"
"358","Vincent Trocheck","FLA","C","55","90.866666666667","1","0","0","0","1","100.00","14","7.14","1.39","20","18","12","6","1","1","2","1","1","0","0","4","5","7","2","5","6","41","36","53.25"
"368","Scott Mayfield","NYI","D","79","183.45","1","0","0","0","1","25.00","2","50.00","0.02","2","2","0","0","0","0","14","3","2","0","1","8","7","0","9","1","37","0","0","-"
"370","Boone Jenner","CBJ","C","77","112.36666666667","1","0","0","0","1","33.33","13","7.69","0.91","16","15","7","4","4","0","6","2","2","0","0","2","2","9","6","2","14","59","58","50.43"
"375","Markus Granlund","VAN","C","77","183.38333333333","0","1","1","0","1","33.33","11","0.00","0.43","15","13","3","0","0","0","0","0","0","0","0","1","4","8","2","3","6","8","28","22.22"
"386","Adam Larsson","EDM","D","82","165.33333333333","0","1","1","0","1","33.33","2","0.00","0","2","2","0","0","0","0","2","1","1","0","0","1","4","2","18","0","17","0","0","-"
"387","Ryan Strome","EDM, NYR","C","81","89.983333333333","1","0","0","0","1","100.00","14","7.14","0.77","15","15","6","2","0","0","12","2","1","0","1","3","3","7","1","0","4","26","41","38.81"
"390","Sean Couturier","PHI","C","80","184.58333333333","1","0","0","0","1","100.00","18","5.56","1.53","22","20","12","7","4","0","12","2","1","0","1","3","3","12","0","3","17","88","75","53.99"
"392","Jonas Brodin","MIN","D","82","173.66666666667","1","0","0","0","1","50.00","5","20.00","0.02","5","5","0","0","0","0","0","0","0","0","0","0","2","4","3","1","25","0","0","-"
"397","Joel Armia","MTL","R","57","89.366666666667","1","0","0","0","1","100.00","9","11.11","0.81","14","12","8","5","1","0","4","2","2","0","0","2","6","14","5","2","3","2","8","20.00"
"410","Barclay Goodrow","S.J","R","82","118.11666666667","1","0","0","0","1","50.00","10","10.00","0.86","16","12","9","5","5","1","10","1","0","0","1","5","2","7","1","3","10","45","48","48.39"
"421","Hampus Lindholm","ANA","D","76","232.78333333333","0","1","0","1","1","25.00","4","0.00","0.11","7","7","0","0","0","0","0","0","0","0","0","2","10","3","13","6","29","0","0","-"
"425","Brady Skjei","NYR","D","78","173.83333333333","0","1","0","1","1","25.00","4","0.00","0.17","5","5","1","0","0","0","2","1","1","0","0","1","7","3","15","3","17","0","0","-"
"443","Colton Parayko","STL","D","80","113.43333333333","0","1","0","1","1","inf","4","0.00","0.01","5","5","0","0","0","0","5","1","0","1","0","5","3","3","6","1","16","0","0","-"
"446","Chandler Stephenson","WSH","C","64","113.36666666667","1","0","0","0","1","100.00","4","25.00","0.74","6","5","4","3","2","0","0","0","0","0","0","2","1","3","1","1","6","8","13","38.10"
"454","Jordan Martinook","CAR","L","82","132.95","1","0","0","0","1","50.00","11","9.09","1.99","17","15","10","4","2","1","2","1","1","0","0","4","1","10","5","6","10","28","53","34.57"
"456","Damon Severson","N.J","D","82","121.26666666667","0","1","1","0","1","25.00","9","0.00","0.07","10","9","1","0","1","0","6","3","3","0","0","2","4","2","6","2","11","0","0","-"
"457","Colton Sissons","NSH","C","75","148.88333333333","0","1","1","0","1","50.00","7","0.00","0.59","9","9","7","3","0","0","0","0","0","0","0","1","1","7","3","4","5","60","73","45.11"
"459","Jake McCabe","BUF","D","59","126.51666666667","1","0","0","0","1","50.00","2","50.00","0.11","3","3","1","0","0","0","5","1","0","1","0","3","9","2","13","0","24","0","0","-"
"460","Brock McGinn","CAR","L","82","182.85","1","0","0","0","1","50.00","12","8.33","1.41","17","13","7","5","2","1","2","1","1","0","0","1","3","11","7","1","9","3","4","42.86"
"466","Brett Kulak","MTL","D","57","25.866666666667","1","0","0","0","1","100.00","2","50.00","0.16","3","3","1","1","0","0","2","1","1","0","0","2","0","0","1","1","3","0","0","-"
"472","Matthew Benning","EDM","D","70","87.35","0","1","0","1","1","25.00","2","0.00","0","3","2","0","0","0","0","4","2","2","0","0","3","2","1","11","3","8","0","0","-"
"474","Jake Dotchin","ANA","D","20","13.683333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","-"
"477","Ben Hutton","VAN","D","69","158.31666666667","0","1","0","1","1","50.00","10","0.00","0.1","12","11","1","0","0","1","14","3","2","0","1","2","3","4","2","3","16","0","0","-"
"488","Carter Rowney","ANA","C, R","62","117.86666666667","1","0","0","0","1","100.00","5","20.00","0.27","6","6","3","1","0","0","2","1","1","0","0","1","3","5","7","3","9","20","25","44.44"
"490","Michael Raffl","PHI","L","67","62.233333333333","1","0","0","0","1","50.00","5","20.00","0.24","6","5","4","1","0","0","2","1","1","0","0","0","1","1","3","2","6","3","2","60.00"
"505","Jake Guentzel","PIT","C, L","82","40.2","1","0","0","0","1","50.00","4","25.00","0.39","4","4","4","3","2","0","2","1","1","0","0","1","0","2","1","2","0","1","1","50.00"
"506","Mattias Janmark","DAL","C","81","120.7","0","1","1","0","1","100.00","4","0.00","0.7","6","5","4","2","1","0","0","0","0","0","0","5","1","1","3","4","9","0","4","0.00"
"512","Andrew Copp","WPG","C","69","93.7","1","0","0","0","1","100.00","5","20.00","0.5","8","6","6","2","1","0","0","0","0","0","0","1","1","4","2","1","9","15","22","40.54"
"516","Shea Theodore","VGK","D","79","13.35","0","1","1","0","1","100.00","1","0.00","0.02","2","2","0","0","0","1","0","0","0","0","0","0","1","1","0","1","2","0","0","-"
"528","Carl Dahlstrom","CHI","D","38","71.583333333333","0","1","0","1","1","50.00","3","0.00","0.04","3","3","0","0","1","0","2","1","1","0","0","0","2","1","3","0","6","0","0","-"
"536","Aleksander Barkov","FLA","C","82","170.26666666667","0","1","1","0","1","100.00","9","0.00","1.01","11","11","9","5","4","0","0","0","0","0","0","2","6","13","2","6","8","100","105","48.78"
"541","Darnell Nurse","EDM","D","82","158.13333333333","0","1","0","1","1","33.33","4","0.00","0.09","4","4","1","0","0","0","19","4","2","1","1","7","5","1","10","0","21","0","0","-"
"569","Tomas Nosek","VGK","L","68","116.13333333333","1","0","0","0","1","50.00","10","10.00","0.44","10","10","4","1","0","1","2","1","1","0","0","1","1","4","8","1","8","8","6","57.14"
"592","Nikolay Goldobin","VAN","R","63","3.5333333333333","0","1","1","0","1","100.00","1","0.00","0.03","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"597","Marcus Pettersson","ANA, PIT","D","84","68.833333333333","0","1","0","1","1","25.00","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","3","0","1","2","3","14","0","0","-"
"599","Vladislav Kamenev","COL","C","23","15.666666666667","1","0","0","0","1","100.00","2","50.00","0.03","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","7","6","53.85"
"604","Juho Lammikko","FLA","R","40","69.266666666667","0","1","1","0","1","100.00","3","0.00","0.29","5","4","3","2","0","1","0","0","0","0","0","0","1","3","4","0","7","20","32","38.46"
"611","Christoffer Ehn","DET","C","60","46.483333333333","1","0","0","0","1","100.00","3","33.33","0.37","4","3","3","2","0","0","0","0","0","0","0","0","0","4","2","1","3","4","5","44.44"
"632","Kyle Connor","WPG","L","82","58.733333333333","1","0","0","0","1","100.00","2","50.00","0.44","6","3","3","2","1","0","0","0","0","0","0","0","2","0","0","0","3","0","0","-"
"641","Timo Meier","S.J","R","78","41.116666666667","0","1","1","0","1","100.00","2","0.00","0.3","7","5","5","0","1","0","0","0","0","0","0","5","0","3","3","2","2","3","4","42.86"
"664","Thomas Chabot","OTT","D","70","42.25","1","0","0","0","1","33.33","3","33.33","0.07","3","3","0","0","0","0","0","0","0","0","0","0","0","1","0","1","4","0","0","-"
"704","Kevin Rooney","N.J","C","41","78.366666666667","1","0","0","0","1","100.00","7","14.29","0.85","9","9","8","3","1","0","0","0","0","0","0","0","2","5","3","3","5","22","15","59.46"
"707","Joey Anderson","N.J","R","34","42.766666666667","1","0","0","0","1","100.00","3","33.33","0.46","4","3","1","1","0","1","0","0","0","0","0","0","0","3","0","2","5","2","1","66.67"
"712","Charlie McAvoy","BOS","D","54","70.133333333333","0","1","1","0","1","50.00","0","-","0","1","0","0","0","0","0","7","2","1","1","0","5","1","2","4","6","6","0","0","-"
"721","Sam Steel","ANA","C","22","12.133333333333","1","0","0","0","1","100.00","1","100.00","0.15","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","6","14.29"
"738","Filip Hronek","DET","D","46","54.05","0","1","1","0","1","50.00","2","0.00","0.04","2","2","0","0","0","0","0","0","0","0","0","2","2","0","5","1","0","0","0","-"
"739","Troy Stecher","VAN","D","78","113.05","1","0","0","0","1","33.33","5","20.00","0.03","7","6","0","0","1","0","2","1","1","0","0","1","3","4","9","1","16","0","0","-"
"741","Drake Caggiula","CHI, EDM","C, L","55","38.483333333333","1","0","0","0","1","100.00","3","33.33","0.35","4","4","3","3","1","0","4","2","2","0","0","1","4","3","2","1","3","0","2","0.00"
"746","Alexandre Fortin","CHI","L","24","9.3","1","0","0","0","1","100.00","2","50.00","0.29","2","2","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"749","Zach Aston-Reese","PIT","C","43","80.633333333333","1","0","0","0","1","50.00","7","14.29","0.6","8","8","3","2","2","0","0","0","0","0","0","2","2","6","3","0","6","1","1","50.00"
"765","Miro Heiskanen","DAL","D","82","113.41666666667","0","1","1","0","1","100.00","2","0.00","0.09","4","3","2","0","0","1","0","0","0","0","0","1","5","3","2","2","8","0","0","-"
"767","Lias Andersson","NYR","C","42","27.616666666667","1","0","0","0","1","100.00","1","100.00","0.15","1","1","1","1","0","0","2","1","1","0","0","1","1","2","2","2","0","5","5","50.00"
"774","Neal Pionk","NYR","D","73","210.43333333333","0","1","1","0","1","33.33","9","0.00","0.22","12","10","1","1","0","0","7","2","1","1","0","4","4","2","22","3","25","0","1","0.00"
"781","Sheldon Dries","COL","C","40","39.2","1","0","0","0","1","100.00","3","33.33","0.49","3","3","3","3","1","0","0","0","0","0","0","0","0","2","4","1","3","14","11","56.00"
"2","Zdeno Chara","BOS","D","62","188.2","0","0","0","0","0","0.00","8","0.00","0.29","8","8","2","1","0","0","11","4","3","1","0","7","10","4","14","4","15","0","0","-"
"3","Joe Thornton","S.J","C","73","2.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","100.00"
"4","Patrick Marleau","TOR","C","82","5.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"6","Brooks Orpik","WSH","D","53","138.96666666667","0","0","0","0","0","0.00","5","0.00","0.03","6","5","0","0","0","0","2","1","1","0","0","2","6","1","17","3","22","0","0","-"
"7","Justin Williams","CAR","R","82","1.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","-"
"8","Niklas Kronwall","DET","D","79","85.683333333333","0","0","0","0","0","0.00","3","0.00","0.02","3","3","0","0","1","1","0","0","0","0","0","0","2","0","4","1","17","0","0","-"
"9","Matt Hendricks","MIN, WPG","C","26","19.583333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","3","4","4","50.00"
"10","Deryk Engelland","VGK","D","74","237.03333333333","0","0","0","0","0","0.00","12","0.00","0.09","14","14","0","0","3","0","2","1","1","0","0","0","4","6","11","8","46","0","0","-"
"11","Ilya Kovalchuk","L.A","L","64","0.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"12","Jason Spezza","DAL","C","76","1.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","66.67"
"14","Dan Hamhuis","NSH","D","57","96","0","0","0","0","0","0.00","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","1","6","2","2","2","9","0","0","-"
"15","Jason Pominville","BUF","R","73","1.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"16","Tomas Plekanec","MTL","C","3","4.3333333333333","0","0","0","0","0","-","1","0.00","0.05","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","20.00"
"20","Jay Bouwmeester","STL","D","78","171.68333333333","0","0","0","0","0","0.00","3","0.00","0.15","5","5","1","1","1","1","2","1","1","0","0","0","2","3","8","3","20","0","0","-"
"24","Jonathan Ericsson","DET","D","52","120.46666666667","0","0","0","0","0","0.00","4","0.00","0.35","5","5","1","1","0","0","0","0","0","0","0","1","5","3","12","2","15","0","0","-"
"25","Chris Kunitz","CHI","L","56","3.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","1","0","0","1","0","0","0","1","0","0","0","0","-"
"27","Thomas Vanek","DET","L","64","1.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"29","Braydon Coburn","T.B","D","74","75.916666666667","0","0","0","0","0","-","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","2","3","3","6","0","0","-"
"30","Dion Phaneuf","L.A","D","67","49.783333333333","0","0","0","0","0","-","0","-","0.02","1","1","0","0","0","0","2","1","1","0","0","6","0","1","3","0","5","0","0","-"
"36","Ryan Getzlaf","ANA","C","67","42.15","0","0","0","0","0","-","0","-","0.11","2","2","1","1","0","0","0","0","0","0","0","4","6","1","2","0","5","21","29","42.00"
"38","Ryan Kesler","ANA","C","60","134.96666666667","0","0","0","0","0","-","4","0.00","0.19","6","6","1","0","0","1","4","1","1","0","0","2","1","7","0","1","16","97","96","50.26"
"40","Corey Perry","ANA","R","31","1.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","-"
"41","Patrick Eaves","ANA","R","7","0.083333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"42","Loui Eriksson","VAN","L","81","96.783333333333","0","0","0","0","0","0.00","7","0.00","0.59","9","8","5","1","3","0","0","0","0","0","0","0","2","6","0","0","8","0","2","0.00"
"44","Shea Weber","MTL","D","58","163.38333333333","0","0","0","0","0","0.00","9","0.00","0.05","11","10","1","0","1","0","4","2","2","0","0","0","12","6","6","3","25","0","0","-"
"45","David Backes","BOS","R","70","11.933333333333","0","0","0","0","0","-","0","-","0","1","1","0","0","0","0","4","2","2","0","0","3","0","0","0","0","0","5","8","38.46"
"47","Marc Methot","DAL","D","9","14.716666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"48","Nate Thompson","L.A, MTL","C","78","142.91666666667","0","0","0","0","0","-","11","0.00","0.82","12","12","7","5","0","0","0","0","0","0","0","2","2","6","0","0","13","56","53","51.38"
"51","Dustin Byfuglien","WPG","D","42","76.2","0","0","0","0","0","0.00","3","0.00","0.39","5","5","3","2","1","0","4","2","2","0","0","3","5","2","10","2","6","0","0","-"
"53","Alex Ovechkin","WSH","L","81","0.58333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","-"
"54","Evgeni Malkin","PIT","C","68","2.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","1","0.00"
"57","Drew Stafford","N.J","R","57","1.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"58","Alexander Radulov","DAL","R","70","1.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","-"
"60","Mike Green","DET","D","43","7.6833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"61","Blake Comeau","DAL","L","77","159.95","0","0","0","0","0","0.00","8","0.00","0.98","13","12","10","3","4","0","4","2","2","0","0","5","2","9","11","1","11","6","8","42.86"
"65","David Krejci","BOS","C","81","13.783333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","13","53.57"
"66","Andrej Sekera","EDM","D","24","31.583333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","-"
"69","Roman Polak","DAL","D","77","203.1","0","0","0","0","0","0.00","3","0.00","0.06","3","3","0","0","0","1","4","2","2","0","0","3","7","3","14","2","36","0","0","-"
"71","Matt Hunwick","BUF","D","14","18.033333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","-"
"72","Adam Cracknell","ANA","R","2","0.33333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"73","Cody McLeod","NSH, NYR","L","38","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","14","3","2","0","1","4","0","0","0","0","0","0","0","-"
"76","Bobby Ryan","OTT","R","78","7.7833333333333","0","0","0","0","0","-","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","50.00"
"79","Marc Staal","NYR","D","79","229.08333333333","0","0","0","0","0","0.00","6","0.00","0.17","7","6","2","1","0","0","2","1","1","0","0","2","10","5","6","5","20","0","0","-"
"80","Martin Hanzal","DAL","C","7","8.55","0","0","0","0","0","-","2","0.00","0.01","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","12","25.00"
"82","Andrew Cogliano","ANA, DAL","C, L","78","105.23333333333","0","0","0","0","0","-","6","0.00","0.6","8","8","5","3","1","0","0","0","0","0","0","1","4","2","0","1","7","2","6","25.00"
