"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"AARON.EKBLAD","2018-2020","FLA","D",88,1603.58,7,14,21,14,0.79,0.52,28.48,1.07,1517,1505,12,50.2,0.55,85,86,-1,49.71,6.71,67.47,71.69,-4.22,48.48,0.4,12,10,-2,245,9.17,5.92,0.22,5.04,98.96,46.62,37.81,29.29,49.75,29.88,49.94
"ADAM.ERNE","2018-2020","T.B/DET","L",71,692.45,5,12,17,10,1.47,0.87,15.29,1.32,579,626,-47,48.05,-3.13,28,24,4,53.85,-1.23,22.21,21.54,0.67,50.77,0.24,15,10,-5,138,11.96,5.63,0.49,7.04,101.95,44.04,20.33,27.83,49.77,27.89,49.83
"ADAM.GAUDETTE","2018-2020","VAN","C",58,548.04,5,5,10,8,1.09,0.88,7.04,0.77,470,539,-69,46.58,-2.65,18,25,-7,41.86,-7.87,15.13,24.72,-9.59,37.97,-9.95,8,14,6,95,10.4,4.33,0.47,10.64,98.98,58.43,19.43,28.27,48.16,27.93,49.94
"ADAM.HENRIQUE","2018-2020","ANA","C",88,1071.25,13,15,28,22,1.57,1.23,24.45,1.37,923,1057,-134,46.62,-1.43,42,35,7,54.55,7.99,37.96,42.19,-4.23,47.36,2.41,11,12,1,170,9.52,10.21,0.57,13.98,102.56,51.68,25.42,29.48,48.42,28.62,49.84
"ADAM.JOHNSON","2018-2020","PIT","C",10,52.32,1,3,4,3,4.59,3.44,2.98,3.42,44,53,-9,45.36,-3.86,6,4,2,60,5.83,1.63,2.3,-0.67,41.48,-10.18,1,0,-1,8,9.17,0.32,0.37,20,105.87,36,10.5,24.99,42.88,27.44,48.95
"ADAM.LARSSON","2018-2020","EDM","D",83,1568.07,3,14,17,10,0.65,0.38,16.95,0.65,1427,1450,-23,49.6,2.79,44,77,-33,36.36,-13.64,59.69,67.57,-7.88,46.9,0.46,16,5,-11,235,8.99,3.65,0.14,2.73,96.26,46.67,38.42,29.3,47.2,29.19,50.04
"ADAM.LOWRY","2018-2020","WPG","L",86,1025.72,10,7,17,13,0.99,0.76,23.82,1.39,953,950,3,50.08,1.03,31,29,2,51.67,2.69,37.53,35.35,2.18,51.5,4.7,10,15,5,175,10.24,11.94,0.7,10.1,100.26,40.55,24.61,28.52,47.24,28.9,49.81
"ADAM.MCQUAID","2018-2020","NYR/CBJ","D",49,672.95,3,2,5,4,0.45,0.36,-0.5,-0.04,505,661,-156,43.31,-5.3,23,27,-4,46,0.89,23.59,26.82,-3.23,46.8,-2.01,15,9,-6,70,6.24,1.08,0.1,11.54,100.54,44.33,27.94,28.04,47.44,28.74,50.64
"ADAM.PELECH","2018-2020","NYI","D",83,1341.78,5,15,20,12,0.89,0.54,27,1.21,1199,1243,-44,49.1,2.7,53,38,15,58.24,4.16,52.61,45.35,7.26,53.71,4.58,5,4,-1,225,10.06,5.35,0.24,4.39,102.35,44.6,32.86,27.69,46.57,29.05,50.09
"ADRIAN.KEMPE","2018-2020","L.A","L",87,1036.06,10,12,22,16,1.27,0.93,22.43,1.3,937,890,47,51.29,3.36,30,42,-12,41.67,-4.8,37.73,35.73,2,51.36,3.54,18,13,-5,186,10.77,7.65,0.44,9.71,97.27,52.98,24.31,28.97,48.18,28.62,49.92
"A.J..GREER","2018-2020","COL","L",15,92.62,1,1,2,2,1.3,1.3,1.12,0.73,75,82,-7,47.77,-2.1,2,4,-2,33.33,-25.29,3.48,3.58,-0.1,49.29,-1.3,7,3,-4,14,9.07,1.31,0.85,11.11,96.03,52.78,13.88,26.08,47.41,27.47,49.8
"ALAN.QUINE","2018-2020","CGY","C",13,119.6,2,2,4,2,2.01,1,2.5,1.25,88,98,-10,47.31,-4.05,4,4,0,50,0,3.33,4.35,-1.02,43.36,-6.63,2,0,-2,18,9.03,0.99,0.5,22.22,102.73,43.33,19.43,26.75,52.11,28.17,49.6
"ALEC.MARTINEZ","2018-2020","L.A","D",66,1141.74,4,9,13,6,0.68,0.32,15.22,0.8,1113,1172,-59,48.71,-0.76,52,56,-4,48.15,3.78,45.64,47.67,-2.03,48.91,-1.01,5,4,-1,144,7.57,3.26,0.17,6.35,99.88,46.04,35.5,27.75,49.2,29,49.87
"ALEKSANDER.BARKOV","2018-2020","FLA","C",88,1337.6,18,33,51,39,2.29,1.75,53.1,2.38,1221,1254,-33,49.33,-0.77,73,69,4,51.41,8.61,57.1,58.7,-1.6,49.31,1.62,3,30,27,238,10.68,14.85,0.67,11.76,99.76,43.89,31.54,31.67,50.38,30.1,49.91
"ALEX.BIEGA","2018-2020","VAN/DET","D",41,675.83,2,13,15,8,1.33,0.71,18.7,1.66,661,630,31,51.2,2.87,30,30,0,50,6.73,27.92,27.31,0.61,50.55,6.84,9,3,-6,175,15.54,2.69,0.24,2.27,100,50.62,33.82,27.28,47.76,28.62,49.62
"ALEX.CHIASSON","2018-2020","EDM","R",77,1003.97,12,8,20,19,1.2,1.14,13.39,0.8,833,1000,-167,45.44,-3.61,33,34,-1,49.25,3.53,36.27,42.33,-6.06,46.15,-0.92,14,10,-4,161,9.62,10.32,0.62,13.64,101.13,47.37,26.59,31.55,48.29,29.16,49.94
"ALEX.DEBRINCAT","2018-2020","CHI","R",84,1138.73,24,21,45,32,2.37,1.69,44.95,2.37,1103,1128,-25,49.44,0.46,69,58,11,54.33,6.14,42.73,52.21,-9.48,45.01,-0.23,6,9,3,295,15.54,12.56,0.66,14.81,101.92,58.78,27.59,30.42,49.07,29.03,49.98
"ALEX.EDLER","2018-2020","VAN","D",60,1046.9,6,8,14,10,0.8,0.57,15.97,0.92,932,1007,-75,48.07,1.35,39,42,-3,48.15,-1.19,35.75,40.43,-4.68,46.93,1.09,21,6,-15,192,11,2.77,0.16,6.45,99.46,42.53,35.94,27.76,48.11,29.6,50.39
"ALEX.FORMENTON","2018-2020","OTT","L",9,99.23,1,0,1,1,0.6,0.6,0.14,0.08,73,117,-44,38.42,-5.15,3,5,-2,37.5,-4.92,2.83,3.97,-1.14,41.62,-2.21,3,6,3,25,15.12,1.36,0.82,6.25,100.27,46.55,23.54,29.3,44.99,28.34,50.94
"ALEX.FORTIN","2018-2020","CHI","C",24,239.67,2,3,5,4,1.25,1,6.05,1.51,258,238,20,52.02,1.9,7,13,-6,35,-8.84,10.26,12.79,-2.53,44.51,-0.3,1,2,1,53,13.27,2.2,0.55,7.69,95.9,43.94,21.07,28.19,48.58,28.36,50.47
"ALEX.GALCHENYUK","2018-2020","ARI/PIT","C",74,884.12,9,10,19,14,1.29,0.95,15.16,1.03,795,878,-83,47.52,-0.72,27,40,-13,40.3,-8.23,32.23,39.08,-6.85,45.2,-4.87,13,13,0,182,12.35,9.67,0.66,10,97.92,61.9,24.81,29.39,49.43,28.68,50.12
"ALEX.GOLIGOSKI","2018-2020","ARI","D",80,1317.02,1,12,13,6,0.59,0.27,16.66,0.76,1265,1355,-90,48.28,-0.71,51,50,1,50.5,3.87,55.26,51.26,4,51.88,3.37,6,6,0,196,8.93,3.13,0.14,1.11,99.92,48.61,34.29,27.21,49.09,28.76,50.04
"ALEX.IAFALLO","2018-2020","L.A","C/L",88,1249.96,12,15,27,20,1.3,0.96,23.59,1.13,1093,1195,-102,47.77,-1.13,50,56,-6,47.17,2.25,42.59,50.54,-7.95,45.73,-4,9,5,-4,199,9.55,11.79,0.57,10.08,99.54,44.19,29.01,32.15,46.97,29.53,50.33
"ALEX.KERFOOT","2018-2020","COL/TOR","C",84,1010.62,11,14,25,20,1.48,1.19,30.01,1.78,991,922,69,51.8,1.79,38,37,1,50.67,-0.54,39.05,32.63,6.42,54.48,5.88,17,13,-4,174,10.33,10.16,0.6,10.48,99.65,54.21,25.68,29.07,48.93,28.69,49.7
"ALEX.KILLORN","2018-2020","T.B","C",88,993.68,12,16,28,23,1.69,1.39,38.45,2.32,988,846,142,53.87,3.72,48,31,17,60.76,4.69,38.55,32.08,6.47,54.58,3.03,16,9,-7,244,14.73,10.71,0.65,9.52,102.55,44.55,23.73,28.91,49.06,28.7,50.26
"ALEX.NYLANDER","2018-2020","BUF/CHI","L",15,167.3,3,2,5,5,1.79,1.79,4.81,1.73,163,157,6,50.94,0.39,6,9,-3,40,5.22,5.26,7.61,-2.35,40.87,-6.42,2,3,1,29,10.4,1.28,0.46,21.43,97.52,62.73,22.14,29.43,49.38,29.01,50.49
"ALEX.OVECHKIN","2018-2020","WSH","L",88,1321.4,28,21,49,43,2.22,1.95,53.62,2.43,1291,1305,-14,49.73,0.22,77,64,13,54.61,0.6,54.01,64.41,-10.4,45.61,-2.93,15,14,-1,414,18.8,18.28,0.83,13.08,102.13,57.86,31.64,31.14,48.42,29.46,49.74
"ALEX.PETROVIC","2018-2020","FLA/EDM","D",35,514.13,0,1,1,0,0.12,0,0.7,0.08,501,528,-27,48.69,-1.76,9,28,-19,24.32,-22.52,16.51,24.14,-7.63,40.62,-9.66,10,3,-7,105,12.25,1.88,0.22,0,93.88,51.52,30.68,27.17,49.2,28.23,49.03
"ALEX.PIETRANGELO","2018-2020","STL","D",77,1377,7,12,19,12,0.83,0.52,36.81,1.6,1382,1235,147,52.81,2.52,68,59,9,53.54,-0.67,59.03,53.51,5.52,52.45,-0.31,10,12,2,266,11.59,5.52,0.24,5.43,100.08,50.06,36.71,27.37,50.58,29.31,50.07
"ALEX.RADULOV","2018-2020","DAL","R",78,1205.74,18,22,40,31,1.99,1.54,45.66,2.27,1206,1182,24,50.5,2.67,64,42,22,60.38,19.98,53.72,46.46,7.26,53.62,5.12,27,14,-13,280,13.93,14.76,0.73,11.46,102.78,59.39,31.8,31.67,46.56,29.4,50.09
"ALEX.STEEN","2018-2020","STL","L",71,846.86,7,12,19,13,1.35,0.92,25.62,1.82,783,739,44,51.45,0.26,33,30,3,52.38,-1.32,27.78,27.17,0.61,50.56,-3.42,7,14,7,153,10.84,6.73,0.48,7.29,99.87,43.76,24.43,29.9,50.66,29.34,49.86
"ALEX.TEXIER","2018-2020","CBJ","C",8,108.93,1,0,1,1,0.55,0.55,2.02,1.11,92,89,3,50.83,0.74,4,2,2,66.67,14.67,2.58,2.66,-0.08,49.24,-3.69,2,0,-2,25,13.77,0.73,0.4,7.14,102.92,51.06,26.96,29.61,49.65,28.64,49.87
"ALEX.TUCH","2018-2020","VGK","R",74,1009.58,14,28,42,25,2.5,1.49,50.69,3.01,1055,914,141,53.58,-0.39,56,38,18,59.57,9.81,51.24,39.45,11.79,56.5,1.03,3,10,7,262,15.57,14.44,0.86,9.86,101.85,55.35,27.98,30.05,53.71,28.95,49.77
"ALEX.WENNBERG","2018-2020","CBJ","C",80,933.17,1,16,17,10,1.09,0.64,17.2,1.11,862,840,22,50.65,1.04,36,38,-2,48.65,-3.4,34.78,39.16,-4.38,47.04,-4.19,2,4,2,82,5.27,4.63,0.3,2.04,99.06,50.25,23.61,29.31,49.13,28.56,49.97
"ANDERS.BJORK","2018-2020","BOS","L",20,216.62,1,2,3,2,0.83,0.55,2.94,0.81,182,194,-12,48.4,-3.44,4,5,-1,44.44,-14.05,5.47,6.65,-1.18,45.13,-8.51,1,1,0,33,9.14,1.42,0.39,6.67,98.91,62.89,22.65,27.9,52.1,27.84,48.93
"ANDERS.LEE","2018-2020","NYI","C",87,1192.2,17,16,33,27,1.66,1.36,36.88,1.86,1128,1162,-34,49.26,2.33,54,32,22,62.79,11.65,52.65,44.97,7.68,53.93,4.33,18,13,-5,244,12.28,16.34,0.82,12.14,103.8,49.54,27.97,30.49,47.07,29.27,50.09
"ANDREAS.ATHANASIOU","2018-2020","DET","C",80,1093.35,23,13,36,33,1.98,1.81,28.22,1.55,925,1165,-240,44.26,-3.86,42,50,-8,45.65,0.48,38.48,49.06,-10.58,43.96,-1.5,10,23,13,294,16.13,16.06,0.88,13.53,100.94,53.24,27.74,29.1,46.97,28.84,50.02
"ANDREAS.JOHNSSON","2018-2020","TOR","L",81,968.3,15,20,35,26,2.17,1.61,45.29,2.81,1098,927,171,54.22,2.43,54,37,17,59.34,7.41,42.84,40.37,2.47,51.48,-0.56,15,14,-1,191,11.84,9.86,0.61,13.27,102.55,51.07,24.32,30.3,52.05,28.75,49.6
"ANDREAS.MARTINSEN","2018-2020","CHI","L",24,182.73,1,3,4,4,1.31,1.31,2.62,0.86,156,183,-27,46.02,-4.17,5,11,-6,31.25,-19.35,6.08,8.48,-2.4,41.76,-4.45,5,5,0,34,11.16,1.7,0.56,4.76,95.67,32.48,15.82,26.36,49.59,27.99,50.68
"ANDRE.BURAKOVSKY","2018-2020","WSH/COL","L",81,867.6,12,15,27,20,1.87,1.38,25.73,1.78,823,874,-51,48.5,-0.66,38,34,4,52.78,-1.83,29.37,34.94,-5.57,45.67,-1.76,7,6,-1,186,12.86,8.03,0.56,11.54,101.34,48.54,22.44,28.86,48.84,28.39,49.78
"ANDREI.SVECHNIKOV","2018-2020","CAR","R",89,1085.77,13,13,26,17,1.44,0.94,43.76,2.42,1221,949,272,56.27,2.18,41,39,2,51.25,-1.32,63.78,42.55,21.23,59.98,4.46,26,17,-9,264,14.59,18.62,1.03,7.88,98.35,50.75,25.36,29.7,53.58,28.9,49.6
"ANDREJ.SEKERA","2018-2020","EDM/DAL","D",32,481.55,0,3,3,1,0.37,0.12,5.39,0.67,416,415,1,50.06,4.49,18,18,0,50,9.14,16.59,17.03,-0.44,49.35,5.48,4,0,-4,76,9.47,0.94,0.12,0,99.59,45.88,30.23,26.92,47.39,28.5,49.47
"ANDREJ.SUSTR","2018-2020","ANA","D",5,58.6,0,0,0,0,0,0,-0.4,-0.41,44,62,-18,41.51,-0.03,1,1,0,50,-20,1.29,2.72,-1.43,32.17,-13.29,2,0,-2,9,9.22,0.09,0.09,0,101.06,64.29,24.62,26.32,46.69,27.72,49.4
"ANDREW.AGOZZINO","2018-2020","COL/PIT","L",11,74.35,1,1,2,1,1.61,0.81,1.43,1.15,62,74,-12,45.59,-3.31,3,2,1,60,-0.61,3.49,3.11,0.38,52.88,-0.99,1,0,-1,11,8.88,0.45,0.36,12.5,102.32,51.61,14.44,26.48,48.98,28.22,50.6
"ANDREW.COGLIANO","2018-2020","ANA/DAL","C",85,912.59,5,10,15,13,0.99,0.85,18.21,1.2,823,856,-33,49.02,0.83,21,22,-1,48.84,-0.94,33.74,34.9,-1.16,49.16,2.59,10,15,5,167,10.98,10.51,0.69,5,99.99,36.83,22.28,29.66,46.91,29.19,50.43
"ANDREW.COPP","2018-2020","WPG","C",77,838.4,10,14,24,18,1.72,1.29,30.45,2.18,808,742,66,52.13,4,37,23,14,61.67,15.92,31.31,31.09,0.22,50.18,3.93,2,6,4,145,10.38,9.68,0.69,11.9,103.16,52.24,22.53,28.05,48.05,28.38,49.49
"ANDREW.LADD","2018-2020","NYI","L",25,315.28,3,6,9,5,1.71,0.95,5.24,1,264,316,-52,45.52,-1.72,13,12,1,52,-2.79,10.57,14.21,-3.64,42.66,-9.97,7,2,-5,47,8.94,2.21,0.42,10,102.72,44.62,26.02,29.44,47.43,28.7,50.52
"ANDREW.MACDONALD","2018-2020","PHI","D",47,658.83,0,6,6,3,0.55,0.27,6.7,0.61,593,642,-49,48.02,0.36,29,35,-6,45.31,-3.59,24.96,26.55,-1.59,48.46,0.55,6,3,-3,101,9.2,1.73,0.16,0,99.38,43.64,29.29,27.32,47.88,28.66,49.9
"ANDREW.MANGIAPANE","2018-2020","CGY","L",51,514.86,9,5,14,12,1.63,1.4,22.64,2.64,525,431,94,54.92,0.77,27,15,12,64.29,9.31,21.43,14.87,6.56,59.04,7.27,4,4,0,109,12.7,6.81,0.79,12.68,102.96,50.17,21.32,27.38,51.32,28.27,49.34
"ANDREW.SHAW","2018-2020","MTL/CHI","C",66,844.5,18,22,40,32,2.84,2.27,44.75,3.18,923,823,100,52.86,-1.72,58,34,24,63.04,16.38,42.47,34.22,8.25,55.38,1.45,22,11,-11,201,14.28,16.49,1.17,15.13,104.07,51.15,26.1,29.9,52.78,28.89,49.5
"ANDY.GREENE","2018-2020","N.J","D",85,1344.52,3,9,12,9,0.54,0.4,7.57,0.34,1164,1393,-229,45.52,-1.95,51,68,-17,42.86,-2.14,55.31,61.53,-6.22,47.34,-1.41,6,5,-1,179,7.99,4.34,0.19,3.53,98.74,40.75,33.49,28.1,48.32,29.46,50.25
"ANDY.WELINSKI","2018-2020","ANA","D",26,385.33,1,3,4,3,0.62,0.47,4.85,0.76,366,373,-7,49.53,2.08,14,17,-3,45.16,0.55,12.23,18.12,-5.89,40.3,-7.52,4,3,-1,70,10.9,1.34,0.21,3.33,99.74,65.79,30.18,27.19,47.39,28.12,49.87
"ANTHONY.BEAUVILLIER","2018-2020","NYI","L",86,1072.99,17,9,26,22,1.45,1.23,28.77,1.61,991,1037,-46,48.87,1.48,44,44,0,50,-6.81,44.97,42.83,2.14,51.22,-0.01,5,11,6,208,11.63,15.37,0.86,12.78,100.12,56.55,25.48,29.77,47.24,28.61,49.81
"ANTHONY.BITETTO","2018-2020","NSH/MIN/WPG","D",44,529.57,0,4,4,1,0.45,0.11,5.67,0.64,474,473,1,50.05,-3.17,14,25,-11,35.9,-9.9,17.93,21.51,-3.58,45.46,-7.24,8,5,-3,91,10.31,1.66,0.19,0,96.18,62.02,24.98,25.79,50.7,27.95,48.69
"ANTHONY.CIRELLI","2018-2020","T.B","C",88,1000.27,11,16,27,21,1.62,1.26,37.08,2.22,964,849,115,53.17,2.8,46,34,12,57.5,0.59,38.44,31.87,6.57,54.67,3.15,8,14,6,177,10.62,10.54,0.63,10.48,101.54,39.72,23.89,28.65,49.95,28.73,50.23
"ANTHONY.DUCLAIR","2018-2020","CBJ/OTT","L",79,857.12,13,13,26,18,1.82,1.26,24.5,1.72,768,857,-89,47.26,-1.2,39,37,2,51.32,2.2,32.69,40.93,-8.24,44.4,-4.74,6,14,8,185,12.95,10.58,0.74,11.71,101.52,60.57,22.03,29.41,49.18,28.61,49.51
"ANTHONY.MANTHA","2018-2020","DET","R",73,1064.97,17,16,33,27,1.86,1.52,43.86,2.47,1099,932,167,54.11,9.78,46,43,3,51.69,9.63,43.46,42.09,1.37,50.8,8.65,18,15,-3,264,14.87,12.63,0.71,11.33,99.51,58.11,29.84,30.79,45.66,29.42,50.33
"ANTOINE.ROUSSEL","2018-2020","VAN","L",65,814.45,9,18,27,23,1.99,1.69,24.82,1.83,748,764,-16,49.47,1.04,36,31,5,53.73,9.65,30.01,30.7,-0.69,49.43,3.76,32,18,-14,144,10.61,8.62,0.64,11.54,101.04,38.03,26.26,29.69,46.4,29.17,50.08
"ANTON.STRALMAN","2018-2020","T.B/FLA","D",53,892.38,2,13,15,7,1.01,0.47,16.68,1.12,840,859,-19,49.44,-2.24,44,37,7,54.32,1.38,33.68,34.11,-0.43,49.68,-3.1,3,2,-1,126,8.47,2.02,0.14,3.39,101.72,46.98,35.76,27.76,52.79,29.16,50.03
"ANTTI.SUOMELA","2018-2020","S.J","C",27,300.4,3,5,8,6,1.6,1.2,10.96,2.19,320,281,39,53.24,-1.76,8,7,1,53.33,6.8,14.51,12.34,2.17,54.04,-0.06,2,2,0,72,14.38,5.51,1.1,7.32,99.21,61.01,23.22,29.54,54.04,28.26,49.76
"ANZE.KOPITAR","2018-2020","L.A","C",87,1393,19,20,39,34,1.68,1.46,31.63,1.36,1238,1410,-172,46.75,-2.6,57,66,-9,46.34,0.29,50.2,59.54,-9.34,45.74,-4.23,13,16,3,213,9.17,13.04,0.56,15.32,99.61,40.1,32.7,31.48,47.34,29.6,50.37
"ARTEM.ANISIMOV","2018-2020","CHI/OTT","C",80,1047.48,12,16,28,21,1.6,1.2,23.99,1.37,973,1066,-93,47.72,-2.21,39,44,-5,46.99,-4.09,40.2,52.6,-12.4,43.32,-2.97,4,6,2,221,12.66,13.28,0.76,10.17,100.18,51.3,26.72,30.26,49.76,29.06,49.79
"ARTEMI.PANARIN","2018-2020","CBJ/NYR","C",81,1295.9,19,41,60,47,2.78,2.18,65.84,3.05,1355,1154,201,54.01,6.12,80,60,20,57.14,10.25,60.67,50.8,9.87,54.43,6.9,6,16,10,235,10.88,10.28,0.48,14.62,101.28,75.95,32.19,31.53,45.11,29.54,49.66
"ARTTURI.LEHKONEN","2018-2020","MTL","L",87,1055.55,13,23,36,29,2.05,1.65,48.38,2.75,1131,965,166,53.96,-0.37,54,39,15,58.06,6.45,45.4,35.2,10.2,56.33,2.51,14,12,-2,260,14.78,13.92,0.79,8.23,101.88,56.2,25.05,29.23,53.58,28.76,49.33
"ASHTON.SAUTNER","2018-2020","VAN","D",16,224.08,0,1,1,0,0.27,0,2.15,0.58,194,205,-11,48.62,-2.55,6,7,-1,46.15,3.02,6.38,7.34,-0.96,46.5,0.09,1,1,0,35,9.37,0.59,0.16,0,99.19,35.59,27.87,25.87,46.96,28.02,48.94
"AUSTIN.CZARNIK","2018-2020","CGY","C",56,537.53,5,9,14,10,1.56,1.12,20.25,2.26,551,449,102,55.1,-0.79,21,22,-1,48.84,-5.71,21.55,18.79,2.76,53.42,-2.17,2,9,7,97,10.83,5.3,0.59,10,98.97,51.27,19.9,28.35,51.84,28.35,49.22
"AUSTIN.WAGNER","2018-2020","L.A","L",66,586.92,13,9,22,19,2.25,1.94,19.7,2.01,527,578,-51,47.69,-0.5,25,22,3,53.19,9.21,21.61,22.99,-1.38,48.45,0.44,7,9,2,128,13.09,7.17,0.73,17.81,101.89,55.27,18.19,27.81,49.45,27.97,49.49
"AUSTIN.WATSON","2018-2020","NSH","L",42,508.15,5,9,14,10,1.65,1.18,11.78,1.39,420,499,-79,45.7,-9.55,24,17,7,58.54,5.6,15.85,19.7,-3.85,44.59,-10.49,13,8,-5,109,12.87,4.99,0.59,8.06,103.53,27.51,25.24,29.49,52.05,29.09,49.59
"AUSTON.MATTHEWS","2018-2020","TOR","C",76,1134.08,27,23,50,42,2.65,2.22,63.35,3.35,1322,1137,185,53.76,1.65,61,62,-1,49.59,-5.64,57.91,48.8,9.11,54.27,2.74,7,12,5,361,19.1,22.31,1.18,13.57,99.25,58.07,30.22,30.45,50.56,29.33,49.46
"BARCLAY.GOODROW","2018-2020","S.J","C",89,846.93,9,6,15,10,1.06,0.71,25.51,1.81,802,657,145,54.97,0.42,29,34,-5,46.03,-5.29,27.57,26.04,1.53,51.43,-2.67,17,12,-5,139,9.85,7.6,0.54,10.98,97.14,51.5,19.74,27.71,53.45,27.94,49.38
"BEN.CHIAROT","2018-2020","WPG/MTL","D",84,1388.88,5,14,19,15,0.82,0.65,21.38,0.92,1224,1318,-94,48.15,-1.61,50,45,5,52.63,3.45,45.92,49.65,-3.73,48.05,-0.32,22,6,-16,246,10.63,3.95,0.17,4.35,101.29,54.28,34.18,28.04,50.34,28.87,49.81
"BEN.GLEASON","2018-2020","DAL","D",4,53.55,0,1,1,1,1.12,1.12,0.52,0.58,42,51,-9,45.16,-0.15,2,2,0,50,-2.94,1.52,1.96,-0.44,43.68,-10.92,0,1,1,3,3.36,0.02,0.02,0,103.12,60.71,27.21,28.05,47.08,29.05,50.11
"BEN.HARPUR","2018-2020","OTT","D",50,740.17,1,4,5,4,0.41,0.32,-5.4,-0.44,566,817,-251,40.93,-5.45,23,36,-13,38.98,-4.37,23.8,32.84,-9.04,42.02,-5.91,14,10,-4,89,7.21,1.26,0.1,2.27,99.31,43.4,29.73,27.25,45.79,28.97,50.03
"BEN.HUTTON","2018-2020","VAN/L.A","D",75,1295.42,3,6,9,3,0.42,0.14,4.05,0.19,1177,1373,-196,46.16,-3.44,45,63,-18,41.67,-7.81,46.48,59.72,-13.24,43.77,-4.6,8,4,-4,215,9.96,3.01,0.14,3.12,98.93,49.09,36.07,27.54,49.99,29.1,50.34
"BEN.LOVEJOY","2018-2020","N.J/DAL","D",71,939.65,1,6,7,4,0.45,0.26,6.67,0.43,836,940,-104,47.07,-2.11,32,39,-7,45.07,-3.97,37.03,37.83,-0.8,49.47,-0.67,16,4,-12,172,10.98,2.83,0.18,1.15,99.25,41.42,27.66,26.9,47.7,28.33,49.93
"BEN.STREET","2018-2020","ANA","C",21,208.52,3,0,3,3,0.86,0.86,-0.55,-0.16,162,226,-64,41.75,-3.59,3,10,-7,23.08,-36.54,3.73,10.67,-6.94,25.9,-16.65,1,1,0,42,12.09,1.18,0.34,17.65,96,54.05,20.77,28.31,47.24,27.85,49.33
"BLAKE.COLEMAN","2018-2020","N.J","C",84,1087.87,15,12,27,22,1.49,1.21,28.58,1.58,976,1018,-42,48.95,2.72,44,57,-13,43.56,-1.93,46.45,46.14,0.31,50.17,2.37,28,19,-9,290,15.99,17.01,0.94,8.24,97.44,39.66,27.39,29.48,46.18,29.42,50.28
"BLAKE.COMEAU","2018-2020","DAL","L",78,1014.36,7,10,17,12,1.01,0.71,12.75,0.75,851,959,-108,47.02,-1.17,30,36,-6,45.45,-8.56,36.92,37.97,-1.05,49.3,-1.54,15,11,-4,159,9.4,8.18,0.48,7.78,99.55,31.22,26.71,30.12,46.9,29.31,50.11
"BLAKE.LIZOTTE","2018-2020","L.A","C",7,80.45,0,1,1,1,0.75,0.75,2.75,2.05,97,78,19,55.43,5.53,4,3,1,57.14,8.66,4.07,2.56,1.51,61.39,8.48,0,3,3,12,8.95,0.68,0.51,0,100.31,55.77,23.74,28.68,52.22,28.49,50.5
"BLAKE.PIETILA","2018-2020","N.J","L",19,222.8,0,1,1,1,0.27,0.27,-3.9,-1.05,155,252,-97,38.08,-8.95,4,10,-6,28.57,-9.13,6.13,8.65,-2.52,41.47,-5.95,3,2,-1,37,9.96,1.41,0.38,0,97.19,41.23,24.03,27.94,45.62,28.25,50.05
"BLAKE.WHEELER","2018-2020","WPG","R",90,1331.36,16,28,44,35,1.98,1.58,42.12,1.9,1255,1306,-51,49,-0.02,64,66,-2,49.23,-0.98,52.37,58.25,-5.88,47.34,-0.14,20,16,-4,304,13.7,14.04,0.63,8.7,100.25,56.47,30.54,32.27,48.17,30.02,49.92
"BOBBY.RYAN","2018-2020","OTT","R",82,1035.32,7,19,26,19,1.51,1.1,17.07,0.99,944,1138,-194,45.34,-0.11,42,60,-18,41.18,-3.42,36.47,48.18,-11.71,43.08,-4.76,13,16,3,243,14.08,9.92,0.57,5.74,98.69,49,25.66,29.55,45.1,28.67,49.93
"BOGDAN.KISELEVICH","2018-2020","FLA","D",32,445.6,0,7,7,6,0.94,0.81,7.33,0.99,423,391,32,51.97,1.55,14,18,-4,43.75,0.74,15.36,14.69,0.67,51.11,6.59,5,2,-3,41,5.52,0.6,0.08,0,97.7,56.41,29.46,25.73,49.35,27.8,48.38
"BO.HORVAT","2018-2020","VAN","C",86,1339.13,15,18,33,24,1.48,1.08,37.5,1.68,1295,1323,-28,49.47,2.03,52,56,-4,48.15,1.6,54.24,56.18,-1.94,49.12,4.83,12,18,6,267,11.96,15.32,0.69,9.32,100.03,39.61,32.42,29.42,47.56,29.56,50.25
"BOONE.JENNER","2018-2020","CBJ","C",82,1112.37,12,17,29,26,1.56,1.4,30.04,1.62,1012,1098,-86,47.96,-3,44,46,-2,48.89,-4.03,43.19,42.94,0.25,50.15,-1.54,18,12,-6,258,13.92,12.94,0.7,7.89,99.92,36.08,27.36,30.14,49.75,28.78,49.91
"BOO.NIEVES","2018-2020","NYR","C",43,383.37,4,4,8,5,1.25,0.78,1.16,0.18,276,408,-132,40.35,-7.71,11,17,-6,39.29,-9.31,12.73,17.13,-4.4,42.63,-5.64,4,9,5,47,7.36,2.39,0.37,13.79,99.51,43.13,18.55,28.14,45.85,27.85,49.52
