"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"KASPERI.KAPANEN","2018-2020","TOR","R",86,1168.31,14,23,37,26,1.9,1.34,45.41,2.33,1312,1165,147,52.97,1.43,58,56,2,50.88,-6.7,53.14,50.9,2.24,51.08,-1.37,9,9,0,300,15.41,14.94,0.77,8.7,100.28,55.58,27.62,30.68,51.77,29.22,49.71
"KEITH.YANDLE","2018-2020","FLA","D",88,1490.17,2,15,17,10,0.68,0.4,20.41,0.82,1433,1468,-35,49.4,-0.73,66,74,-8,47.14,1.76,61.66,68.71,-7.05,47.3,-1.56,16,9,-7,254,10.23,4.79,0.19,1.52,98.84,48.88,35.13,28.41,49.5,29.17,49.9
"KENNY.AGOSTINO","2018-2020","MTL/N.J","L",63,714.22,6,10,16,11,1.34,0.92,18.27,1.53,678,610,68,52.64,2.89,26,27,-1,49.06,0.07,26.53,24.6,1.93,51.89,1.66,10,3,-7,123,10.33,6.07,0.51,9.23,99.5,54.84,23.48,28.18,47.88,28.42,49.72
"KEVAN.MILLER","2018-2020","BOS","D",39,602.72,0,5,5,4,0.5,0.4,8.5,0.85,568,570,-2,49.91,-3.29,23,18,5,56.1,-1.63,20.62,22.44,-1.82,47.89,-4.95,10,5,-5,76,7.57,1.11,0.11,0,100.85,46.45,31.48,26.89,52.65,28.72,49.45
"KEVIN.CONNAUTON","2018-2020","ARI","D",50,747.98,1,3,4,2,0.32,0.16,4.4,0.35,729,820,-91,47.06,-4.79,25,32,-7,43.86,-0.88,26.63,31.78,-5.15,45.59,-6.06,10,7,-3,158,12.67,2.4,0.19,1.43,99.43,47.12,31.23,27.2,49,28.64,49.86
"KEVIN.FIALA","2018-2020","NSH/MIN","L",87,1119.69,10,16,26,23,1.39,1.23,31.8,1.7,1144,1056,88,52,0.22,38,50,-12,43.18,-10.66,45.46,44.39,1.07,50.6,-1.5,13,7,-6,261,13.99,13.34,0.71,6.99,97.64,60.85,27.05,30.09,51.65,28.89,49.89
"KEVIN.GRAVEL","2018-2020","EDM","D",36,467.47,0,3,3,2,0.39,0.26,6.6,0.85,420,436,-16,49.07,1.17,16,18,-2,47.06,4.33,16.98,17.77,-0.79,48.86,3.3,2,4,2,94,12.06,1.34,0.17,0,99.8,48.26,26.51,27.01,47.47,28.39,50.46
"KEVIN.HAYES","2018-2020","NYR/WPG/PHI","R",76,1020.61,10,25,35,25,2.06,1.47,36.85,2.17,963,931,32,50.84,5.49,46,43,3,51.69,4.6,44.1,38.19,5.91,53.59,7.15,4,14,10,234,13.76,11.71,0.69,8.2,100.2,55.7,27.52,29.61,46.94,29.23,50.09
"KEVIN.LABANC","2018-2020","S.J","R",89,1015.86,14,20,34,24,2.01,1.42,41.02,2.42,1077,866,211,55.43,1.06,50,55,-5,47.62,-3.89,42.74,42.14,0.6,50.35,-4.38,17,14,-3,204,12.05,11.22,0.66,13.33,98.28,56.81,23.68,29.74,53.89,28.6,49.71
"KEVIN.ROONEY","2018-2020","N.J","C",44,449.2,5,4,9,6,1.2,0.8,4.03,0.54,313,415,-102,42.99,-2.65,16,20,-4,44.44,3.68,15.05,17.12,-2.07,46.78,-0.81,5,7,2,54,7.21,4.01,0.54,14.71,100.01,35.37,21.45,27.83,45.95,28.12,49.73
"KEVIN.SHATTENKIRK","2018-2020","NYR/T.B","D",79,1213.97,3,16,19,11,0.94,0.54,22.8,1.13,1107,1140,-33,49.27,4.3,44,50,-6,46.81,0.62,48.01,46.89,1.12,50.59,4.55,11,6,-5,230,11.37,4.21,0.21,2.59,98.92,55.19,32.1,27.03,44.88,28.6,49.99
"KIEFER.SHERWOOD","2018-2020","ANA","L",49,533.23,6,5,11,7,1.24,0.79,7.54,0.85,467,567,-100,45.16,-2.15,20,20,0,50,2.24,19.55,26.47,-6.92,42.48,-2.51,4,4,0,103,11.59,6.03,0.68,10.53,101.96,49.49,22.36,28.38,46.91,28.01,49.84
"KORBINIAN.HOLZER","2018-2020","ANA","D",27,354.13,1,3,4,1,0.68,0.17,4.41,0.75,306,337,-31,47.59,-1.94,17,12,5,58.62,10.47,13.19,13.56,-0.37,49.31,2.65,6,3,-3,42,7.12,1.11,0.19,5,103.71,46.43,27.74,25.85,48.28,28,50.16
"KRIS.LETANG","2018-2020","PIT","D",72,1372.32,11,24,35,25,1.53,1.09,56.62,2.48,1503,1272,231,54.16,7.54,80,54,26,59.7,9.42,65.79,56.54,9.25,53.78,5.22,12,7,-5,329,14.38,6.89,0.3,5.95,101.57,50.4,38.83,29.24,48.23,29.68,49.93
"KRIS.RUSSELL","2018-2020","EDM","D",79,1377.45,3,12,15,8,0.65,0.35,9.67,0.42,1102,1353,-251,44.89,-4.84,54,52,2,50.94,6.66,47.06,57.98,-10.92,44.8,-4.02,8,8,0,141,6.14,2.4,0.1,5.08,101.68,44.56,35.59,28.85,48.61,28.86,49.97
"KURTIS.GABRIEL","2018-2020","N.J","R",22,160.45,2,2,4,4,1.5,1.5,-1.12,-0.42,102,174,-72,36.96,-8.13,6,6,0,50,10,3.27,6.55,-3.28,33.3,-14.45,16,7,-9,13,4.86,0.52,0.19,28.57,104.46,36.36,15.63,27.69,45.35,27.14,49.48
"KURTIS.MACDERMID","2018-2020","L.A","D",12,103.11,0,1,1,1,0.58,0.58,1.09,0.63,85,81,4,51.2,6.1,4,5,-1,44.44,-6.62,4.14,3.53,0.61,53.98,3.7,6,4,-2,18,10.47,0.38,0.22,0,97.02,57.14,16.9,27.13,48.66,27.51,49.51
"KYLE.BRODZIAK","2018-2020","EDM","C",70,681.13,5,2,7,6,0.62,0.53,4.05,0.36,578,674,-96,46.17,-3.1,14,31,-17,31.11,-17.61,22.31,28.13,-5.82,44.23,-4.54,10,4,-6,118,10.39,5.91,0.52,7.69,95.88,31.55,19.83,28.97,47.84,28.06,49.77
"KYLE.CLIFFORD","2018-2020","L.A","L",78,792,10,12,22,18,1.67,1.36,29.91,2.27,809,717,92,53.01,5.78,31,25,6,55.36,11.81,33.37,29.23,4.14,53.31,6.34,24,16,-8,205,15.53,12.27,0.93,8.2,100.33,44.52,20.77,28.41,47.65,28.02,49.81
"KYLE.CONNOR","2018-2020","WPG","L",90,1279.67,18,18,36,31,1.69,1.45,35.55,1.67,1228,1274,-46,49.08,0.09,60,69,-9,46.51,-5.17,49.37,57.17,-7.8,46.34,-1.6,8,9,1,274,12.85,13.85,0.65,10.4,99.38,60.05,29.36,31.26,49.02,29.31,49.74
"KYLE.OKPOSO","2018-2020","BUF","R",85,971.81,8,11,19,16,1.17,0.99,20.29,1.25,837,874,-37,48.92,-1.35,33,37,-4,47.14,0.57,29.91,36.27,-6.36,45.19,-3.75,17,12,-5,187,11.55,8.9,0.55,6.78,99.53,46.58,23.35,28.75,49.46,28.39,49.77
"KYLE.PALMIERI","2018-2020","N.J","C",80,1072.85,18,13,31,26,1.73,1.45,30.54,1.71,937,1020,-83,47.88,1.73,52,47,5,52.53,11.48,45.56,39,6.56,53.88,7.91,15,20,5,213,11.91,11.69,0.65,13.53,100.9,51.53,28.53,30.54,47.67,29.76,50.06
"KYLE.TURRIS","2018-2020","NSH","C",61,764.64,4,12,16,15,1.26,1.18,16.73,1.31,754,733,21,50.71,-2.26,25,32,-7,43.86,-10.9,29.08,29.77,-0.69,49.41,-2.35,9,6,-3,129,10.12,5.12,0.4,5.8,98.08,66.67,26.54,29.62,51.85,28.48,49.77
"LARS.ELLER","2018-2020","WSH","C",88,1065.97,11,18,29,23,1.63,1.29,37.76,2.13,1060,973,87,52.14,3.55,50,45,5,52.63,-2.23,44.73,41.25,3.48,52.02,5.86,18,19,1,253,14.24,13.85,0.78,7.53,100.29,47.35,25.52,29.07,47.4,28.45,49.71
"LAWRENCE.PILUT","2018-2020","BUF","D",33,535.97,1,3,4,4,0.45,0.45,9.07,1.02,517,457,60,53.08,2.37,21,26,-5,44.68,-0.58,20.15,19,1.15,51.47,3.42,4,3,-1,64,7.16,1.06,0.12,3.03,97.74,46.76,32.44,27.76,49.34,28.6,49.14
"LAWSON.CROUSE","2018-2020","ARI","L",84,949.99,8,12,20,17,1.26,1.07,16.02,1.01,841,1018,-177,45.24,-4.82,30,33,-3,47.62,2.2,33.12,35.91,-2.79,47.98,-1.95,18,24,6,195,12.32,10.22,0.65,6.78,99.77,46.15,23.59,29.09,49.46,28.63,49.99
"LEO.KOMAROV","2018-2020","NYI","C",87,1013.28,3,21,24,13,1.42,0.77,13.19,0.78,807,1016,-209,44.27,-4.36,42,28,14,60,7.23,33.6,37.67,-4.07,47.14,-4.81,14,13,-1,120,7.11,6.99,0.41,4.55,104.06,42.54,23.77,28.53,47.9,28.4,49.85
"LEON.DRAISAITL","2018-2020","EDM","C",89,1495.78,32,36,68,54,2.73,2.17,56.3,2.26,1368,1475,-107,48.12,0.51,85,80,5,51.52,11.3,63.79,69.78,-5.99,47.76,2.25,19,24,5,270,10.83,16.4,0.66,20.25,101.84,51.66,34.24,31.69,47.07,29.45,49.85
"LIAS.ANDERSSON","2018-2020","NYR","C",45,437.3,1,4,5,3,0.69,0.41,-1.12,-0.15,336,443,-107,43.13,-2.1,9,22,-13,29.03,-20.62,14.69,19.11,-4.42,43.46,-1.65,12,9,-3,66,9.06,3.68,0.5,2.33,95.01,43.5,19.97,27.94,45.3,27.98,49.19
"LIBOR.HAJEK","2018-2020","NYR","D",8,115.81,1,1,2,1,1.04,0.52,2.4,1.24,95,98,-3,49.22,5.84,4,2,2,66.67,18.84,3.65,3.41,0.24,51.7,9.77,1,0,-1,16,8.29,0.26,0.13,8.33,103.06,44.29,30.51,27.06,45.08,28.38,48.1
"LIBOR.SULAK","2018-2020","DET","D",6,98.65,0,0,0,0,0,0,-1.88,-1.14,78,108,-30,41.94,-11.76,2,7,-5,22.22,-9.36,3.1,4.85,-1.75,38.99,-15,2,1,-1,14,8.51,0.52,0.32,0,93.6,36.84,34.37,27.71,46.94,28.49,49.57
"LOGAN.COUTURE","2018-2020","S.J","C",88,1141.33,19,25,44,35,2.31,1.84,50.58,2.66,1228,1061,167,53.65,-1.32,65,65,0,50,-0.93,56.6,48.87,7.73,53.66,-0.03,7,8,1,227,11.93,14.38,0.76,14.62,99.03,50.45,26.94,30.97,54.85,29.57,49.87
"LOUI.ERIKSSON","2018-2020","VAN","L",81,917.5,8,13,21,13,1.37,0.85,14.57,0.95,793,887,-94,47.2,-1.23,28,37,-9,43.08,-3.41,34.14,38.85,-4.71,46.77,1.28,8,6,-2,137,8.96,9.45,0.62,9.88,99.18,38.61,23.52,29.75,47.74,29.2,50.09
"LUCA.SBISA","2018-2020","NYI","D",9,122.07,0,1,1,0,0.49,0,0.55,0.27,109,114,-5,48.88,-0.52,3,4,-1,42.86,-5.29,4.61,5.29,-0.68,46.57,-7.4,1,0,-1,16,7.86,0.17,0.08,0,99.02,62.86,28.95,26.9,47.83,28.22,49.37
"LUCAS.WALLMARK","2018-2020","CAR","C",88,1052.94,8,10,18,13,1.03,0.74,28.45,1.62,1113,949,164,53.98,-0.97,31,40,-9,43.66,-10.81,58.69,38.93,19.76,60.12,4.61,18,4,-14,202,11.51,12.92,0.74,6.45,97.24,48.13,24.88,29.2,54.81,28.58,49.47
"LUKAS.RADIL","2018-2020","S.J","C",42,435.3,6,4,10,9,1.38,1.24,17.82,2.46,431,327,104,56.86,1.92,17,10,7,62.96,13.26,14.76,13.25,1.51,52.7,-0.61,3,6,3,81,11.16,4.62,0.64,13.04,102.34,52.08,21.31,28.77,52.96,28.38,49.16
"LUKAS.SEDLAK","2018-2020","CBJ","C",47,390.6,4,1,5,5,0.77,0.77,8,1.23,316,305,11,50.89,0.81,12,17,-5,41.38,-12.47,14.29,12.19,2.1,53.97,3.75,5,8,3,66,10.14,4.38,0.67,9.76,95.82,40.33,16.84,27.78,48.38,27.86,49.84
"LUKE.GLENDENING","2018-2020","DET","C",84,1065.35,10,11,21,17,1.18,0.96,10.55,0.59,810,1137,-327,41.6,-7.71,43,45,-2,48.86,3.84,32.92,46.38,-13.46,41.51,-5.2,4,3,-1,158,8.9,9.26,0.52,10.64,102.72,33.63,25.86,29.29,48.37,29.13,50.09
"LUKE.JOHNSON","2018-2020","CHI","C",15,135.7,0,0,0,0,0,0,-0.02,-0.01,134,142,-8,48.55,-3.58,2,9,-7,18.18,-36.17,4.27,7.16,-2.89,37.36,-11.87,2,0,-2,25,11.05,1.14,0.5,0,90.36,55.81,18.57,26.74,48.98,27.79,49.06
"LUKE.KUNIN","2018-2020","MIN","C",55,692.35,8,10,18,16,1.56,1.39,17.75,1.54,654,709,-55,47.98,-4.44,30,34,-4,46.88,-1.89,26.73,25.8,0.93,50.89,-4.33,14,15,1,159,13.78,7.11,0.62,8.7,99.26,48.28,26.21,29.93,51.54,29.36,50.17
"LUKE.SCHENN","2018-2020","ANA/VAN","D",25,313.57,0,1,1,0,0.19,0,0.05,0.01,261,315,-54,45.31,-1.01,7,15,-8,31.82,-12.78,8.6,13.29,-4.69,39.29,-1.44,4,3,-1,61,11.67,1.31,0.25,0,96.15,52.24,25.03,26.06,48.04,27.97,49.7
"LUKE.WITKOWSKI","2018-2020","DET/T.B","R",40,352.62,1,3,4,4,0.68,0.68,-0.35,-0.06,287,388,-101,42.52,-2.09,14,19,-5,42.42,-4.5,11.19,16.69,-5.5,40.14,-2.67,8,7,-1,35,5.96,0.83,0.14,5,99.59,55.49,18.09,26.57,45.09,27.63,50.85
"MACKENZIE.MACEACHERN","2018-2020","STL","L",30,239.6,3,2,5,4,1.25,1,5.83,1.46,192,200,-8,48.98,-4.28,6,6,0,50,-11.63,9.05,7.3,1.75,55.35,-2.21,4,4,0,47,11.77,3.39,0.85,9.09,99.14,56.32,16.06,27.56,50.21,27.58,49.34
"MACKENZIE.WEEGAR","2018-2020","FLA","D",70,1048.37,6,12,18,11,1.03,0.63,26.93,1.54,991,887,104,52.77,3.8,42,44,-2,48.84,6.66,37.3,35.29,2.01,51.38,4.38,14,9,-5,167,9.56,3.38,0.19,6.74,98.11,56.22,31.13,26.48,48.6,28.1,49.11
"MADISON.BOWEY","2018-2020","WSH/DET","D",53,735.65,2,7,9,5,0.73,0.41,2.08,0.17,616,766,-150,44.57,-2.62,28,31,-3,47.46,-2.54,24.08,33.54,-9.46,41.79,-1.89,20,7,-13,110,8.97,1.95,0.16,4.44,101.4,51.15,28.61,26.97,47.89,28.43,50.03
"MAGNUS.PAAJARVI","2018-2020","OTT","L",79,888.67,8,7,15,9,1.01,0.61,5.72,0.39,719,952,-233,43.03,-2.27,23,42,-19,35.38,-9.95,30.18,36.31,-6.13,45.39,-1.04,3,3,0,152,10.26,7.52,0.51,7.84,97.51,39.31,22.78,28.73,44.61,28.91,50.25
"MARC-EDOUARD.VLASIC","2018-2020","S.J","D",79,1319.48,3,17,20,14,0.91,0.64,21.61,0.98,1246,1248,-2,49.96,-6.96,55,74,-19,42.64,-11.18,52.84,57.3,-4.46,47.98,-8.13,5,7,2,215,9.78,3.77,0.17,3.75,97.22,45.57,34.63,27.94,55.13,29.34,49.94
"MARC.METHOT","2018-2020","DAL","D",9,132.25,0,0,0,0,0,0,-2.08,-0.94,98,138,-40,41.53,-7.49,4,7,-3,36.36,-23.64,3.6,5.99,-2.39,37.54,-12.96,3,1,-2,6,2.72,0.17,0.08,0,97.4,43.02,30.74,28.09,47.99,29.03,49.73
"MARCO.SCANDELLA","2018-2020","BUF","D",70,1053.58,7,7,14,8,0.8,0.46,10.51,0.6,913,1019,-106,47.26,-4.05,39,51,-12,43.33,-2.98,34.16,44.52,-10.36,43.42,-6.91,12,4,-8,167,9.51,2.82,0.16,8.33,98.49,47.78,30.96,27.46,50.37,28.89,49.89
"MARC.STAAL","2018-2020","NYR","D",82,1308.23,4,9,13,7,0.6,0.32,-2.52,-0.12,1048,1404,-356,42.74,-4.3,46,65,-19,41.44,-6.85,49.34,59.99,-10.65,45.13,-2.08,13,5,-8,162,7.43,3.24,0.15,5.06,99.19,39.97,33.09,27.78,48.08,29.56,50.03
"MARCUS.FOLIGNO","2018-2020","MIN","L",88,880.27,7,9,16,13,1.09,0.89,21.71,1.48,798,746,52,51.68,1.02,27,29,-2,48.21,1.11,31.07,23.31,7.76,57.13,3.85,17,16,-1,149,10.16,9.92,0.68,7.78,98.39,43.12,20.89,27.06,49.49,28.42,49.83
"MARCUS.JOHANSSON","2018-2020","N.J/BOS/BUF","L",65,799.82,10,9,19,15,1.43,1.13,19.3,1.45,747,779,-32,48.95,-0.73,31,36,-5,46.27,-2.97,29.66,33.47,-3.81,46.98,-3.68,5,7,2,158,11.85,7.55,0.57,10.53,98.5,46.5,26.23,29.84,48.05,28.88,49.98
"MARCUS.KRUGER","2018-2020","CHI","C",72,612.9,4,7,11,7,1.08,0.69,10.12,0.99,509,548,-39,48.16,-1.78,21,23,-2,47.73,-1.76,21.76,22.77,-1.01,48.87,4.53,12,6,-6,87,8.52,7.04,0.69,6.35,99.09,27.03,17.39,27.39,49.64,28.3,49.73
"MARCUS.PETTERSSON","2018-2020","ANA/PIT","D",91,1327.86,2,16,18,10,0.81,0.45,23.68,1.07,1255,1257,-2,49.96,2.59,56,40,16,58.33,4.11,54.69,50.7,3.99,51.89,4.26,19,12,-7,212,9.58,3.3,0.15,2.53,102.36,50.87,30.03,27.18,48.15,28.46,49.66
"MARCUS.SORENSEN","2018-2020","S.J","L",84,951.44,17,12,29,23,1.83,1.45,35.91,2.26,943,829,114,53.22,-1.73,49,43,6,53.26,3.09,40.71,38.4,2.31,51.46,-3.33,12,16,4,160,10.09,11.62,0.73,17.53,100.29,55.43,23.49,29.57,56,28.54,49.74
"MARIO.FERRARO","2018-2020","S.J","D",7,91.48,0,1,1,1,0.66,0.66,1.45,0.95,87,74,13,54.04,5.32,3,6,-3,33.33,-8.77,2.73,3.71,-0.98,42.39,-1.58,1,1,0,14,9.18,0.2,0.13,0,95.28,55,29.54,27.41,46.7,28.14,48.83
"MARIO.KEMPE","2018-2020","ARI","R",51,520.93,3,5,8,6,0.92,0.69,8.34,0.96,463,507,-44,47.73,-1.41,15,14,1,51.72,10.17,19.47,18.97,0.5,50.65,0.07,7,9,2,94,10.83,4,0.46,5.77,99.94,45.58,21.08,28.67,47.89,28.26,49.75
"MARK.BARBERIO","2018-2020","COL","D",15,191.04,1,0,1,1,0.31,0.31,-1.3,-0.41,149,206,-57,41.97,-11.14,6,11,-5,35.29,-13.59,4.57,7.77,-3.2,37.03,-11.36,2,1,-1,32,10.05,0.56,0.18,7.14,97.77,40.26,27.81,26.5,49.95,28.09,50.38
"MARK.BOROWIECKI","2018-2020","OTT","D",57,777.57,1,5,6,3,0.46,0.23,0.26,0.02,697,863,-166,44.68,-2.25,27,41,-14,39.71,-6.96,30.63,33.17,-2.54,48.01,-0.08,23,13,-10,154,11.88,3.05,0.24,1.67,98.11,38.87,27.64,26.61,45.66,29.26,49.93
"MARK.GIORDANO","2018-2020","CGY","D",84,1426.89,11,25,36,24,1.51,1.01,61.95,2.6,1528,1153,375,56.99,4.57,80,55,25,59.26,8.76,62.33,50.58,11.75,55.2,3.51,20,8,-12,366,15.39,6.43,0.27,6.79,101.21,51.92,35.75,29.12,51.51,29.6,50.04
"MARK.JANKOWSKI","2018-2020","CGY","C",84,844.6,7,13,20,15,1.42,1.07,23.28,1.65,805,753,52,51.67,-2.98,26,38,-12,40.62,-17.23,32.52,30.61,1.91,51.51,-2.03,6,7,1,172,12.22,8.19,0.58,8.54,96.81,52.36,21.12,27.85,52.56,28.28,49.77
"MARK.LETESTU","2018-2020","CBJ/WPG","C",9,84.21,0,0,0,0,0,0,-1.2,-0.86,59,92,-33,39.07,-11.89,1,2,-1,33.33,-10.57,1.82,2.78,-0.96,39.57,-3.08,0,0,0,9,6.41,0.4,0.29,0,98.12,27.45,18.47,27.33,48.84,28.85,48.02
"MARKO.DANO","2018-2020","COL","C",8,53.73,0,0,0,0,0,0,0.08,0.09,46,48,-2,48.94,-0.57,1,2,-1,33.33,-14.81,1.35,2.1,-0.75,39.13,-9.85,2,2,0,9,10.05,0.25,0.28,0,95.85,57.14,14.11,26.13,47.77,27.53,49.39
"MARK.PYSYK","2018-2020","FLA","D",71,1142.75,1,8,9,4,0.47,0.21,6.88,0.36,978,1077,-99,47.59,-2.25,46,50,-4,47.92,3.22,42.65,44.18,-1.53,49.12,1.36,11,3,-8,128,6.72,2.87,0.15,1.64,99.86,45.93,32.98,27.32,49.88,28.67,50.31
"MARK.SCHEIFELE","2018-2020","WPG","C",90,1427.55,21,29,50,37,2.1,1.56,44.11,1.85,1334,1408,-74,48.65,-0.55,70,67,3,51.09,1.96,55.25,61.52,-6.27,47.32,-0.19,8,27,19,208,8.74,14.24,0.6,17.21,101.16,56.05,32.75,31.64,48.15,29.98,49.93
"MARK.STONE","2018-2020","OTT/VGK","R",83,1249,24,23,47,37,2.26,1.78,58.45,2.81,1358,1211,147,52.86,7.59,75,57,18,56.82,13.24,66.4,48.12,18.28,57.98,10.9,12,19,7,268,12.87,16.86,0.81,15.69,101.68,49.46,30.51,30.26,46.03,29.21,50.3
"MARKUS.GRANLUND","2018-2020","VAN/EDM","C",83,872.95,8,7,15,12,1.03,0.82,13.47,0.93,734,800,-66,47.85,0,23,31,-8,42.59,-5.93,27.61,31.84,-4.23,46.44,0.13,9,8,-1,156,10.72,8.43,0.58,8.51,98.59,42.28,21.97,28.6,47.33,28.39,49.85
"MARKUS.HANNIKAINEN","2018-2020","CBJ","L",43,392.65,4,3,7,6,1.07,0.92,9.11,1.39,330,325,5,50.38,0.86,9,15,-6,37.5,-17.26,14.98,15.63,-0.65,48.94,0.16,1,6,5,83,12.68,5.23,0.8,8.16,96.16,37.78,18.49,27.9,47.78,27.9,49.19
"MARKUS.NUTIVAARA","2018-2020","CBJ","D",84,1413.01,6,13,19,14,0.81,0.59,21.43,0.91,1198,1268,-70,48.58,-2.35,57,54,3,51.35,-1.54,52.07,52.27,-0.2,49.9,-0.98,3,8,5,184,7.81,4.52,0.19,5.83,100.26,50.36,33.86,27.86,49.91,28.78,49.86
"MARTIN.FRK","2018-2020","DET","R",30,242.43,0,5,5,4,1.24,0.99,1.48,0.37,196,248,-52,44.14,-2.05,7,14,-7,33.33,-18.63,6.63,11.86,-5.23,35.86,-9.39,0,0,0,42,10.39,1.89,0.47,0,96.77,63.28,16.32,26.99,45.79,27.74,49.1
"MARTIN.HANZAL","2018-2020","DAL","C",7,64.2,0,1,1,1,0.93,0.93,0.06,0.06,56,76,-20,42.42,-5.13,2,4,-2,33.33,-11.67,2.14,4.35,-2.21,32.97,-15.3,2,0,-2,12,11.21,0.37,0.35,0,96.54,36.84,19.04,29.45,47.34,29.11,51.52
"MARTIN.MARINCIN","2018-2020","TOR","D",28,365.62,1,3,4,2,0.66,0.33,7.55,1.24,392,344,48,53.26,1.05,16,21,-5,43.24,-9.75,16.14,14.14,2,53.3,2.61,4,1,-3,85,13.95,1.42,0.23,2.78,96.98,55.25,26.25,25.71,51.94,27.86,49.45
"MARTIN.NECAS","2018-2020","CAR","C",15,144.27,2,4,6,4,2.5,1.66,6.2,2.58,138,116,22,54.33,-3.32,7,6,1,53.85,-8.38,5.68,4.72,0.96,54.62,-6.21,2,2,0,19,7.9,0.89,0.37,18.18,98.66,64.63,20.92,28.26,51.34,28.16,49.68
"MASON.APPLETON","2018-2020","WPG","C",44,365.99,3,6,9,8,1.48,1.31,10.73,1.76,342,350,-8,49.42,0.78,19,11,8,63.33,17.39,13.15,13.98,-0.83,48.47,1.61,1,1,0,65,10.66,2.92,0.48,7.89,104.55,56.52,17.17,26.63,47.92,27.49,49.06
"MATHEW.BARZAL","2018-2020","NYI","C",87,1226.08,14,26,40,29,1.96,1.42,42.81,2.09,1208,1132,76,51.62,5.73,48,46,2,51.06,-4.86,51.06,47.13,3.93,52,1.58,19,20,1,231,11.3,13.37,0.65,10.85,100.02,60,28.77,29.87,45.99,28.91,49.9
"MATHIEU.JOSEPH","2018-2020","T.B","R",76,773.75,13,11,24,21,1.86,1.63,27.65,2.14,713,660,53,51.93,0.9,38,31,7,55.07,-4.05,30.21,24.48,5.73,55.24,3.57,12,10,-2,160,12.41,7.12,0.55,14.77,102.12,48.84,21.38,28.34,50.56,28.15,50.01
"MATHIEU.PERREAULT","2018-2020","WPG","C",90,971.77,13,14,27,16,1.67,0.99,28.66,1.77,968,888,80,52.16,4.05,37,39,-2,48.68,-1.49,35.47,34.69,0.78,50.56,3.94,20,11,-9,164,10.13,8.24,0.51,13.83,98.72,53.08,22.29,28.27,47.98,28.44,49.54
"MATS.ZUCCARELLO","2018-2020","NYR/DAL/MIN","C",52,736.47,9,14,23,21,1.87,1.71,21.52,1.75,666,692,-26,49.04,3.15,32,36,-4,47.06,3,31.14,28.46,2.68,52.25,5.44,7,6,-1,130,10.59,7.63,0.62,12,99.59,50.23,29.66,30.01,46.43,29.71,50.63
"MATT.BENNING","2018-2020","EDM","D",77,993.38,3,12,15,8,0.91,0.48,16.23,0.98,868,937,-69,48.09,0.57,49,35,14,58.33,14.97,37.23,39.07,-1.84,48.79,3.67,14,6,-8,172,10.39,2.88,0.17,3.53,103.42,48.74,26.22,26.71,47.68,28.41,49.75
"MATT.CALVERT","2018-2020","COL","L",86,967.93,10,13,23,19,1.43,1.18,26.8,1.66,913,883,30,50.84,1.14,37,44,-7,45.68,-7.43,38.47,32.18,6.29,54.45,5.97,15,15,0,186,11.53,11.47,0.71,8.47,98.05,41.39,24.18,28.58,48.22,28.68,50.03
"MATT.CULLEN","2018-2020","PIT","C",71,635.48,5,10,15,12,1.42,1.13,8.34,0.79,528,707,-179,42.75,-7.59,25,25,0,50,-4.39,25.46,28.52,-3.06,47.17,-4.25,5,8,3,106,10.01,5.86,0.55,6.85,101.57,19.41,18.44,27.15,50.18,28.16,49.51
"MATT.DUCHENE","2018-2020","OTT/CBJ/NSH","C",78,1160.87,23,28,51,40,2.64,2.07,45.55,2.35,1089,1209,-120,47.39,0.46,69,67,2,50.74,4.85,47.66,49.81,-2.15,48.9,0.43,1,18,17,218,11.27,15.05,0.78,16.31,100.74,58.26,29.97,30.12,45.82,28.96,50.07
"MATT.DUMBA","2018-2020","MIN","D",38,684.67,7,3,10,9,0.88,0.79,14.83,1.3,694,655,39,51.45,2.44,28,34,-6,45.16,-7.71,32.74,26.46,6.28,55.3,1.89,9,5,-4,163,14.28,3.35,0.29,10.14,97.02,55.8,37.82,29.59,51.19,29.28,50.03
"MATT.GRZELCYK","2018-2020","BOS","D",72,1146.23,1,6,7,3,0.37,0.16,17.05,0.89,1077,997,80,51.93,-1.2,39,31,8,55.71,1.73,40.36,38.88,1.48,50.93,-1.33,20,8,-12,180,9.42,3.1,0.16,1.16,100.71,50.22,32.65,27.02,51.82,28.77,49.53
"MATT.HENDRICKS","2018-2020","MIN/WPG","C",26,209.2,0,3,3,3,0.86,0.86,3.15,0.9,186,200,-14,48.19,-1.29,5,7,-2,41.67,-9.4,6.13,6.86,-0.73,47.19,-4.95,5,3,-2,40,11.47,1.27,0.36,0,97.94,37.74,16.19,26.63,50.07,27.98,49.71
"MATTHEW.PECA","2018-2020","MTL","C",39,355.23,3,3,6,6,1.01,1.01,3.25,0.55,298,360,-62,45.29,-10.16,6,20,-14,23.08,-38.77,11.01,13.88,-2.87,44.23,-12.72,1,5,4,62,10.47,2.72,0.46,8.57,93.9,52.31,19.1,27.98,53.94,27.75,48.75
