"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"193","John Carlson","WSH","D","96","219.91666666667","0","0","0","0","0","0.00","7","0.00","0.13","9","8","2","0","2","0","2","1","1","0","0","1","11","4","9","4","42","0","0","-"
"194","Cody Goloubef","OTT","D","6","1.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"196","Justin Schultz","PIT","D","44","4.2666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"197","Aaron Ness","ARI","D","5","1.0666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"198","Cameron Gaunce","T.B","D","2","2.2166666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"202","Jori Lehtera","PHI","C","27","40","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","12","2","1","0","1","0","0","2","3","1","0","14","13","51.85"
"203","Michael Stone","CGY","D","18","26.866666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","1","2","1","4","0","0","-"
"207","Gustav Nyquist","CBJ, DET, S.J","C, R","96","3.8833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"210","Greg Pateryn","MIN","D","80","134.83333333333","0","0","0","0","0","-","2","0.00","0.13","2","2","1","1","1","0","2","1","1","0","0","0","1","4","6","3","16","0","0","-"
"211","Mark Borowiecki","OTT","D","67","114.83333333333","0","0","0","0","0","0.00","4","0.00","0.04","4","4","0","0","1","0","10","1","0","0","1","4","3","1","21","2","24","0","0","-"
"212","Matt Martin","NYI","L","74","14.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","2","0","0","0","0","-"
"214","Jared Spurgeon","MIN","D","97","221.66666666667","0","0","0","0","0","-","5","0.00","0.11","6","6","1","0","2","0","0","0","0","0","0","2","3","5","10","2","33","0","0","-"
"215","Mark Barberio","COL","D","16","37.466666666667","0","0","0","0","0","0.00","2","0.00","0.02","3","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","0","0","-"
"216","Luke Witkowski","DET, T.B","R","46","22.583333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","3","0","0","-"
"217","Dalton Prout","CGY, S.J","D","21","24.133333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","0","3","0","0","-"
"218","Jordie Benn","MTL, VAN","D","96","254.51666666667","0","0","0","0","0","0.00","11","0.00","0.11","14","14","0","0","2","0","10","3","3","0","0","2","9","7","8","4","32","0","0","-"
"219","Antoine Roussel","VAN","L","65","56.433333333333","0","0","0","0","0","-","4","0.00","0.71","5","5","4","2","2","0","36","6","3","0","3","2","4","1","4","0","2","6","8","42.86"
"221","Brian Lashoff","DET","D","4","4.95","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"222","Mike Hoffman","FLA","C, L","96","2.2666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"223","Tyler Bozak","STL","C","88","112.83333333333","0","0","0","0","0","-","8","0.00","0.41","10","10","4","1","2","0","0","0","0","0","0","1","0","5","2","4","10","35","32","52.24"
"224","Marcus Johansson","BOS, BUF, N.J","L","73","6.4333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"225","Kyle Palmieri","N.J","C, R","87","24.283333333333","0","0","0","0","0","-","1","0.00","0.12","2","1","1","1","0","0","7","2","1","1","0","2","0","2","0","2","1","0","0","-"
"227","Kyle Clifford","L.A","L","87","1.9666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","15","2","0","1","1","5","0","0","0","0","0","0","0","-"
"230","John Tavares","TOR","C","91","15.916666666667","0","0","0","0","0","-","1","0.00","0.11","1","1","1","1","0","0","0","0","0","0","0","2","1","0","0","0","1","23","22","51.11"
"232","Matt Duchene","CBJ, NSH, OTT","C","87","11.566666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","6","7","46.15"
"234","Brayden Schenn","STL","C","88","46.666666666667","0","0","0","0","0","-","1","0.00","0.12","1","1","1","1","0","0","2","1","1","0","0","2","2","0","2","2","0","11","13","45.83"
"236","Nazem Kadri","COL, TOR","C","88","3.3166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","4","2","2","0","0","5","0","0","0","0","0","3","4","42.86"
"238","Ryan Ellis","NSH","D","97","243.43333333333","0","0","0","0","0","0.00","7","0.00","0.28","10","10","2","1","2","0","0","0","0","0","0","3","9","18","4","1","23","0","0","-"
"239","Calvin de Haan","CAR, CHI","D","86","172.11666666667","0","0","0","0","0","0.00","6","0.00","0.05","9","7","0","0","1","0","0","0","0","0","0","1","8","4","27","7","22","0","0","-"
"241","Dmitry Kulikov","WPG","D","72","79.65","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","15","2","0","1","1","1","5","5","3","3","9","0","0","-"
"242","Nick Leddy","NYI","D","93","38.583333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","0","0","-"
"243","Chris Kreider","NYR","C, L","91","6.4333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","1","0","0","1","0","0","0","0","0","0","0","0","-"
"244","John Moore","BOS","D","61","125.38333333333","0","0","0","0","0","0.00","3","0.00","0","4","3","0","0","0","0","2","1","1","0","0","0","4","0","4","5","12","0","0","-"
"247","Tomas Tatar","MTL","L","95","2.5166666666667","0","0","0","0","0","-","0","-","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"248","Tyson Barrie","COL, TOR","D","94","6.5333333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"249","Dmitry Orlov","WSH","D","98","129.21666666667","0","0","0","0","0","0.00","7","0.00","0.22","8","7","2","1","0","0","0","0","0","0","0","0","7","3","4","2","9","0","0","-"
"250","Brandon Pirri","VGK","C","40","0.21666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"255","Sami Vatanen","N.J","D","63","127.33333333333","0","0","0","0","0","-","6","0.00","0.01","6","6","0","0","0","0","4","2","2","0","0","1","3","2","9","2","10","0","0","-"
"256","Craig Smith","NSH","C, R","91","0.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"257","Chris Wideman","EDM, FLA, OTT","D","25","0.38333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"259","David Savard","CBJ","D","97","164.16666666667","0","0","0","0","0","0.00","8","0.00","0.19","9","8","2","0","0","0","2","1","1","0","0","2","3","4","11","0","11","0","0","-"
"263","Garrett Wilson","PIT","L","50","27.916666666667","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","2","0","0","2","0","2","0","0","-"
"264","Gabriel Dumont","MIN","C","3","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"265","Corban Knight","PHI","C","23","18.733333333333","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","3","6","33.33"
"266","Wade Megan","DET","C","11","1.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"269","Erik Haula","CAR, VGK","C, L","29","18.633333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","17","26.09"
"270","Anders Lee","NYI","C, L","96","1.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"271","Phil Varone","PHI","C","47","2.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"275","Justin Dowling","DAL","C","23","1.5833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0.00"
"276","Darren Archibald","OTT, VAN","R","12","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","-"
"277","Brandon Manning","CHI, EDM","D","46","69.983333333333","0","0","0","0","0","0.00","2","0.00","0.09","2","2","1","0","0","1","0","0","0","0","0","4","1","1","6","3","6","0","0","-"
"279","Andrew Agozzino","COL, PIT","L","12","4.9666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0.00"
"280","Radko Gudas","PHI, WSH","D","93","241.03333333333","0","0","0","0","0","0.00","14","0.00","0.31","15","15","3","2","1","0","6","3","3","0","0","3","11","4","18","5","42","0","0","-"
"281","Nate Prosser","MIN","D","15","6.3166666666667","0","0","0","0","0","-","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"282","Matt Irwin","NSH","D","51","10.466666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","12","2","1","0","1","1","1","0","1","1","1","0","0","-"
"284","Mats Zuccarello","DAL, MIN, NYR","C, R","59","72.2","0","0","0","0","0","-","6","0.00","0.31","7","6","3","1","3","0","0","0","0","0","0","1","1","9","1","2","4","1","3","25.00"
"286","Oscar Lindberg","OTT, VGK","C, L","55","10.266666666667","0","0","0","0","0","-","1","0.00","0.34","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","50.00"
"287","Martin Marincin","TOR","D","31","42.633333333333","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","1","2","3","1","2","4","0","0","-"
"288","Justin Holl","TOR","D","25","30.15","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","6","0","0","-"
"289","Jason Zucker","MIN","L","96","14.816666666667","0","0","0","0","0","-","0","-","0.21","2","2","2","1","0","0","0","0","0","0","0","2","1","1","1","0","0","0","0","-"
"290","Tyler Toffoli","L.A","C, R","96","114.13333333333","0","0","0","0","0","-","9","0.00","0.91","18","15","8","4","0","0","2","1","1","0","0","3","5","8","2","0","2","1","2","33.33"
"291","Ryan Spooner","EDM, NYR, VAN","C","52","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"293","Mark Alt","COL","D","2","0.81666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"294","Greg McKegg","CAR, NYR","C","46","5.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"295","Jordan Weal","ARI, MTL, PHI","C","73","1.5333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0.00"
"296","Evgeny Kuznetsov","WSH","C","89","17.766666666667","0","0","0","0","0","-","2","0.00","0.2","2","2","2","1","1","0","2","1","1","0","0","1","0","1","2","0","0","5","5","50.00"
"298","Patrik Nemeth","COL, DET","D","90","281.51666666667","0","0","0","0","0","0.00","8","0.00","0.13","10","10","1","0","1","0","4","2","2","0","0","3","8","1","27","8","52","0","0","-"
"300","Tyler Pitlick","DAL, PHI","C","57","44.033333333333","0","0","0","0","0","-","2","0.00","0.04","3","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","5","1","1","50.00"
"301","Justin Faulk","CAR, STL","D","98","152.06666666667","0","0","0","0","0","0.00","5","0.00","0.08","6","5","0","0","0","1","2","1","1","0","0","2","12","5","11","3","16","0","0","-"
"303","Alex Petrovic","EDM, FLA","D","35","42.45","0","0","0","0","0","-","3","0.00","0.05","5","3","1","0","0","0","0","0","0","0","0","1","2","1","4","2","9","0","0","-"
"304","Devante Smith-Pelly","WSH","R","54","88.216666666667","0","0","0","0","0","-","6","0.00","0.42","8","8","5","3","1","0","7","2","1","1","0","2","1","1","5","3","9","8","7","53.33"
"305","Nick Bjugstad","FLA, PIT","C","70","4.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","50.00"
"306","Derek Forbort","L.A","D","81","177.48333333333","0","0","0","0","0","0.00","5","0.00","0.04","5","5","0","0","0","0","10","1","0","0","1","1","9","3","11","0","34","0","1","0.00"
"309","Vladimir Tarasenko","STL","R","86","5.2166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","1","0","0","1","0","0","1","0","0","1","1","0","100.00"
"311","Jaden Schwartz","STL","C, L","85","43.216666666667","0","0","0","0","0","-","5","0.00","0.29","6","6","1","0","0","0","0","0","0","0","0","0","0","4","2","2","2","0","1","0.00"
"313","Chris Wagner","BOS","R","90","134.55","0","0","0","0","0","-","10","0.00","0.73","12","12","6","4","1","0","19","4","2","1","1","4","2","5","6","2","7","17","32","34.69"
"314","Jeff Skinner","BUF","C, L","97","2.4166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","3","0","0","0","0","0","0","1","0.00"
"317","Taylor Hall","N.J","L","46","1.4833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","0","1","0.00"
"318","Brett Connolly","FLA, WSH","R","95","1.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"320","Tyler Seguin","DAL","C","99","80.466666666667","0","0","0","0","0","-","5","0.00","0.37","10","5","5","2","1","0","0","0","0","0","0","2","1","1","4","2","5","78","78","50.00"
"321","Dylan McIlrath","DET","D","7","13.133333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","0","0","-"
"323","Mikael Granlund","MIN, NSH","C, R","94","45.5","0","0","0","0","0","-","1","0.00","0.1","4","2","2","0","2","0","0","0","0","0","0","1","0","3","0","1","2","3","8","27.27"
"324","Nino Niederreiter","CAR, MIN","R","97","2.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"325","Joakim Nordstrom","BOS","C","75","120.1","0","0","0","0","0","-","10","0.00","0.59","12","11","4","1","1","0","0","0","0","0","0","1","1","5","0","2","8","11","10","52.38"
"326","Michael Chaput","MTL","C","32","63.483333333333","0","0","0","0","0","0.00","1","0.00","0.38","5","4","3","2","1","0","0","0","0","0","0","2","1","3","1","0","4","14","18","43.75"
"328","Joonas Donskoi","COL, S.J","R","95","16.05","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","2","0","3","1","0","1","0","1","0.00"
"331","Tim Heed","S.J","D","48","3.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"332","Sam Carrick","ANA","C","6","1.4333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"333","Kenny Agostino","MTL, N.J","L","63","3.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"334","Brendan Gallagher","MTL","R","97","2.4333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"335","Jesper Fast","NYR","R","77","144.91666666667","0","0","0","0","0","0.00","2","0.00","0.08","2","2","1","0","0","0","0","0","0","0","0","0","2","4","4","4","13","4","4","50.00"
"336","Kevin Gravel","EDM, TOR","D","39","59.233333333333","0","0","0","0","0","0.00","2","0.00","0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","3","3","8","0","0","-"
"337","Anthony Bitetto","MIN, NSH, WPG","D","50","27.8","0","0","0","0","0","-","2","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","1","2","0","5","2","5","0","0","-"
"338","Brandon Davidson","CHI","D","10","13.083333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","3","0","0","-"
"339","Zach Trotman","PIT","D","13","7.9333333333333","0","0","0","0","0","-","0","-","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"340","John Klingberg","DAL","D","81","62.066666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","1","6","0","0","-"
"341","Micheal Ferland","CAR, VAN","L","83","1.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","3","0","0","0","0","0","0","1","0.00"
"343","Erik Burgdoerfer","OTT","D","4","1.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"344","Ben Street","ANA","C","21","40.716666666667","0","0","0","0","0","-","2","0.00","0.08","3","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","3","6","5","54.55"
"346","Matt Read","MIN","R","12","7.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","2","1","0","100.00"
"347","Kevan Miller","BOS","D","39","64.35","0","0","0","0","0","0.00","1","0.00","0","2","1","0","0","0","0","2","1","1","0","0","2","1","2","5","2","15","0","0","-"
"348","Brian Gibbons","ANA, CAR, OTT","C, L","71","57.616666666667","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","2","1","1","0","0","3","2","2","4","4","5","0","1","0.00"
"350","Ryan Dzingel","CAR, CBJ, OTT","C, L","93","2.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"351","Ondrej Palat","T.B","L","77","31.266666666667","0","0","0","0","0","-","3","0.00","0.31","4","4","3","1","0","0","2","1","1","0","0","0","0","1","3","1","2","1","1","50.00"
"352","Scott Wilson","BUF","L","15","18.933333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","-"
"353","Lukas Sedlak","CBJ","C","47","27.216666666667","0","0","0","0","0","-","2","0.00","0.24","3","3","2","1","1","0","0","0","0","0","0","2","0","1","0","2","0","1","3","25.00"
"355","Max McCormick","OTT","L","14","3.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"357","Travis Boyd","WSH","C","57","34.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","1","2","4","11","26.67"
"359","Johnny Gaudreau","CGY","L","100","2.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"360","Tobias Rieder","CGY, EDM","C, R","79","111.61666666667","0","0","0","0","0","-","5","0.00","0.93","15","11","6","4","1","0","0","0","0","0","0","2","2","4","4","1","10","2","5","28.57"
"362","Blake Pietila","N.J","L","19","13.9","0","0","0","0","0","-","2","0.00","0.05","2","2","1","0","0","0","0","0","0","0","0","1","0","0","0","1","3","4","4","50.00"
"363","Nick Seeler","MIN","D","74","57.433333333333","0","0","0","0","0","-","2","0.00","0.14","2","2","1","1","0","0","0","0","0","0","0","2","0","1","3","0","9","0","0","-"
"364","Sean Kuraly","BOS","C","86","119.85","0","0","0","0","0","-","15","0.00","0.77","18","15","8","3","2","1","0","0","0","0","0","2","3","0","6","0","5","41","46","47.13"
"365","Andrew Shaw","CHI, MTL","C, R","77","47.066666666667","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","2","1","1","0","0","2","0","2","0","0","6","6","9","40.00"
"368","Nick Cousins","ARI, MTL","C","90","1.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"370","Nick Shore","TOR","C","13","10.016666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","10","13","43.48"
"371","Andy Welinski","ANA","D","26","1.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"372","Josh Leivo","TOR, VAN","L","91","1.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","-"
"374","Mike Reilly","MTL","D","64","29.316666666667","0","0","0","0","0","-","3","0.00","0.1","4","4","1","0","0","0","2","1","1","0","0","0","1","0","0","1","3","0","0","-"
"375","Ty Rattie","EDM","R","50","0.11666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"376","Rocco Grimaldi","NSH","C, R","65","1.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"377","Scott Mayfield","NYI","D","93","209.31666666667","0","0","0","0","0","0.00","2","0.00","0","2","2","0","0","0","0","4","2","2","0","0","7","12","0","10","1","38","0","0","-"
"378","Adam Clendening","CBJ","D","4","6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-"
"380","Dmitrij Jaskin","WSH","R","37","8.6833333333333","0","0","0","0","0","-","2","0.00","0.18","2","2","2","1","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","-"
"381","Victor Rask","CAR, MIN","C","56","2.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"383","Brett Ritchie","BOS, DAL","R","66","0.43333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","1","0","0","1","1","0","0","0","0","0","0","0","-"
"385","Joel Edmundson","CAR, STL","D","79","169.58333333333","0","0","0","0","0","0.00","8","0.00","0.1","9","9","1","0","1","0","4","2","2","0","0","4","9","2","10","0","23","0","0","-"
"387","Xavier Ouellet","MTL","D","19","24.533333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","6","0","0","-"
"388","Miikka Salomaki","NSH","R","42","5.8333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"390","Scott Harrington","CBJ","D","77","67.433333333333","0","0","0","0","0","0.00","1","0.00","0","2","1","1","0","0","0","0","0","0","0","0","1","3","0","7","3","7","0","0","-"
"391","Nikita Kucherov","T.B","R","95","3.9166666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"393","Gabriel Landeskog","COL","L","84","22.8","0","0","0","0","0","-","2","0.00","0.06","2","2","1","0","0","0","0","0","0","0","0","2","1","0","1","1","0","14","12","53.85"
"394","Jonathan Huberdeau","FLA","C, L","96","14.9","0","0","0","0","0","-","3","0.00","0.14","3","3","2","0","1","0","0","0","0","0","0","1","0","1","2","0","2","3","0","100.00"
"401","Jonas Brodin","MIN","D","97","198.8","0","0","0","0","0","-","4","0.00","0.01","4","4","0","0","0","0","0","0","0","0","0","0","4","4","3","2","22","0","0","-"
"402","Ryan Murphy","MIN, N.J","D","3","0.016666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"403","Sven Baertschi","VAN","L","26","1.3833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"404","Jamie Oleksiak","DAL, PIT","D","74","32.633333333333","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","5","3","1","5","2","2","0","0","-"
"405","J.T. Miller","T.B, VAN","C","90","4.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"407","Nathan Beaulieu","BUF, WPG","D","49","29.916666666667","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","10","1","0","0","1","3","2","2","0","2","3","0","0","-"
"408","Oscar Klefbom","EDM","D","77","154.41666666667","0","0","0","0","0","0.00","1","0.00","0.12","4","2","2","0","0","0","0","0","0","0","0","1","10","2","7","2","17","0","0","-"
"409","Connor Murphy","CHI","D","58","119.66666666667","0","0","0","0","0","0.00","2","0.00","0.06","2","2","1","0","0","0","4","2","2","0","0","1","11","4","5","2","19","0","0","-"
"410","Stefan Noesen","N.J","R","41","0.81666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"411","Joe Morrow","WPG","D","41","8.8666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"412","Matt Puempel","DET","L","8","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"416","Colin Miller","BUF, VGK","D","80","42.35","0","0","0","0","0","0.00","1","0.00","0","2","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","2","0","0","-"
"417","Jonathan Marchessault","VGK","C","98","2.4833333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","100.00"
"418","Kurtis Gabriel","N.J","R","22","0.083333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"420","Brad Hunt","MIN, VGK","D","57","2.75","0","0","0","0","0","-","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"421","Torey Krug","BOS","D","79","15.45","0","0","0","0","0","-","2","0.00","0.05","3","2","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","-"
"422","Cameron Schilling","WPG","D","4","4.4333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"423","J.T. Brown","MIN","R","56","12.433333333333","0","0","0","0","0","-","2","0.00","0.13","4","2","1","0","1","0","0","0","0","0","0","1","0","0","1","0","3","0","1","0.00"
"424","Matt Tennyson","BUF, N.J","D","12","0.31666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"427","Ryan Murray","CBJ","D","66","157.25","0","0","0","0","0","0.00","4","0.00","0.06","4","4","0","0","1","0","2","1","1","0","0","0","1","4","4","2","19","0","0","-"
"428","Alex Galchenyuk","ARI, PIT","C","78","1.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0.00"
