"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"480","Josh Anderson","CBJ","R","91","123.78333333333","0","1","1","0","1","100.00","14","0.00","1.59","18","18","13","10","3","1","0","0","0","0","0","1","0","12","1","4","5","2","8","20.00"
"483","Matthew Benning","EDM","D","86","95.133333333333","0","1","0","1","1","25.00","2","0.00","0","3","2","0","0","0","0","4","2","2","0","0","3","2","1","12","3","10","0","0","-"
"485","Jake Dotchin","ANA","D","20","13.683333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","-"
"496","Tim Schaller","VAN","C","62","101.65","1","0","0","0","1","50.00","2","50.00","0.07","2","2","0","0","0","0","0","0","0","0","0","1","2","3","1","0","10","0","1","0.00"
"501","Michael Raffl","PHI","L","81","79.4","1","0","0","0","1","50.00","6","16.67","0.24","7","6","4","1","0","0","4","2","2","0","0","1","1","1","4","3","7","5","5","50.00"
"508","Tyler Motte","VAN","C","80","141.73333333333","1","0","0","0","1","50.00","11","9.09","0.97","13","13","9","4","1","0","2","1","1","0","0","5","3","7","3","1","11","4","7","36.36"
"519","Jake Guentzel","PIT","C, L","97","41.133333333333","1","0","0","0","1","50.00","4","25.00","0.39","4","4","4","3","2","0","0","0","0","0","0","0","0","2","1","2","0","1","1","50.00"
"527","Andrew Copp","WPG","C","85","117.58333333333","1","0","0","0","1","100.00","7","14.29","0.55","10","8","6","2","1","0","0","0","0","0","0","1","3","7","2","1","10","20","30","40.00"
"531","Shea Theodore","VGK","D","95","20.333333333333","0","1","1","0","1","100.00","1","0.00","0.02","2","2","0","0","0","1","0","0","0","0","0","0","2","1","0","2","3","0","0","-"
"544","Carl Dahlstrom","CHI, WPG","D","48","79.616666666667","0","1","0","1","1","50.00","3","0.00","0.04","3","3","0","0","1","0","2","1","1","0","0","0","2","1","4","0","8","0","0","-"
"552","Aleksander Barkov","FLA","C","96","173.3","0","1","1","0","1","50.00","10","0.00","1.12","14","13","10","5","4","0","0","0","0","0","0","1","6","12","2","6","6","97","100","49.24"
"557","Darnell Nurse","EDM","D","98","180.7","0","1","0","1","1","33.33","5","0.00","0.11","5","5","1","0","0","0","19","4","2","1","1","7","5","2","11","1","27","0","0","-"
"563","Josh Morrissey","WPG","D","73","181.66666666667","0","1","0","1","1","33.33","2","0.00","0.11","3","3","1","1","0","0","0","0","0","0","0","1","6","4","7","2","13","0","0","-"
"586","Aaron Ekblad","FLA","D","95","211","0","1","1","0","1","33.33","12","0.00","0.29","17","13","6","0","4","1","10","5","5","0","0","4","10","9","10","2","12","0","0","-"
"614","Ivan Barbashev","STL","C","96","158.3","1","0","0","0","1","100.00","9","11.11","1.07","12","11","7","5","1","0","2","1","1","0","0","2","1","7","1","2","5","17","30","36.17"
"615","Marcus Pettersson","ANA, PIT","D","99","76.15","0","1","0","1","1","25.00","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","3","3","1","2","3","15","0","0","-"
"617","Vladislav Kamenev","COL","C","27","16","1","0","0","0","1","100.00","2","50.00","0.03","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","7","7","50.00"
"622","Juho Lammikko","FLA","R","40","67.35","0","1","1","0","1","100.00","3","0.00","0.29","5","4","3","2","0","1","0","0","0","0","0","0","1","3","4","0","7","19","31","38.00"
"629","Christoffer Ehn","DET","C","69","67.816666666667","1","0","0","0","1","100.00","5","20.00","0.63","6","5","5","4","0","0","0","0","0","0","0","0","0","4","3","1","6","4","5","44.44"
"648","Frank Vatrano","FLA","C","95","16.933333333333","1","0","0","0","1","100.00","1","100.00","0.11","1","1","1","1","0","0","2","1","1","0","0","0","0","1","0","1","2","0","0","-"
"652","Kyle Connor","WPG","L","98","74.433333333333","1","0","0","0","1","100.00","4","25.00","0.69","8","5","5","3","2","0","0","0","0","0","0","0","2","0","0","1","3","0","0","-"
"661","Timo Meier","S.J","R","94","66.75","0","1","1","0","1","50.00","4","0.00","0.55","11","7","8","1","2","2","0","0","0","0","0","5","0","5","3","2","4","3","5","37.50"
"675","Roope Hintz","DAL","L","74","29.983333333333","1","0","0","0","1","100.00","2","50.00","0.29","4","3","3","2","0","0","0","0","0","0","0","0","0","1","0","1","1","8","9","47.06"
"683","Anthony Beauvillier","NYI","C, L","95","16.666666666667","1","0","0","0","1","100.00","1","100.00","0.21","1","1","1","1","1","0","0","0","0","0","0","0","2","1","1","1","0","1","0","100.00"
"686","Thomas Chabot","OTT","D","84","44.233333333333","1","0","0","0","1","33.33","3","33.33","0.07","3","3","0","0","0","0","0","0","0","0","0","0","1","1","0","1","4","0","0","-"
"688","Lawson Crouse","ARI","L","95","124.38333333333","1","0","0","0","1","33.33","6","16.67","0.79","9","8","6","3","0","1","0","0","0","0","0","5","2","3","2","4","8","4","6","40.00"
"712","Denis Malgin","FLA","C","62","33.833333333333","0","1","1","0","1","100.00","2","0.00","0.21","3","3","1","1","1","0","2","1","1","0","0","0","1","4","1","1","2","2","1","66.67"
"734","Kevin Rooney","N.J","C","51","96.366666666667","1","0","0","0","1","100.00","7","14.29","0.85","10","9","8","3","1","0","0","0","0","0","0","0","3","7","4","3","7","23","15","60.53"
"743","Charlie McAvoy","BOS","D","69","95.233333333333","0","1","1","0","1","50.00","0","-","0","1","0","0","0","0","0","5","1","0","1","0","4","2","3","7","8","8","0","0","-"
"752","Sam Steel","ANA","C","35","21.45","1","0","0","0","1","100.00","1","100.00","0.15","1","1","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","4","9","30.77"
"773","Filip Hronek","DET","D","62","93.35","0","1","1","0","1","50.00","4","0.00","0.07","4","4","0","0","1","0","0","0","0","0","0","0","3","0","7","3","5","0","0","-"
"776","Drake Caggiula","CHI, EDM","C, L","67","46.316666666667","1","0","0","0","1","100.00","4","25.00","0.44","5","5","4","4","1","0","4","2","2","0","0","1","4","5","3","1","4","0","2","0.00"
"782","Alexandre Fortin","CHI","L","24","9.3","1","0","0","0","1","100.00","2","50.00","0.29","2","2","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"783","Trevor Moore","TOR","C, L","41","33.233333333333","0","1","1","0","1","100.00","1","0.00","0.07","1","1","1","0","0","0","0","0","0","0","0","3","1","0","1","1","2","0","2","0.00"
"794","Mario Ferraro","S.J","D","16","21.733333333333","0","1","0","1","1","33.33","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3","0","0","-"
"807","Miro Heiskanen","DAL","D","99","165.53333333333","0","1","1","0","1","50.00","3","0.00","0.21","7","4","3","1","0","1","0","0","0","0","0","1","6","6","3","3","11","0","0","-"
"811","Lias Andersson","NYR","C","54","54.25","1","0","0","0","1","50.00","1","100.00","0.15","1","1","1","1","0","0","2","1","1","0","0","1","2","3","2","4","3","6","8","42.86"
"819","Neal Pionk","NYR, WPG","D","89","225.81666666667","0","1","1","0","1","33.33","9","0.00","0.22","12","10","1","1","0","0","7","2","1","1","0","3","8","2","25","3","24","0","0","-"
"826","Sheldon Dries","COL","C","40","38.783333333333","1","0","0","0","1","100.00","3","33.33","0.49","3","3","3","3","1","0","0","0","0","0","0","0","0","2","4","1","3","12","11","52.17"
"2","Zdeno Chara","BOS","D","77","221.6","0","0","0","0","0","0.00","10","0.00","0.3","10","10","2","1","0","0","11","4","3","1","0","7","10","4","16","4","20","0","0","-"
"3","Joe Thornton","S.J","C","89","4.5166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","2","0","100.00"
"4","Patrick Marleau","S.J, TOR","C, L","94","8.7333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"6","Brooks Orpik","WSH","D","53","129.16666666667","0","0","0","0","0","-","5","0.00","0.03","6","5","0","0","0","0","0","0","0","0","0","1","5","1","17","3","18","0","0","-"
"7","Justin Williams","CAR","R","82","1.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"8","Niklas Kronwall","DET","D","79","82.366666666667","0","0","0","0","0","0.00","3","0.00","0.02","3","3","0","0","1","1","0","0","0","0","0","0","2","0","4","1","14","0","0","-"
"9","Matt Hendricks","MIN, WPG","C","26","18.516666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","2","3","4","42.86"
"10","Deryk Engelland","VGK","D","89","290.83333333333","0","0","0","0","0","0.00","13","0.00","0.09","15","15","0","0","3","0","2","1","1","0","0","0","5","7","12","8","54","0","0","-"
"11","Ilya Kovalchuk","L.A","L","79","0.41666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"12","Jason Spezza","DAL, TOR","C","85","4.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","8","4","66.67"
"13","Mikko Koivu","MIN","C","63","98.5","0","0","0","0","0","-","2","0.00","0.2","4","4","2","0","0","0","4","2","2","0","0","1","0","5","1","1","3","68","60","53.13"
"14","Dan Hamhuis","NSH","D","70","124.06666666667","0","0","0","0","0","0.00","1","0.00","0","2","2","0","0","0","0","0","0","0","0","0","2","6","2","3","2","11","0","0","-"
"15","Jason Pominville","BUF","R","73","1.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"16","Tomas Plekanec","MTL","C","3","4.3333333333333","0","0","0","0","0","-","1","0.00","0.05","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","20.00"
"18","Trevor Daley","DET","D","55","121.86666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","14","1","0","1","13","0","0","-"
"20","Jay Bouwmeester","STL","D","94","213.11666666667","0","0","0","0","0","0.00","4","0.00","0.15","6","6","1","1","1","1","2","1","1","0","0","0","2","5","8","3","24","0","0","-"
"21","Johnny Boychuk","NYI","D","87","124.4","0","0","0","0","0","0.00","1","0.00","0.02","3","3","0","0","0","0","0","0","0","0","0","2","5","2","2","4","20","0","0","-"
"24","Jonathan Ericsson","DET","D","52","119.4","0","0","0","0","0","0.00","4","0.00","0.35","5","5","1","1","0","0","0","0","0","0","0","1","5","3","12","2","15","0","0","-"
"25","Chris Kunitz","CHI","L","56","3.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","10","1","0","0","1","0","0","0","1","0","0","0","0","-"
"26","Eric Staal","MIN","C","96","20.466666666667","0","0","0","0","0","-","2","0.00","0.01","2","2","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","7","9","43.75"
"27","Thomas Vanek","DET","L","64","0.61666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"28","Ryan Suter","MIN","D","97","214.83333333333","0","0","0","0","0","0.00","1","0.00","0.02","3","1","1","1","1","0","0","0","0","0","0","3","2","2","5","1","9","0","0","-"
"29","Braydon Coburn","T.B","D","86","87.466666666667","0","0","0","0","0","-","2","0.00","0.06","2","2","0","0","0","0","0","0","0","0","0","0","0","2","3","3","8","0","0","-"
"30","Dion Phaneuf","L.A","D","67","48.216666666667","0","0","0","0","0","-","0","-","0.02","1","1","0","0","0","0","2","1","1","0","0","6","0","1","3","0","5","0","0","-"
"34","Zach Parise","MIN","L","89","93.1","0","0","0","0","0","-","4","0.00","0.22","5","5","3","0","0","0","4","2","2","0","0","3","1","3","0","4","8","1","8","11.11"
"35","Eric Fehr","MIN","C","72","127.18333333333","0","0","0","0","0","-","7","0.00","0.9","13","12","9","4","1","0","2","1","1","0","0","0","1","8","2","2","15","91","88","50.84"
"36","Ryan Getzlaf","ANA","C","84","52.1","0","0","0","0","0","-","0","-","0.11","2","2","1","1","0","0","0","0","0","0","0","2","5","3","6","0","8","27","39","40.91"
"38","Ryan Kesler","ANA","C","60","128.18333333333","0","0","0","0","0","-","4","0.00","0.08","5","5","1","0","0","1","4","1","1","0","0","2","1","7","0","1","16","93","90","50.82"
"40","Corey Perry","ANA, DAL","R","41","1.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","-"
"41","Patrick Eaves","ANA","R","7","0.083333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"42","Loui Eriksson","VAN","L","87","99.033333333333","0","0","0","0","0","-","7","0.00","0.59","9","8","5","1","3","0","0","0","0","0","0","0","2","6","0","0","8","0","2","0.00"
"44","Shea Weber","MTL","D","73","198.78333333333","0","0","0","0","0","0.00","9","0.00","0.04","10","9","0","0","1","0","4","2","2","0","0","0","13","8","8","4","31","0","0","-"
"45","David Backes","BOS","R","78","11.866666666667","0","0","0","0","0","-","0","-","0","1","1","0","0","0","0","4","2","2","0","0","3","0","0","0","0","0","5","8","38.46"
"47","Marc Methot","DAL","D","9","14.716666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"49","Joe Pavelski","DAL, S.J","C","92","68.333333333333","0","0","0","0","0","-","2","0.00","0.04","3","3","0","0","0","0","0","0","0","0","0","3","1","5","2","0","4","50","61","45.05"
"51","Dustin Byfuglien","WPG","D","42","75.716666666667","0","0","0","0","0","0.00","3","0.00","0.39","5","5","3","2","1","0","2","1","1","0","0","2","5","2","9","2","6","0","0","-"
"53","Alex Ovechkin","WSH","L","97","0.86666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","-"
"54","Evgeni Malkin","PIT","C","72","2.6166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","1","0.00"
"57","Drew Stafford","N.J","R","57","1.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"58","Alexander Radulov","DAL","R","87","0.98333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","-"
"60","Mike Green","DET","D","57","8.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"61","Blake Comeau","DAL","L","80","161.51666666667","0","0","0","0","0","0.00","10","0.00","1.05","15","14","11","3","5","0","2","1","1","0","0","2","2","10","12","1","10","5","8","38.46"
"65","David Krejci","BOS","C","90","14.533333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","13","51.85"
"66","Andrej Sekera","DAL, EDM","D","37","62.95","0","0","0","0","0","0.00","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","4","0","2","2","5","0","0","-"
"67","Alexander Edler","VAN","D","71","185.98333333333","0","0","0","0","0","0.00","6","0.00","0","6","6","0","0","0","0","0","0","0","0","0","3","6","3","6","4","45","0","0","-"
"69","Roman Polak","DAL","D","78","193.23333333333","0","0","0","0","0","0.00","3","0.00","0.06","3","3","0","0","0","1","2","1","1","0","0","2","6","3","13","2","36","0","0","-"
"71","Matt Hunwick","BUF","D","14","17.766666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","-"
"72","Adam Cracknell","ANA","R","2","0.33333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"73","Cody McLeod","NSH, NYR","L","38","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","14","3","2","0","1","4","0","0","0","0","0","0","0","-"
"76","Bobby Ryan","OTT","R","90","7.0166666666667","0","0","0","0","0","-","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0.00"
"79","Marc Staal","NYR","D","88","247.41666666667","0","0","0","0","0","0.00","8","0.00","0.17","9","8","2","1","1","0","2","1","1","0","0","2","12","8","6","6","25","0","0","-"
"80","Martin Hanzal","DAL","C","7","8.55","0","0","0","0","0","-","2","0.00","0.01","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","12","25.00"
"81","T.J. Oshie","WSH","R","85","43.983333333333","0","0","0","0","0","-","3","0.00","0.03","5","4","0","0","0","0","2","1","1","0","0","1","0","1","1","2","2","6","9","40.00"
"82","Andrew Cogliano","ANA, DAL","C, L","95","134.81666666667","0","0","0","0","0","0.00","9","0.00","0.69","11","11","6","3","1","1","2","1","1","0","0","1","4","4","1","1","9","4","9","30.77"
"84","James Neal","CGY, EDM","L","79","1.0166666666667","0","0","0","0","0","-","0","-","0.08","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"90","Keith Yandle","FLA","D","96","32.533333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","1","0","0","-"
"92","Chris Butler","STL","D","13","12.716666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","1","0","0","-"
"93","Tom Pyatt","OTT","L","37","63.95","0","0","0","0","0","0.00","2","0.00","0.15","2","2","2","1","0","0","0","0","0","0","0","0","1","0","0","3","7","10","24","29.41"
"96","Ryan Reaves","VGK","R","96","0.68333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","20","2","0","0","2","2","0","0","0","0","0","0","0","-"
"98","Patric Hornqvist","PIT","R","83","0.76666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"101","Stephen Gionta","NYI","C, R","5","5.3666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","3","1","75.00"
"103","Alex Biega","DET, VAN","D","45","34.283333333333","0","0","0","0","0","-","5","0.00","0.11","5","5","1","1","1","0","0","0","0","0","0","0","0","0","3","0","4","0","0","-"
"106","Erik Johnson","COL","D","95","297.45","0","0","0","0","0","0.00","10","0.00","0.16","13","12","1","0","0","0","0","0","0","0","0","3","4","8","19","3","53","0","0","-"
"107","Kyle Okposo","BUF","R","93","1.0833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"108","Trevor Lewis","L.A","C","59","83.816666666667","0","0","0","0","0","-","5","0.00","0.19","6","5","2","0","0","0","0","0","0","0","0","2","0","4","2","1","9","6","6","50.00"
"110","Jamie McGinn","FLA","L","19","0.11666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"111","Eric Gryba","N.J","D","10","12.733333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","5","0","0","-"
"112","Milan Lucic","CGY, EDM","L","95","1.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","36","6","3","0","3","4","0","0","0","0","0","0","0","-"
"113","Chris Stewart","PHI","R","8","0.38333333333333","0","0","0","0","0","-","1","0.00","0.27","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"117","Jordan Staal","CAR","C","65","113.18333333333","0","0","0","0","0","-","4","0.00","0.58","7","7","6","4","0","0","0","0","0","0","0","2","1","7","6","1","5","80","88","47.62"
"118","Patrik Berglund","BUF","C","23","25.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","3","4","5","44.44"
"119","Derick Brassard","COL, FLA, NYI, PIT","C","84","8.2833333333333","0","0","0","0","0","-","2","0.00","0.12","2","2","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","5","2","71.43"
"121","Phil Kessel","ARI, PIT","C, R","97","0.48333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","-"
"123","Nicklas Backstrom","WSH","C","96","67.616666666667","0","0","0","0","0","-","7","0.00","0.6","10","8","5","2","1","1","0","0","0","0","0","0","1","3","0","0","3","35","30","53.85"
"128","Mathieu Perreault","WPG","C, L","98","2.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"129","David Schlemko","MTL","D","18","37.633333333333","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","3","2","3","1","9","0","0","-"
"130","Mark Letestu","CBJ, WPG","C","9","6.8333333333333","0","0","0","0","0","-","1","0.00","0.08","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","3","6","33.33"
"131","Ben Lovejoy","DAL, N.J","D","71","231.28333333333","0","0","0","0","0","0.00","7","0.00","0.02","8","7","0","0","1","0","0","0","0","0","0","2","6","7","11","2","35","0","0","-"
"133","Karl Alzner","MTL","D","9","19.9","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"134","Justin Falk","OTT","D","10","11.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","2","0","0","-"
"135","Jamie Benn","DAL","L","95","34.516666666667","0","0","0","0","0","-","1","0.00","0.06","1","1","1","0","0","0","2","1","1","0","0","2","2","1","1","0","3","7","12","36.84"
"136","Steven Kampfer","BOS","D","37","20.166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","2","0","0","1","0","0","0","0","-"
"137","Paul Carey","BOS, OTT","C","7","1.2833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"139","Ian Cole","COL","D","82","254.31666666667","0","0","0","0","0","0.00","6","0.00","0.07","8","7","1","0","0","0","24","5","2","2","1","4","8","4","8","5","62","0","0","-"
"140","Eric Tangradi","N.J","L","6","0.11666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"141","Justin Braun","PHI, S.J","D","92","196.88333333333","0","0","0","0","0","0.00","7","0.00","0.27","10","10","3","1","1","0","0","0","0","0","0","1","3","2","10","3","41","0","0","-"
"142","Kevin Shattenkirk","NYR, T.B","D","86","45.75","0","0","0","0","0","0.00","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","-"
"143","Pat Maroon","STL, T.B","L","85","0.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","-"
"144","James van Riemsdyk","PHI","L","80","0.56666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"146","Sam Gagner","EDM, VAN","C","38","1.0166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"151","Kyle Turris","NSH","C","70","1.5333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","1","75.00"
"152","Brad Malone","EDM","C","16","14.883333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","1","2","1","0","2","4","33.33"
"155","Colton Sceviour","FLA","C","73","154.61666666667","0","0","0","0","0","-","21","0.00","1.52","24","22","12","7","2","2","0","0","0","0","0","2","6","7","4","3","14","3","9","25.00"
"156","David Perron","STL","L","73","1.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","-"
"158","Mario Kempe","ARI","R","52","38.383333333333","0","0","0","0","0","-","3","0.00","0.37","8","7","3","2","0","0","0","0","0","0","0","0","0","3","2","1","1","4","9","30.77"
"159","Yannick Weber","NSH","D","72","27.75","0","0","0","0","0","0.00","2","0.00","0.09","2","2","1","1","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"160","Patrick Kane","CHI","R","95","6.4","0","0","0","0","0","-","1","0.00","0.11","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"161","Robert Bortuzzo","STL","D","66","156.91666666667","0","0","0","0","0","-","3","0.00","0.09","3","3","1","1","0","0","10","4","4","0","0","2","3","2","22","6","22","0","0","-"
"162","Evgenii Dadonov","FLA","R","96","1.4833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"165","Max Pacioretty","VGK","L","82","17.733333333333","0","0","0","0","0","-","0","-","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","-"
"166","Jakub Voracek","PHI","R","92","2.9333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","2","0","0","0","0","0","0","0","-"
"168","Alec Martinez","L.A","D","75","137.01666666667","0","0","0","0","0","0.00","6","0.00","0.12","7","7","1","0","1","0","0","0","0","0","0","0","9","1","10","1","21","0","0","-"
"171","Wayne Simmonds","N.J, NSH, PHI","R","92","0.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","12","2","1","0","1","1","0","0","0","0","0","0","2","0.00"
"174","Micheal Haley","FLA, NYR, S.J","C","50","0.51666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","7","0","0","0","0","0","0","0","-"
"177","Jason Garrison","EDM","D","17","16.866666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","0","-"
"182","Luke Schenn","ANA, T.B, VAN","D","28","34","0","0","0","0","0","-","1","0.00","0.27","1","1","1","1","1","0","0","0","0","0","0","2","0","1","5","1","5","0","0","-"
"183","Colin Wilson","COL","C","74","0.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"184","Mikkel Boedker","OTT","L","76","2.5833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"187","Erik Karlsson","S.J","D","68","135.13333333333","0","0","0","0","0","0.00","2","0.00","0","3","2","1","0","1","0","0","0","0","0","0","0","5","6","4","3","10","0","0","-"
"188","Luca Sbisa","NYI, WPG","D","13","21.033333333333","0","0","0","0","0","-","1","0.00","0.02","2","2","0","0","0","0","2","1","1","0","0","0","0","1","1","0","5","0","0","-"
"189","Jake Gardiner","CAR, TOR","D","77","7.4833333333333","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"190","Michael Del Zotto","ANA, STL, VAN","D","55","94.033333333333","0","0","0","0","0","0.00","1","0.00","0.08","2","2","1","0","0","0","2","1","1","0","0","0","2","1","10","0","6","0","0","-"
"191","Jordan Eberle","NYI","C, R","83","1.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"192","Tyler Ennis","OTT, TOR","C, L, R","65","1.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
