"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"133","Mathieu Perreault","WPG","C, L","105","1148.8","15","14","3","11","29","69.05","117","12.82","10.08","198","160","115","44","8","11","36","18","18","0","0","12","19","38","154","63","36","27","25","51.92"
"207","Derek Stepan","ARI","C","95","1280.1666666667","11","18","13","5","29","67.44","172","6.40","14.08","287","227","142","69","9","22","12","6","6","0","0","9","39","40","52","83","51","567","656","46.36"
"241","Victor Hedman","T.B","D","87","1408.4","10","19","10","9","29","39.19","157","6.37","8.39","298","229","78","24","12","17","45","21","20","1","0","8","37","28","70","77","90","0","0","-"
"259","Dmitry Orlov","WSH","D","106","1960.85","3","26","15","11","29","35.37","112","2.68","5.3","256","165","70","8","3","13","34","17","17","0","0","12","80","65","163","93","112","0","0","-"
"263","Richard Panik","ARI, WSH","R","89","1113.7833333333","12","17","11","6","29","60.42","137","8.76","12.12","240","177","129","67","11","23","26","13","13","0","0","12","37","41","136","100","45","8","9","47.06"
"297","Mats Zuccarello","DAL, MIN, NYR","C, R","66","917.36666666667","11","18","13","5","29","67.44","91","12.09","8.95","153","126","92","49","8","11","24","8","7","0","1","10","24","33","54","38","41","13","16","44.83"
"422","Ryan Strome","EDM, NYR","C","100","1270.25","12","17","12","5","29","60.42","99","12.12","10.63","178","137","113","50","4","12","52","23","21","2","0","10","53","36","85","62","36","397","428","48.12"
"565","Andrew Copp","WPG","C","92","1044.1","12","17","11","6","29","67.44","113","10.62","11.97","190","151","125","66","6","17","8","4","4","0","0","12","35","32","92","99","29","262","195","57.33"
"663","Ivan Barbashev","STL","C","103","1026.9333333333","12","17","11","6","29","82.86","66","18.18","8.52","128","100","96","47","2","10","20","7","5","2","0","19","24","40","132","77","38","225","271","45.36"
"752","Mathieu Joseph","T.B","R","89","925.56666666667","17","12","8","4","29","63.04","109","15.60","8.9","190","146","121","50","8","17","26","13","13","0","0","14","29","33","152","135","18","10","30","25.00"
"17","Jason Pominville","BUF","R","73","837.1","15","13","7","6","28","68.29","114","13.16","9.2","174","145","96","47","5","6","4","2","2","0","0","5","19","13","18","52","19","15","16","48.39"
"79","Bobby Ryan","OTT","R","94","1150.7166666667","8","20","13","7","28","62.22","130","6.15","10.15","268","202","126","49","6","17","27","12","11","1","0","15","46","49","92","71","51","7","16","30.43"
"147","Kevin Shattenkirk","NYR, T.B","D","92","1440.4166666667","5","23","12","11","28","48.28","144","3.47","5.26","277","186","71","11","6","8","24","12","12","0","0","8","49","36","85","132","112","0","0","-"
"190","Mikkel Boedker","OTT","L","76","875.76666666667","5","23","12","11","28","68.29","78","6.41","6.49","125","97","75","33","8","10","4","2","2","0","0","5","24","25","51","49","28","6","9","40.00"
"214","TJ Brodie","CGY","D","100","1703.1166666667","4","24","12","12","28","34.15","103","3.88","4.76","245","148","58","13","3","11","30","15","15","0","0","11","94","65","20","113","90","0","0","-"
"229","Antoine Roussel","VAN","L","65","817.83333333333","8","20","16","4","28","80.00","77","10.39","8.07","144","118","87","46","8","7","40","19","19","0","0","17","14","18","83","88","47","11","9","55.00"
"270","Casey Cizikas","NYI","C","88","998.95","16","12","8","4","28","73.68","115","13.91","11.44","179","148","118","71","7","10","26","13","13","0","0","9","36","36","164","112","54","499","459","52.09"
"454","Ryan Murray","CBJ","D","69","1191.9166666667","1","27","12","15","28","42.42","72","1.39","3.98","145","99","43","10","1","3","10","5","5","0","0","0","34","20","28","69","94","0","0","-"
"494","Damon Severson","N.J","D","102","1756.35","9","19","13","6","28","41.18","103","8.74","5.43","201","137","62","9","4","12","40","16","15","0","1","10","56","28","88","84","84","0","0","-"
"522","Alexander Kerfoot","COL, TOR","C","99","1208.6333333333","13","15","10","5","28","63.64","122","10.66","11.83","199","160","137","70","5","16","42","21","21","0","0","16","29","28","39","153","41","338","296","53.31"
"572","Ryan Hartman","MIN, NSH, PHI","R","105","1252.25","13","15","6","9","28","52.83","167","7.78","13.42","281","213","160","69","13","17","50","24","24","0","0","31","42","43","117","107","49","9","20","31.03"
"576","J.T. Compher","COL","L","85","983.71666666667","11","17","11","6","28","66.67","103","10.68","9.71","175","137","114","53","11","17","16","7","7","0","0","13","21","21","38","78","56","206","226","47.69"
"637","Jake Virtanen","VAN","R","93","1163.6","17","11","8","3","28","73.68","168","10.12","13.08","300","240","149","57","13","18","38","18","18","0","0","15","27","52","187","96","44","3","11","21.43"
"641","Nick Ritchie","ANA","L","81","993.86666666667","8","20","13","7","28","59.57","107","7.48","12.27","194","168","122","69","3","13","72","28","26","0","2","6","37","23","147","89","36","3","8","27.27"
"710","Noah Hanifin","CGY","D","105","1802.4166666667","5","23","7","16","28","38.36","133","3.76","6.45","286","201","70","15","4","17","14","7","7","0","0","5","100","51","111","85","99","0","0","-"
"718","Vince Dunn","STL","D","101","1455.5","10","18","10","8","28","40.00","144","6.94","6.09","301","187","82","17","3","15","30","15","15","0","0","11","54","17","58","119","74","0","1","0.00"
"833","Tyson Jost","COL","C","89","972.01666666667","11","17","8","9","28","70.00","123","8.94","10.42","210","158","132","57","6","11","20","10","10","0","0","20","12","38","60","161","38","79","143","35.59"
"949","Rasmus Dahlin","BUF","D","104","1731.5333333333","5","23","8","15","28","39.44","141","3.55","5.42","276","183","69","14","5","9","40","20","20","0","0","11","77","38","113","110","70","0","0","-"
"197","Jordan Eberle","NYI","C, R","88","1164.95","12","15","11","4","27","57.45","130","9.23","13.18","220","183","152","77","7","17","10","5","5","0","0","10","33","37","39","123","41","9","14","39.13"
"298","Calle Jarnkrok","NSH","C","100","1217.3333333333","10","17","6","11","27","50.94","122","8.20","10.5","227","169","117","52","10","10","10","5","5","0","0","13","17","31","65","89","20","155","149","50.99"
"387","Nick Cousins","ARI, MTL","C","97","1164.2333333333","8","19","9","10","27","65.85","162","4.94","13.62","256","198","139","66","8","23","31","14","13","1","0","21","20","46","131","179","54","226","258","46.69"
"464","Scott Laughton","PHI","C, L","91","1096.9833333333","9","18","11","7","27","62.79","115","7.83","11.64","194","156","113","58","8","17","28","14","14","0","0","14","45","37","159","66","40","335","277","54.74"
"505","Jaccob Slavin","CAR","D","104","1836.05","3","24","9","15","27","36.49","147","2.04","5.71","312","217","65","14","6","28","18","9","9","0","0","8","61","84","67","176","122","0","0","-"
"557","Mattias Janmark","DAL","C","100","1266.8166666667","8","19","14","5","27","72.97","109","7.34","9.68","183","141","114","54","4","14","24","12","12","0","0","10","43","31","31","100","42","17","11","60.71"
"606","Ryan Pulock","NYI","D","102","1786.2333333333","5","22","9","13","27","35.53","166","3.01","6.85","355","223","87","16","6","17","16","8","8","0","0","5","70","26","155","114","140","0","0","-"
"650","Tony DeAngelo","NYR","D","80","1273.4666666667","8","19","7","12","27","40.91","113","7.08","4.74","211","150","53","14","1","8","50","22","20","2","0","14","85","17","53","97","88","0","0","-"
"813","Charlie McAvoy","BOS","D","76","1378.5","5","22","14","8","27","35.53","87","5.75","5.14","174","127","56","14","4","10","28","14","14","0","0","17","67","37","117","164","118","0","0","-"
"12","Ilya Kovalchuk","L.A","L","81","1027.0333333333","11","15","10","5","26","83.87","106","10.38","9.41","184","142","118","48","9","11","16","8","8","0","0","15","41","24","40","36","23","12","20","37.50"
"112","Leo Komarov","NYI","C, R","91","1062.4","4","22","11","11","26","59.09","72","5.56","6.51","126","106","72","39","5","5","28","14","14","0","0","12","26","27","204","76","33","84","101","45.41"
"150","Paul Byron","MTL","L","75","866.13333333333","12","14","9","5","26","65.00","94","12.77","9.36","137","119","101","56","4","5","9","3","2","1","0","13","31","17","134","72","36","3","6","33.33"
"186","Alex Pietrangelo","STL","D","94","1678.4333333333","9","17","6","11","26","32.91","164","5.49","6.36","322","221","78","17","4","14","22","11","11","0","0","13","56","42","52","151","126","0","0","-"
"245","Oliver Ekman-Larsson","ARI","D","104","1840.6666666667","7","19","11","8","26","41.27","150","4.67","6.9","370","245","97","15","8","22","42","20","20","0","0","11","59","26","176","186","62","0","0","-"
"349","Jesper Fast","NYR","R","84","1124.4","10","16","7","9","26","65.00","95","10.53","13.04","148","122","118","81","5","9","30","14","14","0","0","16","27","24","135","116","43","5","12","29.41"
"395","Josh Leivo","TOR, VAN","L","99","1138.1","13","13","8","5","26","52.00","153","8.50","13.12","283","221","162","68","9","19","15","6","5","1","0","13","32","41","53","71","26","14","13","51.85"
"412","Matt Nieto","COL","L","86","934.86666666667","6","20","12","8","26","68.42","95","6.32","9.35","161","128","103","47","2","12","10","5","5","0","0","7","11","20","60","90","24","1","2","33.33"
"475","Jacob Trouba","NYR, WPG","D","101","1741.4","4","22","10","12","26","32.50","163","2.45","6.86","373","256","68","12","4","21","42","21","21","0","0","8","91","44","129","84","176","0","0","-"
"499","Brock McGinn","CAR","L","104","1171.3833333333","8","18","10","8","26","63.41","136","5.88","15.4","277","206","174","87","12","15","20","10","10","0","0","21","30","49","150","112","29","25","43","36.76"
"591","Brett Pesce","CAR","D","95","1625.8833333333","8","18","10","8","26","34.67","128","6.25","5.18","253","175","57","12","6","13","30","15","15","0","0","8","34","54","57","124","131","1","0","100.00"
"669","Brandon Montour","ANA, BUF","D","90","1604.8","7","19","7","12","26","44.83","169","4.14","7.5","344","252","102","19","6","13","42","21","21","0","0","8","62","27","99","113","106","0","0","-"
"21","Frans Nielsen","DET","C","92","1091.45","10","15","4","11","25","62.50","117","8.55","8.5","182","140","90","43","6","9","12","6","6","0","0","3","30","18","89","102","46","422","445","48.67"
"88","Marc-Edouard Vlasic","S.J","D","95","1590.0166666667","5","20","11","9","25","36.76","93","5.38","4.23","258","153","73","11","3","18","10","5","5","0","0","5","52","20","30","100","115","0","0","-"
"181","Zack Smith","CHI, OTT","C, L","85","1122.5333333333","7","18","11","7","25","71.43","102","6.86","8.94","180","142","88","44","3","11","42","18","16","2","0","7","46","41","166","109","26","353","340","50.94"
"237","Kyle Clifford","L.A","L","94","965.55","11","14","10","4","25","69.44","142","7.75","14.15","242","205","126","74","7","24","74","22","16","4","2","15","22","15","151","126","26","3","7","30.00"
"271","David Savard","CBJ","D","103","1782.3","7","18","9","9","25","30.49","132","5.30","6.22","262","189","62","17","2","17","28","14","14","0","0","9","48","17","146","144","146","0","0","-"
"280","Ben Chiarot","MTL, WPG","D","100","1687.0166666667","7","18","12","6","25","40.32","140","5.00","4.88","304","194","59","5","4","15","46","23","23","0","0","7","71","25","189","184","141","0","0","-"
"462","Brady Skjei","NYR","D","96","1662.0166666667","8","17","9","8","25","36.76","142","5.63","6.32","263","193","69","18","9","14","40","20","20","0","0","7","73","31","179","141","104","1","0","100.00"
"463","Tanner Pearson","L.A, PIT, VAN","L","103","1265.1333333333","17","8","4","4","25","71.43","182","9.34","15.46","294","231","160","74","16","17","18","9","9","0","0","17","32","29","153","132","50","5","16","23.81"
"470","Cody Ceci","OTT, TOR","D","98","1822.55","7","18","13","5","25","34.25","129","5.43","5.15","306","195","73","16","7","25","14","7","7","0","0","3","66","20","140","175","139","0","0","-"
"481","Brendan Leipsic","L.A, VAN, WSH","L","86","939.46666666667","8","17","12","5","25","67.57","97","8.25","8.66","173","135","92","44","5","12","18","8","8","0","0","15","29","22","71","70","36","7","8","46.67"
"563","Miles Wood","N.J","L","83","1008.5666666667","10","15","11","4","25","73.53","178","5.62","13.75","289","244","130","74","11","12","64","24","21","2","1","21","32","23","124","138","32","0","1","0.00"
"569","Shea Theodore","VGK","D","103","1728.4","7","18","9","9","25","40.98","177","3.95","6.82","394","250","112","12","9","26","20","9","9","0","0","14","69","79","35","137","99","1","0","100.00"
"590","Zach Sanford","STL","L","78","910.23333333333","10","15","9","6","25","62.50","95","10.53","9.74","174","135","115","57","11","9","25","11","10","1","0","5","14","34","79","88","43","7","6","53.85"
"599","Rasmus Ristolainen","BUF","D","100","1825.0833333333","3","22","9","13","25","37.88","151","1.99","5.49","280","205","75","20","3","10","34","17","17","0","0","5","40","19","268","194","113","0","0","-"
"635","Sam Bennett","CGY","C","91","1020.2166666667","12","13","11","2","25","59.52","126","9.52","13.25","227","179","152","75","5","18","55","26","25","1","0","17","37","33","151","90","32","65","59","52.42"
"743","Austin Wagner","L.A","L","80","740.48333333333","14","11","7","4","25","89.29","100","14.00","10.24","167","136","107","56","7","8","21","9","8","1","0","12","27","11","183","72","13","2","8","20.00"
"762","Ivan Provorov","PHI","D","104","1985.7166666667","8","17","4","13","25","29.41","132","6.06","6.82","283","178","90","23","9","16","24","12","12","0","0","12","93","17","126","149","141","0","0","-"
"881","Nolan Patrick","PHI","C","72","921.4","10","15","5","10","25","73.53","90","11.11","11.23","167","132","108","53","4","14","14","7","7","0","0","16","17","38","69","88","26","366","349","51.19"
"33","Jeff Carter","L.A","C","98","1309.1833333333","14","10","7","3","24","58.54","169","8.28","15.05","318","252","160","72","10","28","42","21","21","0","0","6","36","27","90","47","34","543","536","50.32"
"109","Erik Johnson","COL","D","102","1773.1","6","18","8","10","24","35.82","157","3.82","6.13","311","209","79","10","4","20","21","9","8","1","0","8","47","31","135","123","121","0","0","-"
"121","Jordan Staal","CAR","C","72","968.86666666667","11","13","5","8","24","72.73","132","8.33","13.96","204","166","142","70","6","25","26","13","13","0","0","9","34","41","154","103","19","562","435","56.37"
"123","Derick Brassard","COL, FLA, NYI, PIT","C","90","1155.9","13","11","7","4","24","63.16","112","11.61","9.54","187","141","107","55","8","11","43","16","14","1","1","8","36","43","138","87","23","305","310","49.59"
"184","Drew Doughty","L.A","D","104","2025.5833333333","1","23","11","12","24","39.34","119","0.84","4.76","253","174","51","12","4","18","36","18","18","0","0","5","104","24","189","114","123","0","0","-"
"189","Colin Wilson","COL","C","74","829.43333333333","7","17","3","14","24","70.59","88","7.95","7.81","153","124","91","42","3","6","8","4","4","0","0","10","11","17","58","69","33","23","31","42.59"
"234","Marcus Johansson","BOS, BUF, N.J","L","75","952.76666666667","11","13","7","6","24","66.67","103","10.68","8.48","177","136","99","42","12","8","14","7","7","0","0","9","29","31","40","73","30","57","104","35.40"
"287","Nic Dowd","WSH","C","78","649.68333333333","9","15","9","6","24","75.00","50","18.00","5.86","95","79","64","34","4","2","22","10","10","0","0","3","20","28","110","109","34","234","226","50.87"
"315","Justin Faulk","CAR, STL","D","105","1770.6166666667","4","20","13","7","24","34.78","179","2.23","7.14","365","253","79","13","5","19","40","20","20","0","0","2","62","43","160","97","118","0","0","-"
"374","Travis Boyd","WSH","C","62","556.11666666667","6","18","12","6","24","72.73","38","15.79","4.5","78","62","61","26","2","3","6","3","3","0","0","5","13","13","14","69","20","79","124","38.92"
"543","MacKenzie Weegar","FLA","D","81","1244.1","7","17","6","11","24","45.28","107","6.54","4.63","197","140","38","9","4","12","30","12","10","2","0","9","69","42","143","159","93","1","0","100.00"
"571","Jason Dickinson","DAL","C","86","976.18333333333","6","18","10","8","24","66.67","101","5.94","8.84","167","137","104","44","5","6","16","8","8","0","0","12","31","37","132","106","45","207","245","45.80"
"651","Nick Schmaltz","ARI, CHI","C","63","814.15","4","20","13","7","24","72.73","67","5.97","5.86","118","87","74","28","6","10","6","3","3","0","0","10","31","49","6","46","21","136","208","39.53"
"659","Adrian Kempe","L.A","C, L","102","1211.1","10","14","7","7","24","72.73","115","8.70","8.08","211","152","104","35","1","8","52","22","21","0","1","14","25","19","95","64","21","338","448","43.00"
"679","Lucas Wallmark","CAR","C","103","1212.2","10","14","7","7","24","61.54","145","6.90","14.88","235","196","141","69","6","21","36","18","18","0","0","4","30","30","97","68","41","596","547","52.14"
"700","Ondrej Kase","ANA","R","47","595.65","12","12","8","4","24","70.59","120","10.00","10.07","206","161","113","48","16","3","2","1","1","0","0","11","22","23","23","50","11","7","23","23.33"
"753","Lawson Crouse","ARI","L","103","1183.2833333333","10","14","11","3","24","66.67","143","6.99","12.34","234","198","127","59","9","14","40","14","10","4","0","23","27","31","341","88","43","27","41","39.71"
"826","Brett Howden","NYR","C","85","1001.6333333333","9","15","11","4","24","63.16","77","11.69","10.13","131","119","101","72","6","10","18","9","9","0","0","9","37","28","77","85","55","385","420","47.83"
"862","Drake Caggiula","CHI, EDM","C, L","70","872.5","13","11","5","6","24","60.00","105","12.38","9.12","155","130","100","55","5","6","18","8","8","0","0","16","19","20","167","79","28","16","27","37.21"
"93","Keith Yandle","FLA","D","104","1745.5333333333","2","21","13","8","23","28.05","144","1.39","4.93","294","208","60","5","12","16","32","16","16","0","0","8","117","23","51","24","85","0","0","-"
"192","Tyler Myers","VAN, WPG","D","103","1703.9666666667","7","16","8","8","23","34.85","168","4.17","7.52","345","238","85","21","5","14","46","23","23","0","0","5","65","42","102","99","99","0","0","-"
"195","Jake Gardiner","CAR, TOR","D","84","1445.3333333333","3","20","10","10","23","35.38","85","3.53","3.18","246","138","45","5","6","13","30","14","14","0","0","4","62","30","76","118","80","0","1","0.00"
"238","Alex Chiasson","EDM","R","93","1188.7833333333","12","11","9","2","23","57.50","106","11.32","11.26","193","153","119","65","7","17","34","13","12","0","1","7","29","25","96","147","36","5","13","27.78"
"262","Brian Dumoulin","PIT","D","94","1659.1666666667","3","20","5","15","23","24.21","110","2.73","4.56","260","181","47","5","5","15","22","11","11","0","0","8","50","40","152","218","110","0","0","-"
"291","Brenden Dillon","S.J","D","105","1708.6","0","23","11","12","23","28.40","91","0.00","3.27","235","141","43","5","3","16","58","26","24","2","0","8","41","18","258","142","80","0","0","-"
"397","Jean-Gabriel Pageau","OTT","C","61","853.35","12","11","6","5","23","69.70","105","11.43","8.49","148","128","80","43","8","10","10","5","5","0","0","8","27","24","92","66","39","327","284","53.52"
"487","Devin Shore","ANA, DAL","C","88","992.71666666667","6","17","12","5","23","63.89","78","7.69","7.71","151","111","91","45","6","5","4","2","2","0","0","11","17","27","108","92","59","74","102","42.05"
"489","Adam Pelech","NYI","D","98","1615.9833333333","6","17","7","10","23","35.38","125","4.80","5.43","256","182","62","12","5","15","20","10","10","0","0","5","62","51","171","178","136","0","0","-"
"492","Jordan Martinook","CAR","L","89","1096.3","12","11","8","3","23","57.50","139","8.63","16.91","264","205","165","92","8","25","24","12","12","0","0","15","30","43","201","139","37","119","135","46.85"
"674","Warren Foegele","CAR","L","99","1082.5166666667","13","10","5","5","23","62.16","130","10.00","15.5","237","186","151","87","6","20","18","9","9","0","0","27","31","44","154","132","17","15","16","48.39"
"744","Jack Roslovic","WPG","C","100","976.68333333333","6","17","13","4","23","63.89","92","6.52","6.82","168","122","90","31","10","7","8","4","4","0","0","11","30","28","49","69","22","118","141","45.56"
"770","Evan Rodrigues","BUF","C, L","87","1038.85","7","16","11","5","23","60.53","150","4.67","8.82","254","202","104","42","6","15","16","8","8","0","0","15","33","30","35","72","28","284","321","46.94"
"808","Luke Kunin","MIN","C","70","896.81666666667","10","13","10","3","23","60.53","117","8.55","9.98","208","167","111","48","4","18","27","12","11","1","0","17","18","11","91","75","39","120","151","44.28"
"859","Troy Stecher","VAN","D","101","1617.45","3","20","10","10","23","38.33","116","2.59","4.25","274","168","68","8","6","24","42","17","16","0","1","26","37","40","105","199","89","0","0","-"
"24","Alexander Steen","STL","L","82","960.73333333333","7","15","7","8","22","59.46","108","6.48","8.08","173","137","100","43","5","9","18","9","9","0","0","15","16","29","51","79","41","13","13","50.00"
"29","Thomas Vanek","DET","L","64","706.16666666667","10","12","7","5","22","78.57","72","13.89","6.19","136","100","62","25","0","7","16","8","8","0","0","0","27","16","36","22","12","6","17","26.09"
"31","Braydon Coburn","T.B","D","87","1274.0833333333","4","18","7","11","22","36.67","129","3.10","4.8","260","181","53","8","4","13","32","16","16","0","0","6","23","15","113","117","62","0","0","-"
"44","Loui Eriksson","VAN","L","93","1018.2666666667","8","14","5","9","22","75.86","93","8.60","8.8","154","130","92","53","4","8","18","9","9","0","0","6","8","25","3","59","24","1","2","33.33"
"86","Matt Niskanen","PHI, WSH","D","102","1784.4333333333","7","15","6","9","22","32.35","151","4.64","4.75","276","196","56","6","6","21","35","16","15","1","0","12","71","40","181","173","122","0","0","-"
"110","Kyle Okposo","BUF","R","97","1093.95","8","14","10","4","22","62.86","129","6.20","9.11","203","167","104","45","10","8","37","16","15","1","0","14","29","19","100","91","28","58","56","50.88"
"148","Pat Maroon","STL, T.B","L","91","1052.75","11","11","6","5","22","50.00","116","9.48","12.01","199","156","125","66","0","22","33","12","9","3","0","16","19","25","159","104","9","6","3","66.67"
"175","Carl Hagelin","L.A, PIT, WSH","L","75","911.21666666667","5","17","8","9","22","56.41","113","4.42","10.29","195","159","108","50","6","14","24","12","12","0","0","7","22","30","67","60","19","5","22","18.52"
"177","Wayne Simmonds","N.J, NSH, PHI","R","99","1221.6","11","11","9","2","22","59.46","140","7.86","13.15","233","185","135","70","9","15","51","20","18","1","1","16","32","34","174","91","33","5","15","25.00"
"228","Jordie Benn","MTL, VAN","D","104","1536.5666666667","3","19","7","12","22","30.99","98","3.06","2.88","230","145","29","2","4","13","27","12","11","1","0","12","74","13","135","148","118","0","0","-"
"293","Radko Gudas","PHI, WSH","D","101","1495.45","3","19","7","12","22","34.38","153","1.96","4.11","341","236","47","4","6","19","48","24","24","0","0","10","61","25","301","140","119","0","0","-"
"384","Vincent Trocheck","FLA","C","70","988.25","6","16","9","7","22","56.41","127","4.72","9.98","234","191","123","43","9","17","46","23","23","0","0","15","61","62","124","97","38","460","443","50.94"
"401","Rocco Grimaldi","NSH","C","71","732.8","6","16","9","7","22","78.57","104","5.77","7.96","174","138","100","37","9","15","10","5","5","0","0","15","18","36","39","49","23","4","4","50.00"
"440","Vladislav Namestnikov","NYR, OTT","C","100","1193.9666666667","9","13","5","8","22","56.41","116","7.76","11.73","200","143","125","69","4","16","40","16","15","0","1","13","53","31","155","138","62","20","39","33.90"
"446","Barclay Goodrow","S.J","C, R","105","1034.5666666667","12","10","3","7","22","55.00","102","11.76","9.72","167","142","104","46","7","10","61","19","13","5","1","13","24","41","167","133","71","295","235","55.66"
"457","Hampus Lindholm","ANA","D","91","1664.5","1","21","5","16","22","32.84","108","0.93","4.46","253","161","64","8","5","14","46","23","23","0","0","6","75","18","68","111","110","0","0","-"
"465","Mark Jankowski","CGY","C","101","976.41666666667","8","14","8","6","22","81.48","88","9.09","9.9","190","145","120","46","5","10","18","9","9","0","0","7","42","46","34","79","48","437","386","53.10"
"483","Esa Lindell","DAL","D","105","1923.1666666667","4","18","9","9","22","32.35","116","3.45","4.94","247","162","71","13","5","18","19","8","7","1","0","7","91","24","145","144","143","0","0","-"
"535","Carter Rowney","ANA","C, R","85","879.1","7","15","10","5","22","84.62","65","10.77","7.03","115","92","70","40","4","10","14","7","7","0","0","9","36","23","233","112","36","158","154","50.64"
"627","Garnet Hathaway","CGY, WSH","R","99","881.95","10","12","5","7","22","62.86","86","11.63","9.59","170","130","109","52","7","12","63","22","19","1","2","22","30","25","254","123","41","6","9","40.00"
"661","Brendan Lemieux","NYR, WPG","L","81","743.46666666667","12","10","4","6","22","66.67","89","13.48","8.14","146","116","90","46","4","5","99","22","12","5","5","32","24","15","168","88","53","14","20","41.18"
"715","Pavel Zacha","N.J","C","80","921.31666666667","9","13","6","7","22","57.89","76","11.84","7.14","132","110","88","40","4","5","12","6","6","0","0","7","33","23","68","57","24","331","366","47.49"
"759","Joel Eriksson Ek","MIN","C","77","916.3","8","14","10","4","22","53.66","139","5.76","13.45","204","169","125","74","6","22","16","8","8","0","0","19","16","16","144","125","30","310","345","47.33"
"912","Filip Chytil","NYR","C","85","1038.6166666667","12","10","8","2","22","68.75","139","8.63","13.7","242","194","150","82","15","10","6","3","3","0","0","12","44","31","26","109","29","93","137","40.43"
"49","Brad Richardson","ARI","C, R","82","1000.8333333333","14","7","6","1","21","56.76","129","10.85","10.39","213","166","110","51","7","15","22","11","11","0","0","4","24","27","80","87","52","523","411","56.00"
"64","Blake Comeau","DAL","L","86","1109.7166666667","9","12","5","7","21","63.64","99","9.09","9.1","175","134","100","48","9","17","38","19","19","0","0","9","38","33","207","90","29","18","24","42.86"
"67","Alex Goligoski","ARI","D","99","1671.75","1","20","6","14","21","33.87","113","0.88","3.88","241","158","48","7","12","16","24","12","12","0","0","7","61","17","103","130","161","1","0","100.00"
"100","Anton Stralman","FLA, T.B","D","69","1195.3333333333","2","19","8","11","21","35.00","79","2.53","2.97","159","103","38","6","1","10","6","3","3","0","0","2","29","32","69","96","76","0","0","-"
"153","P.K. Subban","N.J, NSH","D","83","1467.5","7","14","9","5","21","35.59","169","4.14","4.76","304","228","53","4","5","24","44","22","22","0","0","18","68","23","65","79","77","0","0","-"
"252","Nick Leddy","NYI","D","98","1681.8666666667","5","16","13","3","21","28.00","92","5.43","4.76","217","142","61","12","4","15","12","6","6","0","0","7","64","16","82","93","99","0","0","-"
"265","Marcus Foligno","MIN","L","98","1010.7","9","12","8","4","21","63.64","102","8.82","10.16","168","140","101","58","2","18","35","13","10","3","0","11","14","32","252","90","37","12","7","63.16"
"327","Chris Wagner","BOS","R","97","1129.6833333333","11","10","7","3","21","56.76","145","7.59","13.55","241","195","146","67","14","16","29","13","12","1","0","10","22","20","298","141","38","68","75","47.55"
"354","John Klingberg","DAL","D","81","1572.75","5","16","5","11","21","39.62","131","3.82","5.19","305","188","70","11","3","19","12","6","6","0","0","6","87","27","51","129","82","0","0","-"
"382","Sean Kuraly","BOS","C","93","1109.8333333333","6","15","8","7","21","72.41","148","4.05","9.5","239","188","124","46","17","15","39","18","17","1","0","12","37","39","169","117","35","324","280","53.64"
"427","Jonas Brodin","MIN","D","104","1816","4","17","9","8","21","37.50","133","3.01","4.17","257","170","61","12","11","12","28","14","14","0","0","8","24","27","64","141","137","0","0","-"
"452","Luke Glendening","DET","C","91","1133.3","10","11","7","4","21","50.00","103","9.71","10.78","170","146","117","59","3","9","6","3","3","0","0","3","24","18","223","110","94","598","452","56.95"
"455","Alex Galchenyuk","ARI, PIT","C","85","1003.6833333333","9","12","6","6","21","72.41","107","8.41","11.35","209","162","120","62","4","11","24","12","12","0","0","15","34","30","72","88","36","143","157","47.67"
"664","Marcus Pettersson","ANA, PIT","D","106","1584.3333333333","2","19","10","9","21","31.82","92","2.17","3.76","250","159","51","7","2","14","39","18","17","1","0","11","51","25","133","299","114","1","0","100.00"
"683","Devon Toews","NYI","D","68","1075.45","4","17","7","10","21","50.00","98","4.08","4.31","196","132","47","13","5","11","4","2","2","0","0","5","44","20","38","40","50","0","1","0.00"
"704","Andrew Mangiapane","CGY","L","67","693.55","12","9","6","3","21","60.00","85","14.12","8.86","142","109","100","49","4","11","14","7","7","0","0","11","19","25","66","80","22","9","15","37.50"
"783","Conor Garland","ARI","R","70","729.08333333333","17","4","0","4","21","70.00","133","12.78","8.36","208","173","99","38","7","10","16","7","7","0","0","7","15","31","37","90","28","9","5","64.29"
"857","Filip Hronek","DET","D","68","1110.2","6","15","5","10","21","53.85","83","7.23","3.35","187","124","36","3","4","3","23","10","9","1","0","10","60","14","81","99","46","0","0","-"
"917","David Kampf","CHI","C","85","995.36666666667","7","14","9","5","21","72.41","98","7.14","9","169","133","100","50","5","13","10","5","5","0","0","8","11","31","51","125","33","334","388","46.26"
"6","Ron Hainsey","OTT, TOR","D","103","1655.5166666667","4","16","6","10","20","22.73","80","5.00","2.89","194","130","42","4","4","9","16","8","8","0","0","0","74","27","101","80","138","0","0","-"
"13","Jason Spezza","DAL, TOR","C","90","946.23333333333","9","11","4","7","20","76.92","108","8.33","8.67","188","147","92","43","8","7","22","11","11","0","0","4","54","23","21","42","33","448","334","57.29"
