id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assit,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
213,Sami Vatanen,N.J,D,47,136.88333333333,1,6,3,3,7,46.67,29,3.45,2.07,58,42,9,0,0,5,8,3,3,0,0,1,2,2,1,4,0,0,0,-
214,Craig Smith,NSH,"C, R",68,149.31666666667,4,2,0,2,6,40.00,29,13.79,6.85,57,49,50,26,0,7,4,2,2,0,0,3,5,0,2,6,0,1,0,100.00
215,Casey Cizikas,NYI,C,48,1.9833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,14,4,2,2,0,0,0,0,0,0,0,3,2,60.00
216,David Savard,CBJ,D,68,14.55,0,2,1,1,2,100.00,1,0.00,0.06,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
217,Nicolas Deslauriers,ANA,L,57,5.3,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,42,9,1,8,0,1,0,0,0,0,0,0,0,-
218,Cody Eakin,"VGK, WPG",C,48,21.4,0,1,0,1,1,50.00,1,0.00,0.22,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,10,37.50
219,Kevin Connauton,COL,D,4,0.41666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
220,Gabriel Dumont,MIN,C,3,0.4,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
221,Gabriel Bourque,WPG,L,52,4.8333333333333,0,0,0,0,0,0.00,1,0.00,0.02,1,1,0,0,0,0,5,1,0,1,0,2,0,0,0,0,1,0,0,-
222,Ben Chiarot,MTL,D,68,17.333333333333,0,0,0,0,0,-,3,0.00,0.15,4,3,0,0,0,0,4,2,2,0,0,0,0,0,0,0,1,0,0,-
223,Erik Haula,"CAR, FLA",L,48,106.26666666667,4,4,1,3,8,50.00,19,21.05,4.25,27,26,22,21,0,7,4,2,2,0,0,0,6,2,0,4,0,67,45,59.82
224,Anders Lee,NYI,"C, L",67,145.06666666667,2,4,2,2,6,60.00,26,7.69,4.43,42,36,40,28,0,4,4,2,2,0,0,0,8,2,2,9,0,13,18,41.94
225,Nick Jensen,WSH,D,68,3.4166666666667,0,1,1,0,1,100.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
226,Nic Dowd,WSH,C,56,0.81666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,0,100.00
227,Justin Dowling,DAL,C,28,34.733333333333,0,0,0,0,0,0.00,2,0.00,0.28,6,4,2,1,0,0,0,0,0,0,0,0,1,1,0,3,0,3,3,50.00
228,Brenden Dillon,"S.J, WSH",D,69,2.8333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,26,6,3,2,1,2,0,0,0,0,0,0,0,-
229,Andrew Agozzino,"ANA, PIT",L,22,11.033333333333,0,0,0,0,0,0.00,3,0.00,0.61,5,4,5,4,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,100.00
230,Radko Gudas,WSH,D,63,3.45,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,7,2,1,1,0,1,0,0,0,0,0,0,0,-
231,Matt Irwin,"ANA, NSH",D,34,2.1666666666667,0,0,0,0,0,-,1,0.00,0.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
232,Christopher Tanev,VAN,D,68,5.3333333333333,0,1,0,1,1,50.00,0,-,0,1,0,0,0,0,0,19,4,2,1,1,0,0,0,0,0,0,0,0,-
233,Mats Zuccarello,MIN,"C, R",65,152.83333333333,3,4,1,3,7,53.85,16,18.75,1.41,27,19,11,5,0,1,4,2,2,0,0,0,4,0,1,10,0,1,1,50.00
234,Calle Jarnkrok,NSH,C,63,110.66666666667,2,7,4,3,9,81.82,20,10.00,1.71,43,26,21,2,0,4,2,1,1,0,0,0,2,0,1,2,0,2,3,40.00
235,Martin Marincin,TOR,D,26,0.45,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
236,Justin Holl,TOR,D,67,5.3,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
237,Jason Zucker,"MIN, PIT",L,59,130.41666666667,7,5,2,3,12,80.00,14,50.00,2.63,27,24,21,11,0,3,2,1,1,0,0,1,2,3,5,2,1,2,3,40.00
238,Tyler Toffoli,"L.A, VAN","C, R",67,144.18333333333,5,3,1,2,8,47.06,16,31.25,2.97,34,26,24,11,0,3,2,1,1,0,0,3,2,2,2,2,0,0,0,-
239,Johan Larsson,BUF,"C, L",62,5.6666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,50.00
240,Stephen Johns,DAL,D,16,1.6,0,0,0,0,0,-,1,0.00,0.04,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
241,Greg McKegg,NYR,C,51,1.3166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,0,100.00
242,Jordan Weal,MTL,C,48,93.283333333333,1,3,2,1,4,50.00,17,5.88,2.35,24,20,17,10,0,4,0,0,0,0,0,0,0,1,0,2,0,33,23,58.93
243,Evgeny Kuznetsov,WSH,C,63,189.4,6,6,3,3,12,66.67,38,15.79,4.53,48,45,30,17,0,4,8,4,4,0,0,0,3,1,1,6,0,17,12,58.62
244,Charlie Coyle,BOS,C,69,126.4,1,4,2,2,5,38.46,16,6.25,3.1,27,22,22,14,0,3,5,1,0,1,0,0,3,0,3,3,0,30,28,51.72
245,Patrik Nemeth,DET,D,64,10.15,0,0,0,0,0,-,1,0.00,0.07,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,-
246,Jon Merrill,VGK,D,49,10.333333333333,0,0,0,0,0,0.00,2,0.00,0.12,4,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
247,Tyler Pitlick,PHI,C,62,3.7666666666667,0,0,0,0,0,-,1,0.00,0.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
248,Justin Faulk,STL,D,68,75.35,1,2,1,1,3,50.00,15,6.67,1.39,32,22,9,3,0,3,0,0,0,0,0,0,2,1,1,3,1,0,0,-
249,Brock Nelson,NYI,C,67,133.45,4,2,2,0,6,40.00,34,11.76,5.09,46,38,38,22,1,2,2,1,1,0,0,1,7,2,3,11,0,92,47,66.19
250,Nick Bjugstad,PIT,C,13,16.033333333333,0,0,0,0,0,-,2,0.00,0.62,4,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,75.00
