"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"MATHIEU.JOSEPH","2019-2020","T.B","R",11,118.97,1,0,1,1,0.5,0.5,2.26,1.14,108,94,14,53.47,6.55,4,4,0,50,-7.58,3.75,2.9,0.85,56.39,9.91,2,2,0,21,10.59,0.94,0.47,11.11,99.62,46.91,22.99,29.56,46.93,28.9,50.86
"MATHIEU.PERREAULT","2019-2020","WPG","C",13,146.03,2,1,3,2,1.23,0.82,2.71,1.11,142,138,4,50.71,-0.59,3,9,-6,25,-22.5,4.61,6.87,-2.26,40.16,-6.42,1,0,-1,30,12.33,1.53,0.63,11.11,94.01,59.3,22.65,27.37,50.51,28.29,47.93
"MATS.ZUCCARELLO","2019-2020","MIN","C",8,101.95,0,1,1,0,0.59,0,0.79,0.46,93,93,0,50,-2.29,4,6,-2,40,-5.83,3.52,3.59,-0.07,49.51,-9.47,3,2,-1,12,7.06,0.55,0.32,0,97.09,55.74,26.29,30.46,49.66,29.01,50.7
"MATT.BENNING","2019-2020","EDM","D",13,164.56,0,2,2,0,0.73,0,2.1,0.77,122,129,-7,48.61,0.37,7,3,4,70,29.46,4.15,5.26,-1.11,44.1,-7.07,3,0,-3,22,8.02,0.25,0.09,0,106.49,39.19,25.98,26.09,48.75,28.28,48.81
"MATT.CALVERT","2019-2020","COL","L",11,101.39,2,4,6,5,3.55,2.96,6.51,3.85,89,85,4,51.15,2.58,7,2,5,77.78,18.95,4.1,2.87,1.23,58.82,10.51,2,5,3,17,10.06,0.64,0.38,16.67,109.64,41.82,21.35,27.75,46.69,28.68,50.64
"MATT.DUCHENE","2019-2020","NSH","C",11,134.57,1,6,7,3,3.12,1.34,7.76,3.46,148,121,27,55.02,4.95,9,9,0,50,-22.73,5.15,3.89,1.26,56.97,5.88,1,7,6,21,9.36,0.94,0.42,7.69,98.39,67.02,26.35,30.7,46.43,29.29,50.16
"MATT.DUMBA","2019-2020","MIN","D",12,208.95,1,2,3,3,0.86,0.86,2.2,0.63,187,192,-5,49.34,-0.13,7,13,-6,35,-15,6.71,7.43,-0.72,47.45,-5.14,4,1,-3,42,12.06,0.59,0.17,6.25,95.29,58.4,36.95,28.17,49.94,28.87,50.71
"MATT.GRZELCYK","2019-2020","BOS","D",12,160.25,0,1,1,1,0.37,0.37,2.78,1.04,158,136,22,53.74,0.51,4,5,-1,44.44,-22.22,6.53,4.4,2.13,59.74,11.11,2,1,-1,27,10.11,0.57,0.21,0,97.97,53.01,28.64,26.3,51.66,27.83,48.35
"MATTHEW.TKACHUK","2019-2020","CGY","L",14,191.18,3,4,7,5,2.2,1.57,7.78,2.44,198,172,26,53.51,3.46,9,10,-1,47.37,3.25,7.62,7.28,0.34,51.14,1.29,4,3,-1,46,14.44,2.35,0.74,11.54,99.2,54.92,29.29,30.01,49.15,29.52,51.15
"MATTIAS.EKHOLM","2019-2020","NSH","D",12,214.7,2,2,4,3,1.12,0.84,5.77,1.61,201,211,-10,48.79,-3.91,14,7,7,66.67,5.38,6.74,6.85,-0.11,49.6,-4.12,1,2,1,49,13.69,0.86,0.24,9.52,107.45,55.77,38.39,28.21,49.83,29.33,50.13
"MATTIAS.JANMARK","2019-2020","DAL","C",14,175.99,0,4,4,3,1.36,1.02,3.36,1.15,153,164,-11,48.26,-1.19,7,6,1,53.85,12.67,4.69,5.61,-0.92,45.53,-6.69,1,0,-1,22,7.5,0.56,0.19,0,101.82,45.1,26.4,30.38,49.02,28.87,50.11
"MATT.IRWIN","2019-2020","NSH","D",5,56.51,0,0,0,0,0,0,-0.6,-0.64,47,61,-14,43.52,-10.75,1,3,-2,25,-67.31,1.54,2.34,-0.8,39.69,-21.98,1,1,0,7,7.43,0.24,0.25,0,94.62,48.65,24.95,25.59,50.79,27.34,48.69
"MATT.MARTIN","2019-2020","NYI","L",7,63.62,2,1,3,3,2.83,2.83,2.96,2.79,44,48,-4,47.83,4.76,3,1,2,75,29.55,2.2,1.62,0.58,57.59,13.48,0,1,1,9,8.49,1.02,0.96,28.57,107.26,31.25,18.82,27.4,44.18,28.24,51.27
"MATT.NIETO","2019-2020","COL","L",11,104.15,2,2,4,3,2.3,1.73,5.65,3.25,100,81,19,55.25,7.77,6,2,4,75,15,3.84,3.61,0.23,51.54,1.31,1,1,0,24,13.83,1.6,0.92,12.5,106.83,36.36,21.93,28.09,47.16,28.98,50.76
"MATT.NISKANEN","2019-2020","PHI","D",11,175.13,1,0,1,1,0.34,0.34,3.35,1.15,170,155,15,52.31,-2.67,10,8,2,55.56,18.06,10.06,8.65,1.41,53.77,8,1,1,0,27,9.25,0.52,0.18,7.14,101.61,43.75,33.78,28.32,55.51,29.17,49.19
"MATT.ROY","2019-2020","L.A","D",12,168.53,0,0,0,0,0,0,3.15,1.12,186,162,24,53.45,-0.19,8,12,-4,40,-3.59,9.37,6.47,2.9,59.15,7.02,0,2,2,32,11.39,0.67,0.24,0,92.27,57.98,29.9,26.18,53.74,28.16,49.69
"MATT.TENNYSON","2019-2020","N.J","D",4,48.33,0,3,3,0,3.72,0,0.8,0.99,27,48,-21,36,-12.44,4,5,-1,44.44,-5.56,0.85,1.75,-0.9,32.69,-16.65,0,1,1,3,3.72,0.14,0.17,0,102.99,50,28.78,25.54,46.38,28.05,49.72
"MAX.COMTOIS","2019-2020","ANA","L",9,101.53,0,3,3,3,1.77,1.77,1.14,0.67,78,104,-26,42.86,-2.85,5,4,1,55.56,0,4.23,3.94,0.29,51.77,9.82,2,2,0,16,9.46,0.8,0.47,0,106.02,53.19,25.46,29.7,49.84,28.96,51.76
"MAX.DOMI","2019-2020","MTL","C",11,137.25,1,3,4,3,1.75,1.31,6.6,2.89,160,116,44,57.97,7.62,7,5,2,58.33,5.21,7.16,3.49,3.67,67.23,16.75,0,2,2,22,9.62,1.18,0.52,6.67,101.17,50.89,26.7,29.19,49.45,29.53,49.84
"MAX.JONES","2019-2020","ANA","L",11,117.47,0,0,0,0,0,0,0.11,0.06,98,122,-24,44.55,-2.1,2,2,0,50,-13.16,3.33,5.07,-1.74,39.64,-8.86,1,2,1,32,16.34,1.37,0.7,0,101.23,52.54,25.03,28.97,46.22,28.27,51.18
"MAX.PACIORETTY","2019-2020","VGK","L",13,180.37,0,4,4,4,1.33,1.33,7.8,2.59,192,142,50,57.49,8.04,6,10,-4,37.5,-5.36,7.61,4.72,2.89,61.72,7.88,4,3,-1,56,18.63,2.45,0.81,0,92.65,54.24,29.72,30.46,47.02,29.25,50.49
"MELKER.KARLSSON","2019-2020","S.J","C",13,118.71,1,1,2,1,1.01,0.51,0.73,0.37,85,104,-19,44.97,-4.65,4,7,-3,36.36,1.48,2.79,6.05,-3.26,31.56,-11.27,2,0,-2,13,6.57,0.8,0.4,9.09,96.23,56.14,21.06,28.63,50.08,27.81,49.87
"MICHAEL.AMADIO","2019-2020","L.A","C",11,125.6,2,1,3,3,1.43,1.43,5.6,2.68,161,113,48,58.76,7.44,7,11,-4,38.89,-9.68,6.46,4.17,2.29,60.77,8.69,2,1,-1,31,14.81,1.42,0.68,9.52,89.11,47.06,24.39,28.39,53.48,27.55,49.91
"MICHAEL.DAL COLLE","2019-2020","NYI","L",10,115.45,1,1,2,2,1.04,1.04,0.03,0.02,78,113,-35,40.84,-4.73,4,5,-1,44.44,-9.13,3.28,3.64,-0.36,47.4,-4.9,3,2,-1,10,5.2,1.01,0.52,20,100.26,31.51,23.05,29.91,45.05,29.14,50.9
"MICHAEL.DEL ZOTTO","2019-2020","ANA","D",10,150.91,1,2,3,2,1.19,0.8,1.78,0.71,121,151,-30,44.49,-3.55,8,6,2,57.14,1.97,5.38,5.84,-0.46,47.95,-0.23,1,1,0,14,5.57,0.43,0.17,14.29,105.52,55.56,34.33,27.56,48.93,28.81,51.25
"MICHAEL.FROLIK","2019-2020","CGY","R",14,153.54,1,2,3,3,1.17,1.17,1.52,0.59,150,140,10,51.72,0.82,4,12,-8,25,-29.05,4.91,6.62,-1.71,42.58,-10.22,7,1,-6,37,14.46,1.04,0.41,7.69,89.95,48.81,23.53,29.93,51.27,28.91,51.07
"MICHAEL.GRABNER","2019-2020","ARI","R",11,115.38,2,0,2,2,1.04,1.04,1.62,0.84,99,122,-23,44.8,-10.16,3,3,0,50,-9.26,4.3,4.12,0.18,51.07,-7.1,0,2,2,22,11.44,1.81,0.94,15.38,101.84,39.44,22.37,29.18,51.12,29.29,48.58
"MICHAEL.RAFFL","2019-2020","PHI","L",11,111.22,3,1,4,4,2.16,2.16,3.24,1.75,87,110,-23,44.16,-12.52,4,7,-3,36.36,-9.79,4.31,6,-1.69,41.8,-9.2,0,3,3,22,11.87,1.49,0.8,18.75,98.09,48.28,21.45,27.93,50.08,28.33,49.29
"MICHAEL.STONE","2019-2020","CGY","D",4,49.41,1,0,1,1,1.21,1.21,0.6,0.73,36,51,-15,41.38,-12.49,2,2,0,50,16.67,1.03,1.84,-0.81,35.89,-17.71,1,0,-1,12,14.57,0.24,0.29,16.67,103.97,50,25.77,27.04,52.35,28.55,49.46
"MICHAL.KEMPNY","2019-2020","WSH","D",6,92.74,3,2,5,3,3.23,1.94,3.07,1.99,86,111,-25,43.65,-5.76,10,6,4,62.5,16.35,3.38,4.88,-1.5,40.92,-4.96,4,0,-4,19,12.29,0.59,0.38,42.86,113.48,46.67,33.96,28.55,51.63,29.27,49.14
"MICHEAL.FERLAND","2019-2020","VAN","L",11,111,1,4,5,4,2.7,2.16,2.62,1.42,78,110,-32,41.49,-12.61,6,7,-1,46.15,-18.55,2.87,5.7,-2.83,33.49,-21.82,1,1,0,14,7.57,0.78,0.42,8.33,103.14,49.23,22.02,29.38,53.52,28.47,48.95
"MICHEAL.HALEY","2019-2020","NYR","C",5,31.77,1,0,1,1,1.89,1.89,0.98,1.85,29,32,-3,47.54,2.53,1,1,0,50,7.14,1.02,1.33,-0.31,43.4,-2.64,1,1,0,6,11.33,0.4,0.76,25,99.22,81.82,14.27,25.94,41.27,27.81,49.86
"MIIKKA.SALOMAKI","2019-2020","NSH","R",5,57.45,1,0,1,1,1.04,1.04,0.8,0.84,35,46,-11,43.21,-10.92,2,0,2,100,25,1.05,1.4,-0.35,42.86,-16.91,1,1,0,5,5.22,0.11,0.11,50,110.53,30,23.82,30.27,49.68,29.03,49.32
"MIKAEL.BACKLUND","2019-2020","CGY","C",14,189.78,2,2,4,4,1.26,1.26,5.96,1.88,199,175,24,53.21,3.03,10,12,-2,45.45,0.29,7.65,7.62,0.03,50.1,-0.24,2,3,1,51,16.12,2.76,0.87,7.41,98.44,56.07,29.08,29.67,48.71,29.38,51
"MIKAEL.GRANLUND","2019-2020","NSH","C",12,158.45,2,2,4,2,1.51,0.76,5.65,2.14,174,158,16,52.41,1.74,9,9,0,50,-20.59,5.54,5.4,0.14,50.64,-2.24,1,3,2,33,12.5,1.53,0.58,9.52,99.77,66.67,28.34,30.21,48.03,29.19,49.93
"MIKA.ZIBANEJAD","2019-2020","NYR","C",9,120.91,2,3,5,3,2.48,1.49,4.49,2.23,102,132,-30,43.59,1.89,7,5,2,58.33,13.51,3.64,5.56,-1.92,39.57,-4.22,0,5,5,24,11.91,1.45,0.72,11.76,104.01,44.74,29.42,31.85,41.59,30.67,49.5
"MIKE.GREEN","2019-2020","DET","D",13,243.48,1,0,1,1,0.25,0.25,2.15,0.53,222,222,0,50,2.5,6,8,-2,42.86,2.86,8.43,8.52,-0.09,49.73,2.75,6,0,-6,37,9.12,0.57,0.14,5.56,98.81,42.14,39.45,28.01,49.2,29.04,50.18
"MIKE.HOFFMAN","2019-2020","FLA","C",12,155.91,1,2,3,3,1.15,1.15,3.76,1.45,136,125,11,52.11,-0.18,5,9,-4,35.71,-14.29,4.42,4.53,-0.11,49.39,0.28,1,2,1,28,10.78,0.79,0.3,5.56,93.42,65.75,27.13,30.14,51.8,28.99,49.27
"MIKE.MATHESON","2019-2020","FLA","D",9,150.78,0,0,0,0,0,0,1.83,0.73,147,133,14,52.5,-1.68,5,7,-2,41.67,-6.48,5.53,5.27,0.26,51.2,-2.55,0,1,1,33,13.13,0.46,0.18,0,95.67,51.39,35.96,28.34,53.35,29.43,48.66
"MIKE.REILLY","2019-2020","MTL","D",3,42.2,0,2,2,0,2.84,0,1.55,2.2,44,42,2,51.16,2.89,3,3,0,50,-7.14,1.6,1.56,0.04,50.63,4.15,0,0,0,7,9.95,0.05,0.07,0,103.79,56.25,27.59,26.48,50.41,27.64,48.42
"MIKHAIL.SERGACHEV","2019-2020","T.B","D",11,170.1,0,4,4,1,1.41,0.35,4.45,1.57,170,164,6,50.9,3.99,10,5,5,66.67,16.67,6.47,6.88,-0.41,48.46,0.16,5,0,-5,26,9.17,0.45,0.16,0,105.71,50,32.87,27.01,46.74,28.63,50.74
"MIKHAIL.VOROBYEV","2019-2020","PHI","C",5,43.74,0,1,1,0,1.37,0,-0.4,-0.55,21,45,-24,31.82,-23.21,3,4,-1,42.86,-2.98,1.04,3.19,-2.15,24.59,-18.26,0,1,1,6,8.23,0.34,0.47,0,118.52,45.83,19.38,27.04,49.11,27.63,49.06
"MIKKEL.BOEDKER","2019-2020","OTT","L",3,21.88,0,0,0,0,0,0,-0.5,-1.37,14,25,-11,35.9,-10.36,0,1,-1,0,-33.33,0.23,0.81,-0.58,22.12,-19.58,0,0,0,2,5.48,0.06,0.16,0,93.33,50,16.85,29.25,44.21,28.25,47.42
"MIKKO.KOIVU","2019-2020","MIN","C",12,145.6,1,1,2,1,0.82,0.41,3.54,1.46,137,126,11,52.09,3.56,4,5,-1,44.44,1.2,5.38,4.22,1.16,56.04,7.32,1,0,-1,29,11.95,1.62,0.67,5,97.8,33.33,25.75,30.55,48.72,29.57,50.99
"MIKKO.RANTANEN","2019-2020","COL","R",9,121.92,2,3,5,5,2.46,2.46,4.89,2.41,114,117,-3,49.35,2.72,6,6,0,50,-20.83,4.75,3.9,0.85,54.91,9.81,1,3,2,24,11.81,1.01,0.5,15.38,100.98,54.74,30.35,33.2,45.48,29.86,51.52
"MILAN.LUCIC","2019-2020","CGY","L",14,147.45,0,2,2,2,0.81,0.81,2.33,0.95,131,127,4,50.78,-0.4,4,5,-1,44.44,-1.01,4.69,4.23,0.46,52.58,2.87,2,1,-1,20,8.14,0.71,0.29,0,97,51.43,22.59,28.6,49.52,27.99,50.43
"MILES.WOOD","2019-2020","N.J","L",9,107.56,1,1,2,1,1.12,0.56,1.48,0.83,81,95,-14,46.02,-0.73,3,8,-5,27.27,-22.73,3.18,3.73,-0.55,46.02,-0.94,4,5,1,30,16.73,1.56,0.87,5.26,89.92,24.53,25.83,28.95,46.55,28.68,50.63
"MIRCO.MUELLER","2019-2020","N.J","D",7,88.1,0,0,0,0,0,0,-0.48,-0.33,66,81,-15,44.9,-5.65,7,8,-1,46.67,0,3.36,2.62,0.74,56.19,6.48,2,0,-2,9,6.13,0.29,0.2,0,98.58,36.96,27.05,26.64,44.4,28.06,49.19
"MIRO.HEISKANEN","2019-2020","DAL","D",14,254.23,1,5,6,5,1.42,1.18,6.9,1.63,210,211,-1,49.88,1.2,12,9,3,57.14,22.53,8.04,7.1,0.94,53.1,4.15,0,2,2,46,10.86,0.91,0.21,5,101.89,50,38.14,28.42,48.72,29.26,50.3
"MITCH.MARNER","2019-2020","TOR","C",14,178.65,0,4,4,4,1.34,1.34,5.44,1.83,190,152,38,55.56,3.44,6,14,-8,30,-28.14,7.05,7.1,-0.05,49.82,-0.95,1,0,-1,44,14.78,1.54,0.52,0,89.45,67.27,28.07,31.72,50.65,30.06,50.36
"MORGAN.RIELLY","2019-2020","TOR","D",14,240.15,2,7,9,4,2.25,1,7.2,1.8,249,250,-1,49.9,-5.2,13,12,1,52,4.63,9.67,8.97,0.7,51.88,2.18,6,0,-6,55,13.74,0.82,0.2,9.09,101.56,48.54,37.73,29.03,56.35,29.89,50.73
"NATE.SCHMIDT","2019-2020","VGK","D",1,2.38,0,0,0,0,0,0,0.25,6.3,3,1,2,75,18.06,1,0,1,100,50,0.3,0.06,0.24,83.33,9.8,0,0,0,1,25.21,0.05,1.26,NA,150,50,5.18,28.65,52.68,27.77,48.32
"NATE.THOMPSON","2019-2020","MTL","C",11,120.4,0,4,4,3,1.99,1.5,1.86,0.93,89,130,-41,40.64,-15.25,5,4,1,55.56,1.27,3.87,5.03,-1.16,43.48,-15.4,1,1,0,12,5.98,1.05,0.52,0,103.83,34.44,23.42,28.31,56.85,28.05,49.37
"NATHAN.MACKINNON","2019-2020","COL","C",11,155.43,1,4,5,2,1.93,0.77,4.86,1.88,139,148,-9,48.43,-0.97,7,7,0,50,-18.97,5.71,4.97,0.74,53.46,4.36,0,3,3,38,14.67,1.65,0.64,4.55,101,52.14,32.73,32.23,44.29,29.9,51.35
"NAZEM.KADRI","2019-2020","COL","C",11,120.95,3,1,4,4,1.98,1.98,3.4,1.69,104,123,-19,45.81,-4.42,7,5,2,58.33,-6.18,3.86,5.36,-1.5,41.87,-12.03,3,3,0,24,11.91,0.94,0.47,23.08,104.96,48.84,25.47,29.12,48.66,28.97,50.66
"NEAL.PIONK","2019-2020","WPG","D",13,231,2,2,4,4,1.04,1.04,6.98,1.81,235,205,30,53.41,3.54,9,7,2,56.25,20.14,8.55,9.15,-0.6,48.31,5.25,2,2,0,42,10.91,0.94,0.24,9.52,101.4,55.63,35.83,28.14,49.98,29.06,48.63
"NIC.DOWD","2019-2020","WSH","C",11,77.06,1,1,2,1,1.56,0.78,1.7,1.32,69,69,0,50,-1.04,4,3,1,57.14,4.51,2.58,2.36,0.22,52.23,3.53,1,0,-1,10,7.79,0.5,0.39,20,101.95,44.44,15.85,26.94,49.91,28.46,48.66
"NIC.HAGUE","2019-2020","VGK","D",7,95.37,0,0,0,0,0,0,1.08,0.68,104,94,10,52.53,-2.41,7,7,0,50,10,4.67,3.8,0.87,55.14,-2.76,2,0,-2,20,12.58,0.26,0.16,0,100.39,64.41,28.6,26.71,50.61,28.26,50.11
"NICHOLAS.SHORE","2019-2020","TOR","C",11,88.6,1,0,1,1,0.68,0.68,-0.2,-0.14,75,100,-25,42.86,-11.6,3,3,0,50,-2.27,2.26,4.3,-2.04,34.45,-19.82,3,0,-3,11,7.45,0.32,0.22,20,101.66,8.79,17.89,27.62,53.15,28.42,50.15
"NICK.BJUGSTAD","2019-2020","PIT","C",4,46.02,0,0,0,0,0,0,-0.38,-0.5,39,56,-17,41.05,-15.44,2,1,1,66.67,-9.8,1.8,2.43,-0.63,42.55,-21.29,1,0,-1,12,15.65,0.48,0.63,0,104.67,30.77,23.45,28.77,52.51,28.26,49.55
"NICK.BONINO","2019-2020","NSH","C",12,130.87,5,4,9,8,4.13,3.67,10.08,4.62,134,119,15,52.96,2.3,11,3,8,78.57,20.68,5.32,3.33,1.99,61.5,12.16,2,1,-1,23,10.54,1.93,0.88,33.33,108.67,21.57,23.4,29.03,49.34,28.34,49.68
"NICK.CAAMANO","2019-2020","DAL","R",7,70.4,1,0,1,1,0.85,0.85,1.52,1.3,53,51,2,50.96,4.25,1,2,-1,33.33,-12.82,1.16,1.59,-0.43,42.18,-8.04,0,0,0,16,13.64,0.51,0.43,11.11,96.56,35.71,22.05,27.72,48.39,28.19,49.28
"NICK.COUSINS","2019-2020","MTL","C",5,50.47,1,3,4,2,4.76,2.38,3.3,3.92,46,56,-10,45.1,-10.95,4,0,4,100,43.75,2.62,1.34,1.28,66.16,7.08,0,0,0,12,14.27,1.13,1.34,12.5,113.33,36.59,21.54,28.25,48.69,27.24,49.01
"NICK.FOLIGNO","2019-2020","CBJ","L",11,152.92,0,2,2,0,0.78,0,3.91,1.53,152,132,20,53.52,4.71,5,4,1,55.56,5.56,5.6,4.52,1.08,55.34,5.11,1,3,2,27,10.59,0.71,0.28,0,99.09,44.44,28.77,30.47,49.16,29.3,50.42
"NICK.HOLDEN","2019-2020","VGK","D",13,219.55,0,0,0,0,0,0,1.77,0.48,194,189,5,50.65,-1.72,6,9,-3,40,-1.67,7.22,5.42,1.8,57.12,1.54,0,2,2,33,9.02,0.52,0.14,0,96.72,47.46,36.17,28.04,52.26,28.54,50.09
"NICK.JENSEN","2019-2020","WSH","D",14,197.21,0,1,1,0,0.3,0,0.17,0.05,168,175,-7,48.98,-2.32,3,12,-9,20,-42.22,5.71,7.6,-1.89,42.9,-8.96,0,2,2,18,5.48,0.58,0.18,0,91.76,53.7,32.35,28.16,52.12,28.93,49.41
"NICKLAS.BACKSTROM","2019-2020","WSH","C",14,191.94,1,5,6,3,1.88,0.94,6.24,1.95,189,187,2,50.27,-0.51,10,9,1,52.63,1.41,7.76,7.21,0.55,51.84,3.84,1,4,3,34,10.63,1.51,0.47,5,100.89,51.43,31.49,32.45,48.18,29.98,49.22
"NICK.LEDDY","2019-2020","NYI","D",10,169.73,1,2,3,3,1.06,1.06,2.75,0.97,160,184,-24,46.51,0.85,10,7,3,58.82,-1.18,8.95,6.94,2.01,56.32,2.56,0,0,0,22,7.78,0.49,0.17,10,103.31,50.45,34.2,27.68,44.72,28.41,50.31
"NICK.PAUL","2019-2020","OTT","L",6,73.49,2,2,4,3,3.27,2.45,2.85,2.33,61,86,-25,41.5,-5.24,5,1,4,83.33,45.83,2.48,2.9,-0.42,46.1,-3.64,1,0,-1,15,12.25,0.71,0.58,20,113.63,43.24,27.11,30.27,48.38,29.25,49.27
"NICK.RITCHIE","2019-2020","ANA","L",12,132.69,1,3,4,3,1.81,1.36,3.74,1.69,139,130,9,51.67,6.55,7,9,-2,43.75,-14.87,6.17,5.54,0.63,52.69,11.51,5,0,-5,37,16.73,2.71,1.23,5.26,96.81,53.76,24.78,29.37,45.79,28.85,50.93
"NICK.SCHMALTZ","2019-2020","ARI","C",11,127.13,3,5,8,6,3.78,2.83,8.93,4.21,132,108,24,55,3.23,10,4,6,71.43,24.06,4.64,3.37,1.27,57.93,1.92,1,1,0,25,11.8,0.78,0.37,20,107.23,60,24.64,29.08,51.41,28.94,48.01
"NICK.SEELER","2019-2020","MIN","D",2,26.85,0,0,0,0,0,0,-0.88,-1.97,19,32,-13,37.25,-9.15,0,1,-1,0,-14.29,0.29,0.67,-0.38,30.21,0.64,3,1,-2,5,11.17,0.06,0.13,0,88.89,35.71,29.38,26.21,49.94,28.3,51.31
"NICK.SUZUKI","2019-2020","MTL","C",11,114.97,3,0,3,3,1.57,1.57,2.73,1.42,94,110,-16,46.08,-8.09,3,2,1,60,6.15,3.66,3.73,-0.07,49.53,-7.1,0,2,2,20,10.44,1.04,0.54,27.27,102.35,40.24,22.36,28.64,51.8,28.51,49.36
"NICO.HISCHIER","2019-2020","N.J","C",7,90.87,0,2,2,0,1.32,0,0.77,0.51,72,88,-16,45,-3.16,4,7,-3,36.36,-7.64,2.47,4.17,-1.7,37.2,-15.19,0,1,1,12,7.92,0.82,0.54,0,96.81,46.77,26.62,30.87,47.01,30.49,51.58
"NICOLAS.DESLAURIERS","2019-2020","ANA","L",5,44.22,0,1,1,1,1.36,1.36,-0.63,-0.85,32,58,-26,35.56,-15.79,1,3,-2,25,-27.63,1.41,2.18,-0.77,39.28,-12.62,1,1,0,8,10.85,0.42,0.57,0,97.77,24,19.6,27.12,42.93,27.95,51.07
"NICOLAS.HAGUE","2019-2020","VGK","D",1,12.2,0,0,0,0,0,0,-0.5,-2.46,10,17,-7,37.04,-21.79,1,1,0,50,-50,0.73,0.99,-0.26,42.44,-18.65,1,0,-1,3,14.75,0,0,NA,105.95,62.5,26.97,26.09,49.92,28.75,48.36
"NICOLAS.ROY","2019-2020","VGK","C",1,8.32,1,0,1,1,7.21,7.21,1.61,11.61,13,2,11,86.67,20,2,1,1,66.67,16.67,0.72,0.23,0.49,75.79,6.32,0,0,0,3,21.63,0.28,2.02,50,83.33,100,17.21,26.39,49.5,27.8,44.85
"NIC.PETAN","2019-2020","TOR","C",4,29.49,0,1,1,0,2.03,0,1.2,2.44,35,19,16,64.81,14.65,1,3,-2,25,-13.46,1.56,1.27,0.29,55.12,13.64,1,0,-1,8,16.28,0.22,0.45,0,82.74,18.75,15.75,26.59,49.26,26.91,48.87
"NIKITA.GUSEV","2019-2020","N.J","L",9,87.72,3,1,4,3,2.74,2.05,1.2,0.82,52,99,-47,34.44,-15.66,5,5,0,50,8.06,1.87,4.48,-2.61,29.45,-22.71,1,0,-1,15,10.26,0.87,0.6,25,104.88,40.43,21.06,28.5,49.29,28.25,51.05
"NIKITA.KUCHEROV","2019-2020","T.B","R",11,163.1,2,5,7,4,2.58,1.47,6.18,2.27,158,164,-6,49.07,1.17,9,4,5,69.23,19.23,6.92,6.2,0.72,52.74,6.95,2,0,-2,34,12.51,1.14,0.42,11.76,105.07,56.76,31.52,31.14,47.48,29.64,51.14
"NIKITA.ZADOROV","2019-2020","COL","D",10,148.17,1,2,3,1,1.21,0.4,3.35,1.36,139,137,2,50.36,2.73,12,7,5,63.16,1.25,5.33,5.29,0.04,50.19,0,5,1,-4,22,8.91,0.44,0.18,8.33,107.15,48.19,34.95,27.15,48.89,28.86,50.38
"NIKITA.ZAITSEV","2019-2020","OTT","D",11,211.3,0,2,2,1,0.57,0.28,-0.8,-0.23,184,252,-68,42.2,-8.14,6,8,-2,42.86,-7.14,6.67,8.93,-2.26,42.76,-10.29,2,0,-2,32,9.09,0.67,0.19,0,99.74,50.6,42.66,31,52.91,29.37,48.71
"NIKLAS.HJALMARSSON","2019-2020","ARI","D",4,47.55,1,0,1,1,1.26,1.26,1.6,2.02,43,38,5,53.09,0.51,2,1,1,66.67,11.11,1.49,0.81,0.68,64.78,14.6,0,0,0,6,7.57,0.16,0.2,25,103.57,52.17,26.46,27.95,52.6,28.8,50.63
"NIKOLAI.PROKHORKIN","2019-2020","L.A","L",1,13.57,0,0,0,0,0,0,0.06,0.27,12,14,-2,46.15,-15.51,0,0,0,NA,NA,0.47,0.41,0.06,53.41,-5.38,0,0,0,4,17.69,0.06,0.27,0,100,33.33,27.86,28.91,54.58,28.63,47.63
"NIKOLAJ.EHLERS","2019-2020","WPG","L",13,195.55,4,7,11,9,3.38,2.76,14.45,4.43,222,166,56,57.22,8.94,12,12,0,50,14.29,7.54,9.53,-1.99,44.17,-1.34,2,9,7,58,17.8,2.23,0.68,11.43,98.59,66.12,30.33,31.04,49.78,28.98,48.38
"NINO.NIEDERREITER","2019-2020","CAR","R",12,160,1,3,4,2,1.5,0.75,5.56,2.08,165,126,39,56.7,3.97,7,7,0,50,-7.14,6.63,5.06,1.57,56.72,-1.87,5,3,-2,29,10.88,1.38,0.52,5.88,98.23,59.62,28.41,30.72,53.79,29.35,49.5
"NOAH.DOBSON","2019-2020","NYI","D",3,41.75,0,1,1,1,1.44,1.44,1.78,2.56,44,37,7,54.32,12.39,3,0,3,100,88.89,1.69,0.72,0.97,70.12,38.71,0,0,0,11,15.81,0.13,0.19,0,113.04,65.22,29.97,28.77,44.74,27.91,49.8
"NOAH.GREGOR","2019-2020","S.J","C",4,32.54,0,0,0,0,0,0,-0.8,-1.48,24,31,-7,43.64,-7.28,0,3,-3,0,-41.18,1.01,1.9,-0.89,34.71,-4.9,0,0,0,4,7.38,0.1,0.18,NA,85,60.87,17.5,30.24,49.4,28.68,48.71
"NOAH.HANIFIN","2019-2020","CGY","D",14,243.34,2,0,2,2,0.49,0.49,4.37,1.08,242,223,19,52.04,1.52,8,12,-4,40,-8.48,9.05,9.43,-0.38,48.97,-2.13,1,1,0,47,11.59,1.11,0.27,8.7,96.72,51.15,37.29,28.16,49.58,29.11,50.8
