"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"NOEL.ACCIARI","2019-2020","FLA","C",12,143.51,4,0,4,4,1.67,1.67,4.72,1.97,129,136,-7,48.68,-4.83,5,7,-2,41.67,-6.33,4.95,6.34,-1.39,43.84,-7.4,0,2,2,30,12.54,1.82,0.76,21.05,96.2,27.08,24.97,28.86,52.72,29.02,49.22
"OLIVER.BJORKSTRAND","2019-2020","CBJ","R",11,163.3,2,0,2,2,0.73,0.73,4.67,1.72,159,135,24,54.08,5.57,5,3,2,62.5,13.93,4.81,5.25,-0.44,47.81,-5.58,1,1,0,33,12.12,1.1,0.4,10.53,101.34,42.68,30.72,29.96,47.63,29.04,50.12
"OLIVER.EKMAN-LARSSON","2019-2020","ARI","D",11,194.07,2,4,6,5,1.86,1.55,7.4,2.29,193,171,22,53.02,0.71,10,5,5,66.67,16.67,7.2,5.97,1.23,54.67,-2.88,1,0,-1,33,10.2,0.67,0.21,12.5,103.62,59.09,37.62,28.4,52.95,29.44,48.26
"OLIVER.KYLINGTON","2019-2020","CGY","D",10,129.29,0,0,0,0,0,0,1.09,0.51,119,112,7,51.52,0.49,2,4,-2,33.33,-20.24,4.66,4.08,0.58,53.32,3.76,1,1,0,19,8.82,0.33,0.15,0,96.45,62.34,28.05,27.11,51.55,28.22,50.85
"OLIVER.WAHLSTROM","2019-2020","NYI","R",5,51.78,0,0,0,0,0,0,0.29,0.34,51,51,0,50,5.32,1,2,-1,33.33,-35.42,2.62,1.72,0.9,60.37,5.28,1,0,-1,11,12.75,0.61,0.71,0,95.24,61.11,19.64,28.99,43.7,27.86,49
"OLLI.MAATTA","2019-2020","CHI","D",11,168.07,0,2,2,2,0.71,0.71,1.47,0.52,135,169,-34,44.41,-4.31,7,4,3,63.64,22.9,5.72,7.01,-1.29,44.93,-3.64,0,0,0,28,10,0.61,0.22,0,104.94,47.66,31.73,26.68,48.37,29.22,51.63
"ONDREJ.KASE","2019-2020","ANA","R",11,122.6,1,4,5,4,2.45,1.96,8.28,4.05,137,99,38,58.05,11.06,7,2,5,77.78,31.62,5.21,4.04,1.17,56.32,10.3,0,5,5,35,17.13,1.33,0.65,5,106.57,63.33,25.13,29.91,41.9,28.84,50.86
"ONDREJ.PALAT","2019-2020","T.B","L",11,144.67,2,1,3,3,1.24,1.24,4.42,1.83,134,129,5,50.95,3.66,6,4,2,60,5.16,4.21,4.8,-0.59,46.73,-2.23,2,1,-1,28,11.61,1.11,0.46,10.53,101.08,43.02,27.95,30.74,47.98,29.35,51.52
"OSCAR.KLEFBOM","2019-2020","EDM","D",13,224.74,1,4,5,1,1.33,0.27,5.45,1.46,203,214,-11,48.68,0.59,8,8,0,50,4.84,8.76,7.44,1.32,54.07,6.99,1,2,1,54,14.42,0.83,0.22,4.17,101.38,59.69,35.49,28.84,48.26,28.99,49.11
"OSKAR.LINDBLOM","2019-2020","PHI","L",11,137.64,4,1,5,5,2.18,2.18,7.13,3.11,143,96,47,59.83,7.76,7,13,-6,35,-15,7.08,6.64,0.44,51.6,3.72,0,2,2,35,15.26,2.83,1.23,19.05,86.77,45,26.55,30.48,56.51,29.32,48.95
"OSKAR.SUNDQVIST","2019-2020","STL","C",12,137.55,2,1,3,3,1.31,1.31,0.42,0.18,100,141,-41,41.49,-8.65,3,7,-4,30,-22.94,2.97,5.58,-2.61,34.74,-14.67,3,3,0,23,10.03,0.71,0.31,25,96.55,34.29,24.3,28.69,48.18,28.42,50.62
"PAR.LINDHOLM","2019-2020","BOS","C",7,66.62,1,0,1,1,0.9,0.9,1.74,1.57,57,62,-5,47.9,-7.51,2,0,2,100,47.83,1.74,1.46,0.28,54.37,1.88,0,2,2,12,10.81,0.46,0.41,14.29,106.45,43.24,20.43,28.55,53.24,28.19,49.97
"PAT.MAROON","2019-2020","T.B","L",11,85.88,1,2,3,2,2.1,1.4,2.81,1.96,71,92,-21,43.56,-5.69,4,2,2,66.67,12.38,3.38,3.4,-0.02,49.85,1.82,1,4,3,19,13.27,1.43,1,7.69,106.23,57.58,16.59,26.31,42.52,27.5,51.16
"PATRICE.BERGERON","2019-2020","BOS","C",12,140,2,4,6,3,2.57,1.29,9.58,4.11,152,104,48,59.38,8.04,11,5,6,68.75,11.06,6,4.02,1.98,59.88,10.96,2,2,0,42,18,1.87,0.8,7.69,103.45,70.54,25.02,31.33,53.84,30.16,49.35
"PATRIC.HORNQVIST","2019-2020","PIT","R",13,163.8,4,3,7,5,2.56,1.83,7.54,2.76,139,154,-15,47.44,-5.45,7,3,4,70,13.48,5.91,5.26,0.65,52.91,0.2,2,3,1,41,15.02,2.21,0.81,13.33,104.16,50,25.31,28.89,52.38,28.49,49.8
"PATRICK.KANE","2019-2020","CHI","R",11,175.61,2,3,5,4,1.71,1.37,2.88,0.98,146,184,-38,44.24,-4.73,5,8,-3,38.46,-13.54,5.5,8.58,-3.08,39.06,-12.44,3,3,0,40,13.67,1.84,0.63,8.7,99.61,60.18,33.15,29.69,48.69,29.49,51.64
"PATRICK.MARLEAU","2019-2020","S.J","C",9,117.79,1,4,5,2,2.55,1.02,2.74,1.4,85,114,-29,42.71,-6.57,6,3,3,66.67,37.63,3.09,4.51,-1.42,40.66,1.14,2,0,-2,17,8.66,0.8,0.41,11.11,107.41,51.35,29.68,32.47,49.87,29.57,50.55
"PATRICK.RUSSELL","2019-2020","EDM","R",10,99.65,0,0,0,0,0,0,0.31,0.19,79,92,-13,46.2,-2.18,0,4,-4,0,-51.52,3.16,3.12,0.04,50.32,1.8,1,1,0,19,11.44,1.2,0.72,0,91.3,37.74,20.22,28.19,46.86,28.42,49.45
"PATRIK.LAINE","2019-2020","WPG","R",12,171.02,2,5,7,4,2.46,1.4,6.31,2.21,134,156,-22,46.21,-5.89,9,6,3,60,26.67,5.75,5.93,-0.18,49.23,6.33,0,3,3,34,11.93,1.17,0.41,9.52,105.42,49.47,28.83,31.98,53.09,29.86,48.95
"PATRIK.NEMETH","2019-2020","DET","D",13,226.17,1,2,3,3,0.8,0.8,4.72,1.25,221,200,21,52.49,6.41,6,9,-3,40,-1.18,7.67,6.6,1.07,53.75,8.51,3,0,-3,47,12.47,1.34,0.36,4,96.74,44.29,36.64,28.89,47.7,29.73,50.24
"PAUL.BYRON","2019-2020","MTL","L",11,118.58,0,2,2,2,1.01,1.01,2.56,1.3,114,108,6,51.35,-1.47,2,3,-1,40,-16.41,3.81,4.65,-0.84,45.04,-13.17,2,4,2,11,5.57,0.72,0.36,0,98.31,58.95,23.07,28.86,49.57,28.42,49.36
"PAUL.STASTNY","2019-2020","VGK","C",13,164.24,1,1,2,1,0.73,0.37,3.68,1.34,169,133,36,55.96,5.66,4,10,-6,28.57,-17.37,6.05,4.16,1.89,59.26,4.2,2,4,2,30,10.96,1.3,0.47,7.14,90.56,53.27,27.06,30.46,49.55,29.12,50.65
"PAVEL.BUCHNEVICH","2019-2020","NYR","L",10,134.4,1,5,6,5,2.68,2.23,3.69,1.65,122,169,-47,41.92,-1.55,14,8,6,63.64,27.27,7.94,8.61,-0.67,47.98,6.08,3,3,0,16,7.14,1.26,0.56,9.09,108.31,50,29.29,31.33,45.25,30.18,50.29
"PAVEL.ZACHA","2019-2020","N.J","C",8,89.82,2,3,5,4,3.34,2.67,3.6,2.4,71,71,0,50,3.48,7,7,0,50,6,3.09,2.44,0.65,55.88,8.38,1,0,-1,5,3.34,0.33,0.22,40,98.98,50.94,24.24,28.44,43.04,28.39,49.97
"PETER.CEHLARIK","2019-2020","BOS","L",1,12.05,0,0,0,0,0,0,0.21,1.05,22,9,13,70.97,16.87,0,2,-2,0,-85.71,0.49,0.53,-0.04,48.04,-8.48,1,0,-1,1,4.98,0.04,0.2,NA,60,80,26.73,28.36,51.14,26.94,42.34
"PHIL.KESSEL","2019-2020","ARI","C",11,143.85,0,1,1,1,0.42,0.42,4.6,1.92,158,104,54,60.31,10.67,2,5,-3,28.57,-36.81,7.35,3.83,3.52,65.74,13.72,2,1,-1,33,13.76,1.44,0.6,0,92.04,71.58,27.88,31.04,46.08,29.04,47.91
"PHILLIP.DANAULT","2019-2020","MTL","L",11,139.35,3,3,6,4,2.58,1.72,7,3.01,154,106,48,59.23,9.16,9,9,0,50,-7.69,6.07,4.33,1.74,58.37,4.31,2,1,-1,17,7.32,1.15,0.5,30,95.48,45.54,27.11,30.18,53.57,30.54,50.03
"PIERRE-EDOUARD.BELLEMARE","2019-2020","COL","L",11,98.24,3,2,5,5,3.05,3.05,4.68,2.86,78,82,-4,48.75,-0.41,6,2,4,75,15,3.6,2.46,1.14,59.41,10.89,1,0,-1,12,7.33,1.02,0.62,37.5,108.32,38.89,20.69,27.7,50.91,28.72,50.53
"PIERRE-LUC.DUBOIS","2019-2020","CBJ","L",11,157.92,5,0,5,5,1.9,1.9,7.07,2.69,162,149,13,52.09,2.82,6,3,3,66.67,19.61,4.94,4.76,0.18,50.93,-1.1,3,7,4,30,11.4,1.04,0.4,27.78,103.21,65.88,29.71,30.48,46.79,29.9,50.57
"P.K..SUBBAN","2019-2020","N.J","D",9,154.62,0,3,3,1,1.16,0.39,3.02,1.17,125,129,-4,49.21,4.29,7,7,0,50,9.26,5.79,5.27,0.52,52.35,9.71,2,3,1,25,9.7,0.42,0.16,0,100.69,49.57,37.13,27.86,45.46,29.85,51.3
"QUINN.HUGHES","2019-2020","VAN","D",11,170.79,0,2,2,1,0.7,0.35,3.6,1.26,164,140,24,53.95,3.41,11,9,2,55,-7.96,7.04,5.06,1.98,58.18,11.09,1,3,2,28,9.84,0.32,0.11,0,102.56,55.56,33.89,28.02,47.84,28.93,48.94
"RADEK.FAKSA","2019-2020","DAL","C",14,177.58,2,1,3,2,1.01,0.68,1.17,0.4,149,176,-27,45.85,-4.58,4,12,-8,25,-29.84,4.01,6.79,-2.78,37.13,-18.33,2,1,-1,38,12.84,1.55,0.52,11.11,93.79,29.6,26.64,29.49,51.17,28.6,50.05
"RADKO.GUDAS","2019-2020","WSH","D",14,186.67,0,3,3,0,0.96,0,3.85,1.24,182,176,6,50.84,0.33,12,7,5,63.16,16.82,7.28,7.27,0.01,50.03,1.16,8,2,-6,38,12.21,0.44,0.14,0,104.95,48.57,30.62,27.47,50.73,28.98,49.62
"RASMUS.ANDERSSON","2019-2020","CGY","D",14,207.92,1,0,1,1,0.29,0.29,3.87,1.12,217,190,27,53.32,3.32,5,9,-4,35.71,-13,7.96,6.41,1.55,55.39,7.46,2,3,1,34,9.81,0.71,0.2,4.76,95.26,57.38,31.86,27.04,48.77,28.67,50.5
"RASMUS.DAHLIN","2019-2020","BUF","D",13,184.71,1,2,3,2,0.97,0.65,1.8,0.58,166,187,-21,47.03,-0.65,7,6,1,53.85,-6.76,5.52,8.01,-2.49,40.8,-10.44,3,0,-3,31,10.07,0.33,0.11,10,103.26,61.45,30.38,26.98,46.85,28.53,49.57
"RASMUS.RISTOLAINEN","2019-2020","BUF","D",13,239.31,0,3,3,1,0.75,0.25,1.65,0.41,181,227,-46,44.36,-4.97,12,11,1,52.17,-13.04,7.98,8.51,-0.53,48.39,0.82,2,2,0,28,7.02,0.49,0.12,0,101.92,39.33,39.36,28.79,51.88,29.68,50.08
"RASMUS.SANDIN","2019-2020","TOR","D",6,67.72,0,2,2,0,1.77,0,2.68,2.37,74,53,21,58.27,2.45,2,2,0,50,-3.85,2.79,2.66,0.13,51.19,-1.69,1,1,0,10,8.86,0.1,0.09,0,98.82,57.14,24.89,26.45,52.41,28.14,47.39
"REILLY.SMITH","2019-2020","VGK","R",13,162.16,5,1,6,6,2.22,2.22,7.44,2.75,167,141,26,54.22,3.32,7,8,-1,46.67,7.78,7.65,5.05,2.6,60.24,5.9,1,1,0,34,12.58,1.78,0.66,22.73,98.2,49.04,26.72,31.69,54.84,29.35,50.54
"RHETT.GARDNER","2019-2020","DAL","C",7,60.4,0,0,0,0,0,0,0.25,0.25,44,44,0,50,3.15,1,2,-1,33.33,0,1.52,1.19,0.33,56.09,9.22,0,0,0,9,8.94,0.18,0.18,0,96.76,30.43,18.74,27.57,49.51,27.46,49.3
"RICHARD.PANIK","2019-2020","WSH","R",8,67.43,0,0,0,0,0,0,1.04,0.93,56,52,4,51.85,-2.06,2,2,0,50,1.85,1.53,2.17,-0.64,41.35,-16.43,0,2,2,12,10.68,0.36,0.32,0,101.63,56.52,20.04,28.13,50.22,28.47,49.65
"RICKARD.RAKELL","2019-2020","ANA","R",14,176.27,3,3,6,5,2.04,1.7,7.15,2.43,154,155,-1,49.84,3.79,10,4,6,71.43,21.43,5.2,5.95,-0.75,46.64,0.72,0,0,0,43,14.64,1.88,0.64,11.54,106.98,57.45,28.69,30.24,52.31,29.71,51.19
"RILEY.NASH","2019-2020","CBJ","C",11,104.25,0,4,4,2,2.3,1.15,2.03,1.17,80,101,-21,44.2,-7.27,5,5,0,50,-1.52,2.99,1.92,1.07,60.9,10.67,1,0,-1,11,6.33,0.48,0.28,0,100.8,45,19.61,27.3,50,28.43,50.63
"RILEY.SHEAHAN","2019-2020","EDM","C",11,107.8,0,0,0,0,0,0,-1.71,-0.95,78,102,-24,43.33,-7.33,0,8,-8,0,-59.26,2.62,3.85,-1.23,40.49,-11.52,0,0,0,12,6.68,0.95,0.53,0,85.45,24.49,19.85,27.79,46.89,28.57,48.21
"RILEY.STILLMAN","2019-2020","FLA","D",1,12.67,0,0,0,0,0,0,-0.7,-3.31,3,9,-6,25,-28.33,0,3,-3,0,-83.33,0.09,0.82,-0.73,9.89,-52.49,1,1,0,1,4.74,0.01,0.05,NA,50,100,24.54,28.4,52.1,28.63,50.91
"ROBBY.FABBRI","2019-2020","STL","C",9,79.12,1,0,1,1,0.76,0.76,0.24,0.18,61,71,-10,46.21,0.7,1,4,-3,20,-34.29,2.67,2.81,-0.14,48.72,6.33,1,0,-1,14,10.62,1.11,0.84,14.29,94.08,63.41,18.05,28.3,48.16,27.91,49.83
"ROBERT.BORTUZZO","2019-2020","STL","D",7,62.7,0,0,0,0,0,0,0.04,0.04,47,49,-2,48.96,-1.04,0,1,-1,0,-45,1.55,2.18,-0.63,41.55,-8.86,1,1,0,6,5.74,0.09,0.09,0,96.43,50,19.46,26.06,48.46,27.37,50.69
"ROBERT.HAGG","2019-2020","PHI","D",10,143.24,0,1,1,0,0.42,0,1.58,0.66,130,135,-5,49.06,-7.72,3,6,-3,33.33,-15.15,4.47,6.42,-1.95,41.05,-17.87,1,2,1,24,10.05,0.3,0.13,0,96.05,57.78,30.29,26.84,54.19,28.71,49.29
"ROBERT.THOMAS","2019-2020","STL","C",7,75.3,1,0,1,1,0.8,0.8,1.28,1.02,55,54,1,50.46,0.19,2,4,-2,33.33,-12.82,2.61,2.24,0.37,53.81,2.67,0,0,0,15,11.95,1.13,0.9,10,91.77,53.12,23.83,28.47,46.3,28.05,51.78
"ROCCO.GRIMALDI","2019-2020","NSH","C",9,102.58,1,6,7,5,4.09,2.92,8.71,5.09,131,90,41,59.28,11.35,9,3,6,75,5.43,5.54,2.83,2.71,66.19,16.26,2,1,-1,26,15.21,1.04,0.61,5.88,105.19,55.56,24.05,29.08,48.06,28.12,48.75
"ROMAN.JOSI","2019-2020","NSH","D",12,206.73,2,3,5,3,1.45,0.87,10.08,2.93,246,182,64,57.48,10.39,16,6,10,72.73,16.06,8.32,5.13,3.19,61.86,15.24,4,1,-3,67,19.45,1.29,0.37,8,105.07,48.95,36.97,27.94,47.63,29.26,50.22
"ROMAN.POLAK","2019-2020","DAL","D",1,6.9,0,0,0,0,0,0,-0.15,-1.3,4,7,-3,36.36,-17.37,0,0,0,NA,NA,0.05,0.2,-0.15,20,-34.25,0,0,0,0,0,0,0,NA,100,0,14.5,26.96,49.38,27.16,51.97
"RON.HAINSEY","2019-2020","OTT","D",11,140.8,0,0,0,0,0,0,0.22,0.09,134,147,-13,47.69,1.17,7,7,0,50,3.33,5.61,5.91,-0.3,48.7,-0.26,1,0,-1,14,5.97,0.13,0.06,0,102.14,50,28.43,26.39,47.27,28.65,48.87
"ROOPE.HINTZ","2019-2020","DAL","L",14,173.88,6,0,6,6,2.07,2.07,6.78,2.34,149,158,-9,48.53,-0.81,9,7,2,56.25,17.54,6.58,5.08,1.5,56.43,8.35,1,6,5,27,9.32,2.71,0.94,28.57,102.01,47.06,26.09,30.65,48.95,29.14,50.17
"ROSS.JOHNSTON","2019-2020","NYI","L",4,26.12,1,0,1,1,2.3,2.3,1.31,3.01,26,22,4,54.17,8.27,2,1,1,66.67,8.33,2.29,0.88,1.41,72.24,16.1,3,2,-1,5,11.49,1.46,3.35,25,103.9,40,12.66,27.03,42.54,26.73,47.89
"RYAN.CARPENTER","2019-2020","CHI","C",11,116.41,0,3,3,1,1.55,0.52,2.11,1.09,90,114,-24,44.12,-4.14,6,2,4,75,35,3.22,4.24,-1.02,43.16,-5.23,1,2,1,10,5.15,0.44,0.23,0,110.19,24.59,21.98,28.65,47.81,29.15,51.09
"RYAN.DONATO","2019-2020","MIN","C",11,108.38,0,2,2,0,1.11,0,2.26,1.25,101,92,9,52.33,3.96,4,3,1,57.14,17.75,3.18,3.31,-0.13,49,-1.2,1,0,-1,25,13.84,0.74,0.41,0,102.22,52.83,21.05,28.17,48.51,28.02,50.61
"RYAN.DZINGEL","2019-2020","CAR","C",12,141.7,2,4,6,4,2.54,1.69,6.38,2.7,127,116,11,52.26,-2.05,7,4,3,63.64,12.02,6.22,3.64,2.58,63.08,6.52,1,1,0,27,11.43,1.85,0.78,13.33,102.06,56.1,25.16,28.39,53.25,28.47,49.99
"RYAN.ELLIS","2019-2020","NSH","D",12,202.48,1,7,8,7,2.37,2.07,12.44,3.69,231,181,50,56.07,7.86,20,6,14,76.92,26.92,8.58,5.03,3.55,63.04,17.26,0,2,2,33,9.78,0.48,0.14,5.56,109.13,51.45,36.21,28.17,50.92,29.28,50.26
"RYAN.GETZLAF","2019-2020","ANA","C",14,175.1,4,0,4,4,1.37,1.37,4.64,1.59,158,179,-21,46.88,-0.27,7,4,3,63.64,9.98,7.14,7.1,0.04,50.14,5.95,2,1,-1,34,11.65,1.35,0.46,17.39,104.11,52.08,28.5,29.16,48.39,29.03,51.18
"RYAN.GRAVES","2019-2020","COL","D",11,136.21,0,0,0,0,0,0,1.92,0.85,117,120,-3,49.37,0.39,8,3,5,72.73,13.35,4.39,4.84,-0.45,47.56,-4.12,1,0,-1,23,10.13,0.28,0.12,0,107.84,24.29,28.69,26.29,49.85,28.76,50.46
"RYAN.HARTMAN","2019-2020","MIN","R",12,136.59,1,1,2,1,0.88,0.44,2.37,1.04,116,120,-4,49.15,-0.35,6,7,-1,46.15,3.73,3.91,3.31,0.6,54.16,4.39,4,5,1,24,10.54,1.17,0.51,7.69,97.94,50,24.15,29.12,49.04,28.63,50.59
"RYAN.JOHANSEN","2019-2020","NSH","C",12,143.72,0,3,3,1,1.25,0.42,2.71,1.13,130,145,-15,47.27,-5.27,6,2,4,75,13.64,4.25,5.75,-1.5,42.5,-13.33,3,2,-1,21,8.77,0.9,0.38,0,106.99,64.44,25.7,30.21,55.11,29.63,50.24
"RYAN.LINDGREN","2019-2020","NYR","D",1,13.9,0,1,1,0,4.32,0,1.1,4.75,15,16,-1,48.39,-0.84,2,0,2,100,100,0.81,0.37,0.44,68.64,8.64,0,1,1,2,8.63,0.03,0.13,0,115.38,50,29.02,27.07,45.23,28.45,48.81
"RYAN.MCDONAGH","2019-2020","T.B","D",11,183.32,0,3,3,2,0.98,0.65,2.03,0.66,148,164,-16,47.44,-1.26,6,8,-2,42.86,-20.11,4.56,5.87,-1.31,43.72,-6.6,1,1,0,29,9.49,0.33,0.11,0,99.34,45.05,35.42,28.21,47.45,29.49,51.31
"RYAN.MURRAY","2019-2020","CBJ","D",10,154.9,1,3,4,3,1.55,1.16,4.1,1.59,141,153,-12,47.96,-1.35,7,6,1,53.85,3.85,4.64,4.38,0.26,51.44,0.38,1,0,-1,20,7.75,0.61,0.24,7.14,100.99,56.47,32.71,27.76,51.61,29.2,51.1
"RYAN.NUGENT-HOPKINS","2019-2020","EDM","C",13,172.52,0,2,2,1,0.7,0.35,4.72,1.64,167,148,19,53.02,6.59,6,4,2,60,16.76,6.67,5.08,1.59,56.77,9.68,1,3,2,34,11.82,1.26,0.44,0,101.5,62.75,27.24,29.67,45.92,28.98,49.27
"RYAN.O'REILLY","2019-2020","STL","C",12,164.63,1,5,6,2,2.19,0.73,5.7,2.08,136,135,1,50.18,3.12,9,7,2,56.25,13.39,4.53,5.18,-0.65,46.65,1.07,0,1,1,18,6.56,0.8,0.29,8.33,101.54,53.64,29.09,30.98,46.21,29.68,50.81
"RYAN.PULOCK","2019-2020","NYI","D",11,189.1,1,2,3,2,0.95,0.63,1.45,0.46,149,204,-55,42.21,-4.18,6,6,0,50,-5.17,6.68,6.42,0.26,50.99,-1.09,1,0,-1,36,11.42,0.58,0.18,6.25,102.34,34.21,34.74,28.02,46.82,29.68,51.4
"RYAN.REAVES","2019-2020","VGK","R",13,116.95,2,0,2,2,1.03,1.03,2.56,1.31,109,111,-2,49.55,-2.79,5,7,-2,41.67,0.64,5.07,3.84,1.23,56.9,1.11,2,3,1,20,10.26,1.21,0.62,16.67,96.33,54.79,19.27,27.06,51.18,27.92,49.83
"RYAN.STROME","2019-2020","NYR","C",10,131.52,1,4,5,3,2.28,1.37,2.11,0.96,116,159,-43,42.18,-1.14,8,6,2,57.14,10.48,6.32,7.02,-0.7,47.38,4.37,3,1,-2,20,9.12,1.39,0.63,10,105.52,43.48,28.66,30.33,43.18,29.17,49.98
"RYAN.SUTER","2019-2020","MIN","D",12,210.03,1,2,3,2,0.86,0.57,2.55,0.73,215,210,5,50.59,1.96,8,14,-6,36.36,-13.64,8.77,8.92,-0.15,49.58,-2.06,2,0,-2,34,9.71,0.35,0.1,7.14,94.93,48.46,37.14,27.86,49.65,28.74,50.76
"SAM.BENNETT","2019-2020","CGY","C",12,131.18,2,1,3,3,1.37,1.37,2.53,1.16,114,137,-23,45.42,-6.99,5,2,3,71.43,30.89,4.94,4.34,0.6,53.23,4.37,4,1,-3,26,11.89,1.43,0.65,12.5,105.29,42.86,23.67,28.57,50.93,28.18,50.95
"SAM.GAGNER","2019-2020","EDM","C",3,37.98,0,0,0,0,0,0,0.37,0.58,34,25,9,57.63,6.17,0,2,-2,0,-40,2.65,1.05,1.6,71.62,18.46,1,0,-1,6,9.48,0.67,1.06,0,86.67,50,25.35,27.77,47.61,27.47,49.27
"SAMI.NIKU","2019-2020","WPG","D",1,16.97,0,0,0,0,0,0,0.08,0.28,15,18,-3,45.45,13.79,0,0,0,NA,NA,0.56,0.66,-0.1,45.9,14.56,0,0,0,2,7.07,0.05,0.18,0,100,66.67,30.3,26.55,53.12,28.67,50.76
"SAMI.VATANEN","2019-2020","N.J","D",9,142.3,2,0,2,2,0.84,0.84,1.75,0.74,94,109,-15,46.31,-0.36,5,4,1,55.56,14.93,2.81,4.12,-1.31,40.55,-8.35,2,1,-1,20,8.43,0.25,0.11,33.33,102.57,49.43,34.17,27.86,47,28.88,50.58
"SAM.LAFFERTY","2019-2020","PIT","C",10,112.88,2,3,5,4,2.66,2.13,4.48,2.38,94,102,-8,47.96,-4.3,5,5,0,50,-3.57,3.86,3.14,0.72,55.14,2.64,2,2,0,24,12.76,1.28,0.68,14.29,99.19,24.1,22.36,27.02,50.05,27.88,49.53
"SAMMY.BLAIS","2019-2020","STL","L",10,125.12,3,2,5,4,2.4,1.92,4.18,2,94,114,-20,45.19,-3.94,6,4,2,60,13.85,3.41,4.37,-0.96,43.83,-2.28,1,2,1,19,9.11,1.02,0.49,23.08,104.05,62.16,26.71,31.03,50.4,29.17,50.54
"SAM.REINHART","2019-2020","BUF","C",13,189,4,2,6,6,1.9,1.9,6.29,2,175,192,-17,47.68,0.33,10,8,2,55.56,-5.16,7.02,7.14,-0.12,49.58,2.48,0,4,4,39,12.38,1.93,0.61,18.18,102.83,57.38,31.08,31.9,49.05,30.18,50.06
"SAM.STEEL","2019-2020","ANA","C",10,113.67,0,1,1,0,0.53,0,-1.12,-0.59,83,109,-26,43.23,-4.53,2,6,-4,25,-33.82,2.91,5.37,-2.46,35.14,-12.2,2,1,-1,12,6.33,0.33,0.17,0,95.31,64.06,25.54,29.12,47.7,28.2,51.35
"SAMUEL.GIRARD","2019-2020","COL","D",11,185.42,0,1,1,1,0.32,0.32,1.6,0.52,158,163,-5,49.22,0.22,5,7,-2,41.67,-29.3,6.05,5.6,0.45,51.93,2.17,1,1,0,24,7.77,0.45,0.15,0,98.49,55.64,39.05,28.88,47.74,29.34,50.94
"SAMUEL.MORIN","2019-2020","PHI","D",1,12.53,0,0,0,0,0,0,-0.3,-1.44,13,16,-3,44.83,-9.27,0,1,-1,0,-42.86,0.38,2.97,-2.59,11.34,-27.4,0,0,0,0,0,0,0,NA,90.91,71.43,27.46,26.27,51.45,27.43,45.35
"SCOTT.HARRINGTON","2019-2020","CBJ","D",2,25,0,0,0,0,0,0,-0.85,-2.04,15,28,-13,34.88,-17.7,0,3,-3,0,-75,0.63,1.37,-0.74,31.5,-31.38,1,0,-1,3,7.2,0.05,0.12,0,81.25,50,27.2,27.64,51.22,28.74,54.06
"SCOTT.LAUGHTON","2019-2020","PHI","L",9,105.8,0,2,2,2,1.13,1.13,2.54,1.44,92,92,0,50,-7.14,3,2,1,60,8.28,3.82,2.84,0.98,57.36,1.82,0,0,0,15,8.51,0.98,0.56,0,101.41,33.33,24.63,29.13,52.27,28.58,49.11
"SCOTT.MAYFIELD","2019-2020","NYI","D",11,170.3,0,1,1,1,0.35,0.35,0.34,0.12,131,164,-33,44.41,-0.75,5,8,-3,38.46,-22.25,6.31,6.87,-0.56,47.88,-5.58,2,0,-2,36,12.68,0.57,0.2,0,96.76,40.22,31.29,28.04,45.07,28.68,51.12
"SCOTT.SABOURIN","2019-2020","OTT","R",10,68.33,1,1,2,2,1.76,1.76,0.13,0.11,60,88,-28,40.54,-8.76,2,5,-3,28.57,-24.21,1.62,3.25,-1.63,33.26,-20.32,4,2,-2,17,14.93,0.47,0.41,12.5,96.03,52.17,15.2,27.98,48.85,27.83,48.47
"SEAN.COUTURIER","2019-2020","PHI","C",11,144.53,2,2,4,3,1.66,1.25,8.43,3.5,180,96,84,65.22,15.82,7,10,-3,41.18,-4.28,7.67,5.9,1.77,56.52,10.63,4,2,-2,32,13.28,1.84,0.76,9.52,91.22,41.49,27.87,30.33,49.67,29.36,48.84
"SEAN.KURALY","2019-2020","BOS","C",12,145.05,0,3,3,1,1.24,0.41,3,1.24,123,134,-11,47.86,-7.41,5,3,2,62.5,0.74,4.91,5.27,-0.36,48.23,-4.77,3,2,-1,35,14.48,1.11,0.46,0,102.88,32.99,25.92,28.94,53.24,28.94,49.44
"SEAN.MONAHAN","2019-2020","CGY","C",14,193.92,1,2,3,2,0.93,0.62,4.82,1.49,183,186,-3,49.59,-2.14,6,7,-1,46.15,1.15,6.71,8.03,-1.32,45.52,-6.96,2,3,1,43,13.3,2.78,0.86,3.03,99,55.97,29.71,31.14,52.31,29.67,51.22
"SEAN.WALKER","2019-2020","L.A","D",12,195.12,3,2,5,4,1.54,1.23,11.07,3.4,237,152,85,60.93,11.27,13,6,7,68.42,38.42,8.34,5.36,2.98,60.88,8.98,2,1,-1,48,14.76,0.84,0.26,14.29,100.97,46.02,34.62,27.66,48.46,28.82,50.06
