"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"692","Connor McDavid","EDM","C","78","1362.65","17.469871794872","9.11","3","2.90","8.39","4.82","2.43","5.64","4.26","1.48","1.79","0.97","9.92","0.66","0.58","1.44","8.04","4.65","3.55","2.71","2.86","0.49","0.98","0.79","6.35","7.1","2.39","5.82","0.84","0.25","12.08","2.33","-0.78","2.28","0.3","-0.07","21.37","10.56","90.27","1.008","12.51","14.75","7.57","36.63","62.28","21.44","20.12","16.82","56.04"
"61","Alexander Radulov","DAL","R","70","1098.7833333333","15.696904761905","9.02","2.48","2.90","7.48","2.59","2.95","6.91","1.42","4.40","1.87","-0.01","20.83","0.55","0.12","4.33","6.28","2.93","2.81","3.14","-0.56","7.71","1.26","0.07","21.07","4.19","4.65","-0.53","0.46","0.05","16.88","4.47","0.05","3.23","0.38","-0.12","22.67","9.45","93.80","1.033","16.44","11.96","8.35","46.41","66.30","25.5","15.4","17.53","59.26"
"808","Mikhail Sergachev","T.B","D","75","1174.7333333333","15.663111111111","3.48","-3.11","2.87","1.44","-2.86","2.53","0.72","-3.18","3.18","-0.11","-0.08","-0.07","0.02","-0.02","0.39","0.1","-1.07","1.10","0.05","0.13","-0.20","0.16","-0.02","2.59","0.07","-1.6","1.92","-0.41","-0.01","-8.00","3.03","-2.21","3.54","0.05","-0.07","6.27","9.38","91.76","1.011","8.78","10.83","7.35","43.62","54.43","19.92","18.49","16.85","54.17"
"106","Alex Biega","VAN","D","41","679.16666666667","16.565040650407","4.17","-2.33","2.85","4.88","-1.52","3.74","1.29","-2.28","2.89","0.65","0.14","5.67","0.48","-0.16","7.29","3.69","-1.5","4.89","1.98","-0.71","6.47","0.5","0.26","5.95","2.28","-1.06","3.88","0.45","-0.5","26.67","-0.01","-0.29","0.19","-0.21","0.37","-22.94","8.80","90.72","0.995","9.19","11.31","7.51","52.83","55.03","17.76","18.2","18.46","49.02"
"410","Adam Larsson","EDM","D","82","1548.7166666667","18.886788617886","2.98","-3.29","2.85","2.87","-1.29","2.58","1.79","-0.17","1.70","-0.69","0.55","-13.11","0.15","0.07","1.06","0.27","-0.96","1.16","0.76","-0.44","2.79","-0.11","0.24","-6.09","-0.66","-0.69","-0.01","-0.6","0.68","-34.23","3.86","-2.4","4.56","-0.16","-0.26","-2.56","5.92","90.41","0.963","6.04","14.95","10.69","43.35","36.11","17.98","22.43","20.65","46.54"
"412","Mika Zibanejad","NYR","C","82","1183.2833333333","14.430284552846","0.65","-5.98","2.85","1.85","-4.95","3.97","0.62","-3.34","3.17","0.48","0.18","3.48","0.08","-0.33","4.35","0.49","-5.01","4.93","0.38","-1.15","3.15","0.1","0.17","-0.99","0.15","-5.16","6.30","0.14","-0.19","9.63","0.04","-1.98","1.39","0.4","0.22","6.85","8.80","90.88","0.997","9.03","17.9","9.89","40.62","47.72","17.54","24.74","20.18","46.51"
"212","TJ Brodie","CGY","D","79","1393.2166666667","17.635654008439","-0.15","-5.99","2.85","-0.91","-3.15","1.51","-0.43","-1.89","1.36","0.21","-0.21","4.13","-0.09","-0.13","0.58","-0.42","-2.25","1.93","-0.64","-0.35","-0.56","-0.02","0","-0.26","0.29","-2.54","3.65","0.22","-0.26","15.60","-1.32","-4.79","2.90","0.1","-0.07","6.67","9.30","91.95","1.013","9.78","14","9.35","39.79","51.13","21.02","21.02","19.47","51.91"
"446","Hampus Lindholm","ANA","D","76","1419.5833333333","18.678728070175","3.94","-2.51","2.83","3.72","-2.89","3.88","2.48","-2.69","4.38","0.47","-0.02","5.80","0.15","-0.28","4.52","1.8","-1.81","3.31","-0.41","-1.07","1.10","0.48","-0.14","12.45","2.96","-0.98","4.70","-0.12","0.2","-9.80","1.68","-0.45","1.49","0.11","0","4.76","7.87","91.93","0.998","7.86","13.99","11.79","42.98","40.00","15.38","21.39","21.85","41.32"
"234","Ryan O'Reilly","STL","C","82","1190.7333333333","14.521138211382","6.06","-0.37","2.82","4.94","0.27","2.70","3.14","0.32","2.20","0.82","-0.5","13.41","0.36","0.09","2.54","3.94","-0.34","3.77","1.55","0.71","1.38","0","0.36","-6.51","3.2","-1.41","5.24","0.78","-0.72","43.48","3.63","1.43","1.57","0.37","-0.45","46.51","9.30","93.39","1.027","11.19","15.97","12.14","39.56","47.95","21.77","22.98","22.52","49.15"
"520","Chad Ruhwedel","PIT","D","18","259.7","14.427777777778","1.39","-4.95","2.82","-0.86","-4.8","2.43","-3.03","-3.87","0.98","-2.43","0.46","-28.96","-0.06","-0.58","6.18","3.01","-5.82","8.59","0.88","-3.74","10.87","-2.01","-0.12","-57.14","2.84","-2.77","7.07","-0.38","0.87","-26.14","-3.79","-4.12","0.25","-0.2","-0.1","0.00","4.29","90.16","0.944","7.39","12.24","9.47","51.75","43.84","17.79","18.94","19.18","48.13"
"261","Richard Panik","ARI","R","75","973.3","12.977333333333","5.69","-0.83","2.80","2.78","-0.07","1.67","2.53","-0.17","2.21","0.99","0.47","6.57","0.37","-0.05","4.50","2.86","-1.24","3.99","1.76","-0.44","4.84","0.92","-0.12","21.43","1.47","-1.07","3.32","0.08","0.52","-12.67","3.84","-0.22","2.69","-0.07","0.32","-18.67","8.51","91.00","0.995","12.02","12.88","9.92","48.58","54.78","20.16","18.93","19.79","50.46"
"517","Danny DeKeyser","DET","D","52","944.65","18.166346153846","4.29","-1.77","2.80","1.93","-2.46","2.59","1.78","-3.09","3.93","0.73","-0.46","12.24","0.23","-0.33","5.90","2.97","-3.69","6.37","0.47","-1.21","3.68","0.45","-0.18","11.90","3.33","-3.3","8.22","0.34","-0.45","21.93","0.06","2.81","-1.80","0.03","0.07","-0.65","9.45","92.65","1.021","7.69","14.93","11.31","43.06","40.47","19.94","22.93","25.72","43.67"
"562","Nic Petan","TOR, WPG","C, L","18","128.78333333333","7.1546296296296","-5.74","-11.12","2.79","-6.25","-13.57","5.11","-2.64","-10.82","7.81","-1.33","1.88","-27.20","-0.74","-0.36","-4.83","-7.94","-7.29","0.55","-4.34","-0.58","-10.53","0.35","1.76","-19.38","-4.79","-8.95","8.32","-1.6","0.07","-57.69","3.72","-10.35","10.13","-0.69","0.1","-54.55","6.45","80.85","0.873","9.78","13.98","3.73","57.31","72.41","15.37","16.77","7.92","66.00"
"107","Brad Marchand","BOS","L","79","1083.9","13.720253164557","9.28","2.26","2.78","7.22","1.89","2.73","4.05","2.97","0.48","1.42","0.62","6.02","0.64","0.19","4.39","6.1","1.6","4.08","3.3","1.74","3.36","1.25","0.42","10.27","3.73","-0.18","4.69","0.32","0.17","2.59","6.11","1.96","2.28","-0.1","0.11","-10.02","9.70","92.07","1.018","15.44","13.12","7.64","39.58","66.91","27.51","20.48","17.49","61.13"
"810","Nathan Bastian","N.J","R","7","73.983333333333","10.569047619048","3.88","-1.59","2.75","0.97","-2.31","2.07","2.6","-2.76","4.71","0.32","0.32","0.00","0.38","-0.04","4.62","2.07","-1.41","3.83","-0.79","-2.54","5.13","-0.02","-0.83","16.67","3.82","1.51","2.70","1.08","1.54","33.33","4.32","2.29","1.49","-0.68","0","-100.00","8.11","90.91","0.990","5.68","13.79","12.16","51.9","31.82","16.22","20.27","21.09","43.48"
"175","Lars Eller","WSH","C","81","983.38333333333","12.140534979424","2.67","-3.66","2.74","0.47","-2.21","1.55","1.59","-1.47","2.52","-0.31","0.21","-4.66","0.21","-0.25","4.83","2.53","-1.91","3.95","0.94","-1.37","4.90","0.2","0.1","1.87","2.12","-0.72","3.14","-0.4","0.29","-15.43","0.92","-1.77","1.93","-0.28","-0.15","1.82","9.06","91.19","1.002","8.11","11.17","7.87","39.96","50.76","16.23","17.76","18.55","46.67"
"646","Josh Jacobs","N.J","D","1","14.9","14.9","-3.69","-12.06","2.71","-1.19","-3.79","1.18","2.95","-7.61","11.21","-1.63","-0.87","-25.00","-1.18","-0.66","-11.23","-9.9","-3.58","-14.29","-7.4","-0.11","-25.00","-1.63","0.76","-33.33","-3.33","-4.63","-5.00","0","-2.18","0.00","10.23","-7.53","14.69","0","0","-","0.00","80.00","0.800","4.03","8.05","0","64.43","100.00","16.11","8.05","12.08","57.14"
"172","Jake Muzzin","L.A, TOR","D","80","1421.0833333333","17.763541666667","7.46","1.02","2.66","4.79","-0.75","3.15","3.51","-1.55","4.05","0.6","-0.76","14.86","0.42","0.03","4.21","4.03","2.59","1.20","1.36","0.74","1.56","0.42","-0.37","14.60","3.56","2.47","0.95","0.21","-0.53","25.16","3.37","-1.73","3.39","0.03","-0.05","3.98","8.21","94.05","1.023","6.08","11.91","8.66","49.95","41.26","16.21","19.3","20.14","44.60"
"608","Frederick Gaudreau","NSH","C","55","487.46666666667","8.8630303030303","-3.73","-8.64","2.66","0.04","-8.99","6.02","1.04","-6.7","6.90","-1.15","-0.92","-0.58","-0.11","-0.71","7.98","-2.38","-6.92","5.25","-0.54","-4.02","9.81","-0.53","-0.87","17.63","-2.45","-3.86","2.27","-0.76","0.12","-30.77","-0.79","-1.75","0.87","-0.08","-0.21","8.28","4.64","94.27","0.989","9.48","14.52","7.63","56.13","55.40","16","19.94","15.26","51.18"
"708","Travis Konecny","PHI","C, R","82","1079.0333333333","13.158943089431","6.58","0.61","2.61","5.17","1.97","1.91","2.56","2.92","-0.13","0.55","-0.13","6.32","0.02","0.31","-2.96","1.4","1.33","0.16","-1.05","0.89","-4.69","0.05","-0.19","4.38","3.27","0.59","3.44","0.3","0.15","4.44","7.23","-0.68","5.26","0.39","-0.05","20.59","9.11","91.86","1.010","11.29","14.85","8.79","43.82","56.23","17.74","20.52","17.52","50.32"
"127","Michael Frolik","CGY","R","65","812.5","12.5","3.54","-2.55","2.61","2.9","-2.68","3.25","3.86","-1.74","4.42","0.32","-0.48","7.96","0.19","0.06","1.17","2.25","0.44","1.44","0.48","0.8","-0.90","0.29","0.05","2.57","2.37","-0.47","3.05","0.11","-0.28","12.50","2.01","-3.59","4.06","-0.08","-0.58","27.50","9.17","92.78","1.019","10.41","14.4","8.27","44.01","55.73","16.32","18.76","14.77","52.49"
"295","Oscar Lindberg","OTT, VGK","C, L","55","644.33333333333","11.715151515152","-0.62","-6.23","2.59","0.49","-4.5","3.06","-1.8","-2.98","1.03","0.47","-0.52","9.06","-0.12","-0.26","1.59","-1.7","-2.47","0.80","-0.14","-0.13","-0.01","0.74","0.14","9.11","-2.08","-3.12","1.32","-0.06","-0.55","16.58","0.38","-7.79","6.14","-0.32","-0.31","-5.16","9.63","91.15","1.008","9.31","12.94","9.5","44.88","49.50","18.25","19.37","19.28","48.64"
"177","Nick Holden","VGK","D","61","973.6","15.960655737705","2.68","-3.1","2.55","1.41","-2.37","2.31","1.2","-0.33","1.20","0.13","0.28","-1.52","0.04","-0.14","2.01","0.85","-0.88","1.59","0.07","0.14","-0.21","-0.05","0.22","-4.70","1.04","-1.36","2.80","-0.06","0.47","-14.74","0.78","-1.57","1.73","0.33","-0.38","30.49","7.76","90.44","0.982","8.38","13.13","6.29","47.64","57.14","20.95","20.89","15.47","57.53"
"420","J.T. Miller","T.B","C","75","877.8","11.704","1.33","-4.27","2.54","2.02","-4.38","3.80","1.26","-5.25","5.39","-0.26","-0.34","1.52","-0.2","-0.31","1.50","-1","-1.78","0.82","-1.44","-0.34","-2.40","-0.49","-0.11","-5.48","0.58","-1.91","2.81","0.42","-0.34","15.98","3.04","-3.84","4.82","-0.12","0.04","-7.87","8.91","91.84","1.007","12.37","14.63","11.76","38.96","51.27","19.96","20.16","21.26","48.42"
"568","William Carrier","VGK","L","54","528.65","9.7898148148148","-1.67","-6.51","2.54","-0.94","-2.71","1.26","0.97","-1.07","1.69","-1.07","-0.59","-6.52","0","-0.13","1.55","-2.79","-3.09","0.91","3.15","0.07","5.83","-0.44","-0.29","-2.38","-7.92","-4.21","-3.47","-0.35","-0.39","-1.82","-0.12","-3.49","2.69","-0.54","-0.17","-26.52","4.78","92.56","0.973","9.65","12.03","6.58","48.69","59.44","20.77","19.98","15.66","57.01"
"118","Jeff Petry","MTL","D","82","1425.9166666667","17.389227642276","6.03","-0.62","2.53","3.64","0.8","1.41","2.76","1.69","0.58","0.38","1.03","-6.71","0.21","0.24","-0.64","3.76","2.86","0.38","0.7","1.46","-1.95","-0.11","0.73","-13.98","4.08","1.88","2.03","0.71","0.29","10.20","3.8","-3.43","4.51","-0.04","0.12","-9.03","8.43","90.09","0.985","6.61","11.7","6.48","47","50.48","18.35","19.78","17.38","51.35"
"383","Andy Welinski","ANA","D","26","384.91666666667","14.804487179487","5.37","-0.14","2.51","2","2.11","0.05","-1.02","0.55","-1.38","0.08","0.23","-1.28","-0.16","0.38","-5.41","-1.55","0.84","-2.23","-1.99","1.9","-8.62","-0.43","0.46","-16.74","0.59","-1.41","2.30","0","-0.06","1.68","9.08","-0.84","6.98","0.74","-0.16","33.33","7.65","91.46","0.991","16.06","10.91","5.3","46.3","75.18","23.38","14.03","12.16","65.79"
"888","Lawrence Pilut","BUF","D","33","534.91666666667","16.209595959596","0.82","-4.64","2.51","2.33","-3.59","3.42","-1.33","-1.51","0.21","0.04","0.23","-1.51","0.13","-0.23","4.28","1.75","-2.98","4.82","1.01","-1.75","6.82","0.44","-0.21","11.85","0.98","-1.64","3.42","-0.63","0.58","-26.88","2.04","-1.2","2.12","0.18","0.02","7.14","7.32","90.00","0.973","8.97","12.79","10.99","40.16","44.94","18.62","19.29","21.09","46.89"
"613","Sam Reinhart","BUF","C","82","1198.7833333333","14.619308943089","6.88","1.14","2.50","7.6","0.67","3.86","5.81","0.89","3.75","0.94","0","9.53","0.6","-0.01","6.79","5.21","1","4.09","3.56","-0.61","9.60","0.75","0.01","12.73","2.2","2.14","0.10","-0.05","0.06","-2.50","2.14","0.18","1.28","0.25","-0.09","16.67","8.24","91.69","0.999","14.97","16.12","6.56","34.89","69.53","23.77","21.62","14.87","61.53"
"753","Christian Wolanin","OTT","D","30","443.08333333333","14.769444444444","4.03","-1.55","2.50","4.44","3.61","0.92","4.08","1.91","2.19","1.77","0.05","15.09","0.26","0.19","1.26","1.1","-1.46","2.41","1.18","0.96","1.01","0.95","0.02","13.03","-0.1","-3.23","3.65","0.84","-0.04","22.36","3.01","0.87","1.73","0.26","0.1","10.00","12.44","91.63","1.041","8.12","14.22","8.12","48.88","50.00","15.84","20.04","18.55","46.06"
"524","Andreas Johnsson","TOR","L","73","866.01666666667","11.863242009132","3.59","-2.68","2.50","3.32","-2.35","3.04","2.05","-1.2","2.50","0.68","-0.38","8.85","-0.05","0.08","-1.29","1.91","0.31","1.19","-0.74","-0.49","-0.41","0.5","0.02","6.31","3.53","1.07","2.05","0.56","-0.75","30.16","1.55","-4.54","4.01","-0.35","0.22","-23.78","10.70","92.83","1.035","12.96","15.24","10.81","47.39","54.52","20.37","20.58","20.37","50.00"
"541","Oliver Bjorkstrand","CBJ","R","77","844.43333333333","10.966666666667","0.91","-4.46","2.50","0.38","-4.88","3.31","0.96","-5.39","5.54","0.25","-0.36","5.98","-0.15","-0.07","-0.84","-0.68","-1.87","1.25","-0.63","0.15","-1.82","-0.25","0.02","-4.87","-0.07","-2.7","3.45","0.74","-0.15","17.53","0.98","-4.62","4.16","-0.04","-0.35","21.43","9.17","91.36","1.005","11.72","12.65","7.74","46.61","60.22","18.62","18.12","15.06","55.27"
"185","Alex Pietrangelo","STL","D","71","1278.9833333333","18.013849765258","6.65","0.85","2.49","4.6","1.32","1.84","3.26","0.95","1.73","0.58","0.51","-0.04","0.26","0.24","-0.13","4.11","3.39","0.35","1.92","1.43","0.39","0.32","0.17","1.91","2.92","2.62","0.27","0.33","-0.05","11.00","3.11","-2.68","4.32","0.07","0.55","-28.48","8.66","91.23","0.999","9.01","13.79","8.07","44.14","52.75","17.55","20.03","17.64","49.87"
"392","Scott Mayfield","NYI","D","79","1260.3","15.953164556962","-0.33","-5.96","2.49","-1.24","-6.17","3.03","-1.26","-3.32","1.75","-0.37","-0.3","0.22","-0.08","-0.3","2.57","-0.85","-2.37","1.42","-0.02","-0.48","1.06","-0.47","0","-7.48","-1.11","-2.52","1.53","0","-0.11","5.63","-0.24","-3.99","2.64","0.15","-0.32","30.56","7.94","93.91","1.019","7.19","12.04","8","49.51","47.34","15.85","17.57","15.14","51.15"
"242","Brayden Schenn","STL","C","72","1045.0166666667","14.51412037037","9.25","3.25","2.48","8.36","1.9","3.54","7.37","0.55","5.17","0.6","0.19","3.43","0.74","0.16","5.20","7.79","4.04","2.71","3.85","0.92","5.22","0.14","-0.05","3.18","5.26","4.16","1.06","0.38","0.43","-2.55","1.88","-0.66","1.90","0.29","-0.13","19.23","8.40","91.55","0.999","12.29","17.4","8.38","36.8","59.44","22.05","23.08","19.52","53.04"
"751","Denis Malgin","FLA","C","50","575.03333333333","11.500666666667","1.22","-4.13","2.45","-1.61","-1.26","-0.21","-2.37","1.33","-3.06","-0.33","0.35","-6.28","-0.36","-0.4","0.17","-2.07","-4.65","2.65","-1.31","-2.36","1.95","-0.14","-0.44","4.45","-1.02","-3.06","2.98","-0.27","0.25","-14.47","3.79","1.27","1.65","0.02","0.72","-23.93","7.53","89.53","0.971","11.69","18.05","6.47","49.25","64.37","19.72","23.58","14.09","58.33"
"28","Eric Staal","MIN","C","81","1146.0166666667","14.148353909465","6.03","0.32","2.42","4.97","1.22","2.04","4.05","0.89","2.34","0.56","-0.39","10.62","0.4","0.07","3.29","3.74","1.93","1.49","1.41","0.41","1.94","0.85","-0.09","17.67","3.11","2.03","1.24","-0.1","-0.28","7.05","2.96","-0.64","2.36","-0.27","-0.13","-13.24","7.33","92.91","1.002","9.53","14.24","6.91","40.78","57.96","20.52","21.94","17.38","54.14"
"409","Jonathan Huberdeau","FLA","L","82","1152.8666666667","14.059349593496","5.28","-0.15","2.42","5.5","1.59","2.24","5.5","1.19","3.29","0.8","0.15","6.37","0.43","0.24","2.18","3.62","2.98","0.77","2.08","1.92","1.09","0.74","0.26","7.27","2.05","1.41","0.73","0.05","0.06","0.05","1.97","-3.68","3.90","0.04","-0.19","14.81","8.61","90.52","0.991","11.03","14.62","10.1","42.57","52.22","18.11","21.55","21.34","45.91"
"423","Oscar Klefbom","EDM","D","61","1132.0333333333","18.557923497268","3.51","-1.85","2.42","4.01","-0.35","2.64","2.72","0.83","1.60","-0.84","-0.14","-9.03","0.13","-0.01","1.56","0.59","-1.52","1.98","0.87","-0.73","3.62","-0.09","-0.23","2.08","-0.37","-1.05","0.80","-0.7","0.45","-33.20","4.27","0.5","2.68","-0.28","-0.43","2.12","5.08","92.35","0.974","7.69","15.74","10.28","39.22","42.77","18.87","22.9","20.03","48.50"
"705","Sebastian Aho","CAR","C, R","82","1209.2333333333","14.74674796748","6.4","-0.01","2.41","5.79","-0.56","3.22","3.08","-1.08","3.18","1.01","-0.51","15.52","0.36","0.21","0.78","3.96","1.75","1.52","0.82","0.93","-0.55","0.2","-0.03","4.29","4.18","1.08","3.22","0.39","-0.37","21.19","5.16","-2.19","4.63","0.72","-0.29","46.35","8.70","93.14","1.018","11.46","12.6","6.2","45.45","64.89","22.33","18.85","15.93","58.37"
"196","Jordan Eberle","NYI","C, R","78","1020.6666666667","13.08547008547","7.92","2.96","2.39","5.82","3.57","1.57","4.33","2.97","1.35","0.05","0.31","-3.27","0.38","0.35","0.42","2.78","1.89","0.87","1.98","1.63","0.41","-0.01","0.03","-0.75","1.07","0.36","0.95","0.12","0.09","-0.79","7.53","1.97","4.46","-0.05","0.3","-13.64","7.81","93.21","1.010","8.23","13.17","7.29","46.91","53.03","17.58","19.11","16.05","52.27"
"447","Matt Dumba","MIN","D","32","577.46666666667","18.045833333333","8.27","2.8","2.39","6.52","5.73","0.24","3.83","2.68","0.56","-0.02","0.44","-4.63","0.85","0.46","3.08","7.4","4.14","2.36","4.13","3.07","0.13","-0.6","0.97","-27.42","4.37","1.43","3.77","0.63","-0.37","26.43","0.05","0.26","-0.13","0.15","-0.37","21.43","7.32","90.71","0.980","8.42","12.68","7.79","35.95","51.92","22.24","20.78","18.29","54.87"
"770","Casey Nelson","BUF","D","38","533.81666666667","14.047807017544","-3.81","-8.64","2.39","-2.92","-7.37","2.80","-3.69","-7.04","2.83","-0.22","-0.63","3.78","-0.21","-0.22","-0.01","-1.81","-3.4","1.50","-0.76","-0.56","-0.64","-0.52","-0.11","-8.13","-1.4","-3.79","3.14","0.12","-0.45","11.94","-1.6","-5.43","3.13","0.36","-0.26","27.68","7.78","91.60","0.994","9.55","12.48","8.77","44.85","52.15","18.88","19.78","16.86","52.83"
"54","Dustin Byfuglien","WPG","D","42","767.33333333333","18.269841269841","-1.9","-6.98","2.37","-1.42","-4.49","1.87","0.4","-4.65","4.03","-0.09","-0.75","6.93","-0.2","-0.3","1.29","1.3","-1.7","3.02","-1.73","-0.73","-2.48","-0.15","-0.48","7.85","4.03","-1.3","6.63","0.08","-0.32","10.10","-4.64","-6.27","1.43","0.01","-0.04","1.67","7.02","92.97","1.000","7.27","13.68","6.26","33.47","53.76","19.16","22.21","16.11","54.32"
"693","Jack Eichel","BUF","C","77","1161.7333333333","15.087445887446","7","1.64","2.35","6.76","1.72","2.83","6.44","1.75","3.58","1.3","0.62","7.68","0.74","0.06","7.55","6.26","1.35","4.69","4.47","-0.17","10.57","1.14","0.06","17.42","2.38","2.03","0.44","0.03","0.72","-11.04","0.35","-0.46","0.55","0.23","0.03","11.03","8.86","90.43","0.993","16.42","16.53","6.77","32.02","70.82","25.41","23.4","14.82","63.16"
"238","John Tavares","TOR","C","82","1254.8333333333","15.302845528455","8.04","1.78","2.30","4.82","1.73","1.61","4.93","1.98","2.27","1.36","0.26","7.81","0.62","0.18","4.06","7.95","1.59","4.49","3.24","0.57","5.03","0.66","0.22","5.77","6.27","1.36","4.16","0.97","0.29","12.21","0.68","1.18","-0.31","-0.04","-0.24","12.87","11.22","92.21","1.034","10.66","15.01","8.99","43.56","54.26","20.56","20.56","19.46","51.37"
"431","Colin Miller","VGK","D","65","1034.3333333333","15.912820512821","1.39","-3.61","2.29","-0.02","-3.19","2.06","-1.19","-2.15","0.99","-0.15","-0.46","3.05","0","-0.27","3.08","-1.17","-2.36","1.42","1.02","-1.24","5.15","0.22","-0.04","4.34","-2.91","-1.49","-1.29","0.18","-0.32","15.56","2.37","-1.96","3.09","-0.72","-0.23","-23.81","7.58","91.47","0.991","11.14","12.94","6.38","45.83","63.58","22.8","20.01","15.14","60.09"
"511","Christian Djoos","WSH","D","45","598.98333333333","13.310740740741","0.34","-5.04","2.28","0.13","-0.8","0.52","-0.37","-2.02","1.28","-0.29","-0.69","5.21","0.2","0.01","2.23","-0.14","-1.36","1.01","1.52","1.48","1.30","0.23","-0.58","14.26","-2.21","-3.79","1.92","-0.54","0.07","-13.04","0.76","-3.44","3.01","-0.16","-0.24","13.77","10.00","93.71","1.037","12.02","13.42","6.81","43.87","63.83","21.14","20.94","14.52","59.27"
"832","Gavin Bayreuther","DAL","D","19","300.98333333333","15.841228070175","3.66","-1.26","2.27","3.51","-1.72","3.15","1.07","-1.58","2.14","-0.02","-0.31","3.44","0.18","0.1","0.93","3.16","2.73","0.59","2.1","1.48","1.00","0.54","-0.15","11.85","1.41","1.67","0.04","-0.11","0.03","-5.45","3.03","-5.17","5.80","-0.69","-0.27","-55.56","7.33","93.59","1.009","8.17","14.55","10.17","47.25","44.57","13.95","20.93","19.34","41.92"
