player_id,team_id
ELIAS_LINDHOLM,CGY
DILLON_DUBE,CGY
WALKER_DUEHR,CGY
BRAD_RICHARDSON,CGY
NOAH_HANIFIN,CGY
CHRISTOPHER_TANEV,CGY
ERIK_GUDBRANSON,CGY
MICHAEL_STONE,CGY
JACOB_MARKSTROM,CGY
BRETT_RITCHIE,CGY
JOHANNES_KINNVALL,CGY
MATHIAS_EMILIOPETTERSEN,CGY
JAKOB_PELLETIER,CGY
ADAM_RUZICKA,CGY
DMITRI_ZAVGORODNY,CGY
MATTHEW_PHILLIPS,CGY
LUKE_PHILP,CGY
CONNOR_MACKEY,CGY
JEREMIE_POIRIER,CGY
KEVIN_GRAVEL,CGY
NICK_DESIMONE,CGY
DUSTIN_WOLF,CGY
JOHNNY_GAUDREAU,CGY
MIKAEL_BACKLUND,CGY
BLAKE_COLEMAN,CGY
ANDREW_MANGIAPANE,CGY
TYLER_PITLICK,CGY
TREVOR_LEWIS,CGY
RASMUS_ANDERSSON,CGY
NIKITA_ZADOROV,CGY
JUUSO_VALIMAKI,CGY
OLIVER_KYLINGTON,CGY
DANIEL_VLADAR,CGY
TYLER_PARSONS,CGY
CONNOR_ZARY,CGY
EETU_TUULOLA,CGY
MARTIN_POSPISIL,CGY
JUSTIN_KIRKLAND,CGY
GLENN_GAWDIN,CGY
BYRON_FROESE,CGY
YAN_KUZNETSOV,CGY
ILYA_SOLOVYOV,CGY
ANDY_WELINSKI,CGY
COLTON_POOLMAN,CGY
ADAM_WERNER,CGY
JAKUB_VORACEK,CBJ
OLIVER_BJORKSTRAND,CBJ
SEAN_KURALY,CBJ
ALEXANDRE_TEXIER,CBJ
ERIC_ROBINSON,CBJ
YEGOR_CHINAKHOV,CBJ
ZACH_WERENSKI,CBJ
JAKE_BEAN,CBJ
ADAM_BOQVIST,CBJ
GAVIN_BAYREUTHER,CBJ
ELVIS_MERZLIKINS,CBJ
MAX_DOMI,CBJ
PATRIK_LAINE,CBJ
EMIL_BEMSTROM,CBJ
TREY_FIX-WOLANSKY,CBJ
JOSH_DUNNE,CBJ
TYLER_ANGLE,CBJ
BRENDAN_GAUNCE,CBJ
TYLER_SIKURA,CBJ
JACOB_CHRISTIANSEN,CBJ
SAMUEL_KNAZKO,CBJ
OLEJULIAN_BJØRGVIKHOLM,CBJ
DANIIL_TARASOV,CBJ
CAM_JOHNSON,CBJ
GUSTAV_NYQUIST,CBJ
BOONE_JENNER,CBJ
JACK_ROSLOVIC,CBJ
KEVIN_STENLUND,CBJ
COLE_SILLINGER,CBJ
GREGORY_HOFMANN,CBJ
VLADISLAV_GAVRIKOV,CBJ
SCOTT_HARRINGTON,CBJ
ANDREW_PEEKE,CBJ
GABRIEL_CARLSSON,CBJ
JOONAS_KORPISALO,CBJ
DEAN_KUKAN,CBJ
NATHAN_GERBE,CBJ
LIAM_FOUDY,CBJ
CARSON_MEYER,CBJ
ZAC_RINALDO,CBJ
JUSTIN_DANFORTH,CBJ
TIM_BERNI,CBJ
STANISLAV_SVOZIL,CBJ
JEAN-FRANÇOIS_BERUBE,CBJ
DYLAN_LARKIN,DET
PIUS_SUTER,DET
ADAM_ERNE,DET
MICHAEL_RASMUSSEN,DET
FILIP_ZADINA,DET
CARTER_ROWNEY,DET
MITCHELL_STEPHENS,DET
NICK_LEDDY,DET
FILIP_HRONEK,DET
TROY_STECHER,DET
MORITZ_SEIDER,DET
THOMAS_GREISS,DET
JAKUB_VRANA,DET
SETH_BARTON,DET
JONATAN_BERGGREN,DET
CHASE_PEARSON,DET
RILEY_BARBER,DET
KYLE_CRISCUOLO,DET
EEMIL_VIRO,DET
DAN_RENOUF,DET
RYAN_MURPHY,DET
JARED_MCISAAC,DET
SEBASTIAN_COSSA,DET
VICTOR_BRATTSTROM,DET
KADEN_FULCHER,DET
TYLER_BERTUZZI,DET
ROBBY_FABBRI,DET
VLADISLAV_NAMESTNIKOV,DET
LUCAS_RAYMOND,DET
SAM_GAGNER,DET
GIVANI_SMITH,DET
DANNY_DEKEYSER,DET
MARC_STAAL,DET
JORDAN_OESTERLE,DET
GUSTAV_LINDSTROM,DET
ALEX_NEDELJKOVIC,DET
JOE_VELENO,DET
TARO_HIROSE,DET
LUKE_WITKOWSKI,DET
DONOVAN_SEBRANGO,DET
ALBERT_JOHANSSON,DET
WYATT_NEWPOWER,DET
BRIAN_LASHOFF,DET
FILIP_LARSSON,DET
CALVIN_PICKARD,DET
KIRILL_KAPRIZOV,MIN
JOEL_ERIKSSONEK,MIN
VICTOR_RASK,MIN
RYAN_HARTMAN,MIN
REM_PITLICK,MIN
KYLE_RAU,MIN
NICO_STURM,MIN
JARED_SPURGEON,MIN
MATT_DUMBA,MIN
DMITRY_KULIKOV,MIN
JON_MERRILL,MIN
CAM_TALBOT,MIN
JORDAN_GREENWAY,MIN
MATTHEW_BOLDY,MIN
MITCHELL_CHAFFEE,MIN
ADAM_BECKMAN,MIN
WILL_BITTEN,MIN
DAMIEN_GIROUX,MIN
JOSEPH_CRAMAROSSA,MIN
MASON_SHAW,MIN
CARSON_LAMBOS,MIN
DAEMON_HUNT,MIN
FEDOR_GORDEEV,MIN
JOE_HICKETTS,MIN
JON_LIZOTTE,MIN
HUNTER_JONES,MIN
DERECK_BARIBEAU,MIN
MATS_ZUCCARELLO,MIN
KEVIN_FIALA,MIN
MARCUS_FOLIGNO,MIN
FREDERICK_GAUDREAU,MIN
NICK_BJUGSTAD,MIN
BRANDON_DUHAIME,MIN
JONAS_BRODIN,MIN
ALEX_GOLIGOSKI,MIN
JORDIE_BENN,MIN
KAAPO_KAHKONEN,MIN
MARCO_ROSSI,MIN
NICK_SWANEY,MIN
CONNOR_DEWAR,MIN
ALEXANDER_KHOVANOV,MIN
DOMINIC_TURGEON,MIN
IVAN_LODNIA,MIN
RYAN_OROURKE,MIN
CALEN_ADDISON,MIN
KEVIN_CZUCZMAN,MIN
DAKOTA_MERMIS,MIN
ANDREW_HAMMOND,MIN
MATT_DUCHENE,NSH
MIKAEL_GRANLUND,NSH
LUKE_KUNIN,NSH
EELI_TOLVANEN,NSH
THOMAS_NOVAK,NSH
MICHAEL_MCCARRON,NSH
YAKOV_TRENIN,NSH
ROMAN_JOSI,NSH
PHILIPPE_MYERS,NSH
MARK_BOROWIECKI,NSH
BEN_HARPUR,NSH
JUUSE_SAROS,NSH
FILIP_FORSBERG,NSH
PATRICK_HARPER,NSH
CODY_GLASS,NSH
GRANT_MISMASH,NSH
EGOR_AFANASYEV,NSH
MATT_LUFF,NSH
DAVID_FARRANCE,NSH
JACK_MATIER,NSH
MATT_TENNYSON,NSH
JEREMY_DAVIES,NSH
TOMAS_VOMACKA,NSH
CONNOR_INGRAM,NSH
RYAN_JOHANSEN,NSH
COLTON_SISSONS,NSH
ROCCO_GRIMALDI,NSH
PHILIP_TOMASINO,NSH
TANNER_JEANNOT,NSH
MATHIEU_OLIVIER,NSH
MATTIAS_EKHOLM,NSH
DANTE_FABBRO,NSH
MATTHEW_BENNING,NSH
ALEXANDRE_CARRIER,NSH
DAVID_RITTICH,NSH
NICK_COUSINS,NSH
ZACHARY_LHEUREUX,NSH
JUUSO_PARSSINEN,NSH
LUKE_EVANGELISTA,NSH
ANTHONY_RICHARD,NSH
COLE_SMITH,NSH
MARC_DELGAIZO,NSH
LUKE_PROKOP,NSH
FREDERIC_ALLARD,NSH
DEVIN_COOLEY,NSH
NICO_HISCHIER,NJD
ANDREAS_JOHNSSON,NJD
PAVEL_ZACHA,NJD
JANNE_KUOKKANEN,NJD
JESPER_BOQVIST,NJD
TYCE_THOMPSON,NJD
JIMMY_VESEY,NJD
DOUGIE_HAMILTON,NJD
DAMON_SEVERSON,NJD
JONAS_SIEGENTHALER,NJD
COLTON_WHITE,NJD
JONATHAN_BERNIER,NJD
MILES_WOOD,NJD
CHRISTIAN_JAROS,NJD
CHASE_STILLMAN,NJD
GRAEME_CLARKE,NJD
FABIAN_ZETTERLUND,NJD
NATHAN_SCHNARR,NJD
CHASE_DELEO,NJD
MARIAN_STUDENIC,NJD
REILLY_WALSH,NJD
KEVIN_BAHL,NJD
ROBBIE_RUSSO,NJD
AKIRA_SCHMID,NJD
TOMAS_TATAR,NJD
JESPER_BRATT,NJD
YEGOR_SHARANGOVICH,NJD
MICHAEL_MCLEOD,NJD
ALEXANDER_HOLTZ,NJD
DAWSON_MERCER,NJD
P_K__SUBBAN,NJD
RYAN_GRAVES,NJD
TY_SMITH,NJD
MASON_GEERTSEN,NJD
MACKENZIE_BLACKWOOD,NJD
JACK_HUGHES,NJD
NOLAN_FOOTE,NJD
AARNE_TALVITIE,NJD
FREDERIK_GAUTHIER,NJD
BRIAN_FLYNN,NJD
A_J__GREER,NJD
JOSEPH_GAMBARDELLA,NJD
MICHAEL_VUKOJEVIC,NJD
NIKITA_OKHOTYUK,NJD
JEREMY_GROLEAU,NJD
NICO_DAWS,NJD
ANDERS_LEE,NYI
BROCK_NELSON,NYI
JEAN-GABRIEL_PAGEAU,NYI
ANTHONY_BEAUVILLIER,NYI
CASEY_CIZIKAS,NYI
ROSS_JOHNSTON,NYI
ZACH_PARISE,NYI
ADAM_PELECH,NYI
SCOTT_MAYFIELD,NYI
ZDENO_CHARA,NYI
SEBASTIAN_AHO,NYI
SEMYON_VARLAMOV,NYI
LEO_KOMAROV,NYI
THOMAS_HICKEY,NYI
SIMON_HOLMSTROM,NYI
REECE_NEWKIRK,NYI
COLLIN_ADAMS,NYI
ANDY_ANDREOFF,NYI
MICHAEL_DALCOLLE,NYI
ANATOLY_GOLYSHEV,NYI
SAMUEL_BOLDUC,NYI
PAUL_LADUE,NYI
PARKER_WOTHERSPOON,NYI
JAKUB_SKAREK,NYI
KEN_APPLEBY,NYI
MATHEW_BARZAL,NYI
KYLE_PALMIERI,NYI
JOSH_BAILEY,NYI
CAL_CLUTTERBUCK,NYI
MATT_MARTIN,NYI
OLIVER_WAHLSTROM,NYI
KIEFFER_BELLOWS,NYI
RYAN_PULOCK,NYI
NOAH_DOBSON,NYI
ANDY_GREENE,NYI
ILYA_SOROKIN,NYI
RICHARD_PANIK,NYI
AATU_RATY,NYI
BLADE_JENKINS,NYI
ARNAUD_DURANDEAU,NYI
COLE_BARDREAU,NYI
OTTO_KOIVULA,NYI
AUSTIN_CZARNIK,NYI
ROBIN_SALO,NYI
BODE_WILDE,NYI
MITCH_VANDESOMPEL,NYI
GRANT_HUTTON,NYI
CORY_SCHNEIDER,NYI
ARTEMI_PANARIN,NYR
MIKA_ZIBANEJAD,NYR
BARCLAY_GOODROW,NYR
RYAN_REAVES,NYR
KAAPO_KAKKO,NYR
JULIEN_GAUTHIER,NYR
KEVIN_ROONEY,NYR
JACOB_TROUBA,NYR
PATRIK_NEMETH,NYR
KANDRE_MILLER,NYR
JARRED_TINORDI,NYR
IGOR_SHESTERKIN,NYR
MORGAN_BARRON,NYR
VITALI_KRAVTSOV,NYR
JUSTIN_RICHARDS,NYR
KARL_HENRIKSSON,NYR
AUSTIN_RUESCHHOFF,NYR
JACOB_ELMER,NYR
JONNY_BRODZINSKI,NYR
TY_RONNING,NYR
BRADEN_SCHNEIDER,NYR
HUNTER_SKINNER,NYR
MATTHEW_ROBERTSON,NYR
TYLER_WALL,NYR
ADAM_HUSKA,NYR
CHRIS_KREIDER,NYR
RYAN_STROME,NYR
FILIP_CHYTIL,NYR
SAMMY_BLAIS,NYR
ALEXIS_LAFRENIÈRE,NYR
DRYDEN_HUNT,NYR
RYAN_LINDGREN,NYR
ADAM_FOX,NYR
NILS_LUNDKVIST,NYR
LIBOR_HAJEK,NYR
ALEXANDAR_GEORGIEV,NYR
PATRICK_KHODORENKO,NYR
BRENNAN_OTHMANN,NYR
LAURI_PAJUNIEMI,NYR
WILL_CUYLLE,NYR
MATTHEW_REMPE,NYR
GREG_MCKEGG,NYR
TIM_GETTINGER,NYR
ANTHONY_GRECO,NYR
ZAC_JONES,NYR
TARMO_REUNANEN,NYR
ANTHONY_BITETTO,NYR
KEITH_KINKAID,NYR
BRADY_TKACHUK,OTT
CHRIS_TIERNEY,OTT
NICHOLAS_PAUL,OTT
TIM_STÜTZLE,OTT
EGOR_SOKOLOV,OTT
ALEX_FORMENTON,OTT
LOGAN_SHAW,OTT
THOMAS_CHABOT,OTT
ARTEM_ZUB,OTT
JOSHUA_BROWN,OTT
MATT_MURRAY,OTT
FILIP_GUSTAVSSON,OTT
CONNOR_BROWN,OTT
AUSTIN_WATSON,OTT
DYLAN_GAMBRELL,OTT
COLIN_WHITE,OTT
ANGUS_CROOKSHANK,OTT
ROBY_JARVENTIE,OTT
ZACK_OSTAPCHUK,OTT
MARK_KASTELIC,OTT
ANDREW_AGOZZINO,OTT
KOLE_SHERWOOD,OTT
JACOB_BERNARD-DOCKER,OTT
MAXENCE_GUENETTE,OTT
DILLON_HEATHERINGTON,OTT
MADS_SØGAARD,OTT
KEVIN_MANDOLESE,OTT
DRAKE_BATHERSON,OTT
ZACH_SANFORD,OTT
JOSH_NORRIS,OTT
TYLER_ENNIS,OTT
SCOTT_SABOURIN,OTT
PARKER_KELLY,OTT
NIKITA_ZAITSEV,OTT
MICHAEL_DELZOTTO,OTT
ERIK_BRANNSTROM,OTT
ANTON_FORSBERG,OTT
NICK_HOLDEN,OTT
VICTOR_METE,OTT
SHANE_PINTO,OTT
CLARK_BISHOP,OTT
RIDLY_GREIG,OTT
VIKTOR_LODIN,OTT
COLE_REINHARDT,OTT
PONTUS_ABERG,OTT
LASSI_THOMSON,OTT
JONATHAN_ASPIROT,OTT
LEEVI_MERILAINEN,OTT
LOGAN_COUTURE,SJS
NICK_BONINO,SJS
ANDREW_COGLIANO,SJS
JOHN_LEONARD,SJS
JONAH_GADJOVICH,SJS
NICHOLAS_MERKLEY,SJS
LANE_PEDERSON,SJS
BRENT_BURNS,SJS
RYAN_MERKLEY,SJS
ARTEMI_KNIAZEV,SJS
NICOLAS_MELOCHE,SJS
JAMES_REIMER,SJS
ERIK_KARLSSON,SJS
TIMO_MEIER,SJS
RADIM_SIMEK,SJS
JACOB_MIDDLETON,SJS
NIKOLAI_KNYZHOV,SJS
JEFFREY_VIEL,SJS
EVANDER_KANE,SJS
WILLIAM_EKLUND,SJS
DANIIL_GUSHCHIN,SJS
SCOTT_REEDY,SJS
TIMUR_IBRAGIMOV,SJS
ZACHARY_GALLANT,SJS
NOAH_GREGOR,SJS
JAYDEN_HALBGEWACHS,SJS
BRINSON_PASICHNUK,SJS
ALEXEI_MELNICHUK,SJS
ZACH_SAWCHENKO,SJS
TOMAS_HERTL,SJS
RUDOLFS_BALCERS,SJS
ALEXANDER_BARABANOV,SJS
JASPER_WEATHERBY,SJS
ALEXANDER_CHMELEVSKI,SJS
JONATHAN_DAHLEN,SJS
JOEL_KELLMAN,SJS
MARIO_FERRARO,SJS
SANTERI_HATAKKA,SJS
JAYCOB_MEGNA,SJS
ADIN_HILL,SJS
MARC-EDOUARD_VLASIC,SJS
KEVIN_LABANC,SJS
MATT_NIETO,SJS
OZZY_WIESBLATT,SJS
ADAM_RASKA,SJS
TRISTEN_ROBINS,SJS
DILLON_HAMALIUK,SJS
JACOB_MCGREW,SJS
JOACHIM_BLICHFELD,SJS
ZACHARIE_EMOND,SJS
JORDAN_EBERLE,SEA
YANNI_GOURDE,SEA
JOONAS_DONSKOI,SEA
CALLE_JARNKROK,SEA
RILEY_SHEAHAN,SEA
MAX_MCCORMICK,SEA
MORGAN_GEEKIE,SEA
MARK_GIORDANO,SEA
ADAM_LARSSON,SEA
CARSON_SOUCY,SEA
WILLIAM_BORGEN,SEA
PHILIPP_GRUBAUER,SEA
JARED_MCCANN,SEA
MASON_APPLETON,SEA
KOLE_LIND,SEA
CARSEN_TWARYNSKI,SEA
CONNOR_CARRICK,SEA
CALE_FLEURY,SEA
ANTOINE_BIBEAU,SEA
JADEN_SCHWARTZ,SEA
ALEX_WENNBERG,SEA
BRANDON_TANEV,SEA
MARCUS_JOHANSSON,SEA
NATHAN_BASTIAN,SEA
RYAN_DONATO,SEA
JAMIE_OLEKSIAK,SEA
VINCE_DUNN,SEA
HAYDN_FLEURY,SEA
JEREMY_LAUZON,SEA
CHRIS_DRIEDGER,SEA
COLIN_BLACKWELL,SEA
LUKE_HENMAN,SEA
ALEXANDER_TRUE,SEA
GUSTAV_OLOFSSON,SEA
JOEY_DACCORD,SEA
