id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Roberto Luongo,FLA,62,316.33333333333,42,39,3,0.929,0.57,1.08,3.79,14,11,3,0.786,0.57,0.04,11,11,0,1.000,0.00,1.02,8,8,0,1.000,0.00,0.25,7,3,47.71,17.00
2,Craig Anderson,OTT,60,270.41666666667,31,30,1,0.968,0.22,2.01,2.68,8,7,1,0.875,0.22,0.74,8,8,0,1.000,0.00,0.74,10,10,0,1.000,0.00,0.31,4,1,54.06,9.00
3,Ryan Miller,VAN,51,244.06666666667,40,37,3,0.925,0.74,0.89,3.59,14,13,1,0.929,0.25,2.04,11,10,1,0.909,0.25,0.02,9,8,1,0.889,0.25,-0.72,6,0,41.90,21.33
4,Michael Leighton,CHI,1,3.1833333333333,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
5,Henrik Lundqvist,NYR,65,281.96666666667,34,31,3,0.912,0.64,0.31,3.04,9,7,2,0.778,0.43,-0.05,8,7,1,0.875,0.21,-0.26,10,10,0,1.000,0.00,0.31,7,3,40.59,21.33
6,Peter Budaj,L.A,1,3.2166666666667,1,1,0,1.000,0.00,0.10,0.05,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.09,0,0,0,-,0.00,0.00,0,0,41.00,-
7,Mike Smith,ARI,32,152.33333333333,29,22,7,0.759,2.76,-4.18,2.28,10,3,7,0.300,2.76,-4.83,9,9,0,1.000,0.00,0.83,5,5,0,1.000,0.00,0.16,0,3,46.41,13.71
8,Kari Lehtonen,DAL,43,183.61666666667,30,26,4,0.867,1.31,-1.08,2.71,10,7,3,0.700,0.98,-0.83,12,11,1,0.917,0.33,0.11,2,2,0,1.000,0.00,0.06,6,3,45.30,17.50
9,Curtis McElhinney,CBJ,18,67.85,8,7,1,0.875,0.88,-0.22,0.97,4,3,1,0.750,0.88,-0.13,0,0,0,-,0.00,0.00,3,3,0,1.000,0.00,0.09,1,1,41.38,11.00
10,Cam Ward,CAR,52,240.71666666667,29,26,3,0.897,0.75,-0.18,2.6,7,5,2,0.714,0.50,-0.48,11,10,1,0.909,0.25,0.02,8,8,0,1.000,0.00,0.25,6,0,37.38,14.67
11,Marc-Andre Fleury,PIT,58,299.1,41,39,2,0.951,0.40,1.99,4.49,18,16,2,0.889,0.40,1.91,9,9,0,1.000,0.00,0.83,8,8,0,1.000,0.00,0.25,3,2,36.51,14.00
