Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status
2021-04-03,5:00 PM,7:00 PM,New York Rangers,2,Buffalo Sabres,3,SO
2021-04-03,5:00 PM,7:00 PM,Philadelphia Flyers,2,New York Islanders,3,SO
2021-04-03,5:00 PM,7:00 PM,Dallas Stars,3,Carolina Hurricanes,2,Regulation
2021-04-03,5:00 PM,7:00 PM,Columbus Blue Jackets,2,Florida Panthers,5,Regulation
2021-04-03,5:00 PM,7:00 PM,Ottawa Senators,6,Montreal Canadiens,3,Regulation
2021-04-03,7:00 PM,9:00 PM,St. Louis Blues,1,Colorado Avalanche,2,Regulation
2021-04-03,7:00 PM,9:00 PM,Minnesota Wild,2,Vegas Golden Knights,1,Regulation
2021-04-03,8:00 PM,10:00 PM,San Jose Sharks,3,Los Angeles Kings,2,Regulation
2021-04-04,10:00 AM,12:00 PM,Detroit Red Wings,5,Tampa Bay Lightning,1,Regulation
2021-04-04,1:00 PM,3:00 PM,Washington Capitals,5,New Jersey Devils,4,Regulation
2021-04-04,3:00 PM,5:00 PM,Columbus Blue Jackets,0,Florida Panthers,3,Regulation
2021-04-04,5:00 PM,7:00 PM,Dallas Stars,0,Carolina Hurricanes,1,Regulation
2021-04-04,7:00 PM,9:00 PM,Toronto Maple Leafs,4,Calgary Flames,2,Regulation
2021-04-04,7:00 PM,9:00 PM,Arizona Coyotes,3,Anaheim Ducks,2,OT
2021-04-05,5:00 PM,7:00 PM,Philadelphia Flyers,3,Boston Bruins,2,OT
2021-04-05,5:00 PM,7:00 PM,Edmonton Oilers,2,Montreal Canadiens,3,OT
2021-04-05,5:00 PM,7:00 PM,Ottawa Senators,3,Winnipeg Jets,4,Regulation
2021-04-05,6:00 PM,8:00 PM,Vegas Golden Knights,6,St. Louis Blues,1,Regulation
2021-04-05,6:00 PM,8:00 PM,Colorado Avalanche,5,Minnesota Wild,4,Regulation
2021-04-05,7:30 PM,9:30 PM,Toronto Maple Leafs,5,Calgary Flames,3,Regulation
2021-04-05,8:00 PM,10:00 PM,Arizona Coyotes,5,Los Angeles Kings,2,Regulation
2021-04-06,5:00 PM,7:00 PM,Buffalo Sabres,5,New Jersey Devils,3,Regulation
2021-04-06,5:00 PM,7:00 PM,Washington Capitals,0,New York Islanders,1,Regulation
2021-04-06,5:00 PM,7:00 PM,Pittsburgh Penguins,4,New York Rangers,8,Regulation
2021-04-06,5:00 PM,7:00 PM,Boston Bruins,4,Philadelphia Flyers,2,Regulation
2021-04-06,5:00 PM,7:00 PM,Florida Panthers,2,Carolina Hurricanes,5,Regulation
2021-04-06,5:00 PM,7:00 PM,Tampa Bay Lightning,2,Columbus Blue Jackets,4,Regulation
2021-04-06,5:30 PM,7:30 PM,Nashville Predators,3,Detroit Red Wings,2,SO
2021-04-06,6:00 PM,8:00 PM,Dallas Stars,2,Chicago Blackhawks,4,Regulation
2021-04-06,8:30 PM,10:30 PM,Anaheim Ducks,5,San Jose Sharks,1,Regulation
2021-04-07,3:00 PM,5:00 PM,Edmonton Oilers,4,Ottawa Senators,2,Regulation
2021-04-07,5:30 PM,7:30 PM,Montreal Canadiens,2,Toronto Maple Leafs,3,Regulation
2021-04-07,7:00 PM,9:00 PM,Vegas Golden Knights,1,St. Louis Blues,3,Regulation
2021-04-07,7:00 PM,9:00 PM,Colorado Avalanche,3,Minnesota Wild,8,Regulation
2021-04-07,8:00 PM,10:00 PM,Arizona Coyotes,3,Los Angeles Kings,4,Regulation
2021-04-08,5:00 PM,7:00 PM,New Jersey Devils,6,Buffalo Sabres,3,Regulation
2021-04-08,5:00 PM,7:00 PM,Philadelphia Flyers,2,New York Islanders,3,SO
2021-04-08,5:00 PM,7:00 PM,Pittsburgh Penguins,5,New York Rangers,2,Regulation
2021-04-08,5:00 PM,7:00 PM,Boston Bruins,4,Washington Capitals,2,Regulation
2021-04-08,5:00 PM,7:00 PM,Florida Panthers,0,Carolina Hurricanes,3,Regulation
2021-04-08,5:00 PM,7:00 PM,Tampa Bay Lightning,6,Columbus Blue Jackets,4,Regulation
2021-04-08,5:00 PM,7:00 PM,Winnipeg Jets,4,Montreal Canadiens,2,Regulation
2021-04-08,5:00 PM,7:00 PM,Edmonton Oilers,3,Ottawa Senators,1,Regulation
2021-04-08,5:30 PM,7:30 PM,Nashville Predators,7,Detroit Red Wings,1,Regulation
2021-04-08,6:00 PM,8:00 PM,Dallas Stars,5,Chicago Blackhawks,1,Regulation
2021-04-09,5:00 PM,7:00 PM,Washington Capitals,4,Buffalo Sabres,3,Regulation
2021-04-09,5:00 PM,7:00 PM,Pittsburgh Penguins,6,New Jersey Devils,4,Regulation
2021-04-09,5:00 PM,7:00 PM,New York Rangers,4,New York Islanders,1,Regulation
2021-04-09,6:00 PM,8:00 PM,Minnesota Wild,1,St. Louis Blues,9,Regulation
2021-04-09,8:00 PM,10:00 PM,Arizona Coyotes,4,Vegas Golden Knights,7,Regulation
2021-04-09,8:00 PM,10:00 PM,Colorado Avalanche,2,Anaheim Ducks,0,Regulation
2021-04-09,8:30 PM,10:30 PM,Los Angeles Kings,2,San Jose Sharks,5,Regulation
2021-04-10,12:00 PM,2:00 PM,Boston Bruins,2,Philadelphia Flyers,3,Regulation
2021-04-10,12:00 PM,2:00 PM,Florida Panthers,1,Dallas Stars,4,Regulation
2021-04-10,5:00 PM,7:00 PM,Detroit Red Wings,5,Carolina Hurricanes,4,SO
2021-04-10,5:00 PM,7:00 PM,Chicago Blackhawks,4,Columbus Blue Jackets,3,Regulation
2021-04-10,5:00 PM,7:00 PM,Winnipeg Jets,5,Montreal Canadiens,0,Regulation
2021-04-10,5:00 PM,7:00 PM,Ottawa Senators,5,Toronto Maple Leafs,6,Regulation
2021-04-10,6:00 PM,8:00 PM,Tampa Bay Lightning,3,Nashville Predators,0,Regulation
2021-04-10,6:00 PM,8:00 PM,Minnesota Wild,2,St. Louis Blues,3,OT
2021-04-10,8:00 PM,10:00 PM,Edmonton Oilers,0,Calgary Flames,5,Regulation
2021-04-10,8:30 PM,10:30 PM,Los Angeles Kings,4,San Jose Sharks,2,Regulation
2021-04-11,12:00 PM,2:00 PM,Buffalo Sabres,,Philadelphia Flyers,,Scheduled
2021-04-11,2:00 PM,4:00 PM,Arizona Coyotes,,Vegas Golden Knights,,Scheduled
2021-04-11,4:00 PM,6:00 PM,Colorado Avalanche,,Anaheim Ducks,,Scheduled
2021-04-11,5:00 PM,7:00 PM,Pittsburgh Penguins,,New Jersey Devils,,Scheduled
2021-04-11,5:00 PM,7:00 PM,New York Rangers,,New York Islanders,,Scheduled
2021-04-11,5:00 PM,7:00 PM,Washington Capitals,,Boston Bruins,,Scheduled
2021-04-11,6:00 PM,8:00 PM,Dallas Stars,,Nashville Predators,,Scheduled
2021-04-12,5:00 PM,7:00 PM,Detroit Red Wings,,Carolina Hurricanes,,Scheduled
2021-04-12,5:00 PM,7:00 PM,Chicago Blackhawks,,Columbus Blue Jackets,,Scheduled
2021-04-12,5:00 PM,7:00 PM,Toronto Maple Leafs,,Montreal Canadiens,,Scheduled
2021-04-12,5:00 PM,7:00 PM,Winnipeg Jets,,Ottawa Senators,,Scheduled
2021-04-12,6:00 PM,8:00 PM,St. Louis Blues,,Minnesota Wild,,Scheduled
2021-04-12,7:00 PM,9:00 PM,Arizona Coyotes,,Colorado Avalanche,,Scheduled
2021-04-12,8:00 PM,10:00 PM,Vegas Golden Knights,,Los Angeles Kings,,Scheduled
2021-04-12,8:30 PM,10:30 PM,Anaheim Ducks,,San Jose Sharks,,Scheduled
2021-04-13,5:00 PM,7:00 PM,Buffalo Sabres,,Boston Bruins,,Scheduled
2021-04-13,5:00 PM,7:00 PM,Philadelphia Flyers,,Washington Capitals,,Scheduled
2021-04-13,5:00 PM,7:00 PM,New York Rangers,,New Jersey Devils,,Scheduled
2021-04-13,5:30 PM,7:30 PM,Calgary Flames,,Toronto Maple Leafs,,Scheduled
2021-04-13,6:00 PM,8:00 PM,Tampa Bay Lightning,,Nashville Predators,,Scheduled
2021-04-13,6:30 PM,8:30 PM,Florida Panthers,,Dallas Stars,,Scheduled
2021-04-14,5:00 PM,7:00 PM,Calgary Flames,,Montreal Canadiens,,Scheduled
2021-04-14,5:00 PM,7:00 PM,Winnipeg Jets,,Ottawa Senators,,Scheduled
2021-04-14,5:30 PM,7:30 PM,Colorado Avalanche,,St. Louis Blues,,Scheduled
2021-04-14,7:00 PM,9:00 PM,Arizona Coyotes,,Minnesota Wild,,Scheduled
2021-04-14,8:00 PM,10:00 PM,Vegas Golden Knights,,Los Angeles Kings,,Scheduled
2021-04-14,8:30 PM,10:30 PM,Anaheim Ducks,,San Jose Sharks,,Scheduled
2021-04-15,5:00 PM,7:00 PM,New York Islanders,,Boston Bruins,,Scheduled
2021-04-15,5:00 PM,7:00 PM,New Jersey Devils,,New York Rangers,,Scheduled
2021-04-15,5:00 PM,7:00 PM,Buffalo Sabres,,Washington Capitals,,Scheduled
2021-04-15,5:00 PM,7:00 PM,Nashville Predators,,Carolina Hurricanes,,Scheduled
2021-04-15,5:00 PM,7:00 PM,Florida Panthers,,Tampa Bay Lightning,,Scheduled
2021-04-15,5:00 PM,7:00 PM,Philadelphia Flyers,,Pittsburgh Penguins,,Scheduled
2021-04-15,5:00 PM,7:00 PM,Winnipeg Jets,,Toronto Maple Leafs,,Scheduled
2021-04-15,5:30 PM,7:30 PM,Chicago Blackhawks,,Detroit Red Wings,,Scheduled
2021-04-15,6:30 PM,8:30 PM,Columbus Blue Jackets,,Dallas Stars,,Scheduled
2021-04-16,4:00 PM,6:00 PM,Calgary Flames,,Montreal Canadiens,,Scheduled
2021-04-16,5:00 PM,7:00 PM,New York Islanders,,Boston Bruins,,Scheduled
2021-04-16,6:00 PM,8:00 PM,San Jose Sharks,,Minnesota Wild,,Scheduled
2021-04-16,7:00 PM,9:00 PM,Los Angeles Kings,,Colorado Avalanche,,Scheduled
2021-04-16,7:00 PM,9:00 PM,Edmonton Oilers,,Vancouver Canucks,,Scheduled
2021-04-16,8:00 PM,10:00 PM,Vegas Golden Knights,,Anaheim Ducks,,Scheduled
2021-04-17,10:30 AM,12:30 PM,New Jersey Devils,,New York Rangers,,Scheduled
2021-04-17,10:30 AM,12:30 PM,Washington Capitals,,Philadelphia Flyers,,Scheduled
2021-04-17,1:00 PM,3:00 PM,Pittsburgh Penguins,,Buffalo Sabres,,Scheduled
2021-04-17,2:00 PM,4:00 PM,Ottawa Senators,,Montreal Canadiens,,Scheduled
2021-04-17,4:00 PM,6:00 PM,St. Louis Blues,,Arizona Coyotes,,Scheduled
2021-04-17,5:00 PM,7:00 PM,Nashville Predators,,Carolina Hurricanes,,Scheduled
2021-04-17,5:00 PM,7:00 PM,Florida Panthers,,Tampa Bay Lightning,,Scheduled
2021-04-17,5:00 PM,7:00 PM,Chicago Blackhawks,,Detroit Red Wings,,Scheduled
2021-04-17,5:00 PM,7:00 PM,Toronto Maple Leafs,,Vancouver Canucks,,Scheduled
2021-04-17,6:00 PM,8:00 PM,San Jose Sharks,,Minnesota Wild,,Scheduled
2021-04-17,6:00 PM,8:00 PM,Columbus Blue Jackets,,Dallas Stars,,Scheduled
2021-04-17,8:00 PM,10:00 PM,Edmonton Oilers,,Winnipeg Jets,,Scheduled
2021-04-18,10:00 AM,12:00 PM,Washington Capitals,,Boston Bruins,,Scheduled
2021-04-18,1:00 PM,3:00 PM,New York Rangers,,New Jersey Devils,,Scheduled
2021-04-18,1:00 PM,3:00 PM,Pittsburgh Penguins,,Buffalo Sabres,,Scheduled
2021-04-18,2:00 PM,4:00 PM,Vegas Golden Knights,,Anaheim Ducks,,Scheduled
2021-04-18,4:30 PM,6:30 PM,New York Islanders,,Philadelphia Flyers,,Scheduled
2021-04-18,7:00 PM,9:00 PM,Los Angeles Kings,,Colorado Avalanche,,Scheduled
2021-04-19,5:00 PM,7:00 PM,Carolina Hurricanes,,Tampa Bay Lightning,,Scheduled
2021-04-19,5:00 PM,7:00 PM,Columbus Blue Jackets,,Florida Panthers,,Scheduled
2021-04-19,5:30 PM,7:30 PM,Detroit Red Wings,,Dallas Stars,,Scheduled
2021-04-19,6:00 PM,8:00 PM,Chicago Blackhawks,,Nashville Predators,,Scheduled
2021-04-19,7:00 PM,9:00 PM,Ottawa Senators,,Calgary Flames,,Scheduled
2021-04-19,7:00 PM,9:00 PM,Montreal Canadiens,,Edmonton Oilers,,Scheduled
2021-04-19,7:00 PM,9:00 PM,Toronto Maple Leafs,,Vancouver Canucks,,Scheduled
2021-04-19,7:00 PM,9:00 PM,Minnesota Wild,,Arizona Coyotes,,Scheduled
2021-04-19,8:00 PM,10:00 PM,San Jose Sharks,,Vegas Golden Knights,,Scheduled
2021-04-20,4:30 PM,6:30 PM,Boston Bruins,,Buffalo Sabres,,Scheduled
2021-04-20,5:00 PM,7:00 PM,New Jersey Devils,,Pittsburgh Penguins,,Scheduled
2021-04-20,5:00 PM,7:00 PM,New York Rangers,,New York Islanders,,Scheduled
2021-04-20,5:00 PM,7:00 PM,Carolina Hurricanes,,Tampa Bay Lightning,,Scheduled
2021-04-20,5:00 PM,7:00 PM,Columbus Blue Jackets,,Florida Panthers,,Scheduled
2021-04-20,6:30 PM,8:30 PM,Detroit Red Wings,,Dallas Stars,,Scheduled
2021-04-20,7:00 PM,9:00 PM,Colorado Avalanche,,St. Louis Blues,,Scheduled
2021-04-20,8:00 PM,10:00 PM,Anaheim Ducks,,Los Angeles Kings,,Scheduled
2021-04-21,5:00 PM,7:00 PM,Nashville Predators,,Chicago Blackhawks,,Scheduled
2021-04-21,5:00 PM,7:00 PM,Toronto Maple Leafs,,Winnipeg Jets,,Scheduled
2021-04-21,7:00 PM,9:00 PM,Minnesota Wild,,Arizona Coyotes,,Scheduled
2021-04-21,7:30 PM,9:30 PM,San Jose Sharks,,Vegas Golden Knights,,Scheduled
2021-04-21,8:00 PM,10:00 PM,Calgary Flames,,Vancouver Canucks,,Scheduled
2021-04-21,8:00 PM,10:00 PM,Montreal Canadiens,,Edmonton Oilers,,Scheduled
2021-04-22,5:00 PM,7:00 PM,Philadelphia Flyers,,New York Rangers,,Scheduled
2021-04-22,5:00 PM,7:00 PM,Boston Bruins,,Buffalo Sabres,,Scheduled
2021-04-22,5:00 PM,7:00 PM,Washington Capitals,,New York Islanders,,Scheduled
2021-04-22,5:00 PM,7:00 PM,Columbus Blue Jackets,,Tampa Bay Lightning,,Scheduled
2021-04-22,5:00 PM,7:00 PM,Carolina Hurricanes,,Florida Panthers,,Scheduled
2021-04-22,5:00 PM,7:00 PM,New Jersey Devils,,Pittsburgh Penguins,,Scheduled
2021-04-22,5:30 PM,7:30 PM,Dallas Stars,,Detroit Red Wings,,Scheduled
2021-04-22,6:00 PM,8:00 PM,Colorado Avalanche,,St. Louis Blues,,Scheduled
2021-04-22,8:00 PM,10:00 PM,Ottawa Senators,,Vancouver Canucks,,Scheduled
2021-04-23,5:00 PM,7:00 PM,Boston Bruins,,Buffalo Sabres,,Scheduled
2021-04-23,5:00 PM,7:00 PM,Philadelphia Flyers,,New York Rangers,,Scheduled
2021-04-23,6:00 PM,8:00 PM,Nashville Predators,,Chicago Blackhawks,,Scheduled
2021-04-23,6:00 PM,8:00 PM,Toronto Maple Leafs,,Winnipeg Jets,,Scheduled
2021-04-23,7:00 PM,9:00 PM,Vegas Golden Knights,,San Jose Sharks,,Scheduled
2021-04-23,7:00 PM,9:00 PM,Montreal Canadiens,,Calgary Flames,,Scheduled
2021-04-23,8:00 PM,10:00 PM,Minnesota Wild,,Los Angeles Kings,,Scheduled
2021-04-24,10:30 AM,12:30 PM,New Jersey Devils,,Pittsburgh Penguins,,Scheduled
2021-04-24,1:00 PM,3:00 PM,Colorado Avalanche,,St. Louis Blues,,Scheduled
2021-04-24,5:00 PM,7:00 PM,Washington Capitals,,New York Islanders,,Scheduled
2021-04-24,5:00 PM,7:00 PM,Carolina Hurricanes,,Florida Panthers,,Scheduled
2021-04-24,5:00 PM,7:00 PM,Dallas Stars,,Detroit Red Wings,,Scheduled
2021-04-24,5:00 PM,7:00 PM,Toronto Maple Leafs,,Winnipeg Jets,,Scheduled
2021-04-24,5:00 PM,7:00 PM,Montreal Canadiens,,Calgary Flames,,Scheduled
2021-04-24,7:00 PM,9:00 PM,Vegas Golden Knights,,Anaheim Ducks,,Scheduled
2021-04-24,7:00 PM,9:00 PM,Minnesota Wild,,San Jose Sharks,,Scheduled
2021-04-24,8:00 PM,10:00 PM,Ottawa Senators,,Vancouver Canucks,,Scheduled
2021-04-24,8:00 PM,10:00 PM,Arizona Coyotes,,Los Angeles Kings,,Scheduled
2021-04-25,1:00 PM,3:00 PM,Boston Bruins,,Pittsburgh Penguins,,Scheduled
2021-04-25,4:00 PM,6:00 PM,New Jersey Devils,,Philadelphia Flyers,,Scheduled
2021-04-25,4:00 PM,6:00 PM,Buffalo Sabres,,New York Rangers,,Scheduled
2021-04-25,5:00 PM,7:00 PM,Columbus Blue Jackets,,Tampa Bay Lightning,,Scheduled
2021-04-26,4:30 PM,6:30 PM,Montreal Canadiens,,Calgary Flames,,Scheduled
2021-04-26,5:00 PM,7:00 PM,Vancouver Canucks,,Ottawa Senators,,Scheduled
2021-04-26,5:30 PM,7:30 PM,Carolina Hurricanes,,Dallas Stars,,Scheduled
2021-04-26,6:00 PM,8:00 PM,Florida Panthers,,Nashville Predators,,Scheduled
2021-04-26,6:00 PM,8:00 PM,St. Louis Blues,,Minnesota Wild,,Scheduled
2021-04-26,7:00 PM,9:00 PM,Edmonton Oilers,,Winnipeg Jets,,Scheduled
2021-04-26,8:00 PM,10:00 PM,Colorado Avalanche,,Vegas Golden Knights,,Scheduled
2021-04-26,8:00 PM,10:00 PM,Anaheim Ducks,,Los Angeles Kings,,Scheduled
2021-04-26,8:30 PM,10:30 PM,Arizona Coyotes,,San Jose Sharks,,Scheduled
2021-04-27,5:00 PM,7:00 PM,New York Islanders,,Washington Capitals,,Scheduled
2021-04-27,5:00 PM,7:00 PM,Philadelphia Flyers,,New Jersey Devils,,Scheduled
2021-04-27,5:00 PM,7:00 PM,Buffalo Sabres,,New York Rangers,,Scheduled
2021-04-27,5:00 PM,7:00 PM,Boston Bruins,,Pittsburgh Penguins,,Scheduled
2021-04-27,5:00 PM,7:00 PM,Detroit Red Wings,,Columbus Blue Jackets,,Scheduled
2021-04-27,6:00 PM,8:00 PM,Tampa Bay Lightning,,Chicago Blackhawks,,Scheduled
2021-04-27,6:00 PM,8:00 PM,Florida Panthers,,Nashville Predators,,Scheduled
2021-04-27,6:30 PM,8:30 PM,Carolina Hurricanes,,Dallas Stars,,Scheduled
2021-04-28,3:30 PM,5:30 PM,Vancouver Canucks,,Ottawa Senators,,Scheduled
2021-04-28,5:00 PM,7:00 PM,St. Louis Blues,,Minnesota Wild,,Scheduled
2021-04-28,6:00 PM,8:00 PM,Toronto Maple Leafs,,Montreal Canadiens,,Scheduled
2021-04-28,7:00 PM,9:00 PM,Edmonton Oilers,,Winnipeg Jets,,Scheduled
2021-04-28,7:30 PM,9:30 PM,Colorado Avalanche,,Vegas Golden Knights,,Scheduled
2021-04-28,8:00 PM,10:00 PM,Anaheim Ducks,,Los Angeles Kings,,Scheduled
2021-04-28,8:30 PM,10:30 PM,Arizona Coyotes,,San Jose Sharks,,Scheduled
2021-04-29,5:00 PM,7:00 PM,Dallas Stars,,Tampa Bay Lightning,,Scheduled
2021-04-29,5:00 PM,7:00 PM,Buffalo Sabres,,Boston Bruins,,Scheduled
2021-04-29,5:00 PM,7:00 PM,Philadelphia Flyers,,New Jersey Devils,,Scheduled
2021-04-29,5:00 PM,7:00 PM,New York Islanders,,New York Rangers,,Scheduled
2021-04-29,5:00 PM,7:00 PM,Pittsburgh Penguins,,Washington Capitals,,Scheduled
2021-04-29,5:00 PM,7:00 PM,Detroit Red Wings,,Carolina Hurricanes,,Scheduled
2021-04-29,5:30 PM,7:30 PM,Vancouver Canucks,,Toronto Maple Leafs,,Scheduled
2021-04-29,6:00 PM,8:00 PM,Florida Panthers,,Chicago Blackhawks,,Scheduled
2021-04-29,7:00 PM,9:00 PM,Calgary Flames,,Edmonton Oilers,,Scheduled
2021-04-30,5:00 PM,7:00 PM,Winnipeg Jets,,Montreal Canadiens,,Scheduled
2021-04-30,6:00 PM,8:00 PM,Minnesota Wild,,St. Louis Blues,,Scheduled
2021-04-30,7:00 PM,9:00 PM,San Jose Sharks,,Colorado Avalanche,,Scheduled
2021-04-30,8:00 PM,10:00 PM,Vegas Golden Knights,,Arizona Coyotes,,Scheduled
2021-04-30,8:00 PM,10:00 PM,Los Angeles Kings,,Anaheim Ducks,,Scheduled
2021-05-01,11:00 AM,1:00 PM,Buffalo Sabres,,Boston Bruins,,Scheduled
2021-05-01,1:00 PM,3:00 PM,Tampa Bay Lightning,,Detroit Red Wings,,Scheduled
2021-05-01,5:00 PM,7:00 PM,New York Rangers,,New York Islanders,,Scheduled
2021-05-01,5:00 PM,7:00 PM,New Jersey Devils,,Philadelphia Flyers,,Scheduled
2021-05-01,5:00 PM,7:00 PM,Pittsburgh Penguins,,Washington Capitals,,Scheduled
2021-05-01,5:00 PM,7:00 PM,Columbus Blue Jackets,,Carolina Hurricanes,,Scheduled
2021-05-01,5:00 PM,7:00 PM,Ottawa Senators,,Montreal Canadiens,,Scheduled
2021-05-01,5:00 PM,7:00 PM,Vancouver Canucks,,Toronto Maple Leafs,,Scheduled
2021-05-01,6:00 PM,8:00 PM,Florida Panthers,,Chicago Blackhawks,,Scheduled
2021-05-01,6:00 PM,8:00 PM,Minnesota Wild,,St. Louis Blues,,Scheduled
2021-05-01,6:00 PM,8:00 PM,Dallas Stars,,Nashville Predators,,Scheduled
2021-05-01,6:00 PM,8:00 PM,San Jose Sharks,,Colorado Avalanche,,Scheduled
2021-05-01,8:00 PM,10:00 PM,Calgary Flames,,Edmonton Oilers,,Scheduled
2021-05-01,8:00 PM,10:00 PM,Vegas Golden Knights,,Arizona Coyotes,,Scheduled
2021-05-01,8:00 PM,10:00 PM,Los Angeles Kings,,Anaheim Ducks,,Scheduled
2021-05-02,1:00 PM,3:00 PM,Tampa Bay Lightning,,Detroit Red Wings,,Scheduled
2021-05-03,5:00 PM,7:00 PM,Dallas Stars,,Florida Panthers,,Scheduled
2021-05-03,5:00 PM,7:00 PM,New York Islanders,,Buffalo Sabres,,Scheduled
2021-05-03,5:00 PM,7:00 PM,Boston Bruins,,New Jersey Devils,,Scheduled
2021-05-03,5:00 PM,7:00 PM,Washington Capitals,,New York Rangers,,Scheduled
2021-05-03,5:00 PM,7:00 PM,Pittsburgh Penguins,,Philadelphia Flyers,,Scheduled
2021-05-03,5:00 PM,7:00 PM,Chicago Blackhawks,,Carolina Hurricanes,,Scheduled
2021-05-03,5:00 PM,7:00 PM,Nashville Predators,,Columbus Blue Jackets,,Scheduled
2021-05-03,5:00 PM,7:00 PM,Toronto Maple Leafs,,Montreal Canadiens,,Scheduled
2021-05-03,5:00 PM,7:00 PM,Winnipeg Jets,,Ottawa Senators,,Scheduled
2021-05-03,6:00 PM,8:00 PM,Anaheim Ducks,,St. Louis Blues,,Scheduled
2021-05-03,6:00 PM,8:00 PM,Vegas Golden Knights,,Minnesota Wild,,Scheduled
2021-05-03,7:00 PM,9:00 PM,Vancouver Canucks,,Calgary Flames,,Scheduled
2021-05-03,8:00 PM,10:00 PM,Los Angeles Kings,,Arizona Coyotes,,Scheduled
2021-05-03,8:30 PM,10:30 PM,Colorado Avalanche,,San Jose Sharks,,Scheduled
2021-05-04,5:00 PM,7:00 PM,New York Islanders,,Buffalo Sabres,,Scheduled
2021-05-04,5:00 PM,7:00 PM,Boston Bruins,,New Jersey Devils,,Scheduled
2021-05-04,5:00 PM,7:00 PM,Pittsburgh Penguins,,Philadelphia Flyers,,Scheduled
2021-05-04,5:00 PM,7:00 PM,Chicago Blackhawks,,Carolina Hurricanes,,Scheduled
2021-05-04,7:00 PM,9:00 PM,Vancouver Canucks,,Edmonton Oilers,,Scheduled
2021-05-05,5:00 PM,7:00 PM,Dallas Stars,,Tampa Bay Lightning,,Scheduled
2021-05-05,5:00 PM,7:00 PM,Montreal Canadiens,,Ottawa Senators,,Scheduled
2021-05-05,5:00 PM,7:00 PM,Washington Capitals,,New York Rangers,,Scheduled
2021-05-05,5:00 PM,7:00 PM,Nashville Predators,,Columbus Blue Jackets,,Scheduled
2021-05-05,6:00 PM,8:00 PM,Anaheim Ducks,,St. Louis Blues,,Scheduled
2021-05-05,6:00 PM,8:00 PM,Vegas Golden Knights,,Minnesota Wild,,Scheduled
2021-05-05,7:30 PM,9:30 PM,Winnipeg Jets,,Calgary Flames,,Scheduled
2021-05-05,8:00 PM,10:00 PM,Los Angeles Kings,,Arizona Coyotes,,Scheduled
2021-05-05,8:30 PM,10:30 PM,Colorado Avalanche,,San Jose Sharks,,Scheduled
2021-05-06,5:00 PM,7:00 PM,Chicago Blackhawks,,Carolina Hurricanes,,Scheduled
2021-05-06,5:00 PM,7:00 PM,New York Rangers,,Boston Bruins,,Scheduled
2021-05-06,5:00 PM,7:00 PM,New Jersey Devils,,New York Islanders,,Scheduled
2021-05-06,5:00 PM,7:00 PM,Buffalo Sabres,,Pittsburgh Penguins,,Scheduled
2021-05-06,5:00 PM,7:00 PM,Montreal Canadiens,,Toronto Maple Leafs,,Scheduled
2021-05-06,8:00 PM,10:00 PM,Edmonton Oilers,,Vancouver Canucks,,Scheduled
2021-05-07,5:00 PM,7:00 PM,Dallas Stars,,Tampa Bay Lightning,,Scheduled
2021-05-07,5:00 PM,7:00 PM,Philadelphia Flyers,,Washington Capitals,,Scheduled
2021-05-07,5:00 PM,7:00 PM,Detroit Red Wings,,Columbus Blue Jackets,,Scheduled
2021-05-07,6:00 PM,8:00 PM,Anaheim Ducks,,Minnesota Wild,,Scheduled
2021-05-07,8:00 PM,10:00 PM,St. Louis Blues,,Vegas Golden Knights,,Scheduled
2021-05-07,8:00 PM,10:00 PM,Colorado Avalanche,,Los Angeles Kings,,Scheduled
2021-05-07,8:30 PM,10:30 PM,Arizona Coyotes,,San Jose Sharks,,Scheduled
2021-05-08,5:00 PM,7:00 PM,New York Rangers,,Boston Bruins,,Scheduled
2021-05-08,5:00 PM,7:00 PM,New Jersey Devils,,New York Islanders,,Scheduled
2021-05-08,5:00 PM,7:00 PM,Philadelphia Flyers,,Washington Capitals,,Scheduled
2021-05-08,5:00 PM,7:00 PM,Tampa Bay Lightning,,Florida Panthers,,Scheduled
2021-05-08,5:00 PM,7:00 PM,Buffalo Sabres,,Pittsburgh Penguins,,Scheduled
2021-05-08,5:00 PM,7:00 PM,Detroit Red Wings,,Columbus Blue Jackets,,Scheduled
2021-05-08,5:00 PM,7:00 PM,Montreal Canadiens,,Toronto Maple Leafs,,Scheduled
2021-05-08,5:00 PM,7:00 PM,Ottawa Senators,,Winnipeg Jets,,Scheduled
2021-05-08,6:00 PM,8:00 PM,Carolina Hurricanes,,Nashville Predators,,Scheduled
2021-05-08,6:00 PM,8:00 PM,Anaheim Ducks,,Minnesota Wild,,Scheduled
2021-05-08,8:00 PM,10:00 PM,Vancouver Canucks,,Edmonton Oilers,,Scheduled
2021-05-08,8:00 PM,10:00 PM,St. Louis Blues,,Vegas Golden Knights,,Scheduled
2021-05-08,8:00 PM,10:00 PM,Colorado Avalanche,,Los Angeles Kings,,Scheduled
2021-05-08,8:30 PM,10:30 PM,Arizona Coyotes,,San Jose Sharks,,Scheduled
2021-05-09,5:00 PM,7:00 PM,Dallas Stars,,Chicago Blackhawks,,Scheduled
2021-05-09,6:00 PM,8:00 PM,Ottawa Senators,,Calgary Flames,,Scheduled
2021-05-10,5:00 PM,7:00 PM,New Jersey Devils,,Philadelphia Flyers,,Scheduled
