id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Roberto Luongo,FLA,40,223.06666666667,36,34,2,0.944,0.54,1.57,2.58,11,10,1,0.909,0.27,1.43,10,9,1,0.900,0.27,-0.13,11,11,0,1.000,0.00,0.54,6,4,42.31,35.50
2,Craig Anderson,OTT,40,169.71666666667,29,26,3,0.897,1.06,-0.13,2.04,6,4,2,0.667,0.71,-0.67,8,8,0,1.000,0.00,0.70,7,6,1,0.857,0.35,-0.66,5,2,52.10,16.33
3,Ryan Miller,VAN,54,242.13333333333,37,35,2,0.946,0.50,1.67,2.8,8,8,0,1.000,0.00,1.77,11,9,2,0.818,0.50,-1.04,9,9,0,1.000,0.00,0.44,4,1,51.38,33.00
4,Michael Leighton,CAR,4,18.35,1,1,0,1.000,0.00,0.10,0.22,1,1,0,1.000,0.00,0.22,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,28.00,-
5,Henrik Lundqvist,NYR,57,245.1,37,32,5,0.865,1.22,-1.33,3.35,14,11,3,0.786,0.73,0.10,8,6,2,0.750,0.49,-1.30,10,10,0,1.000,0.00,0.49,4,3,41.38,23.80
6,Peter Budaj,"L.A, T.B",60,269.3,35,32,3,0.914,0.67,0.47,2.73,9,8,1,0.889,0.22,0.99,10,9,1,0.900,0.22,-0.13,9,8,1,0.889,0.22,-0.56,4,1,44.97,33.67
7,Mike Smith,ARI,55,241.98333333333,37,32,5,0.865,1.24,-1.33,2.96,7,4,3,0.571,0.74,-1.45,14,12,2,0.857,0.50,-0.78,8,8,0,1.000,0.00,0.39,5,0,46.54,19.60
8,Kari Lehtonen,DAL,59,256.76666666667,41,34,7,0.829,1.64,-2.94,3.97,14,11,3,0.786,0.70,0.10,11,10,1,0.909,0.23,-0.04,12,9,3,0.750,0.70,-2.42,7,4,35.34,29.43
9,Curtis McElhinney,"CBJ, TOR",21,86.366666666667,8,7,1,0.875,0.69,-0.21,0.92,2,2,0,1.000,0.00,0.44,3,2,1,0.667,0.69,-0.74,1,1,0,1.000,0.00,0.05,2,1,51.63,30.00
10,Cam Ward,CAR,61,263.85,23,19,4,0.826,0.91,-1.72,2.75,9,6,3,0.667,0.68,-1.01,6,6,0,1.000,0.00,0.52,4,3,1,0.750,0.23,-0.81,5,2,41.09,16.50
11,Marc-Andre Fleury,PIT,38,170.63333333333,23,22,1,0.957,0.35,1.28,2.38,10,9,1,0.900,0.35,1.21,3,3,0,1.000,0.00,0.26,2,2,0,1.000,0.00,0.10,0,2,59.48,11.00
12,Corey Crawford,CHI,55,257.7,39,36,3,0.923,0.70,0.86,3.08,9,6,3,0.667,0.70,-1.01,19,19,0,1.000,0.00,1.66,6,6,0,1.000,0.00,0.29,7,1,38.08,11.67
13,Jimmy Howard,DET,26,123.33333333333,21,20,1,0.952,0.49,1.08,1.86,7,6,1,0.857,0.49,0.55,3,3,0,1.000,0.00,0.26,4,4,0,1.000,0.00,0.19,6,2,62.86,16.00
