id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Roberto Luongo,FLA,35,170.53333333333,36,35,1,0.972,0.35,2.12,2.71,8,8,0,1.000,0.00,1.85,8,8,0,1.000,0.00,0.81,7,6,1,0.857,0.35,-0.82,10,4,72.42,33.00
2,Craig Anderson,OTT,58,269.95,50,46,4,0.920,0.89,0.33,3.58,16,14,2,0.875,0.44,1.70,12,10,2,0.833,0.44,-0.78,7,7,0,1.000,0.00,0.18,6,1,61.46,20.75
3,Ryan Miller,ANA,28,87.9,18,17,1,0.944,0.68,0.56,1.01,2,2,0,1.000,0.00,0.46,5,4,1,0.800,0.68,-0.49,3,3,0,1.000,0.00,0.08,3,2,82.67,8.00
4,Henrik Lundqvist,NYR,63,273.4,48,46,2,0.958,0.44,2.16,3.23,11,9,2,0.818,0.44,0.55,9,9,0,1.000,0.00,0.91,9,9,0,1.000,0.00,0.24,12,1,80.83,19.50
5,Peter Budaj,T.B,8,49.166666666667,7,6,1,0.857,1.22,-0.39,0.91,3,2,1,0.667,1.22,-0.31,0,0,0,-,0.00,0.00,3,3,0,1.000,0.00,0.08,2,1,44.43,16.00
6,Mike Smith,CGY,55,279.46666666667,49,44,5,0.898,1.07,-0.76,3.49,12,7,5,0.583,1.07,-2.22,9,9,0,1.000,0.00,0.91,11,11,0,1.000,0.00,0.29,7,1,64.63,16.20
7,Mike McKenna,DAL,2,1.9833333333333,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
8,Kari Lehtonen,DAL,37,135.01666666667,29,25,4,0.862,1.78,-1.49,2.23,8,5,3,0.625,1.33,-1.15,5,4,1,0.800,0.44,-0.49,6,6,0,1.000,0.00,0.16,6,1,64.31,18.75
9,Curtis McElhinney,TOR,18,61,10,9,1,0.900,0.98,-0.13,0.8,3,3,0,1.000,0.00,0.69,4,3,1,0.750,0.98,-0.59,0,0,0,-,0.00,0.00,1,0,61.10,33.00
10,Cam Ward,CAR,43,193.4,25,21,4,0.840,1.24,-1.83,1.86,10,7,3,0.700,0.93,-0.69,3,3,0,1.000,0.00,0.30,4,3,1,0.750,0.31,-0.90,4,0,64.32,14.75
11,Marc-Andre Fleury,VGK,46,205.7,27,25,2,0.926,0.58,0.34,1.9,8,6,2,0.750,0.58,-0.15,2,2,0,1.000,0.00,0.20,6,6,0,1.000,0.00,0.16,2,2,67.00,13.00
12,Corey Crawford,CHI,28,170.58333333333,29,27,2,0.931,0.70,0.51,2.58,12,11,1,0.917,0.35,1.78,3,3,0,1.000,0.00,0.30,6,5,1,0.833,0.35,-0.84,3,1,56.00,16.50
13,Jimmy Howard,DET,60,266.1,37,35,2,0.946,0.45,1.20,2.88,10,8,2,0.800,0.45,0.31,14,14,0,1.000,0.00,1.42,3,3,0,1.000,0.00,0.08,2,0,54.32,18.00
14,Jaroslav Halak,NYI,54,257.2,54,47,7,0.870,1.63,-2.32,4.1,21,14,7,0.667,1.63,-2.14,10,10,0,1.000,0.00,1.01,9,9,0,1.000,0.00,0.24,13,2,57.83,15.86
15,Brian Elliott,PHI,43,213.03333333333,41,35,6,0.854,1.69,-2.45,3.69,10,6,4,0.600,1.13,-1.69,15,13,2,0.867,0.56,-0.48,7,7,0,1.000,0.00,0.18,9,3,56.00,24.00
16,Al Montoya,"EDM, MTL",13,59.25,9,8,1,0.889,1.01,-0.22,0.54,3,2,1,0.667,1.01,-0.31,0,0,0,-,0.00,0.00,3,3,0,1.000,0.00,0.08,1,0,62.89,6.00
17,Devan Dubnyk,MIN,60,248.56666666667,35,32,3,0.914,0.72,0.03,2.33,7,4,3,0.571,0.72,-1.38,5,5,0,1.000,0.00,0.51,5,5,0,1.000,0.00,0.13,7,1,91.54,24.33
18,Cory Schneider,N.J,40,195.11666666667,36,34,2,0.944,0.62,1.12,2.89,6,6,0,1.000,0.00,1.39,16,14,2,0.875,0.62,-0.38,9,9,0,1.000,0.00,0.24,6,2,45.75,31.50
19,Jeff Glass,CHI,15,61.933333333333,9,7,2,0.778,1.94,-1.22,0.78,2,1,1,0.500,0.97,-0.54,2,2,0,1.000,0.00,0.20,3,2,1,0.667,0.97,-0.92,1,1,62.00,20.50
20,Thomas Greiss,NYI,27,109.85,25,22,3,0.880,1.64,-0.83,1.54,4,3,1,0.750,0.55,-0.07,7,5,2,0.714,1.09,-1.29,7,7,0,1.000,0.00,0.18,3,0,57.92,22.00
21,Anton Khudobin,BOS,31,166.06666666667,42,39,3,0.929,1.08,0.64,3.14,13,10,3,0.769,1.08,0.01,7,7,0,1.000,0.00,0.71,10,10,0,1.000,0.00,0.26,6,4,56.45,11.67
22,Daniel Taylor,OTT,1,4,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
23,Pekka Rinne,NSH,59,296.86666666667,58,55,3,0.948,0.61,2.02,4.19,17,16,1,0.941,0.20,2.93,10,8,2,0.800,0.40,-0.99,12,12,0,1.000,0.00,0.31,6,3,62.84,17.33
24,Carey Price,MTL,49,217.26666666667,42,39,3,0.929,0.83,0.64,3.33,9,6,3,0.667,0.83,-0.92,16,16,0,1.000,0.00,1.62,6,6,0,1.000,0.00,0.16,7,2,60.74,14.33
25,Tuukka Rask,BOS,54,244.9,52,45,7,0.865,1.71,-2.50,4.13,18,11,7,0.611,1.71,-2.83,9,9,0,1.000,0.00,0.91,8,8,0,1.000,0.00,0.21,7,3,63.83,14.71
26,Ondrej Pavelec,NYR,19,73.75,11,8,3,0.727,2.44,-2.05,1.19,4,2,2,0.500,1.63,-1.07,3,2,1,0.667,0.81,-0.70,2,2,0,1.000,0.00,0.05,3,0,48.09,12.33
27,Jonathan Quick,L.A,64,279.05,57,54,3,0.947,0.65,1.94,4.11,12,10,2,0.833,0.43,0.78,13,12,1,0.923,0.22,0.32,7,7,0,1.000,0.00,0.18,12,4,81.04,17.67
28,Ben Bishop,DAL,53,240.45,50,47,3,0.940,0.75,1.33,2.25,7,6,1,0.857,0.25,0.62,7,6,1,0.857,0.25,-0.29,13,12,1,0.923,0.25,-0.66,6,2,83.08,23.33
29,Alex Stalock,MIN,28,130.48333333333,25,23,2,0.920,0.92,0.17,1.48,4,3,1,0.750,0.46,-0.07,6,5,1,0.833,0.46,-0.39,3,3,0,1.000,0.00,0.08,3,0,81.12,24.00
30,Chad Johnson,BUF,36,165.11666666667,21,18,3,0.857,1.09,-1.18,1.54,7,4,3,0.571,1.09,-1.38,3,3,0,1.000,0.00,0.30,7,7,0,1.000,0.00,0.18,1,2,49.95,12.67
31,Steve Mason,WPG,13,61.85,11,11,0,1.000,0.00,0.95,0.59,2,2,0,1.000,0.00,0.46,1,1,0,1.000,0.00,0.10,1,1,0,1.000,0.00,0.03,3,1,102.18,-
32,Reto Berra,ANA,5,13.416666666667,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
33,James Reimer,FLA,44,188.08333333333,25,24,1,0.960,0.32,1.17,1.7,9,8,1,0.889,0.32,1.08,3,3,0,1.000,0.00,0.30,7,7,0,1.000,0.00,0.18,2,1,54.52,11.00
34,Jonathan Bernier,COL,37,189.11666666667,27,21,6,0.778,1.90,-3.66,1.83,8,5,3,0.625,0.95,-1.15,8,6,2,0.750,0.63,-1.19,3,2,1,0.667,0.32,-0.92,2,3,62.30,22.83
35,Semyon Varlamov,COL,51,281.86666666667,45,40,5,0.889,1.06,-1.10,3.89,11,8,3,0.727,0.64,-0.45,13,12,1,0.923,0.21,0.32,7,6,1,0.857,0.21,-0.82,7,5,64.42,20.40
36,Michal Neuvirth,PHI,21,88.516666666667,15,12,3,0.800,2.03,-1.70,1.11,2,1,1,0.500,0.68,-0.54,4,2,2,0.500,1.36,-1.59,5,5,0,1.000,0.00,0.13,0,1,64.00,28.67
37,Scott Darling,CAR,43,197.35,32,30,2,0.938,0.61,0.77,2.82,8,7,1,0.875,0.30,0.85,13,12,1,0.923,0.30,0.32,7,7,0,1.000,0.00,0.18,5,0,39.91,21.00
38,Antti Niemi,"FLA, MTL, PIT",24,108.85,17,17,0,1.000,0.00,1.47,1.61,5,5,0,1.000,0.00,1.16,3,3,0,1.000,0.00,0.30,4,4,0,1.000,0.00,0.10,1,1,66.12,-
39,Jacob Markstrom,VAN,60,268.81666666667,57,53,4,0.930,0.89,0.94,4.12,15,13,2,0.867,0.45,1.47,19,18,1,0.947,0.22,0.93,7,6,1,0.857,0.22,-0.82,7,3,59.23,25.75
40,Jake Allen,STL,59,286.56666666667,40,34,6,0.850,1.26,-2.54,2.7,9,5,4,0.556,0.84,-1.92,8,7,1,0.875,0.21,-0.19,10,9,1,0.900,0.21,-0.74,5,0,67.28,21.33
41,Michael Hutchinson,WPG,3,7.35,2,0,2,0.000,16.33,-1.83,0.11,1,0,1,0.000,8.16,-0.77,1,0,1,0.000,8.16,-0.90,0,0,0,-,0.00,0.00,0,0,22.50,22.50
42,Braden Holtby,WSH,54,245.01666666667,34,30,4,0.882,0.98,-1.05,2.88,10,8,2,0.800,0.49,0.31,8,6,2,0.750,0.49,-1.19,7,7,0,1.000,0.00,0.18,6,1,54.21,16.75
43,Harri Sateri,FLA,9,42.283333333333,11,9,2,0.818,2.84,-1.05,0.56,2,1,1,0.500,1.42,-0.54,2,1,1,0.500,1.42,-0.80,3,3,0,1.000,0.00,0.08,1,0,81.18,26.00
44,Martin Jones,S.J,60,278.86666666667,57,55,2,0.965,0.43,2.94,4.26,18,16,2,0.889,0.43,2.17,8,8,0,1.000,0.00,0.81,13,13,0,1.000,0.00,0.34,11,3,58.53,11.00
45,Anders Nilsson,VAN,27,113.7,30,27,3,0.900,1.58,-0.40,2.22,12,11,1,0.917,0.53,1.78,4,2,2,0.500,1.06,-1.59,5,5,0,1.000,0.00,0.13,7,1,60.53,21.33
46,Robin Lehner,BUF,53,248.83333333333,53,46,7,0.868,1.69,-2.41,3.72,7,3,4,0.429,0.96,-2.38,14,11,3,0.786,0.72,-1.58,12,12,0,1.000,0.00,0.31,11,1,73.00,15.71
47,J-F Berube,CHI,13,39.966666666667,7,6,1,0.857,1.50,-0.39,0.72,4,3,1,0.750,1.50,-0.07,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,2,61.71,23.00
48,Darcy Kuemper,"ARI, L.A",29,115.75,30,27,3,0.900,1.56,-0.40,1.64,10,8,2,0.800,1.04,0.31,2,1,1,0.500,0.52,-0.80,7,7,0,1.000,0.00,0.18,4,1,71.07,9.67
49,Carter Hutton,STL,32,116.55,29,26,3,0.897,1.54,-0.49,2.25,7,4,3,0.571,1.54,-1.38,7,7,0,1.000,0.00,0.71,7,7,0,1.000,0.00,0.18,4,1,55.48,14.00
