id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Craig Anderson,BUF,31,1529.4166666667,752,675,77,0.898,3.02,-13.71,64.72,217,175,42,0.806,1.65,-4.20,192,166,26,0.865,1.02,-8.69,310,302,8,0.974,0.31,1.44,42,81,34.06,20.18
2,Mike Smith,EDM,28,1276.1166666667,652,603,49,0.925,2.30,5.87,52.66,164,139,25,0.848,1.18,3.57,177,160,17,0.904,0.80,-1.05,270,264,6,0.978,0.28,2.22,42,65,36.38,21.92
3,Marc-Andre Fleury,"CHI, MIN",56,2627.3333333333,1364,1254,110,0.919,2.51,4.80,106.47,321,262,59,0.816,1.35,-3.08,403,370,33,0.918,0.75,3.32,599,581,18,0.970,0.41,0.24,80,147,33.57,22.76
4,Jaroslav Halak,VAN,17,656.91666666667,328,301,27,0.918,2.47,0.61,27.37,96,80,16,0.833,1.46,0.72,96,87,9,0.906,0.82,-0.35,123,121,2,0.984,0.18,1.75,22,34,33.81,19.15
5,Brian Elliott,T.B,19,836.3,376,347,29,0.923,2.08,2.65,29.36,85,70,15,0.824,1.08,-0.19,105,94,11,0.895,0.79,-1.54,168,165,3,0.982,0.22,2.12,20,32,36.06,20.83
6,Cory Schneider,NYI,1,48.666666666667,23,21,2,0.913,2.47,-0.06,2.47,6,5,1,0.833,1.23,0.05,7,6,1,0.857,1.23,-0.37,10,10,0,1.000,0.00,0.30,1,3,31.52,16.50
7,Thomas Greiss,DET,31,1225.5166666667,685,617,68,0.901,3.33,-10.35,56.56,189,152,37,0.804,1.81,-4.08,203,184,19,0.906,0.93,-0.70,271,259,12,0.956,0.59,-3.75,32,66,32.98,21.04
8,Anton Khudobin,DAL,9,367.71666666667,174,158,16,0.908,2.61,-1.36,12.94,43,34,9,0.791,1.47,-1.51,54,50,4,0.926,0.65,0.87,66,63,3,0.955,0.49,-0.99,12,12,35.09,18.75
9,Carey Price,MTL,5,246.01666666667,121,106,15,0.876,3.66,-4.82,10.86,36,27,9,0.750,2.19,-2.73,39,36,3,0.923,0.73,0.52,35,32,3,0.914,0.73,-1.93,18,13,34.50,19.67
10,Tuukka Rask,BOS,4,154.93333333333,69,58,11,0.841,4.26,-5.19,5.06,20,13,7,0.650,2.71,-3.52,13,11,2,0.846,0.77,-0.83,29,27,2,0.931,0.77,-1.12,6,3,37.80,21.45
11,Jonathan Quick,L.A,46,2145.3666666667,994,919,75,0.925,2.10,8.66,91.55,298,251,47,0.842,1.31,4.91,243,222,21,0.914,0.59,0.90,399,393,6,0.985,0.17,6.15,44,144,33.39,18.40
12,Alex Stalock,S.J,1,35.4,21,15,6,0.714,10.17,-4.23,2.01,9,4,5,0.444,8.47,-3.43,2,2,0,1.000,0.00,0.18,10,9,1,0.900,1.69,-0.70,0,3,33.05,16.17
13,James Reimer,S.J,48,2145.4833333333,1146,1045,101,0.912,2.82,-4.55,96.12,275,224,51,0.815,1.43,-3.10,311,274,37,0.881,1.03,-8.97,508,496,12,0.976,0.34,3.47,68,121,36.48,22.95
14,Jonathan Bernier,N.J,10,395.53333333333,193,178,15,0.922,2.28,1.24,15.17,47,36,11,0.766,1.67,-2.81,46,43,3,0.935,0.46,1.15,90,89,1,0.989,0.15,1.74,11,18,36.76,16.07
15,Semyon Varlamov,NYI,31,1474.9666666667,803,730,73,0.909,2.97,-5.42,69.4,229,187,42,0.817,1.71,-2.11,237,215,22,0.907,0.89,-0.64,310,301,9,0.971,0.37,0.44,37,101,32.79,19.84
16,Jacob Markstrom,CGY,63,2979.35,1383,1283,100,0.928,2.01,16.40,113.37,366,312,54,0.852,1.09,9.75,371,336,35,0.906,0.70,-1.56,572,561,11,0.981,0.22,6.42,83,147,35.28,21.18
17,Jake Allen,MTL,35,1567.1333333333,884,814,70,0.921,2.68,4.40,75.64,248,204,44,0.823,1.68,-0.80,252,238,14,0.944,0.54,8.71,343,332,11,0.968,0.42,-0.55,70,108,34.42,19.64
18,Michael Hutchinson,TOR,2,64.483333333333,35,30,5,0.857,4.65,-2.05,3.32,16,13,3,0.813,2.79,-0.21,7,7,0,1.000,0.00,0.63,11,9,2,0.818,1.86,-1.67,11,4,32.00,30.60
19,Braden Holtby,DAL,24,1047.9666666667,561,518,43,0.923,2.46,4.22,44.38,143,118,25,0.825,1.43,-0.09,152,138,14,0.908,0.80,-0.30,241,237,4,0.983,0.23,3.34,37,62,36.01,19.33
20,Harri Sateri,ARI,6,246.06666666667,121,105,16,0.868,3.90,-5.82,12.1,39,30,9,0.769,2.19,-2.21,31,28,3,0.903,0.73,-0.21,48,44,4,0.917,0.98,-2.54,1,15,31.96,18.88
21,Dustin Tokarski,BUF,29,1378.5666666667,722,656,66,0.909,2.87,-5.23,56.81,205,165,40,0.805,1.74,-4.29,168,151,17,0.899,0.74,-1.86,323,314,9,0.972,0.39,0.84,28,76,35.52,18.38
22,Martin Jones,PHI,35,1621.5166666667,910,826,84,0.908,3.11,-7.41,75.38,240,191,49,0.796,1.81,-7.19,254,230,24,0.906,0.89,-1.11,370,359,11,0.970,0.41,0.27,53,111,36.30,20.85
23,Mikko Koskinen,EDM,45,2117.0333333333,1100,1001,99,0.910,2.81,-6.42,90.47,285,234,51,0.821,1.45,-1.36,336,309,27,0.920,0.77,3.29,436,415,21,0.952,0.60,-7.72,88,121,33.87,22.85
24,Robin Lehner,VGK,44,2121.65,1036,946,90,0.913,2.55,-2.81,89.17,302,249,53,0.825,1.50,-0.39,272,249,23,0.915,0.65,1.52,401,388,13,0.968,0.37,-0.79,68,139,34.59,19.93
25,J-F Berube,CBJ,6,251.26666666667,169,151,18,0.893,4.30,-3.78,14.14,49,40,9,0.816,2.15,-0.46,43,37,6,0.860,1.43,-2.12,69,66,3,0.957,0.72,-0.90,7,20,32.99,17.39
26,Darcy Kuemper,COL,57,2576.4333333333,1351,1254,97,0.928,2.26,16.70,104.75,357,308,49,0.863,1.14,13.19,342,311,31,0.909,0.72,-0.17,585,568,17,0.971,0.40,0.81,100,172,36.09,23.11
27,Carter Hutton,ARI,3,92.083333333333,45,35,10,0.778,6.52,-6.21,3.27,11,8,3,0.727,1.95,-1.08,14,10,4,0.714,2.61,-2.74,19,16,3,0.842,1.95,-2.42,1,1,32.89,24.30
28,Cam Talbot,MIN,49,2270.1666666667,1132,1043,89,0.921,2.35,6.27,78.77,262,212,50,0.809,1.32,-4.36,299,274,25,0.916,0.66,1.95,511,497,14,0.973,0.37,1.56,81,93,37.51,20.53
29,Sergei Bobrovsky,FLA,54,2460.1,1200,1102,98,0.918,2.39,3.00,104.63,369,315,54,0.854,1.32,10.28,315,288,27,0.914,0.66,1.39,446,429,17,0.962,0.41,-3.42,75,182,34.41,20.34
30,Calvin Pickard,DET,3,92.233333333333,53,49,4,0.925,2.60,0.46,2.86,10,8,2,0.800,1.30,-0.26,15,13,2,0.867,1.30,-0.65,26,26,0,1.000,0.00,0.79,3,2,39.26,20.50
31,Jack Campbell,TOR,49,2296.7833333333,1161,1065,96,0.917,2.51,1.71,88.73,290,228,62,0.786,1.62,-11.48,337,313,24,0.929,0.63,6.38,467,457,10,0.979,0.26,4.22,73,101,35.87,18.99
32,Scott Wedgewood,"ARI, DAL, N.J",37,1739.7166666667,974,893,81,0.917,2.79,0.97,82.77,267,219,48,0.820,1.66,-1.49,248,231,17,0.931,0.59,5.35,417,402,15,0.964,0.52,-2.30,67,123,35.06,21.07
33,Philipp Grubauer,SEA,55,2537.6666666667,1188,1063,125,0.895,2.96,-25.01,93.87,301,233,68,0.774,1.61,-15.57,306,267,39,0.873,0.92,-11.42,519,501,18,0.965,0.43,-2.20,75,152,35.78,21.70
34,Louis Domingue,PIT,2,98.266666666667,66,63,3,0.955,1.83,2.55,4.98,22,19,3,0.864,1.83,0.83,16,16,0,1.000,0.00,1.44,23,23,0,1.000,0.00,0.70,7,9,35.80,8.67
35,Petr Mrazek,TOR,20,854.13333333333,410,365,45,0.890,3.16,-10.49,32.72,107,82,25,0.766,1.76,-6.36,98,83,15,0.847,1.05,-6.17,183,178,5,0.973,0.35,0.57,31,44,36.60,19.60
36,Frederik Andersen,CAR,52,2394.5333333333,1113,1031,82,0.926,2.05,11.67,98.53,311,261,50,0.839,1.25,4.17,275,256,19,0.931,0.48,5.79,471,458,13,0.972,0.33,1.34,70,143,34.91,19.12
37,Michael Houser,BUF,2,94.133333333333,54,52,2,0.963,1.27,2.54,2.89,5,5,0,1.000,0.00,0.87,19,17,2,0.895,1.27,-0.29,29,29,0,1.000,0.00,0.88,2,8,40.63,27.00
38,Keith Kinkaid,NYR,1,52.216666666667,27,26,1,0.963,1.15,1.27,1.65,6,5,1,0.833,1.15,0.05,7,7,0,1.000,0.00,0.63,14,14,0,1.000,0.00,0.43,2,1,36.89,14.00
39,Laurent Brossoit,VGK,24,1035.8333333333,457,417,40,0.912,2.32,-1.54,41.96,141,119,22,0.844,1.27,2.56,126,115,11,0.913,0.64,0.36,163,156,7,0.957,0.41,-2.04,31,61,33.67,21.00
40,Anton Forsberg,OTT,46,2064.0166666667,1129,1041,88,0.922,2.56,7.02,89.92,303,257,46,0.848,1.34,6.78,298,267,31,0.896,0.90,-4.14,462,451,11,0.976,0.32,3.07,58,119,35.78,20.26
41,Garret Sparks,L.A,2,62.016666666667,33,30,3,0.909,2.90,-0.22,2.11,8,5,3,0.625,2.90,-1.61,9,9,0,1.000,0.00,0.81,15,15,0,1.000,0.00,0.46,0,5,34.30,17.33
42,Jordan Binnington,STL,37,1728.2166666667,934,849,85,0.909,2.95,-6.39,79.59,250,212,38,0.848,1.32,5.55,274,245,29,0.894,1.01,-4.30,375,358,17,0.955,0.59,-5.58,61,110,33.22,22.49
43,Magnus Hellberg,DET,1,51.816666666667,20,17,3,0.850,3.47,-1.32,1.74,8,6,2,0.750,2.32,-0.61,4,3,1,0.750,1.16,-0.64,7,7,0,1.000,0.00,0.21,2,1,36.05,17.00
44,John Gibson,ANA,56,2629.2833333333,1391,1262,129,0.907,2.94,-11.93,121.09,391,326,65,0.834,1.48,3.11,365,326,39,0.893,0.89,-6.10,574,549,25,0.956,0.57,-7.52,64,161,33.41,20.95
45,Maxime Lagace,T.B,2,75.35,50,41,9,0.820,7.17,-4.79,4.41,22,15,7,0.682,5.57,-3.17,11,9,2,0.818,1.59,-1.01,16,16,0,1.000,0.00,0.49,0,6,29.36,17.78
46,Malcolm Subban,BUF,4,177.98333333333,111,99,12,0.892,4.05,-2.66,8.02,29,23,6,0.793,2.02,-0.95,41,38,3,0.927,1.01,0.70,41,38,3,0.927,1.01,-1.75,9,6,31.46,25.83
