id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Craig Anderson,WSH,4,128.61666666667,54,50,4,0.926,1.87,0.47,4.03,12,10,2,0.833,0.93,0.15,15,13,2,0.867,0.93,-0.63,23,23,0,1.000,0.00,0.62,3,6,34.96,20.50
2,Ryan Miller,ANA,16,712.6,338,299,39,0.885,3.28,-11.04,27.14,93,72,21,0.774,1.77,-4.32,102,90,12,0.882,1.01,-2.69,136,130,6,0.956,0.51,-2.32,14,48,33.73,21.28
3,Mike Smith,EDM,32,1522.4666666667,737,683,54,0.927,2.13,6.98,54.68,180,151,29,0.839,1.14,3.28,221,203,18,0.919,0.71,2.18,299,292,7,0.977,0.28,1.08,46,71,35.36,19.39
4,Curtis McElhinney,T.B,12,554.05,224,196,28,0.875,3.03,-9.47,13.82,50,37,13,0.740,1.41,-4.03,64,52,12,0.813,1.30,-6.16,97,94,3,0.969,0.32,-0.38,8,11,36.69,19.29
5,Marc-Andre Fleury,VGK,36,1750.5333333333,819,761,58,0.929,1.99,9.76,67.69,224,191,33,0.853,1.13,7.18,226,207,19,0.916,0.65,1.63,324,318,6,0.981,0.21,2.76,42,114,34.52,17.88
6,Jaroslav Halak,BOS,19,862.01666666667,364,332,32,0.912,2.23,-1.88,25.4,86,70,16,0.814,1.11,-0.58,94,84,10,0.894,0.70,-1.42,156,150,6,0.962,0.42,-1.78,14,32,39.24,22.31
7,Brian Elliott,PHI,30,1301,590,528,62,0.895,2.86,-13.19,43.7,155,124,31,0.800,1.43,-3.20,137,118,19,0.861,0.88,-6.49,272,260,12,0.956,0.55,-4.65,22,67,37.02,22.73
8,Devan Dubnyk,"COL, S.J",22,932.95,460,416,44,0.904,2.83,-5.94,33.85,119,95,24,0.798,1.54,-2.66,118,106,12,0.898,0.77,-1.23,209,201,8,0.962,0.51,-2.35,17,54,34.74,21.64
9,Thomas Greiss,DET,34,1423.1333333333,692,642,50,0.928,2.11,7.25,46.67,142,116,26,0.817,1.10,-0.53,196,181,15,0.923,0.63,2.89,322,313,9,0.972,0.38,-0.29,28,63,37.77,23.34
10,Anton Khudobin,DAL,32,1444.2666666667,599,551,48,0.920,1.99,1.56,41.92,140,115,25,0.821,1.04,0.11,167,157,10,0.940,0.42,5.25,251,238,13,0.948,0.54,-6.21,27,54,37.29,24.56
11,Pekka Rinne,NSH,24,1030.1833333333,519,477,42,0.919,2.45,0.94,33.56,122,100,22,0.820,1.28,-0.12,123,111,12,0.902,0.70,-0.77,251,243,8,0.968,0.47,-1.21,27,41,35.12,20.33
12,Carey Price,MTL,25,1207.1833333333,491,454,37,0.925,1.84,3.62,36.76,113,95,18,0.841,0.89,2.27,134,117,17,0.873,0.84,-4.77,207,205,2,0.990,0.10,3.60,28,52,38.97,19.68
13,Tuukka Rask,BOS,24,1107.45,472,433,39,0.917,2.11,0.05,35.96,128,106,22,0.828,1.19,0.96,126,116,10,0.921,0.54,1.50,188,181,7,0.963,0.38,-1.92,30,53,36.72,23.56
14,Jonathan Quick,L.A,22,955.03333333333,437,389,48,0.890,3.02,-11.84,38.86,125,96,29,0.768,1.82,-6.58,126,114,12,0.905,0.75,-0.50,167,161,6,0.964,0.38,-1.48,14,72,34.40,21.44
15,James Reimer,CAR,22,1036.4,479,441,38,0.921,2.20,1.63,37.78,135,111,24,0.822,1.39,0.21,129,120,9,0.930,0.52,2.78,193,188,5,0.974,0.29,0.22,19,50,34.15,16.74
16,Jonathan Bernier,DET,24,1058.4166666667,623,575,48,0.923,2.72,3.54,47.97,167,139,28,0.832,1.59,1.95,151,137,14,0.907,0.79,-0.22,284,278,6,0.979,0.34,1.68,20,71,34.14,20.77
17,Semyon Varlamov,NYI,36,1765.5833333333,831,779,52,0.937,1.77,16.75,59.2,189,160,29,0.847,0.99,4.90,256,242,14,0.945,0.48,9.37,352,343,9,0.974,0.31,0.52,39,75,35.05,22.33
18,Jacob Markstrom,CGY,43,1970,894,820,74,0.917,2.25,-0.04,63.28,218,175,43,0.803,1.31,-3.90,242,219,23,0.905,0.70,-0.91,392,384,8,0.980,0.24,2.60,35,74,36.00,20.23
19,Jake Allen,MTL,29,1362.7,628,573,55,0.912,2.42,-3.04,46.6,179,144,35,0.804,1.54,-2.90,146,132,14,0.904,0.62,-0.67,272,266,6,0.978,0.26,1.35,45,58,36.59,19.78
20,Michael Hutchinson,TOR,8,349.2,174,161,13,0.925,2.23,1.40,11.08,31,25,6,0.806,1.03,-0.44,48,43,5,0.896,0.86,-0.62,85,83,2,0.976,0.34,0.30,10,7,38.59,19.92
21,Braden Holtby,VAN,21,1022.3666666667,573,511,62,0.892,3.64,-14.59,46,162,121,41,0.747,2.41,-11.94,175,160,15,0.914,0.88,0.98,222,216,6,0.973,0.35,0.00,34,51,33.06,18.98
22,Dustin Tokarski,BUF,13,587.31666666667,347,317,30,0.914,3.06,-1.29,25.22,83,72,11,0.867,1.12,3.89,81,72,9,0.889,0.92,-1.61,170,160,10,0.941,1.02,-5.40,15,36,37.30,26.80
23,Martin Jones,S.J,34,1476.4166666667,749,679,70,0.907,2.84,-8.03,59.58,191,154,37,0.806,1.50,-2.74,200,179,21,0.895,0.85,-2.74,324,312,12,0.963,0.49,-3.24,43,83,36.02,21.11
24,Mikko Koskinen,EDM,26,1170.55,606,547,59,0.903,3.02,-8.86,44.35,145,116,29,0.800,1.49,-2.99,174,153,21,0.879,1.08,-5.12,258,249,9,0.965,0.46,-2.02,25,61,35.74,20.54
25,Robin Lehner,VGK,19,937.95,393,357,36,0.908,2.30,-3.49,35.11,123,100,23,0.813,1.47,-0.94,86,79,7,0.919,0.45,0.85,156,150,6,0.962,0.38,-1.78,27,55,33.94,22.08
26,Darcy Kuemper,ARI,27,1220.3,529,482,47,0.911,2.31,-3.23,40.78,132,106,26,0.803,1.28,-2.32,142,126,16,0.887,0.79,-3.04,229,224,5,0.978,0.25,1.19,32,78,36.34,20.36
27,Carter Hutton,BUF,13,578.35,290,257,33,0.886,3.42,-9.01,22.92,80,59,21,0.738,2.18,-6.65,65,57,8,0.877,0.83,-2.07,134,130,4,0.970,0.41,-0.38,9,25,34.98,18.94
28,Cam Talbot,MIN,33,1567.2166666667,785,727,58,0.926,2.22,6.95,54.32,161,131,30,0.814,1.15,-1.12,215,195,20,0.907,0.77,-0.37,375,367,8,0.979,0.31,2.14,28,82,37.72,21.69
29,Sergei Bobrovsky,FLA,31,1412.9,695,635,60,0.914,2.55,-2.50,49.61,185,148,37,0.800,1.57,-3.82,194,177,17,0.912,0.72,0.71,288,282,6,0.979,0.25,1.79,24,94,35.50,19.70
30,Calvin Pickard,DET,6,248.25,112,98,14,0.875,3.38,-4.73,7.97,34,24,10,0.706,2.42,-3.90,28,24,4,0.857,0.97,-1.44,46,46,0,1.000,0.00,1.24,8,4,33.13,17.43
31,Jack Campbell,TOR,22,1046.3333333333,459,426,33,0.928,1.89,4.98,34.01,113,94,19,0.832,1.09,1.27,128,120,8,0.938,0.46,3.69,198,192,6,0.970,0.34,-0.65,19,33,35.80,19.64
32,Scott Wedgewood,N.J,16,732.86666666667,369,337,32,0.913,2.62,-1.47,28.74,108,91,17,0.843,1.39,2.37,107,98,9,0.916,0.74,0.77,144,139,5,0.965,0.41,-1.11,21,36,33.49,23.22
33,Philipp Grubauer,COL,40,1862.4666666667,738,680,58,0.921,1.87,3.06,54.37,192,161,31,0.839,1.00,3.44,195,176,19,0.903,0.61,-1.20,311,303,8,0.974,0.26,0.41,38,86,37.08,20.90
34,Louis Domingue,CGY,1,47.416666666667,22,19,3,0.864,3.80,-1.18,1.32,5,2,3,0.400,3.80,-2.10,9,9,0,1.000,0.00,0.82,8,8,0,1.000,0.00,0.22,0,2,32.09,18.33
35,Petr Mrazek,CAR,12,543.85,249,235,14,0.944,1.54,6.60,22.86,85,74,11,0.871,1.21,4.25,62,60,2,0.968,0.22,3.66,94,93,1,0.989,0.11,1.54,12,34,31.55,14.93
36,Frederik Andersen,TOR,24,1160.4333333333,537,494,43,0.920,2.22,1.43,41.66,144,118,26,0.819,1.34,-0.17,132,123,9,0.932,0.47,3.05,237,229,8,0.966,0.41,-1.59,34,42,35.66,18.84
37,Michael Houser,BUF,4,213.83333333333,123,111,12,0.902,3.37,-1.82,8.02,30,26,4,0.867,1.12,1.38,28,23,5,0.821,1.40,-2.44,62,59,3,0.952,0.84,-1.32,3,9,35.85,27.00
38,Keith Kinkaid,NYR,9,390.41666666667,162,145,17,0.895,2.61,-3.60,12.26,47,36,11,0.766,1.69,-2.57,36,33,3,0.917,0.46,0.29,69,66,3,0.957,0.46,-1.13,10,20,36.15,19.82
39,Laurent Brossoit,WPG,14,612.3,291,268,23,0.921,2.25,1.08,22.8,79,69,10,0.873,0.98,4.17,85,76,9,0.894,0.88,-1.24,116,112,4,0.966,0.39,-0.86,10,29,32.84,23.70
40,Anton Forsberg,OTT,8,371.86666666667,210,191,19,0.910,3.07,-1.63,16.17,62,54,8,0.871,1.29,3.12,55,46,9,0.836,1.45,-3.98,87,85,2,0.977,0.32,0.35,10,25,33.81,20.42
41,Jordan Binnington,STL,42,2000.2,946,871,75,0.921,2.25,3.27,75.29,239,195,44,0.816,1.32,-1.13,272,252,20,0.926,0.60,4.83,399,388,11,0.972,0.33,-0.21,52,126,35.48,20.43
42,John Gibson,ANA,35,1667.9833333333,840,771,69,0.918,2.48,0.50,69.75,250,202,48,0.808,1.73,-3.16,239,221,18,0.925,0.65,3.82,331,328,3,0.991,0.11,5.95,37,112,32.20,17.61
43,Christopher Gibson,T.B,2,96.4,32,28,4,0.875,2.49,-1.35,2.41,8,7,1,0.875,0.62,0.43,8,6,2,0.750,1.24,-1.27,13,12,1,0.923,0.62,-0.65,1,3,35.22,28.50
44,Maxime Lagace,PIT,1,52.033333333333,24,24,0,1.000,0.00,1.99,1.49,8,8,0,1.000,0.00,1.43,4,4,0,1.000,0.00,0.37,9,9,0,1.000,0.00,0.24,4,1,38.67,-
45,Oscar Dansk,VGK,1,42,21,18,3,0.857,4.29,-1.26,1.43,6,5,1,0.833,1.43,0.08,6,4,2,0.667,2.86,-1.45,9,9,0,1.000,0.00,0.24,1,1,30.19,26.00
46,Malcolm Subban,CHI,16,686.18333333333,378,341,37,0.902,3.24,-5.73,29.25,112,87,25,0.777,2.19,-4.91,99,92,7,0.929,0.61,2.04,149,144,5,0.966,0.44,-0.97,17,43,33.34,17.76
47,Andrei Vasilevskiy,T.B,42,1977.55,974,909,65,0.933,1.97,15.58,70.53,274,239,35,0.872,1.06,14.14,293,271,22,0.925,0.67,4.75,369,361,8,0.978,0.24,1.98,44,91,34.26,21.77
48,Matt Murray,OTT,27,1095.3,579,522,57,0.902,3.12,-9.10,42.56,142,115,27,0.810,1.48,-1.53,154,132,22,0.857,1.21,-7.94,264,256,8,0.970,0.44,-0.86,20,55,36.23,23.04
49,Chris Driedger,FLA,23,1068.6,498,469,29,0.942,1.63,12.20,36.12,116,97,19,0.836,1.07,1.81,122,118,4,0.967,0.22,7.14,228,223,5,0.978,0.28,1.16,28,55,38.14,23.97
50,Joonas Korpisalo,CBJ,33,1455.7333333333,745,674,71,0.905,2.93,-9.36,56.39,192,152,40,0.792,1.65,-5.56,208,187,21,0.899,0.87,-2.01,314,304,10,0.968,0.41,-1.51,35,76,34.99,22.97
51,Anthony Stolarz,ANA,8,383.81666666667,186,172,14,0.925,2.19,1.39,13.76,46,35,11,0.761,1.72,-2.75,50,48,2,0.960,0.31,2.56,78,77,1,0.987,0.16,1.11,7,17,35.50,21.14
52,Connor Hellebuyck,WPG,45,2113.05,1041,963,78,0.925,2.21,8.13,86.75,293,244,49,0.833,1.39,3.55,280,256,24,0.914,0.68,1.56,422,418,4,0.991,0.11,7.41,38,125,34.62,19.40
53,Linus Ullmark,BUF,20,916.83333333333,473,443,30,0.937,1.96,9.13,32.31,101,87,14,0.861,0.92,4.12,126,115,11,0.913,0.72,0.50,230,225,5,0.978,0.33,1.22,17,42,37.73,23.73
54,Aaron Dell,N.J,7,252.71666666667,125,110,15,0.880,3.56,-4.66,9.5,33,27,6,0.818,1.42,-0.08,29,23,6,0.793,1.42,-3.35,58,55,3,0.948,0.71,-1.43,4,14,35.05,24.47
55,Troy Grosenick,L.A,2,99.133333333333,67,62,5,0.925,3.03,0.54,5.63,22,18,4,0.818,2.42,-0.05,17,16,1,0.941,0.61,0.55,26,26,0,1.000,0.00,0.70,4,11,32.67,12.40
56,Antti Raanta,ARI,12,545.7,314,289,25,0.920,2.75,0.98,24.42,83,69,14,0.831,1.54,0.89,106,98,8,0.925,0.88,1.68,117,114,3,0.974,0.33,0.16,21,42,33.99,20.48
57,Cal Petersen,L.A,35,1646.7166666667,821,755,66,0.920,2.40,1.93,67.28,236,202,34,0.856,1.24,8.33,235,211,24,0.898,0.87,-2.55,309,302,7,0.977,0.26,1.35,42,121,33.99,23.11
58,Marcus Hogberg,OTT,14,520.95,257,227,30,0.883,3.46,-8.74,20.11,62,53,9,0.855,1.04,2.12,68,56,12,0.824,1.38,-5.79,112,105,7,0.938,0.81,-3.97,12,37,36.86,29.83
59,Juuse Saros,NSH,36,1657.0333333333,878,830,48,0.945,1.74,24.64,64.18,220,191,29,0.868,1.05,10.46,232,222,10,0.957,0.36,11.18,389,380,9,0.977,0.33,1.52,35,100,34.99,18.67
60,Tristan Jarry,PIT,39,1809.5,888,820,68,0.923,2.25,5.47,64.16,242,198,44,0.818,1.46,-0.60,206,192,14,0.932,0.46,4.81,411,401,10,0.976,0.33,1.11,40,83,34.77,18.97
61,Eric Comrie,N.J,1,47.066666666667,23,22,1,0.957,1.27,0.90,1.76,7,6,1,0.857,1.27,0.26,3,3,0,1.000,0.00,0.27,12,12,0,1.000,0.00,0.32,0,2,38.00,14.00
62,Thatcher Demko,VAN,35,1657.5833333333,901,832,69,0.923,2.50,5.54,72.39,232,194,38,0.836,1.38,3.61,278,251,27,0.903,0.98,-1.62,352,348,4,0.989,0.14,5.52,38,84,33.40,18.91
63,Alex Nedeljkovic,CAR,23,1130.4333333333,523,494,29,0.945,1.54,14.27,39.45,130,113,17,0.869,0.90,6.32,143,134,9,0.937,0.48,4.05,221,218,3,0.986,0.16,2.98,22,59,35.51,18.72
64,Vitek Vanecek,WSH,37,1714.7166666667,842,773,69,0.918,2.41,0.66,58.93,188,150,38,0.798,1.33,-4.28,208,190,18,0.913,0.63,0.99,391,379,12,0.969,0.42,-1.43,42,74,37.99,22.35
65,Jonas Johansson,"BUF, COL",15,664.46666666667,309,277,32,0.896,2.89,-6.43,23.46,97,81,16,0.835,1.44,1.40,80,66,14,0.825,1.26,-6.70,111,109,2,0.982,0.18,1.00,16,28,34.36,19.31
66,Elvis Merzlikins,CBJ,28,1266.3,696,640,56,0.920,2.65,1.58,47.69,161,132,29,0.820,1.37,-0.12,166,151,15,0.910,0.71,0.15,331,319,12,0.964,0.57,-3.05,37,85,38.14,22.23
67,Ilya Sorokin,NYI,22,1027.6166666667,476,438,38,0.920,2.22,1.38,35.41,115,93,22,0.809,1.28,-1.37,129,119,10,0.922,0.58,1.78,217,211,6,0.972,0.35,-0.13,22,48,34.47,22.13
68,Ville Husso,STL,17,739.68333333333,354,320,34,0.904,2.76,-4.71,26.92,92,75,17,0.815,1.38,-0.50,86,75,11,0.872,0.89,-3.15,158,152,6,0.962,0.49,-1.73,16,45,34.79,22.35
69,Kaapo Kahkonen,MIN,24,1125.1,545,495,50,0.908,2.67,-4.91,37.65,124,100,24,0.806,1.28,-1.76,155,138,17,0.890,0.91,-2.85,253,244,9,0.964,0.48,-2.16,24,66,35.47,22.94
70,Igor Shesterkin,NYR,35,1507.9833333333,786,729,57,0.927,2.27,8.03,61.14,226,198,28,0.876,1.11,12.53,193,174,19,0.902,0.76,-1.38,330,320,10,0.970,0.40,-1.08,39,68,35.00,22.49
71,Mackenzie Blackwood,N.J,35,1709.3166666667,868,793,75,0.914,2.63,-3.19,63.84,211,167,44,0.791,1.54,-6.16,239,221,18,0.925,0.63,3.82,397,384,13,0.967,0.46,-2.27,35,82,35.14,21.24
72,Dan Vladar,BOS,5,232.31666666667,106,95,11,0.896,2.84,-2.23,8.65,37,28,9,0.757,2.32,-2.36,25,23,2,0.920,0.52,0.28,40,40,0,1.000,0.00,1.08,6,12,31.52,15.91
73,Ilya Samsonov,WSH,19,865.2,384,350,34,0.911,2.36,-2.23,27.65,95,74,21,0.779,1.46,-3.96,104,95,9,0.913,0.62,0.49,165,161,4,0.976,0.28,0.46,8,37,36.31,21.82
74,Adin Hill,ARI,19,810.95,425,388,37,0.913,2.74,-1.84,35.17,130,109,21,0.838,1.55,2.32,118,106,12,0.898,0.89,-1.23,158,154,4,0.975,0.30,0.27,19,52,33.32,20.57
75,Joey Daccord,OTT,8,327.61666666667,173,158,15,0.913,2.75,-0.69,12.91,46,37,9,0.804,1.65,-0.75,42,37,5,0.881,0.92,-1.17,78,77,1,0.987,0.18,1.11,8,16,35.91,18.73
76,Casey DeSmith,PIT,20,904.18333333333,421,389,32,0.924,2.12,2.83,33.48,128,109,19,0.852,1.26,3.96,97,87,10,0.897,0.66,-1.14,167,164,3,0.982,0.20,1.52,19,51,35.79,17.13
77,Kasimir Kaskisuo,NSH,1,15.366666666667,3,3,0,1.000,0.00,0.25,0.37,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.09,2,2,0,1.000,0.00,0.05,0,0,31.00,-
78,Alex Lyon,PHI,6,258.51666666667,123,115,8,0.935,1.86,2.18,9.03,29,25,4,0.862,0.93,1.20,34,32,2,0.941,0.46,1.10,59,57,2,0.966,0.46,-0.40,5,12,34.66,21.13
79,Carter Hart,PHI,27,1157.2,568,504,64,0.887,3.32,-17.01,41.09,167,128,39,0.766,2.02,-9.05,134,117,17,0.873,0.88,-4.77,241,234,7,0.971,0.36,-0.48,25,59,35.40,20.06
80,Filip Gustavsson,OTT,9,373.71666666667,202,191,11,0.946,1.77,5.71,14.11,41,35,6,0.854,0.96,1.35,50,46,4,0.920,0.64,0.56,101,100,1,0.990,0.16,1.73,12,20,38.35,19.91
81,David Rittich,"CGY, TOR",19,793.95,373,342,31,0.917,2.34,-0.14,25.22,84,70,14,0.833,1.06,1.07,103,91,12,0.883,0.91,-2.60,164,160,4,0.976,0.30,0.43,25,29,38.67,24.45
82,Stuart Skinner,EDM,1,45,31,28,3,0.903,4.00,-0.44,2.86,9,8,1,0.889,1.33,0.61,7,6,1,0.857,1.33,-0.36,13,12,1,0.923,1.33,-0.65,2,6,38.03,28.33
83,Jake Oettinger,DAL,29,1321.3833333333,562,517,45,0.920,2.04,1.50,42.94,143,117,26,0.818,1.18,-0.35,141,131,10,0.929,0.45,2.87,252,243,9,0.964,0.41,-2.19,34,61,36.15,21.51
84,Ukko-Pekka Luukkonen,BUF,4,185.1,123,112,11,0.911,3.57,-0.82,8.78,28,22,6,0.786,1.94,-0.98,29,25,4,0.862,1.30,-1.35,57,56,1,0.982,0.32,0.54,6,10,38.20,21.00
85,Cayden Primeau,MTL,4,166.11666666667,74,63,11,0.851,3.97,-4.88,5.71,19,12,7,0.632,2.53,-3.59,19,15,4,0.789,1.44,-2.27,33,33,0,1.000,0.00,0.89,4,7,36.09,18.36
86,Hunter Miska,COL,5,209.78333333333,85,74,11,0.871,3.15,-3.97,6.32,24,19,5,0.792,1.43,-0.70,24,18,6,0.750,1.72,-3.81,36,36,0,1.000,0.00,0.97,4,15,34.59,20.18
87,Matiss Kivlenieks,CBJ,2,110.98333333333,61,57,4,0.934,2.16,1.05,3.79,15,12,3,0.800,1.62,-0.31,12,12,0,1.000,0.00,1.10,33,32,1,0.970,0.54,-0.11,1,3,33.85,22.00
88,Jeremy Swayman,BOS,10,492.55,226,215,11,0.951,1.34,7.70,14.79,46,41,5,0.891,0.61,3.25,58,56,2,0.966,0.24,3.29,114,110,4,0.965,0.49,-0.92,10,23,36.88,22.64
89,Logan Thompson,VGK,1,4.2166666666667,2,2,0,1.000,0.00,0.17,0.15,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.09,1,1,0,1.000,0.00,0.03,1,0,29.50,-
90,Josef Korenar,S.J,10,388.35,214,194,20,0.907,3.09,-2.29,16.31,58,47,11,0.810,1.70,-0.60,55,50,5,0.909,0.77,0.02,92,88,4,0.957,0.62,-1.51,10,21,33.63,20.40
91,Alexandar Georgiev,NYR,19,789.73333333333,382,350,32,0.916,2.43,-0.40,26.48,79,60,19,0.759,1.44,-4.83,115,107,8,0.930,0.61,2.50,175,170,5,0.971,0.38,-0.27,19,31,37.19,19.66
92,Collin Delia,CHI,6,272.03333333333,163,148,15,0.908,3.31,-1.51,14.09,52,45,7,0.865,1.54,2.33,36,34,2,0.944,0.44,1.29,70,64,6,0.914,1.32,-4.11,7,25,32.97,27.87
93,Kevin Lankinen,CHI,37,1758.6666666667,960,887,73,0.924,2.49,6.43,72.76,278,229,49,0.824,1.67,0.86,266,246,20,0.925,0.68,4.28,377,373,4,0.989,0.14,6.19,37,103,32.69,19.25
