id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assist,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
1,Zdeno Chara,WSH,D,55,141.35,0,0,0,0,0,0.00,4,0.00,0.11,6,5,0,0,0,0,2,1,1,0,0,1,5,3,8,2,17,0,0,-
2,Joe Thornton,TOR,C,44,0.36666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
3,Patrick Marleau,S.J,C,56,38.483333333333,0,0,0,0,0,-,1,0.00,0.15,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,54.55
4,Jason Spezza,TOR,C,54,42.316666666667,0,0,0,0,0,-,2,0.00,0.3,4,4,4,2,1,0,0,0,0,0,0,1,1,0,1,2,1,71,62,53.38
5,Mikko Koivu,CBJ,C,7,7.1666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,42.86
6,Valtteri Filppula,DET,C,38,19.45,0,0,0,0,0,-,2,0.00,0.14,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,42.86
7,Frans Nielsen,DET,C,29,44.333333333333,0,0,0,0,0,-,1,0.00,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,1,1,50.00
8,Duncan Keith,CHI,D,54,133.2,0,0,0,0,0,0.00,3,0.00,0.05,4,3,0,0,0,0,0,0,0,0,0,0,7,3,2,1,12,0,0,-
9,Eric Staal,"BUF, MTL",C,53,1.1666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00
10,Ryan Suter,MIN,D,56,107.45,0,0,0,0,0,0.00,6,0.00,0.13,6,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,7,0,0,-
11,Braydon Coburn,"NYI, OTT",D,19,48.7,0,1,0,1,1,100.00,1,0.00,0,1,1,0,0,0,0,2,1,1,0,0,0,2,2,3,0,3,0,0,-
12,Jeff Carter,"L.A, PIT",C,54,57.883333333333,0,0,0,0,0,-,5,0.00,0.42,6,6,3,2,1,0,0,0,0,0,0,1,0,0,2,0,9,18,27,40.00
13,Dustin Brown,L.A,R,49,1.6833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
14,Zach Parise,MIN,L,45,23.916666666667,0,0,0,0,0,-,2,0.00,0.37,2,2,2,1,1,0,0,0,0,0,0,2,0,2,0,0,1,2,2,50.00
15,Ryan Getzlaf,ANA,C,48,21.966666666667,0,0,0,0,0,-,2,0.00,0.24,2,2,1,1,1,0,0,0,0,0,0,3,0,2,2,0,2,25,22,53.19
16,Brent Burns,S.J,D,56,156.16666666667,0,1,0,1,1,50.00,3,0.00,0,5,4,0,0,0,0,0,0,0,0,0,2,6,4,5,0,13,0,0,-
17,Corey Perry,MTL,R,49,1.3666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-
18,Loui Eriksson,VAN,L,7,7.25,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-
19,Patrice Bergeron,BOS,C,54,86.883333333333,3,1,1,0,4,66.67,13,23.08,0.9,14,13,9,3,3,0,0,0,0,0,0,0,0,3,0,1,6,78,52,60.00
20,Shea Weber,MTL,D,48,133.6,0,0,0,0,0,0.00,3,0.00,0.04,6,5,0,0,0,0,6,2,2,0,0,1,7,2,7,3,16,0,0,-
21,David Backes,ANA,R,15,21,0,0,0,0,0,-,1,0.00,0.01,4,2,1,0,1,0,0,0,0,0,0,0,1,0,2,4,2,11,21,34.38
22,Brad Richardson,NSH,R,17,40.583333333333,0,0,0,0,0,-,0,-,0.04,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,16,20,44.44
23,Nate Thompson,WPG,C,44,60.433333333333,0,1,1,0,1,inf,2,0.00,0.25,3,3,3,1,0,0,0,0,0,0,0,1,2,3,5,1,7,28,24,53.85
24,Joe Pavelski,DAL,C,56,38.4,0,0,0,0,0,0.00,5,0.00,0.33,5,5,3,1,0,0,0,0,0,0,0,1,1,0,3,0,2,25,35,41.67
25,Mark Giordano,CGY,D,56,160.03333333333,0,0,0,0,0,0.00,6,0.00,0.03,8,6,0,0,0,0,2,1,1,0,0,1,10,5,5,3,26,0,0,-
26,Alex Ovechkin,WSH,L,45,0.76666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
27,Evgeni Malkin,PIT,C,33,2.7166666666667,0,0,0,0,0,-,1,0.00,0.18,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,100.00
28,Blake Wheeler,WPG,R,50,3.5666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
29,Alexander Radulov,DAL,R,11,0.96666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
30,Travis Zajac,"N.J, NYI",C,46,93.65,0,0,0,0,0,-,0,-,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,7,22,31,41.51
31,Blake Comeau,DAL,L,51,83.666666666667,0,2,2,0,2,200.00,4,0.00,0.32,6,5,4,0,0,0,0,0,0,0,0,2,0,5,2,0,1,4,12,25.00
32,Carl Soderberg,"CHI, COL",C,45,60.4,0,1,0,1,1,inf,3,0.00,0.23,3,3,2,1,0,0,0,0,0,0,0,0,1,3,3,2,5,14,11,56.00
33,Alex Goligoski,ARI,D,56,154,0,0,0,0,0,-,2,0.00,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,6,4,25,0,0,-
34,David Krejci,BOS,C,51,2.4833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,25.00
35,Andrej Sekera,DAL,D,46,116.36666666667,0,0,0,0,0,0.00,3,0.00,0.13,5,4,2,0,1,0,0,0,0,0,0,1,3,2,3,4,19,0,0,-
36,Alexander Edler,VAN,D,52,174.8,0,0,0,0,0,0.00,11,0.00,0.1,13,13,1,0,0,0,14,3,2,0,1,1,5,4,4,3,21,0,0,-
37,Paul Stastny,WPG,C,56,1.8333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,60.00
38,Sidney Crosby,PIT,C,55,8.85,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,13,45.83
39,Bobby Ryan,DET,R,33,1.1833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
40,Jack Johnson,NYR,D,13,23.666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,0,0,-
41,Anze Kopitar,L.A,C,56,110.93333333333,0,0,0,0,0,-,1,0.00,0.15,4,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,4,91,72,55.83
42,Marc Staal,DET,D,56,109.23333333333,0,0,0,0,0,-,5,0.00,0.2,6,6,2,0,0,0,0,0,0,0,0,1,5,4,3,1,12,0,0,-
43,T.J. Oshie,WSH,R,53,26.766666666667,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,6,4,60.00
44,Andrew Cogliano,DAL,C,54,78.15,1,0,0,0,1,100.00,8,12.50,0.68,13,10,7,1,1,0,0,0,0,0,0,2,1,2,0,0,4,0,0,-
45,James Neal,EDM,L,29,0.33333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
46,Marc-Edouard Vlasic,S.J,D,51,113.35,0,0,0,0,0,0.00,4,0.00,0.1,8,6,1,0,0,0,0,0,0,0,0,1,1,0,2,0,14,0,0,-
47,Kris Letang,PIT,D,55,80.716666666667,0,1,1,0,1,100.00,3,0.00,0.03,3,3,0,0,0,0,2,1,1,0,0,1,4,2,8,1,4,0,0,-
48,Kris Russell,EDM,D,35,68.966666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,9,0,0,-
49,Keith Yandle,FLA,D,56,2.4166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
