id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Roberto Luongo,FLA,43,198.66666666667,42,33,9,0.786,2.72,-5.46,3.94,14,9,5,0.643,1.51,-2.20,15,12,3,0.800,0.91,-1.33,5,4,1,0.800,0.30,-0.84,9,4,51.88,27.67
2,Craig Anderson,OTT,50,217.95,45,42,3,0.933,0.83,0.80,3.23,10,7,3,0.700,0.83,-1.00,11,11,0,1.000,0.00,1.22,12,12,0,1.000,0.00,0.39,4,5,61.24,11.00
3,Ryan Miller,ANA,20,73.883333333333,12,8,4,0.667,3.25,-2.99,1.06,4,2,2,0.500,1.62,-1.20,4,3,1,0.750,0.81,-0.55,2,1,1,0.500,0.81,-0.93,4,1,43.83,30.00
4,Henrik Lundqvist,NYR,52,224.36666666667,42,40,2,0.952,0.53,1.54,1.78,7,6,1,0.857,0.27,0.40,5,4,1,0.800,0.27,-0.44,6,6,0,1.000,0.00,0.20,5,1,100.71,24.00
5,Peter Budaj,L.A,3,4.3333333333333,1,1,0,1.000,0.00,0.08,0.01,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,110.00,-
6,Mike Smith,CGY,42,216.58333333333,41,39,2,0.951,0.55,1.46,3.1,12,12,0,1.000,0.00,2.40,10,9,1,0.900,0.28,0.11,5,4,1,0.800,0.28,-0.84,7,5,65.15,35.00
7,Mike McKenna,"OTT, PHI",11,41.933333333333,14,14,0,1.000,0.00,1.18,0.85,2,2,0,1.000,0.00,0.40,5,5,0,1.000,0.00,0.56,6,6,0,1.000,0.00,0.20,1,0,43.43,-
8,Curtis McElhinney,CAR,33,161.71666666667,34,32,2,0.941,0.74,0.87,2.16,7,5,2,0.714,0.74,-0.60,5,5,0,1.000,0.00,0.56,5,5,0,1.000,0.00,0.16,9,2,87.03,20.50
9,Cam Ward,CHI,33,138.76666666667,28,27,1,0.964,0.43,1.36,1.42,4,3,1,0.750,0.43,-0.20,6,6,0,1.000,0.00,0.67,2,2,0,1.000,0.00,0.07,4,4,89.25,11.00
10,Marc-Andre Fleury,VGK,61,293.8,47,45,2,0.957,0.41,1.97,3.1,9,7,2,0.778,0.41,-0.20,7,7,0,1.000,0.00,0.78,8,8,0,1.000,0.00,0.26,11,3,82.51,12.50
11,Corey Crawford,CHI,39,182.08333333333,25,23,2,0.920,0.66,0.11,1.63,9,7,2,0.778,0.66,-0.20,4,4,0,1.000,0.00,0.45,1,1,0,1.000,0.00,0.03,2,1,84.40,11.00
12,Jimmy Howard,DET,55,213.13333333333,44,39,5,0.886,1.41,-1.29,3.22,9,6,3,0.667,0.84,-1.20,12,11,1,0.917,0.28,0.34,9,8,1,0.889,0.28,-0.71,5,2,64.23,17.20
13,Jaroslav Halak,BOS,40,189.41666666667,48,45,3,0.938,0.95,1.05,4.68,20,17,3,0.850,0.95,0.99,12,12,0,1.000,0.00,1.34,3,3,0,1.000,0.00,0.10,10,5,53.15,11.33
14,Brian Elliott,PHI,26,122.45,26,23,3,0.885,1.47,-0.81,2.08,8,5,3,0.625,1.47,-1.40,6,6,0,1.000,0.00,0.67,5,5,0,1.000,0.00,0.16,3,2,66.35,13.33
15,Devan Dubnyk,MIN,67,292.48333333333,57,53,4,0.930,0.82,0.81,2.65,12,11,1,0.917,0.21,1.40,5,4,1,0.800,0.21,-0.44,11,9,2,0.818,0.41,-1.64,10,4,96.54,33.00
16,Cory Schneider,N.J,26,103.55,25,22,3,0.880,1.74,-0.89,2.41,10,7,3,0.700,1.74,-1.00,6,6,0,1.000,0.00,0.67,2,2,0,1.000,0.00,0.07,4,2,54.08,10.00
17,Thomas Greiss,NYI,43,197.46666666667,32,31,1,0.969,0.30,1.70,1.71,6,5,1,0.833,0.30,0.20,7,7,0,1.000,0.00,0.78,7,7,0,1.000,0.00,0.23,6,2,72.56,32.00
18,Anton Khudobin,DAL,41,149.76666666667,31,30,1,0.968,0.40,1.62,2.54,10,10,0,1.000,0.00,2.00,5,4,1,0.800,0.40,-0.44,5,5,0,1.000,0.00,0.16,4,3,68.52,17.00
