id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Martin Brodeur,STL,7,34.1,5,5,0,1.000,0.00,0.41,0.3,1,1,0,1.000,0.00,0.21,3,3,0,1.000,0.00,0.17,0,0,0,-,0.00,0.00,1,0,49.40,-
2,Evgeni Nabokov,T.B,11,41.033333333333,2,1,1,0.500,1.46,-0.84,0.11,1,1,0,1.000,0.00,0.21,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,2,0,77.50,138.00
3,Roberto Luongo,FLA,61,274.73333333333,37,34,3,0.919,0.66,0.00,2.79,14,11,3,0.786,0.66,-0.12,7,7,0,1.000,0.00,0.40,11,11,0,1.000,0.00,0.25,4,2,43.03,13.33
4,Scott Clemmensen,N.J,3,3.5666666666667,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
5,Jason LaBarbera,ANA,5,19.133333333333,5,5,0,1.000,0.00,0.41,0.23,1,1,0,1.000,0.00,0.21,1,1,0,1.000,0.00,0.06,1,1,0,1.000,0.00,0.02,0,0,60.20,-
6,Craig Anderson,OTT,35,190.33333333333,34,32,2,0.941,0.63,0.76,3.34,14,12,2,0.857,0.63,0.88,4,4,0,1.000,0.00,0.23,9,9,0,1.000,0.00,0.20,6,2,45.56,10.50
7,Rob Zepp,PHI,10,40.8,8,7,1,0.875,1.47,-0.35,0.72,5,4,1,0.800,1.47,0.03,1,1,0,1.000,0.00,0.06,1,1,0,1.000,0.00,0.02,1,0,28.00,8.00
8,Ryan Miller,VAN,45,197.16666666667,24,23,1,0.958,0.30,0.95,1.96,6,5,1,0.833,0.30,0.23,10,10,0,1.000,0.00,0.57,4,4,0,1.000,0.00,0.09,3,1,41.63,13.00
9,Ilya Bryzgalov,ANA,8,24.733333333333,3,1,2,0.333,4.85,-1.76,0.2,1,0,1,0.000,2.43,-0.79,1,0,1,0.000,2.43,-0.94,0,0,0,-,0.00,0.00,1,0,64.67,15.00
10,Dan Ellis,FLA,8,35.75,5,4,1,0.800,1.68,-0.59,0.36,2,2,0,1.000,0.00,0.41,2,1,1,0.500,1.68,-0.89,1,1,0,1.000,0.00,0.02,0,0,23.60,15.00
11,Henrik Lundqvist,NYR,46,195.06666666667,35,32,3,0.914,0.92,-0.16,2.56,11,9,2,0.818,0.62,0.26,9,8,1,0.889,0.31,-0.49,9,9,0,1.000,0.00,0.20,5,1,41.29,13.33
12,Ray Emery,PHI,31,126.3,21,18,3,0.857,1.43,-1.30,1.76,5,5,0,1.000,0.00,1.03,7,4,3,0.571,1.43,-2.60,7,7,0,1.000,0.00,0.16,4,0,39.62,31.67
13,Mike Smith,ARI,62,269.7,52,48,4,0.923,0.89,0.22,4.27,16,12,4,0.750,0.89,-0.71,15,15,0,1.000,0.00,0.85,14,14,0,1.000,0.00,0.31,9,0,43.67,15.25
14,Mike McKenna,ARI,1,2,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
15,Kari Lehtonen,DAL,65,348.23333333333,55,52,3,0.945,0.52,1.46,5.3,23,20,3,0.870,0.52,1.72,12,12,0,1.000,0.00,0.68,10,10,0,1.000,0.00,0.22,10,5,42.24,9.33
16,Curtis McElhinney,CBJ,32,130.2,9,8,1,0.889,0.46,-0.27,0.68,1,0,1,0.000,0.46,-0.79,4,4,0,1.000,0.00,0.23,2,2,0,1.000,0.00,0.04,2,0,57.33,7.00
17,Cam Ward,CAR,51,259.46666666667,30,27,3,0.900,0.69,-0.57,2.66,11,9,2,0.818,0.46,0.26,7,6,1,0.857,0.23,-0.60,8,8,0,1.000,0.00,0.18,9,1,44.07,16.67
18,Marc-Andre Fleury,PIT,64,321.53333333333,52,44,8,0.846,1.49,-3.78,4.09,21,13,8,0.619,1.49,-3.69,8,8,0,1.000,0.00,0.45,10,10,0,1.000,0.00,0.22,9,1,48.29,13.13
19,Corey Crawford,CHI,57,300.2,43,38,5,0.884,1.00,-1.51,4.03,11,7,4,0.636,0.80,-1.74,11,10,1,0.909,0.20,-0.38,17,17,0,1.000,0.00,0.38,4,2,37.60,13.40
20,Jimmy Howard,DET,53,280.45,42,39,3,0.929,0.64,0.41,3.21,9,7,2,0.778,0.43,-0.15,11,10,1,0.909,0.21,-0.38,15,15,0,1.000,0.00,0.34,8,1,44.83,13.33
21,Jaroslav Halak,NYI,59,295.25,40,39,1,0.975,0.20,2.25,3.47,13,12,1,0.923,0.20,1.67,12,12,0,1.000,0.00,0.68,5,5,0,1.000,0.00,0.11,7,1,51.93,12.00
22,Brian Elliott,STL,46,212.13333333333,31,26,5,0.839,1.41,-2.48,2.92,7,4,3,0.571,0.85,-1.56,12,11,1,0.917,0.28,-0.32,8,7,1,0.875,0.28,-0.82,5,2,38.06,20.20
23,Al Montoya,FLA,20,86.683333333333,12,10,2,0.833,1.38,-1.03,1.77,6,4,2,0.667,1.38,-0.77,1,1,0,1.000,0.00,0.06,4,4,0,1.000,0.00,0.09,5,2,39.42,11.50
24,Devan Dubnyk,"ARI, MIN",58,233.03333333333,30,29,1,0.967,0.26,1.43,2.8,8,7,1,0.875,0.26,0.64,6,6,0,1.000,0.00,0.34,7,7,0,1.000,0.00,0.16,4,1,59.20,18.00
25,Cory Schneider,N.J,69,284.4,46,43,3,0.935,0.63,0.73,3.51,13,11,2,0.846,0.42,0.67,8,8,0,1.000,0.00,0.45,18,17,1,0.944,0.21,-0.60,1,3,46.20,21.00
26,Justin Peters,WSH,12,39.266666666667,5,5,0,1.000,0.00,0.41,0.52,0,0,0,-,0.00,0.00,4,4,0,1.000,0.00,0.23,0,0,0,-,0.00,0.00,1,0,39.60,-
27,Thomas Greiss,PIT,20,101.6,13,11,2,0.846,1.18,-0.94,0.84,3,1,2,0.333,1.18,-1.38,5,5,0,1.000,0.00,0.28,2,2,0,1.000,0.00,0.04,0,0,61.77,12.50
