id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Craig Anderson,WSH,4,15.283333333333,7,6,1,0.857,3.93,-0.07,0.8,2,2,0,1.000,0.00,0.46,1,0,1,0.000,3.93,-0.86,4,4,0,1.000,0.00,0.26,0,0,32.86,14.00
2,Ryan Miller,ANA,16,68.65,63,53,10,0.841,8.74,-1.64,8.79,23,20,3,0.870,2.62,2.28,20,16,4,0.800,3.50,-1.20,20,17,3,0.850,2.62,-1.72,0,10,27.57,27.00
3,Mike Smith,EDM,32,134.48333333333,124,112,12,0.903,5.35,4.46,15.25,32,27,5,0.844,2.23,2.35,49,42,7,0.857,3.12,-0.15,43,43,0,1.000,0.00,2.75,1,9,30.37,18.17
4,Curtis McElhinney,T.B,12,59.3,40,34,6,0.850,6.07,-0.69,5.26,11,10,1,0.909,1.01,1.53,12,11,1,0.917,1.01,0.68,16,13,3,0.813,3.04,-1.98,0,7,33.55,58.67
5,Marc-Andre Fleury,VGK,36,147.13333333333,103,92,11,0.893,4.49,2.67,14.13,32,25,7,0.781,2.85,0.35,26,22,4,0.846,1.63,-0.36,44,44,0,1.000,0.00,2.82,4,15,31.20,14.09
6,Jaroslav Halak,BOS,19,93.583333333333,73,67,6,0.918,3.85,3.69,8.09,16,14,2,0.875,1.28,1.67,29,25,4,0.862,2.56,0.06,28,28,0,1.000,0.00,1.79,1,4,32.90,23.50
7,Brian Elliott,PHI,30,115.21666666667,100,85,15,0.850,7.81,-1.72,12.75,30,21,9,0.700,4.69,-2.11,26,24,2,0.923,1.04,1.64,44,40,4,0.909,2.08,-1.18,1,16,31.48,18.73
8,Devan Dubnyk,"COL, S.J",22,120.4,110,98,12,0.891,5.98,2.60,11.69,17,14,3,0.824,1.50,0.90,35,30,5,0.857,2.49,-0.10,57,53,4,0.930,1.99,-0.35,1,10,33.61,28.58
9,Thomas Greiss,DET,34,127.91666666667,124,103,21,0.831,9.85,-4.54,14.68,42,30,12,0.714,5.63,-2.35,33,27,6,0.818,2.81,-1.38,49,46,3,0.939,1.41,0.14,1,17,29.96,20.86
10,Anton Khudobin,DAL,32,145.21666666667,135,115,20,0.852,8.26,-2.08,16.41,42,30,12,0.714,4.96,-2.35,35,29,6,0.829,2.48,-1.10,57,55,2,0.965,0.83,1.65,2,15,30.58,17.25
11,Pekka Rinne,NSH,24,116.28333333333,101,85,16,0.842,8.26,-2.59,11.66,34,24,10,0.706,5.16,-2.19,24,20,4,0.833,2.06,-0.64,43,41,2,0.953,1.03,0.75,0,17,30.11,19.81
12,Carey Price,MTL,25,109.93333333333,123,103,20,0.837,10.92,-3.67,15.16,42,33,9,0.786,4.91,0.65,39,34,5,0.872,2.73,0.46,42,36,6,0.857,3.27,-3.31,0,16,28.73,24.50
13,Tuukka Rask,BOS,24,110.36666666667,83,73,10,0.880,5.44,1.02,9.12,21,16,5,0.762,2.72,-0.18,20,17,3,0.850,1.63,-0.20,41,39,2,0.951,1.09,0.62,1,6,34.82,19.00
14,Jonathan Quick,L.A,22,101.38333333333,77,70,7,0.909,4.14,3.22,9.09,17,14,3,0.824,1.78,0.90,20,17,3,0.850,1.78,-0.20,40,39,1,0.975,0.59,1.56,1,8,34.86,22.43
15,James Reimer,CAR,22,133.65,96,82,14,0.854,6.29,-1.25,10.22,29,21,8,0.724,3.59,-1.34,24,20,4,0.833,1.80,-0.64,41,39,2,0.951,0.90,0.62,0,14,32.90,20.86
16,Jonathan Bernier,DET,24,98.683333333333,88,77,11,0.875,6.69,0.68,10.18,26,18,8,0.692,4.86,-2.03,23,21,2,0.913,1.22,1.22,39,38,1,0.974,0.61,1.50,1,7,29.39,15.36
17,Semyon Varlamov,NYI,36,143.8,117,103,14,0.880,5.84,1.53,14.47,28,24,4,0.857,1.67,2.43,31,25,6,0.806,2.50,-1.66,57,53,4,0.930,1.67,-0.35,2,16,32.57,30.86
18,Jacob Markstrom,CGY,43,199.31666666667,163,140,23,0.859,6.92,-1.36,19.67,49,39,10,0.796,3.01,1.25,64,55,9,0.859,2.71,-0.05,49,45,4,0.918,1.20,-0.86,1,15,28.15,19.96
19,Jake Allen,MTL,29,139.81666666667,125,113,12,0.904,5.15,4.60,13.84,35,31,4,0.886,1.72,4.04,41,35,6,0.854,2.57,-0.26,49,47,2,0.959,0.86,1.14,1,10,31.22,25.17
