id,player_name,team,position,gp,toi,toi_per_gp,cf_60_rel,ca_60_rel,cf_pcg_rel,ff_60_rel,fa_60_rel,ff_pcg_rel,sf_60_rel,sa_60_rel,sf_pcg_rel,gf_60_rel,ga_60_rel,gf_pcg_rel,xgf_60_rel,xga_60_rel,xgf_pcg_rel,scf_60_rel,sca_60_rel,scf_pcg_rel,hdcf_60_rel,hdca_60_rel,hdcf_pcg_rel,hdgf_60_rel,hdga_60_rel,hdgf_pcg_rel,mdcf_60_rel,mdca_60_rel,mdcf_pcg_rel,mdgf_60_rel,mdga_60_rel,mdgf_pcg_rel,ldcf_60_rel,ldca_60_rel,ldcf_pcg_rel,ldgf_60_rel,ldga_60_rel,ldgf_pcg_rel,on_ice_sh_pcg,on_ice_sv_pcg,pdo,ozs_60,nzs_60,dzs_60,on_the_fly_starts_60,ozs_pcg,ozfo_60,nzfo_60,dzfo_60,ozfo_pcg
220,Phil Kessel,PIT,"C, R",82,1105.7833333333,13.485162601626,-4.2,5.54,-4.20,-3.36,4.62,-4.67,-1.08,3.65,-3.69,0.02,-0.38,4.36,-0.39,0.35,-7.55,-4.7,4.08,-8.01,-3.18,1.16,-9.34,-0.19,-0.09,-1.04,-2.02,3.89,-6.99,0.14,-0.25,9.94,1.7,2.74,-0.63,0.06,-0.11,10.30,8.80,94.04,1.028,14.05,13.24,5.7,44.55,71.15,23.66,20.51,14.16,62.55
221,Korbinian Holzer,ANA,D,32,399.36666666667,12.480208333333,-15.16,8.21,-11.57,-11.29,5.48,-11.08,-6.53,4.87,-10.61,0.04,0.68,-8.44,-0.94,-0.04,-11.26,-9.21,3.91,-13.63,-4.21,-0.32,-10.05,-0.2,0.13,-7.50,-6.66,5.64,-15.50,-0.12,-0.05,-2.63,-8.52,5.78,-10.96,0.48,0.85,-18.06,9.59,92.86,1.024,9.31,9.92,6.76,47.93,57.94,15.93,16.38,18.78,45.89
222,Nicklas Backstrom,WSH,C,82,1107.3166666667,13.503861788618,2.08,3.79,-0.87,3.32,3.05,0.05,1.34,0.5,0.65,0.27,0.25,-1.02,0.16,0.16,-0.06,-0.37,1.31,-1.74,-0.39,0.81,-2.96,-0.11,0.36,-9.39,0.02,0.66,-0.88,0.52,-0.3,22.56,3.77,3.48,-0.05,-0.01,0.16,-11.52,9.51,93.18,1.027,11.49,17.83,9.81,37.33,53.94,21.08,24.17,18.69,53.00
223,Michael Frolik,CGY,R,82,1076.85,13.132317073171,11.5,-4.12,7.09,9.53,-3.24,7.86,7.2,-2.79,8.55,0.4,0.09,3.52,0.6,0.01,6.98,5.43,-0.82,6.40,3.06,0.24,7.21,0.63,0.52,2.43,3.16,-1.42,5.94,-0.57,-0.52,-3.80,7.24,-5.27,8.50,0.21,-0.03,11.54,7.28,91.14,0.984,8.13,16.16,13.15,36.83,38.22,14.15,22.62,24.24,36.87
224,Brian Strait,WPG,D,5,75.433333333333,15.086666666667,7.61,8.66,0.50,4.83,0.09,3.27,-3.54,-5.08,0.26,1.3,0.57,12.50,0.5,0.36,2.12,2.18,12.08,-7.03,1.43,2.51,-0.91,0.07,-0.29,10.00,1,12.76,-10.00,0.58,1.06,-50.00,13.3,-5.55,13.85,1.15,0.1,50.00,11.11,91.67,1.028,8.75,15.11,8.75,50.11,50.00,13.52,24.66,15.91,45.95
225,Jamie McBain,ARI,D,3,41.5,13.833333333333,1.75,9.2,-2.64,6.89,10.62,-0.90,5.01,0.07,3.82,1.04,0.01,10.00,1.17,1.04,4.08,0.25,-1.39,1.24,10.75,0.65,19.50,2.27,-0.2,33.33,-14,-2.71,-16.37,-1.65,1.1,-66.67,4.53,14.97,-6.10,0,-0.89,0.00,8.33,88.89,0.972,4.34,7.23,7.23,54.94,37.50,13.01,10.12,17.35,42.86
226,Artem Anisimov,CHI,C,64,897.85,14.02890625,-2.13,-0.05,-0.95,-1.32,1.63,-1.83,-2.85,2.93,-4.81,0.43,0.42,-0.90,-0.19,0.19,-4.16,-0.82,0.16,-0.97,-0.42,0.22,-1.64,0.56,0.39,0.19,-0.53,-0.08,-0.53,0.03,0.05,-0.80,-0.17,0.34,-0.35,-0.22,-0.01,-10.70,10.51,92.86,1.034,11.49,13.37,4.28,43.57,72.88,21.12,21.18,11.49,64.75
227,Shawn Matthias,WPG,L,45,530.56666666667,11.79037037037,-2.31,0.83,-1.46,-0.7,2.43,-1.89,-0.38,1.12,-1.22,-0.37,-0.56,1.52,-0.19,0.38,-6.42,-0.76,-0.53,-0.24,-1.07,1.32,-6.12,-0.51,0.09,-12.32,0.42,-2.47,3.77,-0.06,-0.47,10.36,-0.24,1.02,-0.87,0.26,-0.45,26.85,7.55,92.50,1.000,8.48,17.19,10.86,48.17,43.86,15.04,20.81,21.71,40.92
228,Nikolay Kulemin,NYI,L,72,826.05,11.472916666667,-5.36,-4.87,-0.42,-2.89,-3.44,0.19,-2.44,-3.18,0.55,0.09,0.03,0.51,-0.06,-0.17,1.06,-2.26,-2.28,-0.25,-0.08,-1.42,2.93,0.38,-0.19,9.45,-2.9,-1.15,-2.53,-0.6,0.33,-26.24,-3.3,-3.27,-0.24,0.06,-0.14,7.14,9.84,90.86,1.007,8.28,16.63,12.86,47.29,39.18,13.36,22.37,24.04,35.73
229,Andrew MacDonald,PHI,D,73,1197.4,16.402739726027,-5.74,3.04,-3.93,-5,0.25,-3.30,-3.47,0.13,-3.15,-0.51,-0.11,-5.38,-0.26,-0.08,-2.17,-1.93,0,-2.11,-1.52,-0.98,-1.49,-0.03,-0.32,5.91,-0.54,1.3,-2.42,-0.37,-0.08,-13.48,-4.94,2.89,-5.11,-0.29,0.38,-28.04,6.16,92.31,0.985,7.07,14.83,8.32,47.75,45.93,16.94,22.15,18.89,47.27
230,Erik Condra,T.B,R,13,119.23333333333,9.1717948717949,-4.42,8.44,-5.93,-4.34,8.4,-7.67,-3.43,4.57,-6.79,-1.02,0.49,-21.43,-0.49,0.34,-9.52,-2.02,8.31,-9.82,-3.55,2.61,-16.74,-0.3,-0.3,0.00,2.05,7.59,-6.27,-0.79,1.02,-71.43,-1.98,1.52,-2.40,-0.17,0.04,-20.00,3.70,92.19,0.959,12.08,19.12,9.56,39.75,55.81,18.12,21.64,20.63,46.75
231,Jonathan Toews,CHI,C,72,1091.5166666667,15.159953703704,5.33,1.86,1.48,2.53,3.91,-0.86,2.31,4.08,-1.40,0.08,-0.03,1.08,0.22,0.4,-1.84,3.62,1.78,1.79,0.69,2.33,-3.45,0.1,0.04,0.82,3.91,-0.73,5.46,-0.05,-0.16,4.50,3.32,0.76,1.63,0.03,0.07,-1.72,8.17,93.68,1.019,10.72,16.16,7.64,36.99,58.38,20.67,23.36,17.37,54.34
232,Mathieu Perreault,WPG,C,65,840.13333333333,12.925128205128,5.09,-3.92,4.18,4.38,-2.26,4.05,3.68,-0.19,3.17,0.73,1.36,-4.54,0.24,0.02,2.45,1.44,0.04,1.40,1.68,-0.4,5.11,0.36,1.38,-14.29,-0.31,0.59,-1.14,0.19,-0.11,7.94,2.9,-4.12,5.03,0.32,-0.02,12.71,9.03,88.00,0.970,11.71,13.28,9.14,45.92,56.16,21.28,19.5,19,52.84
233,David Schlemko,S.J,D,62,885.81666666667,14.287365591398,-0.31,-3.38,1.45,-0.41,-3.57,2.15,0.24,-2.27,2.40,-0.17,-0.21,0.66,0.03,-0.12,1.75,-1.6,-0.1,-1.40,1.39,0.66,1.22,0.19,-0.02,4.10,-3.98,-1.02,-3.90,-0.68,-0.31,-25.00,2.33,-3.1,3.79,0.09,0.11,-3.27,6.90,92.56,0.995,8.53,13.75,5.83,49.11,59.43,19.85,20.73,15.31,56.45
234,Mark Letestu,EDM,C,78,728.46666666667,9.3393162393162,-9.88,0.99,-5.25,-8.26,0.08,-5.49,-5.32,-0.36,-4.44,-0.39,-0.09,-3.16,-0.57,-0.19,-4.68,-7.03,-1.25,-6.19,-4.08,-0.75,-8.55,-0.91,-0.22,-16.93,-3.94,-0.67,-4.50,0.59,-0.04,15.76,-6.26,2.33,-6.35,0,0.14,-8.62,8.12,92.80,1.009,10.63,11.37,20.43,46.37,34.22,16.97,17.38,32.78,34.11
235,Ben Lovejoy,N.J,D,82,1368.55,16.689634146341,-6.36,5.83,-5.98,-3.94,3.89,-4.97,-1.88,1.56,-3.01,-0.52,-0.73,0.68,-0.28,0.07,-4.43,-1.6,1.02,-2.97,-0.24,-0.1,-0.41,0.01,-0.5,12.36,-1.81,1.49,-4.63,-0.52,-0.43,-11.18,-5.74,5.38,-7.76,-0.19,0.13,-17.86,5.38,94.24,0.996,4.95,13.02,11.18,48.88,30.71,11.79,21.26,25.21,31.87
236,Trevor Smith,NSH,C,1,7.3333333333333,7.3333333333333,-60.8,19.07,-46.15,-43.43,-5.92,-44.12,-36.19,9.06,-53.19,-5.79,-1.45,-,-2.66,0.2,-50.69,-36.19,17.75,-60.98,-8.69,9.13,-54.55,-4.34,-1.45,-,-36.67,11.5,-63.33,-1.93,0,-100.00,-29.27,-17.54,-31.11,0,0,-,-,100.00,1.00,24.55,24.55,16.36,32.73,60.00,32.73,32.73,24.55,57.14
237,Teddy Purcell,L.A,"L, R",12,142.71666666667,11.893055555556,-10.33,4.6,-7.24,-6.89,9.41,-10.34,-5.18,5.09,-9.24,-1.33,-0.79,-2.32,-0.71,0.7,-19.23,-7.45,2.65,-12.18,-4.43,2.43,-23.95,-0.81,-1.1,47.06,-4.02,0.3,-6.01,-0.16,0.77,-18.33,3.69,4.65,-0.77,-0.58,-0.4,25.00,6.78,95.89,1.027,9.67,17.24,7.57,45.83,56.10,18.08,25.65,17.66,50.59
238,Alex Killorn,T.B,"C, L",81,1082.8,13.367901234568,0.09,0.43,-0.16,-0.03,-0.14,0.07,-1.29,0.59,-1.62,-0.17,0.18,-3.94,-0.18,0.1,-3.36,-1.71,2.48,-4.23,-1.36,0.24,-4.21,-0.44,0.1,-11.58,-0.47,2.99,-4.38,0.08,0.3,-6.90,2.22,-3.32,3.75,0.31,-0.17,23.14,7.05,91.98,0.990,11.25,14.68,7.31,39.67,60.60,18.34,20.39,15.96,53.47
239,Luke Gazdic,N.J,L,11,78.15,7.1045454545455,-20.49,-0.64,-13.72,-15.19,-2.83,-12.03,-8.76,-0.48,-9.64,-1.8,-0.68,-44.83,-0.67,-0.35,-6.71,-10.05,-1.91,-13.55,-1.96,0.49,-7.25,-1.11,-0.48,-47.06,-10.78,-3.2,-20.63,-0.92,0.1,-50.00,-16.22,-1.64,-16.02,0,-0.4,0.00,0.00,95.00,0.950,4.61,18.43,10.75,51.44,30.00,9.21,23.8,21.5,30.00
240,Karl Alzner,WSH,D,82,1309.8333333333,15.973577235772,-8.55,6.12,-6.78,-5.36,4.03,-5.85,-4.2,2.35,-5.71,-0.19,-0.11,-0.13,-0.31,0.11,-5.08,-3.9,3,-7.11,-1.19,0.57,-4.49,-0.43,0.06,-9.39,-3.61,3.24,-8.96,0.14,-0.22,12.38,-5.09,4.47,-6.62,0.19,0,3.33,9.66,94.31,1.040,8.38,16.9,9.71,41.82,46.33,17.5,25.15,19.56,47.22
241,Justin Falk,BUF,D,52,668.73333333333,12.860256410256,2.92,-8.62,5.20,1.39,-6.61,4.70,0.49,-5.13,4.44,-0.44,-0.64,1.61,0.02,-0.22,2.79,-0.25,-3.85,3.81,-0.14,0,-0.33,-0.66,-0.6,-3.33,-0.15,-5.13,6.74,0.36,-0.14,15.50,3.49,-6.8,6.59,-0.03,0.15,-10.08,5.64,93.56,0.992,9.33,13.82,9.42,56.79,49.76,17.94,20.64,17.59,50.51
242,Jamie Benn,DAL,L,77,1068.6166666667,13.878138528139,-2.17,1.43,-1.55,-0.75,2.01,-1.64,0.56,1.56,-0.86,-0.18,-0.16,-0.32,-0.07,0.32,-4.11,-0.56,1.58,-1.98,-0.84,1.99,-6.38,-0.6,0.11,-13.38,0.37,-0.55,1.07,0.46,-0.31,22.91,-1.19,1.81,-2.01,0.18,-0.05,16.67,7.06,92.54,0.996,11.51,17.57,11.45,45.65,50.12,21.95,25.32,23.92,47.86
243,Steven Kampfer,"FLA, NYR",D,11,141.36666666667,12.851515151515,2.7,-5.68,3.94,1.47,2.53,-0.63,2.6,5.94,-2.64,0.28,0.97,-7.37,-0.16,0.38,-6.52,-2.56,-1.11,-1.81,-0.96,3.13,-9.59,-0.1,-0.41,7.14,-2.14,-5.66,5.74,0.15,1.49,-41.67,6.83,-3.16,6.49,0.39,0.39,0.00,5.41,92.50,0.979,15.28,9.76,5.09,46.26,75.00,27.16,21.22,13.16,67.37
244,Paul Carey,WSH,C,6,59.066666666667,9.8444444444444,-1.04,5.69,-3.27,-0.75,0.09,-0.54,-5.37,-1.75,-3.37,-1.29,1.51,-71.43,-0.43,0.41,-11.10,-9.12,7.18,-17.35,-0.4,6.18,-13.49,-0.52,1.77,-66.67,-11.63,1.33,-18.15,-0.35,-0.35,-50.00,12.12,2.02,5.08,-0.75,0,-100.00,0.00,91.30,0.913,7.11,6.09,10.16,49.77,41.18,7.11,11.17,15.24,31.82
245,Nick Bonino,PIT,C,80,961.7,12.02125,-8.68,3.43,-5.36,-6.66,1.04,-4.57,-4.19,1.85,-4.73,-1.26,-0.14,-11.26,-0.61,0.17,-8.01,-5.22,0.33,-5.05,-2.4,0.81,-6.85,-0.72,0.05,-13.18,-3.76,-0.64,-3.72,-0.49,-0.27,-6.11,-4.18,4.26,-5.71,-0.21,0.06,-14.93,6.25,93.28,0.995,8.11,14.35,11.73,44.36,40.88,15.78,20.34,20.9,43.03
246,Ian Cole,PIT,D,81,1363.9833333333,16.839300411523,-2.11,0.43,-1.11,-2.04,-1.94,0.00,-2.74,-2.4,-0.16,0.33,-0.26,5.70,-0.17,-0.16,0.08,-1.66,-0.5,-0.97,-0.97,-1.29,1.08,-0.03,-0.25,4.56,-0.93,1.06,-2.35,0.25,-0.31,14.07,-0.55,-0.24,-0.22,0.19,0.26,-6.46,9.73,92.87,1.026,8.71,13.33,8.93,44.16,49.38,18.56,21.82,18.26,50.42
247,Christopher DiDomenico,OTT,C,3,29.483333333333,9.8277777777778,-1.15,-3.59,1.30,5.12,-0.9,3.20,-5.44,-5.87,1.92,-1.05,-3.08,50.00,0.8,-0.09,7.39,4.27,-3.81,7.30,7.99,-2.14,15.00,0.49,-2.57,62.50,-4.97,-2.23,-3.45,-1.37,-0.69,-66.67,-4.79,4.09,-6.52,-0.74,0,-100.00,7.14,100.00,1.071,8.14,12.21,6.11,38.67,57.14,20.35,12.21,12.21,62.50
248,Justin Braun,S.J,D,81,1394.8333333333,17.220164609053,-13.9,-0.44,-6.02,-9.46,-2.53,-4.19,-6.46,-1.82,-4.08,-0.76,-0.01,-8.79,-0.6,-0.42,-1.65,-6.46,-2.37,-3.90,-3.22,-2.59,-0.77,-0.31,-0.1,-3.98,-4.32,0.29,-5.98,-0.21,0.29,-17.09,-8.32,1.56,-6.81,-0.39,-0.16,-13.13,7.12,92.15,0.993,7.44,14.97,8.52,44.69,46.63,15.44,22.41,20.6,42.84
249,Kevin Shattenkirk,"STL, WSH",D,80,1242.9833333333,15.537291666667,-0.95,-5.05,2.12,0.67,-4.52,3.55,0.73,-3.13,3.65,0.08,-0.28,4.10,0.07,-0.19,3.45,1.18,-2.48,4.01,0.28,-1.21,4.39,-0.13,-0.05,-2.15,1.2,-1.69,3.78,0.16,-0.06,6.30,-2.41,-2.85,0.57,0.13,-0.26,20.00,7.86,91.68,0.995,10.72,11.59,7.05,47.6,60.33,20.95,18.2,15.16,58.02
250,Patrick Maroon,EDM,L,81,1161.5666666667,14.340329218107,9.02,-2.47,5.13,7.17,-1.13,4.96,4.87,-0.2,4.13,1.06,0.18,7.77,0.83,0.02,8.31,6.86,0.56,5.74,4.4,0.41,8.16,0.62,0.11,7.99,3.28,0.2,3.80,0.46,-0.07,14.36,3.77,-3.45,5.16,0.18,0.14,-1.54,9.64,92.27,1.019,11.16,14.82,6.77,42.1,62.25,19.22,20.61,14.36,57.23
251,James van Riemsdyk,TOR,L,82,1060.0166666667,12.927032520325,3.63,0.18,1.43,2.72,3.36,-0.33,1.83,1.15,0.57,0.84,0.31,4.59,0,0.01,-0.08,1.97,-1.2,2.88,-0.69,-0.99,0.86,0.6,0.22,4.73,3.55,-0.28,3.97,0.45,-0.16,18.07,2.73,2.04,0.55,-0.14,0.3,-15.66,9.91,91.78,1.017,16.19,13.47,10.13,42.17,61.51,25.08,18.4,19.64,56.08
252,Paul Byron,MTL,L,81,969.66666666667,11.971193415638,0.26,-4.55,2.30,-1.69,-3.18,1.10,0.18,-2.89,2.76,0.92,-0.26,12.42,0.09,-0.13,2.67,0.43,-1.27,1.83,1.1,-0.88,4.75,0.9,-0.22,19.87,-0.89,-0.52,-0.46,0.06,-0.05,3.15,-0.91,-3.27,1.70,-0.04,-0.01,-1.92,9.72,93.40,1.031,12.56,16.21,9.78,45.73,56.23,19.68,22.89,19.18,50.64
253,Sam Gagner,CBJ,C,81,860.88333333333,10.628189300412,5.35,-5.57,4.92,4.79,-5.14,6.03,4.01,-3.52,6.21,0.23,-0.12,3.68,0.46,-0.2,6.93,2.93,-0.34,3.08,1.34,-1.19,5.71,-0.02,0.03,-0.91,2.12,1.14,1.15,0.29,-0.03,7.84,2.67,-6.04,6.27,0.05,-0.13,6.20,7.99,92.95,1.009,10.45,11.08,7.95,49.76,56.82,17.49,15.4,16.66,51.22
254,Chris Terry,MTL,L,14,131.93333333333,9.4238095238095,-11.66,-5.99,-1.88,-2.28,-2.38,0.45,-0.58,-1.34,0.92,0.36,0.59,-1.77,-0.21,-0.1,-0.85,-2.47,-1.95,-0.16,0.12,0.87,-2.32,-0.44,0.46,-25.00,-3.46,-3.76,0.41,1.37,-0.59,47.73,-9.91,-7.7,-0.08,-0.33,0.83,-22.22,6.94,88.46,0.954,11.37,16.37,7.28,46.84,60.98,12.73,20.01,13.19,49.12
255,Logan Couture,S.J,C,73,918.13333333333,12.577168949772,-0.57,6.29,-3.01,0.4,4.29,-2.45,0.41,2.96,-2.33,0.51,-0.51,12.07,0.14,0.29,-1.71,0.85,2.08,-1.23,0.64,-0.27,1.99,0.48,-0.13,11.46,0.28,3.14,-3.56,0.06,-0.03,2.94,-1.05,5.81,-4.66,-0.14,-0.49,32.94,8.95,94.39,1.033,10.59,13.92,7.25,53.85,59.34,19.15,22.81,17.32,52.51
256,P.K. Subban,NSH,D,66,1232.8833333333,18.680050505051,1.47,-7.33,4.05,3.4,-4.51,4.70,1.81,-4.45,5.27,-0.39,-0.21,-1.64,0.23,-0.22,5.19,3.33,-4.08,7.65,1.25,-2.05,8.86,-0.02,-0.01,-0.24,2.77,-2.71,6.90,-0.18,-0.02,-4.35,-3.29,-3.61,0.55,-0.33,-0.26,11.03,6.97,91.76,0.987,8.03,15.18,10.17,36.79,44.12,18.93,22.82,20.88,47.56
257,Riley Nash,BOS,C,81,928.43333333333,11.462139917695,-10.26,-1.57,-3.62,-8.92,-2.25,-3.58,-6.77,-2.3,-3.25,-1.36,-0.8,-9.50,-0.46,-0.23,-2.07,-3.34,-2.43,-0.24,-2.48,-1.85,-0.86,-0.69,-0.8,-4.35,-1.14,-0.77,-0.12,-0.66,-0.11,-18.94,-8.42,1.34,-6.25,-0.25,0.17,-19.41,4.26,93.12,0.974,8.21,15.57,9.63,46.59,46.01,15.32,22.42,18.16,45.75
258,Thomas Hickey,NYI,D,76,1104.6666666667,14.535087719298,3.44,2.21,0.64,2.49,2.42,0.16,1.39,1.03,0.33,-0.13,0.64,-7.18,0.07,0.22,-1.46,0.31,1.93,-1.30,-0.23,1.25,-3.06,-0.32,0.52,-13.66,0.71,0.91,-0.06,0.14,-0.23,10.83,2.51,0.92,1.20,0.1,0.46,-10.39,8.48,90.43,0.989,5.7,10.21,7.12,48.45,44.49,18.63,18.79,17.82,51.12
259,Kyle Turris,OTT,C,78,1136.5166666667,14.570726495726,3.24,5.15,-0.72,1.48,5.4,-2.22,1.15,5.76,-3.76,0.22,0.24,-0.04,0.01,0.3,-3.29,2.55,2.55,0.22,-1.47,1.18,-6.81,-0.06,-0.25,4.41,5.36,1.83,4.61,0.5,0.35,6.10,0.88,3.73,-1.81,-0.13,0.34,-18.25,7.18,93.04,1.002,10.56,10.45,9.77,44.66,51.95,19.53,17.74,18.11,51.89
260,Paul Postma,WPG,D,65,693.78333333333,10.67358974359,2.17,5.98,-1.71,0.23,3.75,-2.15,0.63,1.54,-0.73,-0.24,-0.82,5.91,-0.18,0.16,-4.04,-0.38,3.11,-3.59,-0.33,0.67,-2.63,-0.16,-0.49,6.43,-0.07,3.25,-4.15,-0.01,-0.24,5.56,2.85,2.22,0.49,-0.1,-0.19,4.27,7.94,93.30,1.012,9.08,14.27,7.87,50.77,53.57,17.99,20.24,16.17,52.66
261,Brendan Smith,"DET, NYR",D,51,802.6,15.737254901961,1.14,-3.23,2.04,0.36,-3.26,2.17,0.62,-0.75,1.18,0.22,-0.15,4.39,0.01,-0.17,1.87,2.24,-0.46,2.85,-0.96,-0.37,-1.75,0.24,0.28,0.62,4.27,-0.12,5.91,0.36,-0.44,26.88,-1.9,-3.74,1.23,-0.37,-0.15,-25.00,7.69,92.96,1.007,10.62,12.78,9.05,46.42,53.99,19.29,19.66,19.96,49.14
262,Brandon Sutter,VAN,C,81,1099.8,13.577777777778,-4.51,2.35,-3.34,-3.37,2.14,-3.57,-2.33,0.8,-2.83,-0.24,0.27,-6.03,-0.14,0.11,-3.07,-2.07,-0.16,-2.14,-1.14,0.83,-5.07,-0.34,0.01,-7.58,-1.24,-1.32,-0.09,-0.04,-0.04,-0.69,-2.53,2.83,-3.96,0.11,0.45,-10.86,6.91,92.00,0.989,11.57,14.89,13.2,43.86,46.70,18.17,21.22,24.88,42.21
263,Colton Sceviour,FLA,C,80,913.28333333333,11.416041666667,-2.4,2.44,-2.27,-2.2,-0.88,-0.80,-0.41,-1.22,0.65,-0.76,0.19,-12.05,-0.17,-0.02,-1.81,-1.93,-0.05,-2.12,0.01,-0.68,1.71,-0.4,-0.27,-6.65,-2.59,0.84,-4.71,-0.12,0.12,-7.37,-0.35,1.55,-1.28,-0.29,0.54,-30.16,4.81,91.36,0.962,6.83,14.39,8.28,47.63,45.22,14.78,21.61,18.92,43.86
264,Dwight King,"L.A, MTL",L,80,1010.9833333333,12.637291666667,-8.46,2.77,-5.02,-6.82,1.38,-4.93,-4.17,1.34,-4.73,-0.36,0.02,-4.73,-0.39,0.21,-7.03,-3.79,1.97,-5.84,-2.49,0.52,-7.70,-0.57,0.15,-17.48,-1.74,1.93,-4.58,0.06,-0.16,7.14,-5.86,2.08,-5.32,0.24,-0.01,7.79,6.58,92.53,0.991,10.8,12.7,7.18,42.73,60.07,19.35,19.47,16.26,54.33
265,David Perron,STL,L,82,1113.8833333333,13.583943089431,0.33,-2.23,1.25,0.01,-0.57,0.38,0.45,-1.66,1.93,-0.19,0.15,-3.81,0,-0.13,1.71,0.09,-0.68,0.82,0.49,-0.78,3.55,0.07,-0.11,3.94,-0.53,0.13,-0.82,-0.39,0.34,-20.00,0.42,-0.68,0.81,0.04,0.01,1.26,7.81,91.58,0.994,10.77,14.17,11.47,44.55,48.43,17.24,19.88,22.08,43.84
266,Carl Gunnarsson,STL,D,56,707.03333333333,12.625595238095,-9.32,-6.79,-1.26,-7.35,-6.26,-0.64,-6.53,-4.98,-1.24,-1.5,-0.41,-14.16,-0.39,-0.38,0.32,-4.1,-4.14,0.39,-2.04,-1.97,0.40,-0.66,0.34,-23.00,-2.75,-2.89,0.41,-0.54,-0.9,31.17,-7.13,-3.07,-3.16,-0.63,-0.12,-35.71,5.24,92.58,0.978,11.12,13.66,8.66,53.04,56.22,19.18,19.09,17.14,52.80
267,Corey Tropp,ANA,R,1,9.4666666666667,9.4666666666667,-3.23,-26.12,15.02,-5.59,-14.01,7.70,-3.13,-13.06,13.93,-1.51,3.31,-33.33,-1.59,-1.04,0.53,-11.26,-11.55,4.44,-8.8,-5.77,-5.56,-1.51,-3.03,-,-3.28,-7.7,11.11,0,8.45,0.00,22.54,-14.49,21.90,0,0,-,0.00,50.00,0.500,25.35,25.35,0,0,100.00,31.69,31.69,6.34,83.33
268,Yannick Weber,NSH,D,73,832.98333333333,11.410730593607,-5.6,4.73,-4.59,-5.18,2.09,-4.35,-2.14,0.85,-2.47,-0.08,0.37,-4.85,-0.45,0.22,-8.21,-5.52,3.94,-10.08,-1.86,2.89,-12.90,0.07,0.38,-5.46,-4.88,1.4,-8.24,-0.02,0.05,-2.34,-0.06,-0.99,0.63,-0.18,-0.07,-2.50,8.29,91.87,1.002,11.02,10.73,6.7,55.18,62.20,20.82,16.13,15.41,57.46
269,Patrick Kane,CHI,R,82,1372.2666666667,16.734959349593,3.7,-0.27,1.76,2.35,2.19,0.10,0.3,2.06,-1.43,0.64,0.62,-0.98,-0.03,0.34,-4.06,0.81,1.48,-0.63,-0.43,1.05,-3.53,0.26,0.55,-6.85,1.65,0.58,1.22,0.16,0.28,-5.45,4.85,-0.99,3.90,0.37,-0.2,25.66,9.49,92.24,1.017,10.58,12.81,4.68,39.53,69.34,20.03,19.68,11.94,62.65
270,Robert Bortuzzo,STL,D,38,492.56666666667,12.962280701754,-0.14,-2.24,1.04,1.28,-3.9,3.52,0.52,-4.09,4.52,0.45,-0.46,11.23,0.11,-0.43,7.51,3.17,-3.29,6.85,2.09,-1.13,8.40,0.84,-0.31,20.13,1.45,-2.88,5.77,-0.11,-0.11,0.00,-4.62,0.41,-3.82,-0.46,-0.09,-25.49,9.40,94.18,1.036,8.28,12.42,8.65,64.32,48.92,17.91,18.64,17.05,51.22
271,Mikael Backlund,CGY,C,81,1011.7,12.49012345679,9.73,-2.75,5.65,8.39,-2.47,6.65,6.24,-2.41,7.39,0.51,0.04,5.09,0.48,0.06,5.00,3.64,-0.51,4.27,2.33,0.16,5.58,0.52,0.43,1.89,1.74,-0.9,3.45,-0.22,-0.38,5.71,6.91,-3.72,7.12,0.14,-0.12,13.64,7.69,91.36,0.991,8.54,17.38,14.53,35.64,37.02,14.23,22.95,25.86,35.50
272,Ryan McDonagh,NYR,D,77,1362.6666666667,17.69696969697,0.87,6.99,-2.58,1.2,2.68,-0.82,1.44,0.96,0.46,-0.37,-0.5,1.91,0.15,0.03,1.31,1.29,2.35,-0.92,1.04,-0.69,3.76,0.24,-0.47,12.99,0.34,4.05,-4.58,-0.36,0.13,-15.39,-0.95,5.36,-4.12,-0.51,-0.24,-16.14,7.96,93.56,1.015,8.1,14.84,9.2,37.56,46.82,16.56,21.66,20.69,44.44
273,Max Pacioretty,MTL,L,81,1178.8166666667,14.55329218107,8.52,0.74,3.15,7.11,2.38,2.52,4.68,1.64,2.31,0.54,0.16,3.51,0.33,0.15,1.75,4.65,1.99,2.29,1.6,0.5,2.18,-0.11,-0.05,-0.78,4.07,1.99,2.43,0.67,0.5,3.65,4.57,-1.42,3.77,0.23,-0.24,21.11,7.98,93.14,1.011,13.59,15.02,7.63,40.72,64.03,22.6,21.38,16.9,57.22
274,Jakub Voracek,PHI,R,82,1173.9833333333,14.316869918699,0.94,1.54,-0.29,1.53,2.95,-0.93,1.24,4.55,-2.86,-0.16,1.15,-12.99,0.06,0.31,-2.90,0.14,3.88,-3.85,0.8,2.11,-3.32,-0.02,0.65,-11.52,-0.87,2.36,-4.24,-0.2,0.26,-15.12,2.11,-2.73,3.16,0.02,0.44,-16.25,6.10,89.90,0.960,11.4,16.76,10.43,43.95,52.22,21.26,23.05,19.57,52.07
