id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Roberto Luongo,FLA,40,1805.05,940,860,80,0.915,2.66,-7.91,64.36,224,177,47,0.790,1.56,-9.44,228,213,15,0.934,0.50,3.57,453,435,18,0.960,0.60,-5.16,41,91,36.20,20.75
2,Craig Anderson,OTT,40,1934.1666666667,990,931,59,0.940,1.83,16.92,69.31,232,199,33,0.858,1.02,5.90,226,210,16,0.929,0.50,2.40,503,493,10,0.980,0.31,4.25,44,89,36.65,20.73
3,Ryan Miller,VAN,54,2678.1333333333,1415,1311,104,0.927,2.33,4.51,101.54,388,322,66,0.830,1.48,-0.95,396,377,19,0.952,0.43,13.25,587,569,18,0.969,0.40,-1.37,50,120,34.74,25.02
4,Michael Leighton,CAR,4,171.21666666667,71,60,11,0.845,3.85,-5.56,6.86,25,18,7,0.720,2.45,-2.81,13,10,3,0.769,1.05,-1.94,31,30,1,0.968,0.35,-0.12,3,10,30.80,17.45
5,Henrik Lundqvist,NYR,57,2649.3166666667,1346,1236,110,0.918,2.49,-6.78,103.46,385,319,66,0.829,1.49,-1.45,294,272,22,0.925,0.50,1.94,619,598,21,0.966,0.48,-3.46,57,117,34.70,23.95
6,Peter Budaj,"L.A, T.B",60,2649.0166666667,1111,1028,83,0.925,1.88,2.20,83.75,266,214,52,0.805,1.18,-7.40,313,292,21,0.933,0.48,4.49,485,475,10,0.979,0.23,3.74,57,89,35.26,20.75
7,Mike Smith,ARI,55,2571.2,1460,1351,109,0.925,2.54,2.96,112.82,401,344,57,0.858,1.33,10.23,374,342,32,0.914,0.75,-1.54,648,628,20,0.969,0.47,-1.64,49,144,33.17,20.96
8,Kari Lehtonen,DAL,59,2599.1666666667,1240,1147,93,0.925,2.15,2.09,101.02,345,289,56,0.838,1.29,1.84,330,307,23,0.930,0.53,3.87,529,515,14,0.974,0.32,0.99,53,145,33.56,21.06
9,Curtis McElhinney,"CBJ, TOR",21,913.1,480,445,35,0.927,2.30,1.81,35.68,115,99,16,0.861,1.05,3.28,110,101,9,0.918,0.59,-0.04,238,228,10,0.958,0.66,-3.26,19,47,35.48,25.20
10,Cam Ward,CAR,61,2974.5833333333,1444,1318,126,0.913,2.54,-15.26,109.22,358,287,71,0.802,1.43,-10.98,329,297,32,0.903,0.65,-5.21,712,689,23,0.968,0.46,-2.82,35,151,35.23,21.01
11,Marc-Andre Fleury,PIT,38,1661.7833333333,903,828,75,0.917,2.71,-5.75,68.51,249,208,41,0.835,1.48,0.75,239,214,25,0.895,0.90,-5.54,384,375,9,0.977,0.32,1.88,36,97,33.16,21.11
12,Corey Crawford,CHI,55,2647.4833333333,1327,1234,93,0.930,2.11,8.76,99.06,363,312,51,0.860,1.16,9.86,325,301,24,0.926,0.54,2.47,601,583,18,0.970,0.41,-0.97,50,129,33.65,22.49
13,Jimmy Howard,DET,26,1114,534,494,40,0.925,2.15,0.95,38.7,146,124,22,0.849,1.18,2.48,119,112,7,0.941,0.38,2.69,246,235,11,0.955,0.59,-4.03,31,46,35.44,23.75
14,Jaroslav Halak,NYI,28,1262.95,664,610,54,0.919,2.57,-3.08,51.73,181,148,33,0.818,1.57,-2.65,178,170,8,0.955,0.38,6.49,279,266,13,0.953,0.62,-5.09,31,50,34.30,20.98
15,Brian Elliott,CGY,49,2223.1833333333,1014,935,79,0.922,2.13,-1.24,75.71,273,223,50,0.817,1.35,-4.23,240,220,20,0.917,0.54,-0.46,472,464,8,0.983,0.22,5.38,54,90,35.12,22.91
16,Al Montoya,MTL,19,920.75,453,417,36,0.921,2.35,-1.26,30.94,107,94,13,0.879,0.85,4.94,115,101,14,0.878,0.91,-4.64,216,207,9,0.958,0.59,-2.88,13,39,35.58,26.56
17,Devan Dubnyk,MIN,65,3076.3,1473,1371,102,0.931,1.99,10.96,91.16,285,240,45,0.842,0.88,2.78,371,332,39,0.895,0.76,-8.79,771,753,18,0.977,0.35,3.85,52,106,38.06,23.10
18,Cory Schneider,N.J,60,2780.55,1391,1283,108,0.922,2.33,-1.33,94.85,307,264,43,0.860,0.93,8.47,376,331,45,0.880,0.97,-14.38,670,650,20,0.970,0.43,-1.01,42,89,35.17,23.48
19,Justin Peters,ARI,3,118.16666666667,64,60,4,0.938,2.03,0.91,5.2,13,11,2,0.846,1.02,0.18,19,17,2,0.895,1.02,-0.45,29,29,0,1.000,0.00,0.82,2,9,35.00,23.50
20,Thomas Greiss,NYI,51,2321.75,1176,1083,93,0.921,2.40,-2.82,96.42,355,303,52,0.854,1.34,7.52,321,292,29,0.910,0.75,-2.86,464,453,11,0.976,0.28,2.15,52,101,33.71,21.53
21,Anton Khudobin,BOS,16,685.05,311,282,29,0.907,2.54,-5.15,25.25,98,79,19,0.806,1.66,-2.57,74,66,8,0.892,0.70,-1.97,127,126,1,0.992,0.09,2.60,18,37,34.42,22.31
22,Pekka Rinne,NSH,61,2813.5333333333,1371,1274,97,0.929,2.07,8.14,90.69,281,224,57,0.797,1.22,-9.89,366,342,24,0.934,0.51,5.80,679,663,16,0.976,0.34,3.24,63,112,35.77,20.94
23,Carey Price,MTL,62,2990.1833333333,1404,1314,90,0.936,1.81,17.67,98.08,343,300,43,0.875,0.86,14.51,334,305,29,0.913,0.58,-1.80,669,651,18,0.973,0.36,0.96,74,118,36.56,24.10
24,Tuukka Rask,BOS,65,2885.1333333333,1258,1158,100,0.921,2.08,-3.53,90.95,309,248,61,0.803,1.27,-9.19,305,283,22,0.928,0.46,2.84,591,575,16,0.973,0.33,0.75,69,110,37.26,23.07
25,Ondrej Pavelec,WPG,8,370.13333333333,186,169,17,0.909,2.76,-2.74,13.99,54,45,9,0.833,1.46,0.05,50,44,6,0.880,0.97,-1.93,73,71,2,0.973,0.32,0.07,9,17,33.41,19.29
26,Jonathan Quick,L.A,17,755.61666666667,342,317,25,0.927,1.99,1.23,29.4,89,74,15,0.831,1.19,-0.08,105,100,5,0.952,0.40,3.55,136,131,5,0.963,0.40,-1.15,18,46,33.37,19.16
27,Ben Bishop,"L.A, T.B",39,1738.2666666667,808,747,61,0.925,2.11,0.96,59.49,223,191,32,0.857,1.10,5.39,220,200,20,0.909,0.69,-2.09,344,336,8,0.977,0.28,1.75,41,69,35.32,23.69
28,Alex Stalock,MIN,2,100.65,42,39,3,0.929,1.79,0.22,2.73,10,8,2,0.800,1.19,-0.32,9,9,0,1.000,0.00,0.73,23,22,1,0.957,0.60,-0.35,1,2,35.79,21.67
29,Chad Johnson,CGY,36,1582.7333333333,757,693,64,0.915,2.43,-5.95,58.87,193,159,34,0.824,1.29,-1.64,209,190,19,0.909,0.72,-1.98,327,316,11,0.966,0.42,-1.73,36,73,34.34,21.92
30,Steve Mason,PHI,58,2524.65,1227,1126,101,0.918,2.40,-6.90,88.58,273,217,56,0.795,1.33,-10.23,290,260,30,0.897,0.71,-6.38,606,591,15,0.975,0.36,2.17,57,128,36.64,20.89
31,Reto Berra,FLA,7,253.08333333333,116,102,14,0.879,3.32,-5.10,10.36,30,23,7,0.767,1.66,-1.97,32,28,4,0.875,0.95,-1.39,53,50,3,0.943,0.71,-1.50,6,17,34.19,25.79
32,James Reimer,FLA,43,1836.95,984,918,66,0.933,2.16,9.46,70.61,263,224,39,0.852,1.27,5.10,249,235,14,0.944,0.46,6.28,451,438,13,0.971,0.42,-0.22,41,93,35.32,22.80
33,Jhonas Enroth,TOR,6,219.26666666667,116,99,17,0.853,4.65,-8.10,7.51,25,18,7,0.720,1.92,-2.81,31,24,7,0.774,1.92,-4.48,55,52,3,0.945,0.82,-1.44,2,11,33.88,21.29
34,Jonathan Bernier,ANA,39,1563.1833333333,736,679,57,0.923,2.19,-0.56,56.96,194,166,28,0.856,1.07,4.53,188,166,22,0.883,0.84,-6.69,332,325,7,0.979,0.27,2.41,40,69,34.60,23.51
35,Jeff Zatkoff,L.A,13,461.18333333333,186,163,23,0.876,2.99,-8.74,12.6,46,34,12,0.739,1.56,-4.29,47,37,10,0.787,1.30,-6.17,87,86,1,0.989,0.13,1.47,5,12,34.00,20.22
36,Semyon Varlamov,COL,24,1050.7666666667,570,514,56,0.902,3.20,-12.29,40.05,148,117,31,0.791,1.77,-6.19,134,117,17,0.873,0.97,-6.09,279,271,8,0.971,0.46,-0.09,29,57,35.66,21.48
37,Michal Neuvirth,PHI,28,1094.25,470,424,46,0.902,2.52,-9.96,35.85,132,107,25,0.811,1.37,-2.87,119,109,10,0.916,0.55,-0.31,196,185,11,0.944,0.60,-5.45,26,47,34.68,25.59
38,Richard Bachman,VAN,5,249.4,139,128,11,0.921,2.65,-0.34,12.27,45,39,6,0.867,1.44,1.54,46,42,4,0.913,0.96,-0.25,46,45,1,0.978,0.24,0.30,11,12,31.60,21.73
39,Jeremy Smith,COL,10,471.06666666667,243,219,24,0.901,3.06,-5.37,18.47,63,44,19,0.698,2.42,-8.44,57,53,4,0.930,0.51,0.64,111,110,1,0.991,0.13,2.15,9,24,36.23,16.42
40,Scott Darling,CHI,32,1415.95,719,674,45,0.937,1.91,10.14,55.22,201,176,25,0.876,1.06,8.70,171,160,11,0.936,0.47,2.92,331,322,9,0.973,0.38,0.38,38,77,33.09,26.56
41,Antti Niemi,DAL,37,1371.1666666667,669,608,61,0.909,2.67,-9.70,53.03,161,126,35,0.783,1.53,-8.01,173,153,20,0.884,0.88,-5.91,311,305,6,0.981,0.26,2.81,23,78,35.40,20.75
42,Jacob Markstrom,VAN,26,1122.85,531,488,43,0.919,2.30,-2.28,39.21,148,122,26,0.824,1.39,-1.19,146,135,11,0.925,0.59,0.89,222,216,6,0.973,0.32,0.29,17,52,32.56,24.47
43,Jake Allen,STL,61,2744.9833333333,1273,1177,96,0.925,2.10,1.62,88.04,284,233,51,0.820,1.11,-3.38,366,335,31,0.915,0.68,-1.20,584,570,14,0.976,0.31,2.55,50,99,34.92,22.88
44,Michael Hutchinson,WPG,28,1091.8833333333,519,474,45,0.913,2.47,-5.20,36.44,117,92,25,0.786,1.37,-5.38,154,142,12,0.922,0.66,0.54,231,223,8,0.965,0.44,-1.45,25,43,35.01,22.18
45,Braden Holtby,WSH,63,2918.6,1354,1268,86,0.936,1.77,17.83,105.54,351,294,57,0.838,1.17,1.85,327,306,21,0.936,0.43,5.63,613,605,8,0.987,0.16,9.37,76,136,36.03,19.08
46,Dustin Tokarski,ANA,1,7.7833333333333,3,3,0,1.000,0.00,0.23,0.17,1,1,0,1.000,0.00,0.17,1,1,0,1.000,0.00,0.08,1,1,0,1.000,0.00,0.03,0,0,25.00,-
47,Martin Jones,S.J,65,3057.9,1346,1234,112,0.917,2.20,-8.78,109,391,327,64,0.836,1.26,1.56,347,315,32,0.908,0.63,-3.74,546,531,15,0.973,0.29,0.47,72,121,34.59,23.38
48,Anders Nilsson,BUF,26,1214.9166666667,656,612,44,0.933,2.17,6.31,49.77,180,154,26,0.856,1.28,4.18,157,144,13,0.917,0.64,-0.22,309,305,4,0.987,0.20,4.76,46,65,34.74,22.32
49,Robin Lehner,BUF,59,2764.4166666667,1503,1394,109,0.927,2.37,6.26,100.27,323,258,65,0.799,1.41,-10.85,348,324,24,0.931,0.52,4.34,801,781,20,0.975,0.43,2.70,85,111,38.05,20.34
50,Jean-Francois Berube,NYI,14,447.56666666667,234,211,23,0.902,3.08,-5.06,14.16,49,38,11,0.776,1.47,-2.78,69,64,5,0.928,0.67,0.62,110,103,7,0.936,0.94,-3.88,11,12,37.65,27.57
51,Darcy Kuemper,MIN,18,876.55,476,433,43,0.910,2.94,-6.50,30.81,101,85,16,0.842,1.10,0.93,114,100,14,0.877,0.96,-4.72,247,234,13,0.947,0.89,-6.00,23,43,38.27,27.05
