id,player_name,team,position,gp,toi,cf,ca,cf_pcg,ff,fa,ff_pcg,sf,sa,sf_pcg,goals,ga,gf_pcg,xgf,xga,xgf_pcg,scf,sca,scf_pcg,hdcf,hdca,hdcf_pcg,hdgf,hdga,hdgf_pcg,mdcf,mdca,mdcf_pcg,mdgf,mdga,mdgf_pcg,ldcf,ldca,ldcf_pcg,ldgf,ldga,ldgf_pcg,on_ice_sh_pcg,on_ice_sv_pcg,pdo,ozs,nzs,dzs,on_the_fly_starts,ofz_pcg,ozfo,nzfo,dzfo,ozfo_ocg
52,Nathan Gerbe,CBJ,C,9,85.966666666667,61,60,50.41,45,43,51.14,38,32,54.29,2,2,50.00,1.93,2.68,41.87,27,29,48.21,10,14,41.67,2,2,50.00,17,15,53.13,0,0,-,26,22,54.17,0,0,-,5.26,93.75,0.990,7,19,11,80,38.89,16,23,21,43.24
53,Ryan Reaves,VGK,R,37,362.33333333333,320,315,50.39,220,230,48.89,143,172,45.40,14,14,50.00,13.77,13.57,50.37,156,149,51.15,73,68,51.77,10,6,62.50,83,81,50.61,2,6,25.00,138,137,50.18,2,2,50.00,9.79,91.86,1.017,67,99,21,316,76.14,102,133,77,56.98
54,Anton Stralman,FLA,D,38,596.78333333333,512,540,48.67,394,422,48.28,305,318,48.96,21,24,46.67,22.62,22.91,49.68,239,232,50.74,89,91,49.44,12,17,41.38,150,141,51.55,6,5,54.55,242,262,48.02,3,2,60.00,6.89,92.45,0.993,102,150,82,441,55.43,169,213,174,49.27
55,Patric Hornqvist,FLA,R,44,538.05,503,408,55.21,387,313,55.29,301,238,55.84,25,24,51.02,18.88,18.41,50.63,219,199,52.39,79,93,45.93,12,17,41.38,140,106,56.91,8,6,57.14,248,160,60.78,5,1,83.33,8.31,89.92,0.982,117,131,41,434,74.05,208,201,111,65.20
56,Andy Greene,NYI,D,55,843.86666666667,699,797,46.72,526,573,47.86,379,426,47.08,30,22,57.69,28.7,30.9,48.15,324,381,45.96,144,134,51.80,20,11,64.52,180,247,42.15,7,7,50.00,334,356,48.41,3,4,42.86,7.92,94.84,1.028,127,165,76,759,62.56,253,237,198,56.10
57,Alex Biega,DET,D,13,124.15,99,136,42.13,70,104,40.23,54,78,40.91,5,6,45.45,3.85,5.84,39.77,47,64,42.34,20,25,44.44,5,3,62.50,27,39,40.91,0,3,0.00,44,59,42.72,0,0,-,9.26,92.31,1.016,10,19,12,124,45.45,35,34,40,46.67
58,Brad Marchand,BOS,"C, L",53,690.31666666667,764,481,61.37,604,372,61.89,451,269,62.64,46,26,63.89,30.15,20.51,59.52,341,242,58.49,124,95,56.62,22,13,62.86,217,147,59.62,15,7,68.18,380,208,64.63,8,6,57.14,10.20,90.33,1.005,146,159,110,502,57.03,313,229,219,58.83
59,Nick Foligno,"CBJ, TOR",L,49,649.25,529,596,47.02,411,436,48.52,309,308,50.08,20,22,47.62,20.57,24.29,45.85,240,267,47.34,97,103,48.50,11,16,40.74,143,164,46.58,8,5,61.54,253,284,47.11,1,1,50.00,6.47,92.86,0.993,102,158,137,426,42.68,171,205,243,41.30
60,Erik Johnson,COL,D,4,40.116666666667,43,33,56.58,33,25,56.90,25,19,56.82,3,1,75.00,1.81,1.28,58.49,21,16,56.76,11,7,61.11,2,1,66.67,10,9,52.63,1,0,100.00,19,15,55.88,0,0,-,12.00,94.74,1.067,3,9,7,36,30.00,12,18,13,48.00
61,Kyle Okposo,BUF,R,35,414.7,314,393,44.41,244,319,43.34,185,221,45.57,13,16,44.83,13.25,18.19,42.14,145,196,42.52,63,86,42.28,4,9,30.77,82,110,42.71,5,5,50.00,153,176,46.50,4,2,66.67,7.03,92.76,0.998,58,92,63,336,47.93,98,121,119,45.16
62,Trevor Lewis,WPG,C,56,444.55,322,409,44.05,238,305,43.83,161,221,42.15,9,5,64.29,11.67,14.75,44.18,149,173,46.27,56,59,48.70,6,0,100.00,93,114,44.93,2,5,28.57,148,204,42.05,1,0,100.00,5.59,97.74,1.033,44,84,59,425,42.72,77,109,125,38.12
63,Leo Komarov,NYI,R,33,373.31666666667,308,340,47.53,234,241,49.26,179,173,50.85,14,9,60.87,12.99,11.7,52.61,159,165,49.07,63,42,60.00,8,6,57.14,96,123,43.84,5,2,71.43,127,157,44.72,1,1,50.00,7.82,94.80,1.026,67,63,37,340,64.42,120,92,92,56.60
64,Milan Lucic,CGY,L,56,663.81666666667,596,555,51.78,449,423,51.49,317,319,49.84,30,34,46.88,24.23,21.06,53.50,295,253,53.83,109,97,52.91,11,17,39.29,186,156,54.39,16,14,53.33,264,259,50.48,3,2,60.00,9.46,89.34,0.988,97,143,85,557,53.30,183,196,181,50.27
65,Cal Clutterbuck,NYI,R,50,558.96666666667,400,513,43.81,304,375,44.77,228,259,46.82,18,24,42.86,17.03,18.5,47.93,206,241,46.09,94,79,54.34,14,13,51.85,112,162,40.88,2,6,25.00,161,246,39.56,2,5,28.57,7.89,90.73,0.986,61,162,108,446,36.09,104,201,198,34.44
66,Jeff Petry,MTL,D,55,940.06666666667,963,760,55.89,725,579,55.60,517,412,55.65,41,37,52.56,38.57,31.75,54.85,489,382,56.14,182,152,54.49,24,21,53.33,307,230,57.17,12,14,46.15,419,320,56.70,5,2,71.43,7.93,91.02,0.989,114,159,114,674,50.00,292,254,274,51.59
67,Claude Giroux,PHI,C,54,740.08333333333,740,573,56.36,564,442,56.06,405,331,55.03,40,44,47.62,29.02,24.74,53.99,333,285,53.88,128,112,53.33,25,24,51.02,205,173,54.23,8,14,36.36,360,247,59.31,7,5,58.33,9.88,86.71,0.966,184,197,151,540,54.93,282,250,291,49.21
68,Jordan Staal,CAR,C,53,679.23333333333,646,570,53.13,476,460,50.85,334,342,49.41,25,22,53.19,28.3,26.25,51.88,310,283,52.28,139,121,53.46,20,13,60.61,171,162,51.35,1,8,11.11,289,245,54.12,4,1,80.00,7.49,93.57,1.011,123,206,142,450,46.42,223,291,289,43.55
69,Derick Brassard,ARI,C,53,617.28333333333,514,538,48.86,361,411,46.76,246,292,45.72,22,24,47.83,18.61,21.42,46.49,212,256,45.30,84,94,47.19,9,12,42.86,128,162,44.14,11,8,57.89,258,255,50.29,2,4,33.33,8.94,91.78,1.007,113,149,93,515,54.85,188,205,191,49.60
70,Phil Kessel,ARI,R,56,734.85,616,706,46.60,449,543,45.26,329,385,46.08,26,36,41.94,25.35,32.31,43.96,274,385,41.58,108,162,40.00,12,20,37.50,166,223,42.67,13,14,48.15,302,287,51.27,1,2,33.33,7.90,90.65,0.986,156,136,105,581,59.77,268,197,220,54.92
71,Nicklas Backstrom,WSH,C,55,776.53333333333,665,665,50.00,495,502,49.65,366,348,51.26,43,28,60.56,24.3,24,50.31,281,280,50.09,98,106,48.04,23,15,60.53,183,174,51.26,13,8,61.90,349,322,52.01,7,5,58.33,11.75,91.95,1.037,160,203,71,559,69.26,240,280,157,60.45
72,Michael Frolik,MTL,R,8,89.516666666667,88,65,57.52,62,49,55.86,42,36,53.85,0,3,0.00,2.76,2.7,50.48,38,31,55.07,8,10,44.44,0,1,0.00,30,21,58.82,0,2,0.00,43,29,59.72,0,0,-,0.00,91.67,0.917,10,17,7,75,58.82,20,26,14,58.82
73,Artem Anisimov,OTT,C,19,191.66666666667,177,204,46.46,124,143,46.44,82,109,42.93,9,6,60.00,6.74,8.14,45.30,90,82,52.33,32,38,45.71,6,3,66.67,58,44,56.86,2,2,50.00,73,99,42.44,1,1,50.00,10.98,94.50,1.055,25,25,23,181,52.08,41,37,50,45.05
74,Mathieu Perreault,WPG,L,56,554.01666666667,455,485,48.40,340,358,48.71,244,246,49.80,19,12,61.29,18.19,17.28,51.27,229,211,52.05,85,71,54.49,13,5,72.22,144,140,50.70,5,5,50.00,196,233,45.69,1,1,50.00,7.79,95.12,1.029,75,103,82,502,47.77,132,147,161,45.05
75,Alex Killorn,T.B,L,56,686.93333333333,637,555,53.44,486,445,52.20,357,342,51.07,26,27,49.06,24.26,23.69,50.60,292,285,50.61,100,118,45.87,14,15,48.28,192,167,53.48,7,9,43.75,301,240,55.64,5,3,62.50,7.28,92.11,0.994,153,142,108,451,58.62,238,200,206,53.60
76,Jamie Benn,DAL,L,52,704.03333333333,674,591,53.28,488,441,52.53,353,294,54.56,30,12,71.43,27.53,21.61,56.03,329,247,57.12,126,86,59.43,22,5,81.48,203,161,55.77,6,3,66.67,287,281,50.53,2,4,33.33,8.50,95.92,1.044,182,187,109,532,62.54,289,240,221,56.67
77,Steven Kampfer,BOS,D,20,290.8,270,279,49.18,216,207,51.06,170,147,53.63,11,9,55.00,10.26,10.78,48.77,114,125,47.70,31,57,35.23,5,3,62.50,83,68,54.97,5,2,71.43,133,140,48.72,1,4,20.00,6.47,93.88,1.003,44,48,35,258,55.70,110,78,87,55.84
78,Nick Bonino,MIN,C,55,572.85,411,583,41.35,328,422,43.73,250,302,45.29,28,28,50.00,20.45,19.16,51.64,202,227,47.09,112,70,61.54,20,11,64.52,90,157,36.44,5,11,31.25,181,291,38.35,3,6,33.33,11.20,90.73,1.019,81,97,137,423,37.16,149,154,266,35.90
79,Ian Cole,"COL, MIN",D,54,762.36666666667,553,761,42.09,444,556,44.40,325,373,46.56,41,26,61.19,24.91,27.35,47.66,255,334,43.29,120,113,51.50,23,12,65.71,135,221,37.92,11,10,52.38,259,356,42.11,7,4,63.64,12.62,93.03,1.056,54,144,133,612,28.88,141,244,293,32.49
80,Justin Braun,PHI,D,53,833.25,735,697,51.33,558,529,51.33,386,401,49.05,32,35,47.76,29.35,29.33,50.01,334,323,50.84,135,136,49.82,19,26,42.22,199,187,51.55,10,7,58.82,363,330,52.38,3,2,60.00,8.29,91.27,0.996,100,218,149,702,40.16,188,313,274,40.69
81,Kevin Shattenkirk,ANA,D,55,960.88333333333,907,838,51.98,666,629,51.43,451,444,50.39,32,37,46.38,34.39,36.11,48.78,411,412,49.94,168,164,50.60,18,26,40.91,243,248,49.49,10,9,52.63,409,372,52.37,4,2,66.67,7.10,91.67,0.988,140,191,143,699,49.47,326,260,280,53.80
82,Pat Maroon,T.B,L,55,534.95,403,466,46.38,298,351,45.92,211,250,45.77,24,20,54.55,16.95,19.08,47.05,218,243,47.29,88,92,48.89,15,11,57.69,130,151,46.26,5,8,38.46,166,200,45.36,4,1,80.00,11.37,92.00,1.034,109,137,51,417,68.13,155,188,104,59.85
83,James van Riemsdyk,PHI,L,56,739.78333333333,714,588,54.84,521,441,54.16,365,329,52.59,36,37,49.32,26.31,23.13,53.21,327,278,54.05,107,111,49.08,19,18,51.35,220,167,56.85,14,13,51.85,336,268,55.63,3,6,33.33,9.86,88.75,0.986,164,184,119,563,57.95,247,252,224,52.44
84,Paul Byron,MTL,L,46,492.53333333333,412,418,49.64,299,315,48.70,218,220,49.77,16,13,55.17,12.93,15.67,45.21,184,178,50.83,74,68,52.11,8,5,61.54,110,110,50.00,4,5,44.44,198,189,51.16,4,3,57.14,7.34,94.09,1.014,73,126,45,459,61.86,127,170,123,50.80
85,Sam Gagner,DET,C,42,484.36666666667,376,409,47.90,301,321,48.39,216,247,46.65,14,20,41.18,15.04,16.34,47.93,160,187,46.11,78,62,55.71,7,14,33.33,82,125,39.61,3,4,42.86,181,189,48.92,4,2,66.67,6.48,91.90,0.984,87,92,73,356,54.38,128,124,149,46.21
86,Logan Couture,S.J,C,53,711.7,663,701,48.61,491,542,47.53,349,390,47.23,35,39,47.30,29.74,29.88,49.88,350,336,51.02,135,141,48.91,18,25,41.86,215,195,52.44,12,9,57.14,264,319,45.28,5,5,50.00,10.03,90.00,1.000,91,186,139,544,39.57,167,279,282,37.19
87,P.K. Subban,N.J,D,44,770.5,723,652,52.58,542,524,50.84,384,399,49.04,27,40,40.30,29.83,29.8,50.03,318,316,50.16,126,136,48.09,18,23,43.90,192,180,51.61,5,8,38.46,362,307,54.11,4,9,30.77,7.03,89.97,0.970,74,181,142,506,34.26,213,268,295,41.93
88,Riley Nash,CBJ,C,37,411.65,299,356,45.65,232,266,46.59,184,187,49.60,14,17,45.16,10.45,13.39,43.84,125,144,46.47,40,57,41.24,4,8,33.33,85,87,49.42,5,5,50.00,143,189,43.07,5,4,55.56,7.61,90.91,0.985,38,81,118,328,24.36,74,119,188,28.24
89,Thomas Hickey,NYI,D,5,78.483333333333,59,59,50.00,43,41,51.19,35,32,52.24,6,1,85.71,3.42,1.99,63.24,30,24,55.56,16,6,72.73,4,1,80.00,14,18,43.75,1,0,100.00,25,31,44.64,1,0,100.00,17.14,96.88,1.140,14,12,4,73,77.78,24,22,17,58.54
90,Kyle Turris,EDM,C,27,284.65,206,290,41.53,156,221,41.38,105,168,38.46,8,18,30.77,7.7,11.45,40.21,88,133,39.82,34,48,41.46,4,10,28.57,54,85,38.85,3,5,37.50,100,136,42.37,0,3,0.00,7.62,89.29,0.969,35,45,38,228,47.95,61,78,87,41.22
91,Brendan Smith,NYR,D,48,703.48333333333,555,654,45.91,429,499,46.23,328,368,47.13,40,35,53.33,22.49,27.3,45.17,262,314,45.49,94,129,42.15,20,21,48.78,168,185,47.59,10,9,52.63,254,294,46.35,10,5,66.67,12.20,90.49,1.027,91,113,71,634,56.17,200,201,182,52.36
92,Brandon Sutter,VAN,C,43,503.96666666667,431,536,44.57,341,399,46.08,254,294,46.35,16,25,39.02,17.78,23.44,43.13,194,275,41.36,79,95,45.40,8,13,38.10,115,180,38.98,5,9,35.71,191,226,45.80,3,3,50.00,6.30,91.50,0.978,87,114,114,456,43.28,108,149,207,34.29
93,Colton Sceviour,PIT,"C, R",46,375.58333333333,282,289,49.39,217,221,49.54,177,159,52.68,14,15,48.28,11.1,12.13,47.79,136,117,53.75,48,57,45.71,11,11,50.00,88,60,59.46,3,3,50.00,123,141,46.59,0,1,0.00,7.91,90.57,0.985,45,80,68,353,39.82,65,101,113,36.52
94,David Perron,STL,L,56,810.15,701,679,50.80,513,494,50.94,393,366,51.78,31,28,52.54,26.35,28.94,47.66,323,338,48.87,104,135,43.51,16,14,53.33,219,203,51.90,12,11,52.17,314,284,52.51,3,3,50.00,7.89,92.35,1.002,121,193,123,580,49.59,277,286,255,52.07
95,Carl Gunnarsson,STL,D,12,140.25,102,136,42.86,75,104,41.90,56,76,42.42,5,8,38.46,3.48,5.39,39.20,42,55,43.30,16,26,38.10,1,6,14.29,26,29,47.27,2,2,50.00,51,70,42.15,2,0,100.00,8.93,89.47,0.984,11,30,18,144,37.93,26,47,36,41.94
96,Yannick Weber,PIT,D,2,17.533333333333,14,20,41.18,10,14,41.67,9,10,47.37,0,2,0.00,0.59,1.07,35.47,7,8,46.67,3,5,37.50,0,2,0.00,4,3,57.14,0,0,-,6,9,40.00,0,0,-,0.00,80.00,0.800,2,3,3,17,40.00,5,3,7,41.67
97,Patrick Kane,CHI,R,56,945.58333333333,780,971,44.55,565,738,43.36,452,550,45.11,48,48,50.00,31.11,44.21,41.30,377,535,41.34,128,214,37.43,23,29,44.23,249,321,43.68,18,12,60.00,351,380,48.02,7,7,50.00,10.62,91.27,1.019,148,155,69,660,68.20,293,260,234,55.60
98,Robert Bortuzzo,STL,D,40,490.55,405,377,51.79,304,274,52.60,211,191,52.49,12,17,41.38,16.48,15.66,51.27,203,169,54.57,72,80,47.37,7,12,36.84,131,89,59.55,2,4,33.33,167,176,48.69,3,1,75.00,5.69,91.10,0.968,66,96,50,536,56.90,136,134,94,59.13
99,Evgenii Dadonov,OTT,R,55,670.86666666667,648,599,51.96,486,445,52.20,332,323,50.69,26,30,46.43,26.1,26.04,50.06,308,307,50.08,122,114,51.69,19,14,57.58,186,193,49.08,3,15,16.67,289,252,53.42,3,1,75.00,7.83,90.71,0.985,123,131,112,560,52.34,216,204,211,50.59
100,Mikael Backlund,CGY,C,54,720.95,687,577,54.35,531,436,54.91,378,305,55.34,33,34,49.25,29.83,22.1,57.44,329,276,54.38,137,110,55.47,13,18,41.94,192,166,53.63,16,12,57.14,312,263,54.26,4,3,57.14,8.73,88.85,0.976,105,156,119,544,46.88,198,208,210,48.53
101,Ryan McDonagh,T.B,D,50,878.73333333333,793,722,52.34,611,535,53.32,449,394,53.26,34,29,53.97,34.24,29.28,53.90,414,382,52.01,157,137,53.40,20,14,58.82,257,245,51.20,8,10,44.44,330,289,53.31,6,5,54.55,7.57,92.64,1.002,90,187,111,666,44.78,235,290,235,50.00
102,Max Pacioretty,VGK,L,48,683.58333333333,686,640,51.73,512,445,53.50,380,326,53.82,45,28,61.64,29.4,25.42,53.63,342,301,53.19,134,105,56.07,21,15,58.33,208,196,51.49,17,11,60.71,299,284,51.29,6,2,75.00,11.84,91.41,1.033,92,140,67,531,57.86,195,220,186,51.18
103,Jakub Voracek,PHI,R,53,704.63333333333,669,619,51.94,499,474,51.28,349,358,49.36,37,45,45.12,25.86,27.49,48.47,293,312,48.43,116,128,47.54,26,21,55.32,177,184,49.03,8,15,34.78,342,262,56.62,3,9,25.00,10.60,87.43,0.980,198,159,108,558,64.71,282,211,221,56.06
104,Jake Muzzin,TOR,D,53,939.98333333333,884,808,52.25,664,580,53.38,493,414,54.36,52,34,60.47,39.34,30.06,56.69,499,394,55.88,185,137,57.45,25,20,55.56,314,257,54.99,18,6,75.00,343,347,49.71,9,8,52.94,10.55,91.79,1.023,99,217,123,715,44.59,261,333,268,49.34
105,Alec Martinez,VGK,D,53,940.18333333333,965,885,52.16,705,623,53.09,518,456,53.18,57,39,59.38,43.93,38.06,53.58,481,423,53.21,196,157,55.52,31,22,58.49,285,266,51.72,17,11,60.71,421,388,52.04,9,6,60.00,11.00,91.45,1.025,127,187,85,669,59.91,290,288,261,52.63
106,Carl Hagelin,WSH,L,56,617.71666666667,518,535,49.19,399,392,50.44,289,289,50.00,25,22,53.19,22.44,20.27,52.53,271,236,53.45,118,91,56.46,15,13,53.57,153,145,51.34,6,6,50.00,209,254,45.14,4,2,66.67,8.65,92.39,1.010,46,164,202,452,18.55,67,219,319,17.36
107,Lars Eller,WSH,C,44,559.63333333333,557,454,55.09,414,351,54.12,294,240,55.06,22,25,46.81,23.2,17.5,57.01,251,196,56.15,105,75,58.33,10,10,50.00,146,121,54.68,5,9,35.71,273,221,55.26,7,6,53.85,7.48,89.58,0.971,123,125,77,392,61.50,194,184,141,57.91
108,Wayne Simmonds,TOR,R,38,379.43333333333,350,322,52.08,271,228,54.31,198,163,54.85,8,8,50.00,14.2,11.35,55.58,165,164,50.15,65,52,55.56,8,3,72.73,100,112,47.17,0,4,0.00,166,135,55.15,0,1,0.00,4.04,95.09,0.991,46,79,42,367,52.27,88,107,89,49.72
109,Nick Holden,VGK,D,17,255.01666666667,257,216,54.33,185,156,54.25,132,116,53.23,11,8,57.89,11.26,9.54,54.15,134,111,54.69,51,37,57.95,8,5,61.54,83,74,52.87,1,3,25.00,101,92,52.33,2,0,100.00,8.33,93.10,1.014,27,58,27,214,50.00,70,93,59,54.26
110,Jason Demers,ARI,D,41,619.18333333333,550,564,49.37,406,431,48.51,272,316,46.26,19,21,47.50,21.68,26.84,44.69,245,289,45.88,95,119,44.39,11,15,42.31,150,170,46.88,7,5,58.33,256,239,51.72,1,1,50.00,6.99,93.35,1.003,62,146,86,550,41.89,147,197,186,44.14
111,Micheal Haley,OTT,L,4,23.65,14,22,38.89,9,15,37.50,6,9,40.00,0,1,0.00,0.36,0.54,40.00,5,7,41.67,2,1,66.67,0,0,-,3,6,33.33,0,1,0.00,8,14,36.36,0,0,-,0.00,88.89,0.889,2,8,4,23,33.33,3,9,10,23.08
112,Jay Beagle,VAN,C,30,274.28333333333,238,270,46.85,175,204,46.17,138,142,49.29,8,11,42.11,10.05,13.06,43.48,116,143,44.79,46,57,44.66,5,7,41.67,70,86,44.87,3,3,50.00,104,114,47.71,0,1,0.00,5.80,92.25,0.981,27,70,75,274,26.47,41,88,121,25.31
113,Drew Doughty,L.A,D,56,1099.6,925,904,50.57,705,687,50.65,512,476,51.82,35,39,47.30,38.41,40.53,48.66,444,464,48.90,189,183,50.81,28,25,52.83,255,281,47.57,6,11,35.29,418,371,52.98,1,2,33.33,6.84,91.81,0.986,123,241,127,691,49.20,321,360,323,49.84
114,Steven Stamkos,T.B,C,38,491.78333333333,487,418,53.81,367,338,52.06,270,263,50.66,23,15,60.53,20.28,17.86,53.17,232,214,52.02,83,86,49.11,13,8,61.90,149,128,53.79,4,6,40.00,216,175,55.24,6,1,85.71,8.52,94.30,1.028,126,84,64,330,66.32,202,126,116,63.52
115,Alex Pietrangelo,VGK,D,41,756.08333333333,791,714,52.56,574,515,52.71,421,366,53.49,43,30,58.90,32.47,30.8,51.32,397,344,53.58,162,138,54.00,25,15,62.50,235,206,53.29,12,10,54.55,324,306,51.43,5,5,50.00,10.21,91.80,1.020,104,155,87,502,54.45,238,244,199,54.46
116,Zach Bogosian,TOR,D,45,576.41666666667,528,473,52.75,403,374,51.87,299,268,52.73,26,20,56.52,24,19.19,55.56,285,223,56.10,123,90,57.75,18,7,72.00,162,133,54.92,8,9,47.06,215,214,50.12,0,4,0.00,8.70,92.54,1.012,72,75,62,561,53.73,143,122,139,50.71
117,Luke Schenn,T.B,D,38,392.58333333333,350,297,54.10,271,234,53.66,193,171,53.02,15,14,51.72,15.09,11.21,57.38,187,144,56.50,71,51,58.20,12,9,57.14,116,93,55.50,2,5,28.57,148,134,52.48,1,0,100.00,7.77,91.81,0.996,55,88,40,371,57.89,124,121,89,58.22
118,Josh Bailey,NYI,R,54,742.03333333333,597,684,46.60,445,514,46.40,331,365,47.56,36,23,61.02,26.55,26.25,50.28,317,327,49.22,134,109,55.14,20,14,58.82,183,218,45.64,11,4,73.33,240,311,43.56,5,5,50.00,10.88,93.70,1.046,96,171,90,573,51.61,200,241,200,50.00
119,Tyler Myers,VAN,D,55,935.76666666667,819,956,46.14,610,741,45.15,453,540,45.62,34,45,43.04,34.07,44.77,43.22,382,499,43.36,146,190,43.45,20,29,40.82,236,309,43.30,10,15,40.00,376,393,48.89,4,1,80.00,7.51,91.67,0.992,90,160,112,693,44.55,245,259,281,46.58
120,Erik Karlsson,S.J,D,52,942.08333333333,866,943,47.87,654,719,47.63,477,518,47.94,38,50,43.18,38.41,44.2,46.50,446,490,47.65,183,222,45.19,21,30,41.18,263,268,49.53,8,12,40.00,375,403,48.20,9,8,52.94,7.97,90.35,0.983,122,176,139,705,46.74,293,288,283,50.87
121,Luca Sbisa,NSH,D,1,11.2,8,18,30.77,4,9,30.77,3,5,37.50,0,0,-,0.28,0.52,34.89,4,10,28.57,2,3,40.00,0,0,-,2,7,22.22,0,0,-,3,8,27.27,0,0,-,0.00,100.00,1.000,2,2,3,9,40.00,2,3,6,25.00
122,Jake Gardiner,CAR,D,26,360.96666666667,343,294,53.85,254,223,53.25,175,163,51.78,14,11,56.00,14.38,12.31,53.87,162,141,53.47,64,56,53.33,11,6,64.71,98,85,53.55,1,3,25.00,151,128,54.12,1,2,33.33,8.00,93.25,1.013,45,66,31,288,59.21,116,111,96,54.72
123,Michael Del Zotto,CBJ,D,53,841.46666666667,737,808,47.70,558,617,47.49,426,462,47.97,39,35,52.70,29.44,33.8,46.55,325,363,47.24,125,150,45.45,20,23,46.51,200,213,48.43,13,11,54.17,354,393,47.39,6,1,85.71,9.15,92.42,1.016,114,181,116,638,49.57,253,242,242,51.11
124,Jordan Eberle,NYI,R,55,753.23333333333,779,617,55.80,604,456,56.98,455,341,57.16,40,27,59.70,35.64,24.9,58.88,407,302,57.40,177,104,62.99,29,14,67.44,230,198,53.74,5,12,29.41,333,268,55.41,6,1,85.71,8.79,92.08,1.009,112,102,43,705,72.26,216,159,139,60.85
125,Tyler Ennis,EDM,C,30,351,268,316,45.89,203,240,45.82,143,172,45.40,12,11,52.17,11.93,12.99,47.87,133,155,46.18,61,63,49.19,7,4,63.64,72,92,43.90,3,4,42.86,115,142,44.75,1,3,25.00,8.39,93.60,1.020,42,69,40,282,51.22,78,95,87,47.27
126,John Carlson,WSH,D,52,888.75,822,794,50.87,629,611,50.73,445,421,51.39,46,40,53.49,33.08,31.49,51.24,368,360,50.55,148,139,51.57,22,21,51.16,220,221,49.89,13,12,52.00,405,365,52.60,11,6,64.71,10.34,90.50,1.008,163,186,105,618,60.82,343,308,253,57.55
127,Roman Josi,NSH,D,48,929.05,913,847,51.88,701,632,52.59,498,467,51.61,30,37,44.78,36.9,32.95,52.83,432,383,53.01,183,138,57.01,18,19,48.65,249,245,50.40,9,10,47.37,421,403,51.09,3,8,27.27,6.02,92.08,0.981,183,173,118,589,60.80,361,269,254,58.70
128,Justin Schultz,WSH,D,46,762.96666666667,656,679,49.14,489,519,48.51,352,382,47.96,42,28,60.00,26.21,28.11,48.25,295,304,49.25,126,124,50.40,21,19,52.50,169,180,48.42,10,5,66.67,324,318,50.47,11,4,73.33,11.93,92.67,1.046,117,179,73,544,61.58,261,279,191,57.74
129,Aaron Ness,ARI,D,1,12.833333333333,14,12,53.85,13,10,56.52,9,8,52.94,0,0,-,1.4,0.54,72.14,10,7,58.82,5,2,71.43,0,0,-,5,5,50.00,0,0,-,4,5,44.44,0,0,-,0.00,100.00,1.000,2,3,3,10,40.00,4,4,6,40.00
130,Zac Dalpe,CBJ,C,12,113.4,93,115,44.71,68,83,45.03,52,60,46.43,3,5,37.50,4.23,4.54,48.24,44,61,41.90,16,24,40.00,2,2,50.00,28,37,43.08,1,1,50.00,44,47,48.35,0,2,0.00,5.77,91.67,0.974,12,27,23,108,34.29,29,35,44,39.73
131,Travis Hamonic,VAN,D,38,645.43333333333,546,663,45.16,393,475,45.28,283,347,44.92,20,25,44.44,20.21,27.08,42.73,246,354,41.00,81,133,37.85,8,13,38.10,165,221,42.75,8,9,47.06,255,270,48.57,4,3,57.14,7.07,92.80,0.999,104,123,79,456,56.83,214,186,187,53.37
132,Derek Stepan,OTT,C,20,224.18333333333,217,221,49.54,183,171,51.69,132,120,52.38,7,12,36.84,9.42,9.66,49.37,102,102,50.00,45,41,52.33,6,6,50.00,57,61,48.31,0,4,0.00,99,108,47.83,1,2,33.33,5.30,90.00,0.953,41,49,47,181,46.59,76,68,95,44.44
133,Marco Scandella,STL,D,49,833.26666666667,637,802,44.27,455,588,43.62,350,431,44.81,34,28,54.84,24.85,32.21,43.56,296,375,44.11,105,142,42.51,18,13,58.06,191,233,45.05,11,8,57.89,273,359,43.20,5,7,41.67,9.71,93.50,1.032,114,190,134,724,45.97,236,268,288,45.04
134,Michael Stone,CGY,D,21,289,301,245,55.13,229,195,54.01,157,142,52.51,14,14,50.00,11.77,9.18,56.19,139,111,55.60,44,35,55.70,4,6,40.00,95,76,55.56,6,6,50.00,139,114,54.94,4,2,66.67,8.92,90.14,0.991,37,38,31,311,54.41,85,72,78,52.15
135,Adam Henrique,ANA,C,45,569.98333333333,518,525,49.66,368,407,47.48,262,301,46.54,26,27,49.06,20.72,23.99,46.34,248,246,50.20,94,104,47.47,14,19,42.42,154,142,52.03,10,7,58.82,219,253,46.40,2,1,66.67,9.92,91.03,1.010,135,120,92,421,59.47,193,171,179,51.88
136,TJ Brodie,TOR,D,56,1032.4833333333,899,901,49.94,700,661,51.43,494,452,52.22,55,29,65.48,42.6,35.5,54.55,527,444,54.27,208,166,55.61,31,20,60.78,319,278,53.43,19,6,76.00,338,403,45.61,5,3,62.50,11.13,93.58,1.047,168,214,142,713,54.19,322,332,278,53.67
137,Derek Grant,ANA,C,46,522.66666666667,407,568,41.74,296,421,41.28,204,301,40.40,20,24,45.45,14.42,23.7,37.83,161,262,38.06,65,105,38.24,13,14,48.15,96,157,37.94,5,9,35.71,193,275,41.24,2,1,66.67,9.80,92.03,1.018,79,129,139,402,36.24,128,173,241,34.69
