id,player_name,team,position,gp,toi,cf,ca,cf_pcg,ff,fa,ff_pcg,sf,sa,sf_pcg,goals,ga,gf_pcg,xgf,xga,xgf_pcg,scf,sca,scf_pcg,hdcf,hdca,hdcf_pcg,hdgf,hdga,hdgf_pcg,mdcf,mdca,mdcf_pcg,mdgf,mdga,mdgf_pcg,ldcf,ldca,ldcf_pcg,ldgf,ldga,ldgf_pcg,on_ice_sh_pcg,on_ice_sv_pcg,pdo,ozs,nzs,dzs,on_the_fly_starts,ofz_pcg,ozfo,nzfo,dzfo,ozfo_ocg
234,Jarred Tinordi,"BOS, NSH",D,21,292.03333333333,237,278,46.02,187,207,47.46,131,151,46.45,8,17,32.00,7.54,10.14,42.65,88,117,42.93,29,45,39.19,3,7,30.00,59,72,45.04,5,3,62.50,137,147,48.24,0,7,0.00,6.11,88.74,0.948,41,52,39,251,51.25,82,76,77,51.57
235,Mikael Granlund,NSH,C,51,681.06666666667,614,655,48.38,478,501,48.83,351,391,47.30,29,23,55.77,25.94,28.28,47.84,294,306,49.00,116,116,50.00,19,13,59.38,178,190,48.37,7,8,46.67,281,310,47.55,3,2,60.00,8.26,94.12,1.024,109,120,78,539,58.29,235,194,178,56.90
236,Nino Niederreiter,CAR,R,56,769.91666666667,802,610,56.80,616,464,57.04,443,328,57.46,34,17,66.67,37.34,27.41,57.67,415,294,58.53,167,128,56.61,18,11,62.07,248,166,59.90,11,5,68.75,337,261,56.35,5,1,83.33,7.67,94.82,1.025,125,157,122,539,50.61,233,246,248,48.44
237,Joakim Nordstrom,CGY,C,44,391.48333333333,362,326,52.62,264,242,52.17,178,170,51.15,14,12,53.85,13.66,12.8,51.61,154,137,52.92,62,58,51.67,5,7,41.67,92,79,53.80,7,5,58.33,182,164,52.60,2,0,100.00,7.87,92.94,1.008,64,95,55,350,53.78,108,124,112,49.09
238,Michael Chaput,ARI,C,13,111.88333333333,60,114,34.48,48,75,39.02,32,51,38.55,0,6,0.00,2.37,3.58,39.87,32,57,35.96,13,21,38.24,0,2,0.00,19,36,34.55,0,2,0.00,22,49,30.99,0,2,0.00,0.00,88.24,0.882,10,29,19,101,34.48,21,39,40,34.43
239,Bryan Rust,PIT,R,56,870.45,818,738,52.57,615,569,51.94,440,428,50.69,40,32,55.56,34.04,32.78,50.94,412,362,53.23,163,170,48.95,25,18,58.14,249,192,56.46,9,10,47.37,360,327,52.40,6,4,60.00,9.09,92.52,1.016,232,258,75,611,75.57,382,332,222,63.25
240,Joonas Donskoi,COL,R,51,551.13333333333,566,445,55.98,419,317,56.93,306,223,57.84,30,14,68.18,24.26,18.23,57.09,287,211,57.63,114,94,54.81,22,8,73.33,173,117,59.66,6,3,66.67,246,196,55.66,2,3,40.00,9.80,93.72,1.035,89,98,47,503,65.44,137,153,130,51.31
241,Jani Hakanpaa,"ANA, CAR",D,57,896.06666666667,725,762,48.76,517,553,48.32,367,394,48.23,34,34,50.00,28.64,32.8,46.61,341,383,47.10,132,156,45.83,18,22,45.00,209,227,47.94,10,10,50.00,324,327,49.77,6,2,75.00,9.26,91.37,1.006,130,189,148,660,46.76,288,281,295,49.40
242,Marcus Sorensen,S.J,L,29,296.21666666667,245,308,44.30,195,235,45.35,136,170,44.44,10,16,38.46,11.36,14.95,43.18,125,152,45.13,59,66,47.20,8,8,50.00,66,86,43.42,2,7,22.22,101,136,42.62,0,1,0.00,7.35,90.59,0.979,46,55,29,254,61.33,75,77,72,51.02
243,Sam Carrick,ANA,C,13,153.61666666667,128,141,47.58,92,114,44.66,68,82,45.33,7,4,63.64,4.97,6.61,42.95,65,73,47.10,25,31,44.64,5,4,55.56,40,42,48.78,1,0,100.00,49,56,46.67,1,0,100.00,10.29,95.12,1.054,23,26,34,132,40.35,34,36,58,36.96
244,Kenny Agostino,TOR,L,1,4.1333333333333,3,1,75.00,3,1,75.00,2,1,66.67,0,0,-,0.08,0.02,80.36,1,0,100.00,0,0,-,0,0,-,1,0,100.00,0,0,-,1,1,50.00,0,0,-,0.00,100.00,1.000,0,2,0,4,-,0,2,2,0.00
245,Brendan Gallagher,MTL,R,35,438.55,529,339,60.94,396,247,61.59,279,174,61.59,27,11,71.05,20.37,12.64,61.71,243,149,61.99,99,63,61.11,15,7,68.18,144,86,62.61,7,4,63.64,253,162,60.96,5,0,100.00,9.68,93.68,1.034,65,118,81,342,44.52,130,164,142,47.79
246,Jesper Fast,CAR,R,46,578.48333333333,512,447,53.39,380,342,52.63,274,253,51.99,16,22,42.11,22.01,19.51,53.01,242,211,53.42,105,87,54.69,10,11,47.62,137,124,52.49,5,6,45.45,237,200,54.23,1,5,16.67,5.84,91.30,0.971,109,145,100,396,52.15,180,200,190,48.65
247,Anthony Bitetto,NYR,D,14,186,135,202,40.06,103,158,39.46,72,114,38.71,6,13,31.58,6.18,8.26,42.80,72,95,43.11,36,51,41.38,5,7,41.67,36,44,45.00,1,3,25.00,47,99,32.19,0,3,0.00,8.33,88.60,0.969,32,30,25,162,56.14,55,54,53,50.93
248,Brandon Davidson,BUF,D,6,83.366666666667,70,61,53.44,58,53,52.25,47,40,54.02,0,4,0.00,2.36,3.28,41.83,30,27,52.63,8,17,32.00,0,3,0.00,22,10,68.75,0,1,0.00,34,31,52.31,0,0,-,0.00,90.00,0.900,8,17,15,72,34.78,26,22,31,45.61
249,John Klingberg,DAL,D,53,966.05,894,797,52.87,641,598,51.74,454,405,52.85,36,40,47.37,34.11,30.12,53.10,414,356,53.77,171,138,55.34,21,23,47.73,243,218,52.71,13,7,65.00,403,368,52.27,2,10,16.67,7.93,90.12,0.981,182,198,149,663,54.98,354,286,296,54.46
250,Mark Stone,VGK,R,55,764,748,686,52.16,563,482,53.88,406,351,53.63,49,27,64.47,32.76,27.12,54.71,375,321,53.88,150,115,56.60,22,15,59.46,225,206,52.20,19,9,67.86,319,308,50.88,7,3,70.00,12.07,92.31,1.044,107,163,77,571,58.15,216,252,207,51.06
251,Michael Sgarbossa,WSH,C,5,41.55,42,51,45.16,31,38,44.93,24,32,42.86,4,2,66.67,1.41,2.45,36.49,16,21,43.24,6,9,40.00,2,1,66.67,10,12,45.45,1,0,100.00,25,22,53.19,1,1,50.00,16.67,93.75,1.104,7,11,0,36,100.00,7,14,4,63.64
252,Alex Belzile,MTL,R,2,19.983333333333,22,17,56.41,16,14,53.33,8,9,47.06,1,2,33.33,0.63,0.82,43.19,9,9,50.00,2,3,40.00,0,1,0.00,7,6,53.85,0,1,0.00,12,7,63.16,1,0,100.00,12.50,77.78,0.903,3,4,1,18,75.00,6,5,3,66.67
253,Kevan Miller,BOS,D,28,447.76666666667,407,359,53.13,314,279,52.95,229,207,52.52,11,15,42.31,15.68,14.06,52.72,172,170,50.29,63,58,52.07,6,5,54.55,109,112,49.32,4,5,44.44,208,165,55.76,1,5,16.67,4.80,92.75,0.976,64,105,60,388,51.61,141,149,128,52.42
254,Colin Blackwell,NYR,C,47,557.43333333333,435,534,44.89,338,400,45.80,242,292,45.32,26,21,55.32,20.01,22.88,46.65,210,281,42.77,79,114,40.93,9,12,42.86,131,167,43.96,11,6,64.71,194,214,47.55,6,3,66.67,10.74,92.81,1.036,83,141,81,445,50.61,149,186,153,49.34
255,Matthew Peca,OTT,C,5,44.25,46,51,47.42,39,35,52.70,25,30,45.45,2,1,66.67,1.65,2.3,41.80,21,20,51.22,6,7,46.15,0,0,-,15,13,53.57,1,1,50.00,18,24,42.86,1,0,100.00,8.00,96.67,1.047,1,17,6,39,14.29,3,19,14,17.65
256,Ryan Dzingel,"CAR, OTT","C, L",40,425.03333333333,366,370,49.73,257,282,47.68,186,199,48.31,10,15,40.00,13.4,13.95,48.99,165,177,48.25,63,64,49.61,6,4,60.00,102,113,47.44,3,10,23.08,164,164,50.00,1,1,50.00,5.38,92.46,0.978,43,79,64,402,40.19,76,102,126,37.62
257,Ondrej Palat,T.B,L,55,731.3,671,609,52.42,511,448,53.28,368,347,51.47,31,27,53.45,29.92,23.62,55.88,358,310,53.59,121,115,51.27,21,14,60.00,237,195,54.86,7,8,46.67,278,254,52.26,3,5,37.50,8.42,92.22,1.006,165,129,85,536,66.00,288,188,161,64.14
258,Nikita Nesterov,CGY,D,38,532.28333333333,495,461,51.78,375,369,50.40,262,280,48.34,19,28,40.43,20,17.91,52.76,224,217,50.79,83,83,50.00,9,16,36.00,141,134,51.27,8,7,53.33,235,217,51.99,2,5,28.57,7.25,90.00,0.973,75,64,53,526,58.59,154,108,116,57.04
259,Josh Manson,ANA,D,23,344.75,246,350,41.28,179,282,38.83,142,218,39.44,15,17,46.88,10.57,17.07,38.24,125,180,40.98,54,79,40.60,11,14,44.00,71,101,41.28,3,3,50.00,86,155,35.68,1,0,100.00,10.56,92.20,1.028,40,78,60,274,40.00,71,112,110,39.23
260,Max McCormick,CAR,L,12,92.65,72,97,42.60,52,77,40.31,37,51,42.05,3,0,100.00,2.26,4.1,35.57,26,50,34.21,9,18,33.33,3,0,100.00,17,32,34.69,0,0,-,37,41,47.44,0,0,-,8.11,100.00,1.081,20,20,8,78,71.43,34,26,19,64.15
261,Josh Archibald,EDM,R,52,565.16666666667,448,511,46.72,335,371,47.45,238,272,46.67,19,25,43.18,17.82,19.38,47.90,196,243,44.65,82,85,49.10,10,11,47.62,114,158,41.91,5,7,41.67,207,230,47.37,3,7,30.00,7.98,90.81,0.988,49,122,103,471,32.24,94,192,193,32.75
262,Travis Boyd,"TOR, VAN",C,39,373.01666666667,283,345,45.06,219,264,45.34,140,189,42.55,14,16,46.67,11.41,15.44,42.50,129,188,40.69,46,77,37.40,6,11,35.29,83,111,42.78,6,2,75.00,132,136,49.25,2,3,40.00,10.00,91.53,1.015,62,66,29,390,68.13,92,96,70,56.79
263,Dylan DeMelo,WPG,D,52,733.23333333333,628,646,49.29,476,483,49.64,356,346,50.71,34,27,55.74,26.7,25.16,51.49,319,294,52.04,106,116,47.75,19,16,54.29,213,178,54.48,14,9,60.87,268,309,46.45,1,2,33.33,9.55,92.20,1.017,85,120,78,681,52.15,204,190,194,51.26
264,Tyler Graovac,VAN,C,14,128.75,87,148,37.02,69,111,38.33,54,78,40.91,4,7,36.36,4.59,6.33,42.00,46,83,35.66,20,27,42.55,1,4,20.00,26,56,31.71,2,3,40.00,35,55,38.89,1,0,100.00,7.41,91.03,0.984,22,27,13,124,62.86,30,38,32,48.39
265,Johnny Gaudreau,CGY,L,56,778.06666666667,696,650,51.71,538,510,51.34,387,376,50.72,36,29,55.38,31.13,26.45,54.07,340,327,50.97,141,122,53.61,21,15,58.33,199,205,49.26,10,10,50.00,311,283,52.36,5,4,55.56,9.30,92.29,1.016,170,154,102,575,62.50,278,209,198,58.40
266,Tobias Rieder,BUF,L,44,459.28333333333,336,473,41.53,260,376,40.88,194,268,41.99,10,20,33.33,12.43,19.05,39.48,140,202,40.94,60,80,42.86,3,9,25.00,80,122,39.60,3,7,30.00,171,243,41.30,4,4,50.00,5.15,92.54,0.977,55,104,91,375,37.67,106,131,174,37.86
267,Fredrik Claesson,"S.J, T.B",D,6,66.6,62,76,44.93,49,53,48.04,36,46,43.90,2,2,50.00,2.68,2.25,54.33,29,28,50.88,13,8,61.90,2,0,100.00,16,20,44.44,0,2,0.00,29,40,42.03,0,0,-,5.56,95.65,1.012,14,13,3,67,82.35,23,18,14,62.16
268,Sean Kuraly,BOS,C,47,549.78333333333,458,477,48.98,364,361,50.21,269,249,51.93,14,25,35.90,16.25,18.91,46.22,202,226,47.20,70,87,44.59,6,16,27.27,132,139,48.71,6,7,46.15,226,223,50.33,2,2,50.00,5.20,89.96,0.952,29,113,117,436,19.86,63,155,211,22.99
269,Andrew Shaw,CHI,R,14,143,104,120,46.43,75,95,44.12,54,78,40.91,1,5,16.67,3.16,5.25,37.60,36,59,37.89,14,29,32.56,0,4,0.00,22,30,42.31,0,1,0.00,50,50,50.00,1,0,100.00,1.85,93.59,0.954,18,25,22,119,45.00,44,38,56,44.00
270,Vincent Trocheck,CAR,C,47,623.63333333333,609,511,54.38,481,386,55.48,354,275,56.28,25,16,60.98,29.61,22.59,56.73,313,252,55.40,119,108,52.42,10,12,45.45,194,144,57.40,11,3,78.57,255,222,53.46,4,1,80.00,7.06,94.18,1.012,104,126,126,409,45.22,180,205,242,42.65
271,Joseph Cramarossa,MIN,C,4,41.5,25,46,35.21,23,29,44.23,17,23,42.50,1,2,33.33,0.88,1.43,38.12,7,22,24.14,2,8,20.00,0,1,0.00,5,14,26.32,0,1,0.00,18,21,46.15,1,0,100.00,5.88,91.30,0.972,5,13,7,35,41.67,9,15,17,34.62
272,Adam Lowry,WPG,C,52,617.73333333333,515,572,47.38,382,436,46.70,263,306,46.22,26,22,54.17,19.25,24.23,44.28,230,264,46.56,83,117,41.50,16,11,59.26,147,147,50.00,10,7,58.82,237,266,47.12,0,3,0.00,9.89,92.81,1.027,90,159,113,495,44.33,145,220,210,40.85
273,Nick Cousins,NSH,C,52,598.3,536,521,50.71,399,399,50.00,298,307,49.26,25,18,58.14,21.08,21.36,49.67,245,239,50.62,111,95,53.88,12,10,54.55,134,144,48.20,5,6,45.45,253,247,50.60,8,2,80.00,8.39,94.14,1.025,70,94,97,491,41.92,163,157,181,47.38
274,Steven Fogarty,BUF,C,9,102.81666666667,48,92,34.29,38,71,34.86,29,54,34.94,3,2,60.00,2.71,3.51,43.55,22,28,44.00,14,16,46.67,3,2,60.00,8,12,40.00,0,0,-,23,56,29.11,0,0,-,10.34,96.30,1.066,8,21,26,87,23.53,15,25,40,27.27
275,Blake Coleman,T.B,C,55,675.1,651,518,55.69,518,394,56.80,393,298,56.87,31,25,55.36,28.69,20.73,58.05,338,264,56.15,136,99,57.87,22,10,68.75,202,165,55.04,4,12,25.00,273,213,56.17,5,3,62.50,7.89,91.61,0.995,103,197,97,474,51.50,177,246,186,48.76
276,Andy Andreoff,PHI,C,6,50.666666666667,28,48,36.84,24,36,40.00,16,25,39.02,0,6,0.00,0.67,2.38,21.86,9,24,27.27,2,16,11.11,0,4,0.00,7,8,46.67,0,2,0.00,17,20,45.95,0,0,-,0.00,76.00,0.760,8,11,5,55,61.54,11,14,12,47.83
277,Andy Welinski,ANA,D,13,174.55,147,158,48.20,110,127,46.41,67,92,42.14,9,5,64.29,5.41,7.21,42.87,60,78,43.48,27,30,47.37,7,5,58.33,33,48,40.74,1,0,100.00,73,70,51.05,1,0,100.00,13.43,94.57,1.080,38,26,29,121,56.72,77,44,50,60.63
278,Josh Leivo,CGY,L,38,384.6,365,292,55.56,267,214,55.51,181,166,52.16,12,14,46.15,14.87,10.73,58.10,170,142,54.49,71,47,60.17,8,8,50.00,99,95,51.03,4,6,40.00,170,133,56.11,0,0,-,6.63,91.57,0.982,66,75,52,339,55.93,115,103,96,54.50
279,Kyle Rau,MIN,C,14,120.55,80,111,41.88,60,75,44.44,46,55,45.54,4,4,50.00,3.12,3.71,45.66,35,41,46.05,13,15,46.43,1,2,33.33,22,26,45.83,2,2,50.00,38,58,39.58,1,0,100.00,8.70,92.73,1.014,13,23,28,102,31.71,25,30,52,32.47
280,Jean-Gabriel Pageau,NYI,C,54,688.6,534,635,45.68,393,434,47.52,285,309,47.98,21,16,56.76,22.76,23.04,49.69,266,297,47.25,109,97,52.91,11,7,61.11,157,200,43.98,8,4,66.67,236,299,44.11,2,5,28.57,7.37,94.82,1.022,126,155,195,502,39.25,209,206,347,37.59
281,Mike Reilly,"BOS, OTT",D,55,872.73333333333,892,737,54.76,716,568,55.76,518,424,54.99,44,42,51.16,34.94,29.65,54.10,415,347,54.46,156,130,54.55,27,20,57.45,259,217,54.41,13,17,43.33,412,340,54.79,4,5,44.44,8.49,90.09,0.986,82,164,123,782,40.00,229,243,276,45.35
282,Rocco Grimaldi,NSH,R,40,460.83333333333,421,422,49.94,321,332,49.16,222,262,45.87,16,20,44.44,14.53,18.84,43.54,191,187,50.53,63,77,45.00,6,11,35.29,128,110,53.78,8,7,53.33,204,208,49.51,2,2,50.00,7.21,92.37,0.996,64,64,65,409,49.61,151,106,142,51.54
283,Scott Mayfield,NYI,D,56,930.83333333333,734,839,46.66,564,610,48.04,430,423,50.41,35,35,50.00,32.13,32.78,49.50,384,417,47.94,156,133,53.98,19,22,46.34,228,284,44.53,12,8,60.00,298,373,44.41,4,5,44.44,8.14,91.73,0.999,89,153,128,767,41.01,217,235,276,44.02
284,Tomas Jurco,VGK,R,8,71.483333333333,78,58,57.35,58,41,58.59,45,21,68.18,3,3,50.00,3.01,3.17,48.71,42,30,58.33,10,14,41.67,1,3,25.00,32,16,66.67,2,0,100.00,30,22,57.69,0,0,-,6.67,85.71,0.924,19,17,7,58,73.08,29,22,14,67.44
285,Boone Jenner,CBJ,C,41,575.08333333333,496,595,45.46,391,431,47.57,286,307,48.23,17,28,37.78,19.53,22.94,45.99,200,242,45.25,87,113,43.50,14,19,42.42,113,129,46.69,2,5,28.57,252,310,44.84,1,4,20.00,5.94,90.88,0.968,75,132,159,343,32.05,136,172,272,33.33
286,Victor Rask,MIN,C,54,642.03333333333,536,569,48.51,394,423,48.23,266,303,46.75,29,25,53.70,20.3,21.47,48.60,237,248,48.87,89,87,50.57,15,11,57.69,148,161,47.90,9,11,45.00,253,274,48.01,4,3,57.14,10.90,91.75,1.027,119,122,54,471,68.79,204,191,161,55.89
287,Brandon Saad,COL,L,44,523.16666666667,571,436,56.70,420,332,55.85,308,237,56.51,29,28,50.88,22.94,17.62,56.56,261,206,55.89,106,90,54.08,17,11,60.71,155,116,57.20,10,14,41.67,281,195,59.03,2,3,40.00,9.42,88.19,0.976,107,112,74,425,59.12,200,163,146,57.80
288,Brett Ritchie,CGY,R,32,350.81666666667,283,266,51.55,220,209,51.28,148,151,49.50,10,15,40.00,11.24,12.1,48.15,144,135,51.61,53,56,48.62,5,7,41.67,91,79,53.53,4,7,36.36,125,110,53.19,1,1,50.00,6.76,90.07,0.968,59,81,53,316,52.68,99,111,101,49.50
289,Joel Edmundson,MTL,D,55,938.48333333333,944,795,54.28,690,598,53.57,500,430,53.76,45,27,62.50,35.08,31.06,53.04,476,369,56.33,162,146,52.60,24,15,61.54,314,223,58.47,13,10,56.52,410,365,52.90,8,2,80.00,9.00,93.72,1.027,127,183,128,663,49.80,285,270,318,47.26
290,Matt Nieto,S.J,L,28,301.88333333333,257,321,44.46,199,240,45.33,148,168,46.84,9,14,39.13,10.97,13.36,45.09,128,150,46.04,60,67,47.24,6,6,50.00,68,83,45.03,3,4,42.86,116,147,44.11,0,4,0.00,6.08,91.67,0.977,43,76,35,253,55.13,73,106,83,46.79
291,Xavier Ouellet,MTL,D,6,83.1,83,87,48.82,60,68,46.88,42,46,47.73,1,3,25.00,3.28,3.36,49.40,36,44,45.00,15,16,48.39,1,2,33.33,21,28,42.86,0,0,-,41,39,51.25,0,1,0.00,2.38,93.48,0.959,8,16,7,78,53.33,16,23,18,47.06
292,William Karlsson,VGK,C,56,745.7,815,639,56.05,575,466,55.24,405,321,55.79,35,22,61.40,34.93,29.29,54.39,409,321,56.03,151,130,53.74,21,12,63.64,258,191,57.46,9,8,52.94,355,266,57.17,5,2,71.43,8.64,93.15,1.018,137,153,91,546,60.09,270,235,217,55.44
293,Scott Harrington,CBJ,D,12,176.46666666667,131,171,43.38,101,124,44.89,73,90,44.79,8,12,40.00,3.78,6.75,35.88,47,75,38.52,13,32,28.89,2,6,25.00,34,43,44.16,1,3,25.00,76,84,47.50,5,3,62.50,10.96,86.67,0.976,25,31,29,147,46.30,59,45,54,52.21
294,Ryan Nugent-Hopkins,EDM,C,52,733.35,695,644,51.90,510,488,51.10,376,360,51.09,30,32,48.39,33.35,26.71,55.53,369,313,54.11,165,123,57.29,19,16,54.29,204,190,51.78,10,10,50.00,272,282,49.10,0,6,0.00,7.98,91.11,0.991,104,128,63,524,62.28,232,203,163,58.73
295,Gabriel Landeskog,COL,L,54,811.96666666667,909,554,62.13,661,424,60.92,463,310,59.90,47,32,59.49,37.01,22.89,61.78,447,248,64.32,156,108,59.09,18,16,52.94,291,140,67.52,19,12,61.29,415,262,61.30,10,4,71.43,10.15,89.68,0.998,198,224,76,505,72.26,360,344,174,67.42
296,Jonathan Huberdeau,FLA,L,55,709.36666666667,650,560,53.72,526,438,54.56,406,344,54.13,40,29,57.97,26.72,24.72,51.94,311,262,54.28,104,108,49.06,20,18,52.63,207,154,57.34,12,9,57.14,297,248,54.50,8,2,80.00,9.85,91.57,1.014,160,173,71,557,69.26,291,261,158,64.81
297,Adam Larsson,EDM,D,56,934.4,707,830,46.00,526,562,48.35,360,408,46.88,28,31,47.46,27.49,29.63,48.12,331,396,45.53,132,138,48.89,14,15,48.28,199,258,43.54,11,14,44.00,319,365,46.64,3,2,60.00,7.78,92.40,1.002,67,204,147,668,31.31,178,302,295,37.63
298,Ryan Strome,NYR,C,56,752.36666666667,661,694,48.78,497,533,48.25,370,379,49.40,37,33,52.86,28.62,27.57,50.94,320,325,49.61,116,126,47.93,18,15,54.55,204,199,50.62,12,12,50.00,293,325,47.41,7,6,53.85,10.00,91.29,1.013,112,165,99,585,53.08,231,235,217,51.56
299,Mika Zibanejad,NYR,C,56,732.71666666667,565,674,45.60,428,509,45.68,304,374,44.84,35,32,52.24,22.7,27.48,45.24,268,315,45.97,101,137,42.44,15,19,44.12,167,178,48.41,12,6,66.67,257,321,44.46,8,7,53.33,11.51,91.44,1.030,128,166,114,564,52.89,234,235,240,49.37
300,Mark Scheifele,WPG,C,56,915.9,801,819,49.44,607,627,49.19,450,472,48.81,44,44,50.00,35.18,40.44,46.52,408,452,47.44,160,201,44.32,30,25,54.55,248,251,49.70,11,16,40.74,337,330,50.52,3,3,50.00,9.78,90.68,1.005,145,200,103,598,58.47,299,280,210,58.74
301,Sean Couturier,PHI,C,45,614.4,642,442,59.23,484,339,58.81,346,269,56.26,33,38,46.48,24.35,20.51,54.28,283,226,55.60,101,96,51.27,16,21,43.24,182,130,58.33,12,12,50.00,314,191,62.18,5,5,50.00,9.54,85.87,0.954,146,169,107,423,57.71,225,224,208,51.96
302,Dougie Hamilton,CAR,D,55,938.95,1032,810,56.03,790,619,56.07,557,446,55.53,41,25,62.12,44.05,33.84,56.55,493,380,56.47,206,151,57.70,25,16,60.98,287,229,55.62,10,8,55.56,481,365,56.86,6,1,85.71,7.36,94.39,1.018,135,211,144,632,48.39,325,326,314,50.86
303,Jonas Brodin,MIN,D,53,956.96666666667,764,871,46.73,576,631,47.72,407,460,46.94,39,43,47.56,32.08,32.28,49.84,342,374,47.77,150,129,53.76,24,22,52.17,192,245,43.94,10,14,41.67,359,419,46.14,5,7,41.67,9.58,90.65,1.002,95,207,126,599,42.99,262,351,318,45.17
304,Jamie Oleksiak,DAL,D,56,1031.0166666667,935,844,52.56,696,634,52.33,511,445,53.45,30,32,48.39,37.2,31.55,54.11,457,362,55.80,177,141,55.66,20,21,48.78,280,221,55.89,9,8,52.94,416,397,51.17,1,3,25.00,5.87,92.81,0.987,154,236,169,765,47.68,318,332,319,49.92
305,J.T. Miller,VAN,C,53,763.15,629,754,45.48,481,565,45.98,336,423,44.27,37,47,44.05,28.73,34.34,45.55,335,408,45.09,128,152,45.71,19,32,37.25,207,256,44.71,17,12,58.62,256,294,46.55,1,3,25.00,11.01,88.89,0.999,163,153,109,637,59.93,262,197,200,56.71
306,Joel Armia,MTL,R,41,493.95,496,414,54.51,354,308,53.47,265,213,55.44,25,16,60.98,18.97,17.01,52.73,255,195,56.67,89,90,49.72,13,7,65.00,166,105,61.25,9,6,60.00,222,197,52.98,3,3,50.00,9.43,92.49,1.019,93,93,70,441,57.06,175,134,149,54.01
307,Nathan Beaulieu,WPG,D,25,360.53333333333,308,368,45.56,237,293,44.72,169,210,44.59,13,20,39.39,12.06,17.19,41.23,141,181,43.79,45,80,36.00,8,12,40.00,96,101,48.73,4,7,36.36,150,166,47.47,1,1,50.00,7.69,90.48,0.982,33,62,22,337,60.00,83,103,80,50.92
308,Connor Murphy,CHI,D,50,925.4,782,861,47.60,557,617,47.44,428,462,48.09,34,38,47.22,31.97,35.87,47.13,364,441,45.22,146,172,45.91,21,25,45.65,218,269,44.76,12,9,57.14,352,370,48.75,1,4,20.00,7.94,91.77,0.997,54,214,131,669,29.19,229,322,340,40.25
309,Stefan Noesen,"S.J, TOR",R,6,54.75,41,45,47.67,26,35,42.62,22,24,47.83,0,0,-,1.52,1.99,43.32,19,22,46.34,9,10,47.37,0,0,-,10,12,45.45,0,0,-,18,22,45.00,0,0,-,0.00,100.00,1.000,6,16,5,52,54.55,11,22,16,40.74
310,Phillip Danault,MTL,C,53,708.5,788,558,58.54,572,405,58.55,402,278,59.12,32,22,59.26,29.01,21.39,57.56,357,252,58.62,144,111,56.47,19,14,57.58,213,141,60.17,7,7,50.00,378,253,59.90,6,1,85.71,7.96,92.09,1.000,112,183,171,507,39.58,217,244,302,41.81
311,Vladislav Namestnikov,DET,C,53,683.3,513,619,45.32,375,482,43.76,271,357,43.15,18,26,40.91,20.36,23.64,46.27,223,271,45.14,97,97,50.00,9,13,40.91,126,174,42.00,6,9,40.00,245,306,44.46,3,4,42.86,6.64,92.72,0.994,98,129,93,522,51.31,165,170,184,47.28
312,Rickard Rakell,ANA,L,52,761.36666666667,699,686,50.47,501,522,48.97,346,382,47.53,29,34,46.03,28.1,31,47.55,345,351,49.57,140,154,47.62,14,21,40.00,205,197,51.00,11,11,50.00,298,292,50.51,4,2,66.67,8.38,91.10,0.995,152,146,95,578,61.54,252,204,194,56.50
313,Colin Miller,BUF,D,48,755.28333333333,625,662,48.56,483,515,48.40,341,374,47.69,21,37,36.21,23.28,28.66,44.82,263,317,45.34,107,131,44.96,11,21,34.38,156,186,45.61,4,9,30.77,315,318,49.76,6,7,46.15,6.16,90.11,0.963,88,114,80,588,52.38,211,192,212,49.88
314,Jonathan Marchessault,VGK,C,55,767.01666666667,843,664,55.94,588,486,54.75,410,337,54.89,37,25,59.68,35.4,31.17,53.18,431,347,55.40,158,135,53.92,21,15,58.33,273,212,56.29,12,7,63.16,355,264,57.35,4,3,57.14,9.02,92.58,1.016,141,153,86,547,62.11,274,227,197,58.17
315,Kurtis Gabriel,S.J,R,11,82.816666666667,58,89,39.46,50,47,51.55,29,34,46.03,3,2,60.00,3.63,2.54,58.84,36,42,46.15,20,13,60.61,2,1,66.67,16,29,35.56,1,0,100.00,19,41,31.67,0,1,0.00,10.34,94.12,1.045,6,28,12,79,33.33,8,33,22,26.67
316,Barclay Goodrow,T.B,C,55,666.25,637,508,55.63,503,388,56.45,380,291,56.63,30,22,57.69,27.34,20.67,56.95,329,264,55.48,137,94,59.31,20,10,66.67,192,170,53.04,4,9,30.77,271,202,57.29,6,3,66.67,7.89,92.44,1.003,103,205,116,449,47.03,180,249,215,45.57
317,Brad Hunt,MIN,D,12,123.13333333333,82,114,41.84,71,88,44.65,46,60,43.40,2,10,16.67,3.31,3.97,45.46,37,51,42.05,19,13,59.38,1,2,33.33,18,38,32.14,0,6,0.00,38,54,41.30,1,2,33.33,4.35,83.33,0.877,11,25,17,104,39.29,27,34,43,38.57
318,Torey Krug,STL,D,51,919.61666666667,770,841,47.80,598,644,48.15,460,460,50.00,44,37,54.32,33.9,37.31,47.60,377,398,48.65,139,173,44.55,31,20,60.78,238,225,51.40,10,12,45.45,332,381,46.56,3,5,37.50,9.57,91.96,1.015,129,206,129,748,50.00,288,302,264,52.17
319,Matt Tennyson,N.J,D,21,276.46666666667,198,281,41.34,156,221,41.38,114,152,42.86,15,15,50.00,8.77,11.85,42.53,99,126,44.00,34,54,38.64,10,9,52.63,65,72,47.45,3,4,42.86,91,139,39.57,2,2,50.00,13.16,90.13,1.033,26,61,34,260,43.33,60,84,77,43.80
