id,team_name,gp,toi,w,l,otl,row,points,point_pcg,cf,ca,cf_pcg,ff,fa,ff_pcg,sf,sa,sf_pcg,gf,ga,gf_pcg,xgf,xga,xgf_pcg,scf,sca,scf_pcg,scsf,scsa,scsf_pcg,scgf,scga,scgf_pcg,scsh_pcg,scsv_pcg,hdcf,hdca,hdcf_pcg,hdsf,hdsa,hdsf_pcg,hdgf,hdga,hdgf_pcg,hdsh_pcg,hdsv_pcg,mdcf,mdca,mdcf_pcg,mdsf,mdsa,mdsf_pcg,mdgf,mdga,mdgf_pcg,mdsh_pcg,mdsv_pcg,ldcf,ldca,ldcf_pcg,ldsf,ldsa,ldsf_pcg,ldgf,ldga,ldgf_pcg,ldsh_pcg,ldsv_pcg,sh_pcg,sv_pcg,pdo
11,Washington Capitals,56,2724.3167,36,15,5,33,77,0.688,2409,2348,50.64,1819,1796,50.32,1301,1280,50.41,131,107,55.04,97.45,90.62,51.82,1105,1029,51.78,659,622,51.44,104,90,53.61,15.78,85.53,452,399,53.11,338,295,53.40,67,61,52.34,19.82,79.32,653,630,50.90,321,327,49.54,37,29,56.06,11.53,91.13,1147,1113,50.75,594,579,50.64,27,16,62.79,4.55,97.24,10.07,91.64,1.017
12,Buffalo Sabres,56,2811.8333,15,34,7,11,37,0.330,2275,2602,46.65,1786,2076,46.25,1300,1532,45.90,87,137,38.84,95.67,111.68,46.14,1049,1220,46.23,626,757,45.26,69,112,38.12,11.02,85.20,469,502,48.30,343,381,47.38,47,68,40.87,13.70,82.15,580,718,44.68,283,376,42.94,22,44,33.33,7.77,88.30,1087,1245,46.61,621,713,46.55,18,25,41.86,2.90,96.49,6.69,91.06,0.977
13,Boston Bruins,56,2694.3333,33,16,7,29,73,0.652,2579,2179,54.20,2026,1650,55.11,1485,1168,55.97,107,93,53.50,97.55,84.79,53.50,1130,1030,52.31,730,600,54.89,88,76,53.66,12.05,87.33,397,390,50.44,314,297,51.39,52,52,50.00,16.56,82.49,733,640,53.39,416,303,57.86,36,24,60.00,8.65,92.08,1286,1011,55.99,671,498,57.40,18,17,51.43,2.68,96.59,7.21,92.04,0.992
14,New Jersey Devils,56,2741.8,19,30,7,19,45,0.402,2441,2393,50.50,1850,1887,49.50,1313,1385,48.67,102,123,45.33,100.99,103.84,49.30,1152,1139,50.28,692,737,48.43,85,101,45.70,12.28,86.30,431,450,48.92,323,359,47.36,55,68,44.72,17.03,81.06,721,689,51.13,369,378,49.40,30,33,47.62,8.13,91.27,1159,1140,50.41,579,611,48.66,17,21,44.74,2.94,96.56,7.77,91.12,0.989
15,New York Islanders,56,2793.4167,32,17,7,28,71,0.634,2352,2491,48.56,1780,1824,49.39,1322,1307,50.29,113,90,55.67,102.52,94.62,52.01,1208,1188,50.42,763,689,52.55,98,75,56.65,12.84,89.11,516,402,56.21,411,304,57.48,72,51,58.54,17.52,83.22,692,786,46.82,352,385,47.76,26,24,52.00,7.39,93.77,999,1145,46.60,504,569,46.97,15,15,50.00,2.98,97.36,8.55,93.11,1.017
16,New York Rangers,56,2688.1833,27,23,6,26,60,0.536,2201,2463,47.19,1691,1855,47.69,1245,1330,48.35,116,106,52.25,92.5,99.88,48.08,1033,1165,47.00,622,696,47.19,92,88,51.11,14.79,87.36,418,476,46.76,315,352,47.23,60,58,50.85,19.05,83.52,615,689,47.16,307,344,47.16,32,30,51.61,10.42,91.28,1008,1142,46.88,558,574,49.29,24,18,57.14,4.30,96.86,9.32,92.03,1.013
17,Dallas Stars,56,2765.2333,23,19,14,21,60,0.536,2511,2242,52.83,1849,1670,52.54,1355,1161,53.86,101,93,52.06,99.82,84.85,54.05,1186,994,54.40,712,591,54.64,95,71,57.23,13.34,87.99,478,382,55.58,350,283,55.29,66,51,56.41,18.86,81.98,708,612,53.64,362,308,54.03,29,20,59.18,8.01,93.51,1130,1030,52.31,566,503,52.95,6,22,21.43,1.06,95.63,7.45,91.99,0.994
18,Florida Panthers,56,2651.0833,37,14,5,36,79,0.705,2506,2180,53.48,1955,1685,53.71,1493,1274,53.96,118,94,55.66,106.13,90.27,54.04,1166,985,54.21,780,649,54.58,94,82,53.41,12.05,87.37,449,387,53.71,371,315,54.08,62,59,51.24,16.71,81.27,717,598,54.52,409,334,55.05,32,23,58.18,7.82,93.11,1173,1033,53.17,639,562,53.21,24,11,68.57,3.76,98.04,7.90,92.62,1.005
19,Carolina Hurricanes,56,2710.6833,36,12,8,32,80,0.714,2635,2250,53.94,1989,1728,53.51,1423,1251,53.22,105,81,56.45,117.09,100.08,53.92,1262,1086,53.75,756,684,52.50,88,72,55.00,11.64,89.47,547,459,54.37,403,350,53.52,66,52,55.93,16.38,85.14,715,627,53.28,353,334,51.38,22,20,52.38,6.23,94.01,1183,981,54.67,610,508,54.56,16,9,64.00,2.62,98.23,7.38,93.53,1.009
20,Detroit Red Wings,56,2729.85,19,27,10,17,48,0.429,2108,2531,45.44,1610,1942,45.33,1205,1427,45.78,87,112,43.72,85.44,102.61,45.43,969,1166,45.39,601,718,45.56,73,97,42.94,12.15,86.49,390,453,46.26,310,343,47.47,51,64,44.35,16.45,81.34,579,713,44.81,291,375,43.69,22,33,40.00,7.56,91.20,950,1186,44.48,522,652,44.46,14,15,48.28,2.68,97.70,7.22,92.15,0.994
21,Columbus Blue Jackets,56,2838.5833,18,26,12,15,48,0.429,2342,2694,46.51,1803,2031,47.03,1350,1503,47.32,97,131,42.54,92.23,107.9,46.09,1022,1223,45.52,650,754,46.30,77,108,41.62,11.85,85.68,392,477,45.11,293,368,44.33,53,72,42.40,18.09,80.43,630,746,45.78,357,386,48.05,24,36,40.00,6.72,90.67,1127,1294,46.55,642,679,48.60,20,23,46.51,3.12,96.61,7.19,91.28,0.985
22,Nashville Predators,56,2702.5833,31,23,2,26,64,0.571,2420,2434,49.86,1887,1839,50.64,1346,1400,49.02,104,90,53.61,96.36,98.12,49.55,1121,1103,50.40,704,698,50.21,87,73,54.38,12.36,89.54,452,441,50.62,353,342,50.79,57,51,52.78,16.15,85.09,669,662,50.26,351,356,49.65,30,22,57.69,8.55,93.82,1144,1168,49.48,593,642,48.02,17,17,50.00,2.87,97.35,7.73,93.57,1.013
23,Calgary Flames,56,2662,26,27,3,25,55,0.491,2466,2183,53.04,1863,1678,52.61,1311,1227,51.65,112,104,51.85,99.5,85.42,53.81,1177,1027,53.40,713,632,53.01,96,93,50.79,13.46,85.28,454,389,53.86,336,297,53.08,55,59,48.25,16.37,80.13,723,638,53.12,377,335,52.95,41,34,54.67,10.88,89.85,1117,1007,52.59,544,534,50.46,15,10,60.00,2.76,98.13,8.54,91.52,1.001
24,Winnipeg Jets,56,2725.6333,30,23,3,30,63,0.563,2320,2492,48.21,1736,1870,48.14,1274,1332,48.89,109,101,51.90,95.16,109.55,46.48,1155,1254,47.95,664,737,47.39,103,92,52.82,15.51,87.52,420,521,44.63,311,372,45.53,68,59,53.54,21.86,84.14,735,733,50.07,353,365,49.16,35,33,51.47,9.92,90.96,1016,1076,48.57,549,538,50.51,6,8,42.86,1.09,98.51,8.56,92.42,1.010
25,San Jose Sharks,56,2688.3,21,28,7,16,49,0.438,2384,2595,47.88,1806,1936,48.26,1305,1391,48.41,105,134,43.93,107.6,108.8,49.72,1239,1237,50.04,771,738,51.09,90,111,44.78,11.67,84.96,523,517,50.29,403,367,52.34,62,74,45.59,15.38,79.84,716,720,49.86,368,371,49.80,28,37,43.08,7.61,90.03,987,1182,45.50,489,595,45.11,15,23,39.47,3.07,96.13,8.05,90.37,0.984
26,Arizona Coyotes,56,2680.3333,24,26,6,21,54,0.482,2321,2440,48.75,1738,1832,48.68,1207,1310,47.95,98,115,46.01,97.86,103.66,48.56,1057,1235,46.12,630,735,46.15,87,103,45.79,13.81,85.99,451,497,47.57,321,357,47.35,48,64,42.86,14.95,82.07,606,738,45.09,309,378,44.98,39,39,50.00,12.62,89.68,1098,1059,50.90,524,520,50.19,11,12,47.83,2.10,97.69,8.12,91.22,0.993
27,Anaheim Ducks,56,2764.7667,17,30,9,15,43,0.384,2379,2494,48.82,1740,1888,47.96,1211,1364,47.03,100,122,45.05,93.45,110.65,45.79,1104,1251,46.88,655,780,45.64,87,112,43.72,13.28,85.64,440,522,45.74,321,389,45.21,57,80,41.61,17.76,79.43,664,729,47.67,334,391,46.07,30,32,48.39,8.98,91.82,1059,1094,49.19,476,545,46.62,13,10,56.52,2.73,98.17,8.26,91.06,0.993
28,Vegas Golden Knights,56,2735.2167,40,14,2,39,82,0.732,2723,2379,53.37,1982,1708,53.71,1409,1235,53.29,135,97,58.19,119.1,104.38,53.29,1371,1151,54.36,797,672,54.25,114,85,57.29,14.30,87.35,539,469,53.47,386,353,52.23,69,57,54.76,17.88,83.85,832,682,54.95,411,319,56.30,45,28,61.64,10.95,91.22,1161,1021,53.21,553,490,53.02,20,12,62.50,3.62,97.55,9.58,92.15,1.017
29,Minnesota Wild,56,2678.9833,35,16,5,34,75,0.670,2183,2539,46.23,1686,1883,47.24,1214,1330,47.72,126,108,53.85,96.51,91.97,51.21,1022,1065,48.97,650,655,49.81,110,91,54.73,16.92,86.11,451,363,55.41,342,285,54.55,70,54,56.45,20.47,81.05,571,702,44.85,308,370,45.43,40,37,51.95,12.99,90.00,996,1252,44.31,519,628,45.25,15,17,46.88,2.89,97.29,10.38,91.88,1.023
30,Los Angeles Kings,56,2701.0833,21,28,7,20,49,0.438,2265,2456,47.98,1731,1858,48.23,1248,1325,48.50,95,119,44.39,92.62,111.77,45.32,1046,1284,44.89,633,761,45.41,89,104,46.11,14.06,86.33,438,525,45.48,316,383,45.21,69,67,50.74,21.84,82.51,608,759,44.48,317,378,45.61,20,37,35.09,6.31,90.21,1039,1000,50.96,553,502,52.42,6,13,31.58,1.08,97.41,7.61,91.02,0.986
31,Ottawa Senators,56,2689.45,23,28,5,21,51,0.455,2470,2615,48.57,1870,1962,48.80,1311,1421,47.99,105,132,44.30,97.16,105.86,47.86,1157,1227,48.53,656,722,47.61,90,111,44.78,13.72,84.63,455,479,48.72,313,353,47.00,63,59,51.64,20.13,83.29,702,748,48.41,343,369,48.17,27,52,34.18,7.87,85.91,1117,1200,48.21,579,642,47.42,14,19,42.42,2.42,97.04,8.01,90.71,0.987
