id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Craig Anderson,BUF,31,124.4,117,105,12,0.897,5.79,3.54,13.52,31,28,3,0.903,1.45,3.64,39,31,8,0.795,3.86,-2.58,44,43,1,0.977,0.48,2.10,0,12,32.74,26.58
2,Mike Smith,EDM,28,139.15,148,130,18,0.878,7.76,1.66,19.3,35,29,6,0.829,2.59,1.50,57,50,7,0.877,3.02,0.92,56,51,5,0.911,2.16,-1.05,4,17,28.64,26.83
3,Marc-Andre Fleury,"CHI, MIN",56,253.26666666667,233,198,35,0.850,8.29,-4.05,30.36,64,52,12,0.813,2.84,1.71,71,61,10,0.859,2.37,-0.14,98,85,13,0.867,3.08,-6.10,6,34,29.25,25.57
4,Jaroslav Halak,VAN,17,62.25,53,42,11,0.792,10.60,-3.96,8.36,17,11,6,0.647,5.78,-2.36,20,15,5,0.750,4.82,-2.22,16,16,0,1.000,0.00,1.13,1,11,28.40,20.73
5,Brian Elliott,T.B,19,92.716666666667,78,68,10,0.872,6.47,0.36,9.58,27,21,6,0.778,3.88,-0.21,24,21,3,0.875,1.94,0.33,27,26,1,0.963,0.65,0.90,0,7,27.69,18.80
6,Cory Schneider,NYI,1,4,2,2,0,1.000,0.00,0.27,0.72,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.14,1,1,0,1.000,0.00,0.07,0,0,30.50,-
7,Thomas Greiss,DET,31,109.71666666667,98,77,21,0.786,11.48,-7.98,14.14,29,24,5,0.828,2.73,1.21,35,24,11,0.686,6.02,-6.14,34,29,5,0.853,2.73,-2.60,0,11,27.83,26.48
8,Anton Khudobin,DAL,9,41.183333333333,40,32,8,0.800,11.66,-2.69,4.12,9,6,3,0.667,4.37,-1.07,12,9,3,0.750,4.37,-1.33,19,17,2,0.895,2.91,-0.66,0,1,32.98,28.75
9,Carey Price,MTL,5,23.233333333333,22,20,2,0.909,5.16,0.92,2.97,9,8,1,0.889,2.58,0.93,5,4,1,0.800,2.58,-0.31,8,8,0,1.000,0.00,0.56,0,3,22.14,20.00
10,Tuukka Rask,BOS,4,18.766666666667,8,6,2,0.750,6.39,-0.94,1.06,3,1,2,0.333,6.39,-1.36,0,0,0,-,0.00,0.00,5,5,0,1.000,0.00,0.35,0,0,35.25,11.50
11,Jonathan Quick,L.A,46,198,182,153,29,0.841,8.79,-4.83,25.68,57,44,13,0.772,3.94,-0.79,49,41,8,0.837,2.42,-1.20,76,68,8,0.895,2.42,-2.65,1,28,27.81,23.10
12,Alex Stalock,S.J,1,2.5666666666667,2,2,0,1.000,0.00,0.27,0.34,2,2,0,1.000,0.00,0.43,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,1,13.50,-
13,James Reimer,S.J,48,201.18333333333,173,161,12,0.931,3.58,10.98,23.16,73,66,7,0.904,2.09,8.64,42,39,3,0.929,0.89,2.83,58,56,2,0.966,0.60,2.09,2,19,27.38,22.25
