id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assit,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
24,Radim Vrbata,ARI,R,81,1062.6,13,20,14,6,33,82.50,148,8.78,8.85,256,191,119,28,6,10,8,4,4,0,0,4,23,27,44,41,26,7,22,24.14
25,Joel Ward,S.J,R,78,1008.3,7,15,6,9,22,66.67,84,8.33,10.71,172,131,110,68,1,12,24,12,12,0,0,6,48,28,56,85,40,178,157,53.13
26,Mark Streit,"PHI, PIT",D,68,1035.8166666667,3,9,2,7,12,37.50,77,3.90,3.15,157,104,30,7,0,9,18,9,9,0,0,4,35,11,35,86,84,0,0,-
27,Marian Gaborik,L.A,R,56,722.91666666667,7,9,7,2,16,64.00,109,6.42,10.11,194,152,129,44,10,15,14,7,7,0,0,2,21,7,20,34,15,0,0,-
28,Scott Hartnell,CBJ,L,78,819.76666666667,11,22,13,9,33,78.57,92,11.96,7.82,152,118,81,39,3,8,39,15,12,3,0,7,23,15,90,45,38,2,3,40.00
29,Ron Hainsey,"CAR, PIT",D,72,1296.65,2,9,6,3,11,27.50,56,3.57,1.75,162,92,36,4,3,11,17,7,6,1,0,4,42,19,84,62,90,0,0,-
30,Brooks Orpik,WSH,D,79,1183.1666666667,0,13,6,7,13,24.53,89,0.00,2.48,175,122,33,2,1,5,29,12,11,1,0,5,28,5,155,123,110,0,0,-
31,Steve Ott,"DET, MTL",C,53,472.21666666667,2,3,1,2,5,71.43,40,5.00,3.11,69,51,32,13,2,2,14,4,2,2,0,14,8,7,139,46,16,120,85,58.54
32,Justin Williams,WSH,R,80,1018.4666666667,19,19,7,12,38,74.51,138,13.77,11.92,230,185,120,62,2,13,40,20,20,0,0,11,37,30,24,119,38,18,21,46.15
33,Niklas Kronwall,DET,D,57,875.26666666667,2,4,2,2,6,20.69,42,4.76,2.16,79,57,22,5,0,3,28,14,14,0,0,3,21,2,69,58,63,0,0,-
34,Nick Schultz,PHI,D,28,367.31666666667,0,3,2,1,3,20.00,24,0.00,1.02,62,40,15,3,1,1,8,4,4,0,0,0,11,2,39,48,48,0,0,-
35,Antoine Vermette,ANA,C,72,901.81666666667,2,12,7,5,14,48.28,69,2.90,6.86,128,102,70,36,4,10,30,11,10,0,1,8,23,11,51,66,33,533,319,62.56
36,Paul Martin,S.J,D,81,1365.7166666667,4,21,4,17,25,44.64,52,7.69,1.46,120,71,25,2,3,8,20,10,10,0,0,1,53,34,39,86,99,0,0,-
37,Dominic Moore,BOS,C,82,859.26666666667,6,11,6,5,17,70.83,78,7.69,6.35,129,96,73,28,8,5,38,19,19,0,0,6,24,26,58,76,31,288,224,56.25
38,Matt Hendricks,EDM,"C, L",42,379.76666666667,4,3,0,3,7,58.33,38,10.53,2.79,54,45,28,13,6,1,14,7,7,0,0,5,8,7,77,43,30,112,72,60.87
39,John-Michael Liles,BOS,D,36,461.78333333333,0,2,1,1,2,16.67,28,0.00,1.2,64,43,17,1,0,7,4,2,2,0,0,3,7,8,22,40,37,2,0,100.00
40,Deryk Engelland,CGY,D,81,1202.2666666667,4,12,6,6,16,40.00,101,3.96,2.93,208,134,39,5,2,8,51,15,8,7,0,12,40,14,129,113,95,1,0,100.00
41,Jason Spezza,DAL,C,68,857.18333333333,11,16,8,8,27,67.50,105,10.48,8.06,202,149,86,38,4,12,20,10,10,0,0,9,38,28,11,39,27,263,251,51.17
42,Mikko Koivu,MIN,C,80,1128.65,13,15,5,10,28,51.85,95,13.68,8.19,179,133,106,41,4,15,32,16,16,0,0,6,19,30,26,32,49,646,528,55.03
43,Dan Hamhuis,DAL,D,79,1211.0333333333,0,13,6,7,13,28.89,66,0.00,2.43,162,94,44,6,2,9,16,8,8,0,0,7,34,13,77,88,82,0,0,-
44,Ales Hemsky,DAL,R,15,183.4,3,2,2,0,5,100.00,24,12.50,2.15,41,32,22,6,2,3,0,0,0,0,0,0,4,9,1,13,3,0,0,-
45,Fedor Tyutin,COL,D,69,1102.35,1,11,1,10,12,44.44,40,2.50,1.41,94,58,22,2,1,5,28,14,14,0,0,5,15,13,104,77,59,0,0,-
46,Mike Cammalleri,N.J,L,61,842.06666666667,8,12,8,4,20,66.67,98,8.16,6.44,153,121,81,30,4,5,12,6,6,0,0,10,24,20,43,47,10,13,8,61.90
47,Chris Thorburn,WPG,R,64,403.01666666667,2,1,1,0,3,37.50,32,6.25,2.31,59,41,32,11,1,1,47,16,11,5,0,14,3,4,87,35,19,12,11,52.17
48,Jason Pominville,MIN,R,78,932.18333333333,12,25,15,10,37,82.22,160,7.50,11.54,262,210,116,55,10,23,2,1,1,0,0,8,12,18,40,75,31,32,34,48.48
49,Jay McClement,CAR,C,65,603.1,4,3,2,1,7,53.85,33,12.12,4.37,79,59,47,25,6,4,16,8,8,0,0,5,13,27,46,55,29,201,212,48.67
50,Tomas Plekanec,MTL,C,78,1028.4666666667,5,13,7,6,18,50.00,109,4.59,8.73,187,140,102,42,4,11,8,4,4,0,0,7,24,19,46,69,36,561,477,54.05
51,Patrick Sharp,DAL,L,48,620.41666666667,4,10,4,6,14,82.35,113,3.54,8.11,189,147,80,30,3,8,23,10,9,1,0,10,15,15,24,41,21,16,20,44.44
52,Jordin Tootoo,CHI,R,50,335.16666666667,2,1,0,1,3,60.00,43,4.65,4.09,81,59,39,21,4,3,24,6,2,4,0,8,9,9,51,24,8,1,0,100.00
53,Kevin Bieksa,ANA,D,81,1277.6333333333,2,9,2,7,11,23.40,75,2.67,3.36,159,117,33,11,1,7,38,16,14,2,0,14,40,10,160,68,88,0,0,-
54,Dennis Seidenberg,NYI,D,73,1239.0666666667,5,16,5,11,21,32.81,84,5.95,2.74,158,105,26,5,3,13,32,16,16,0,0,7,30,9,144,166,123,0,0,-
55,Jussi Jokinen,FLA,L,69,896.16666666667,5,9,6,3,14,53.85,89,5.62,6.52,147,115,69,23,4,8,22,11,11,0,0,9,44,15,27,34,25,43,47,47.78
56,Johnny Oduya,"CHI, DAL",D,52,797.86666666667,2,6,3,3,8,30.77,35,5.71,1.72,113,66,29,5,5,10,14,7,7,0,0,2,30,12,27,59,90,0,0,-
57,PA Parenteau,"N.J, NSH",R,67,809.48333333333,9,10,5,5,19,70.37,97,9.28,7.92,140,120,72,40,7,12,18,9,9,0,0,6,23,19,57,61,8,4,9,30.77
58,Vernon Fiddler,"N.J, NSH","C, L",59,566.43333333333,1,2,1,1,3,37.50,46,2.17,3.47,80,67,34,14,3,4,29,12,11,1,0,11,18,9,54,65,23,304,251,54.77
59,Zbynek Michalek,ARI,D,3,47.266666666667,0,0,0,0,0,0.00,3,0.00,0.04,5,3,1,0,0,0,0,0,0,0,0,0,2,0,7,4,3,0,0,-
60,Dennis Wideman,CGY,D,57,942.53333333333,3,7,3,4,10,34.48,65,4.62,2.31,155,90,32,3,0,5,18,9,9,0,0,6,40,17,51,72,55,0,0,-
61,Rick Nash,NYR,"L, R",67,833,14,10,8,2,24,61.54,146,9.59,13.21,244,198,132,68,6,16,20,10,10,0,0,15,30,36,60,47,21,0,1,0.00
62,Valtteri Filppula,"PHI, T.B",C,79,1022.8,9,19,16,3,28,70.00,76,11.84,6.33,107,96,70,34,6,7,14,7,7,0,0,6,24,24,21,70,29,441,471,48.36
63,Tom Gilbert,L.A,D,18,227.9,1,3,3,0,4,133.33,10,10.00,0.45,23,16,8,1,1,2,4,2,2,0,0,0,6,0,10,34,25,0,0,-
64,Scottie Upshall,STL,R,73,663.36666666667,6,8,6,2,14,66.67,81,7.41,5.58,137,105,79,30,6,14,35,16,15,1,0,8,16,12,96,70,13,1,3,25.00
65,Trevor Daley,PIT,D,56,867.15,4,8,2,6,12,26.67,67,5.97,4.17,122,91,41,15,1,4,18,9,9,0,0,6,17,13,23,43,61,0,0,-
66,Matt Greene,L.A,D,26,307.13333333333,1,1,0,1,2,25.00,13,7.69,0.35,48,23,5,0,0,3,14,7,7,0,0,2,17,2,65,33,22,0,0,-
67,Frans Nielsen,DET,C,79,954.9,11,12,7,5,23,65.71,119,9.24,8.72,187,153,92,39,8,9,16,8,8,0,0,6,15,19,55,95,36,465,402,53.63
68,Jay Bouwmeester,STL,D,81,1504.2,1,13,7,6,14,22.22,100,1.00,3.88,196,132,44,5,1,10,24,12,12,0,0,3,29,8,62,110,82,0,0,-
69,Boyd Gordon,PHI,C,13,83.533333333333,1,0,0,0,1,100.00,8,12.50,0.91,12,10,7,4,0,2,0,0,0,0,0,0,0,2,4,10,5,37,24,60.66
70,Matt Stajan,CGY,C,81,861.38333333333,6,14,9,5,20,74.07,50,12.00,4.94,98,82,56,25,2,4,38,19,19,0,0,6,19,24,59,35,27,317,301,51.29
71,Johnny Boychuk,NYI,D,66,1076.5166666667,3,13,7,6,16,37.21,115,2.61,3.52,249,173,34,4,3,10,17,7,6,1,0,5,35,11,135,100,108,0,0,-
72,Jiri Hudler,DAL,R,32,306.58333333333,2,8,5,3,10,76.92,18,11.11,1.67,42,29,27,9,1,5,4,2,2,0,0,1,5,12,4,8,3,3,1,75.00
73,Alexander Steen,STL,L,76,1033.7833333333,9,18,9,9,27,65.85,78,11.54,7.97,145,115,90,42,5,9,28,14,14,0,0,16,11,19,27,88,46,78,110,41.49
74,Duncan Keith,CHI,D,80,1502.7833333333,4,21,9,12,25,40.98,125,3.20,3.98,267,169,51,1,1,13,10,5,5,0,0,0,57,22,21,71,77,0,0,-
75,Jonathan Ericsson,DET,D,51,842.61666666667,1,8,4,4,9,25.00,40,2.50,1.73,87,65,24,6,0,3,37,17,16,1,0,8,19,9,76,49,28,0,0,-
76,Josh Gorges,BUF,D,66,1015.2,1,5,3,2,6,23.08,39,2.56,1.01,78,52,16,2,5,3,29,13,12,1,0,8,17,7,123,93,70,0,1,0.00
77,Alexandre Burrows,"OTT, VAN",L,75,937.51666666667,11,14,8,6,25,67.57,130,8.46,9.55,217,162,108,49,8,13,22,11,11,0,0,14,16,30,66,71,28,3,5,37.50
78,Chris Kunitz,PIT,L,71,914.73333333333,8,14,7,7,22,64.71,113,7.08,10.76,189,146,108,45,7,12,22,11,11,0,0,7,24,23,201,103,25,1,10,9.09
79,Eric Staal,MIN,C,82,1146.4,18,18,11,7,36,66.67,152,11.84,13.4,250,196,148,67,14,15,30,15,15,0,0,14,21,40,38,53,26,453,477,48.71
80,Thomas Vanek,"DET, FLA",L,68,759.6,12,21,13,8,33,84.62,99,12.12,8.82,156,125,92,44,4,9,16,8,8,0,0,5,28,15,27,22,4,5,6,45.45
81,Milan Michalek,TOR,L,5,59.033333333333,1,1,0,1,2,100.00,6,16.67,0.63,10,8,7,2,0,0,2,1,1,0,0,0,0,2,7,7,7,0,0,-
82,Ryan Suter,MIN,D,82,1701.95,4,19,6,13,23,28.05,105,3.81,4.32,208,142,53,10,4,9,20,10,10,0,0,4,32,28,59,41,83,0,0,-
83,Braydon Coburn,T.B,D,80,1151.5333333333,4,7,4,3,11,28.21,94,4.26,3.68,208,132,47,12,5,11,29,13,12,1,0,3,28,4,103,95,52,0,0,-
84,Dion Phaneuf,OTT,D,81,1378.7833333333,3,8,3,5,11,22.45,110,2.73,4.02,228,154,62,10,5,11,64,27,26,0,1,9,40,9,123,81,104,0,0,-
85,Jeff Carter,L.A,C,82,1038.8666666667,15,19,15,4,34,75.56,169,8.88,13.14,303,235,149,61,11,28,28,14,14,0,0,9,30,17,83,50,29,583,513,53.19
86,Dustin Brown,L.A,"L, R",80,1021.75,8,19,7,12,27,69.23,149,5.37,12.71,286,218,142,62,5,27,18,9,9,0,0,21,21,18,170,142,23,2,2,50.00
87,Brent Seabrook,CHI,D,79,1297.9833333333,1,18,5,13,19,36.54,82,1.22,3.63,202,128,45,5,7,10,20,10,10,0,0,5,74,15,94,123,101,0,0,-
88,Zach Parise,MIN,L,69,918.66666666667,12,16,11,5,28,63.64,145,8.28,14.64,221,183,153,79,8,20,20,10,10,0,0,9,9,25,41,56,55,6,4,60.00
89,Eric Fehr,"PIT, TOR",C,53,460.18333333333,5,5,3,2,10,66.67,52,9.62,4.75,84,68,54,25,2,6,8,4,4,0,0,2,7,15,75,48,24,62,57,52.10
90,Ryan Getzlaf,ANA,C,74,1124.75,5,38,25,13,43,87.76,86,5.81,8.05,181,131,112,42,3,12,20,10,10,0,0,9,43,44,86,64,69,436,429,50.40
91,Brent Burns,S.J,D,82,1518.1333333333,19,26,14,12,45,60.00,222,8.56,9.14,545,343,125,18,12,25,34,17,17,0,0,9,119,44,63,47,115,0,0,-
92,Mark Stuart,WPG,D,42,422.9,2,2,1,1,4,28.57,22,9.09,0.59,49,31,9,1,1,2,21,8,7,1,0,4,13,3,61,35,53,0,0,-
93,Ryan Kesler,ANA,C,82,1187.0333333333,12,21,14,7,33,68.75,126,9.52,14.69,239,186,146,80,6,13,39,18,17,1,0,15,31,12,126,97,54,668,490,57.69
94,Brian Boyle,"T.B, TOR",C,75,792.28333333333,10,9,6,3,19,63.33,110,9.09,9.49,188,154,112,47,5,10,44,12,7,4,1,7,12,18,104,69,28,209,195,51.73
95,Corey Perry,ANA,R,82,1170.5166666667,13,18,10,8,31,72.09,158,8.23,16.3,287,232,172,83,10,16,49,23,22,1,0,20,27,30,74,87,34,5,13,27.78
96,Patrick Eaves,"ANA, DAL",R,79,1008.7166666667,16,14,7,7,30,68.18,156,10.26,13.99,255,208,152,72,8,17,12,6,6,0,0,16,12,25,80,61,34,2,2,50.00
97,Loui Eriksson,VAN,L,65,918.95,6,9,6,3,15,48.39,93,6.45,7.65,158,114,91,51,8,12,6,3,3,0,0,10,10,31,10,51,23,0,0,-
98,Kevin Klein,NYR,D,60,947.76666666667,2,7,4,3,9,22.50,51,3.92,2.41,108,71,34,7,0,4,19,7,6,1,0,4,32,12,127,71,100,0,0,-
99,Patrice Bergeron,BOS,C,79,1044.6666666667,11,15,10,5,26,59.09,215,5.12,16.23,331,272,206,81,11,17,12,6,6,0,0,7,16,40,46,78,34,748,447,62.59
100,Matt Carle,NSH,D,6,74.683333333333,0,1,1,0,1,33.33,2,0.00,0.04,4,3,0,0,0,0,0,0,0,0,0,0,4,0,3,6,5,0,0,-
101,Shea Weber,MTL,D,78,1386.5833333333,5,11,4,7,16,34.78,112,4.46,3.05,276,172,38,1,4,12,22,11,11,0,0,3,57,7,119,84,101,0,0,-
102,Colin McDonald,PHI,R,3,26.8,1,0,0,0,1,100.00,5,20.00,0.51,6,6,4,2,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0.00
103,David Backes,BOS,R,74,1014.95,12,14,8,6,26,56.52,145,8.28,11.38,238,201,117,55,7,18,34,14,12,2,0,13,33,27,208,91,43,38,45,45.78
104,Clarke MacArthur,OTT,L,4,44.183333333333,0,0,0,0,0,-,3,0.00,0.33,11,7,5,0,1,0,0,0,0,0,0,0,1,1,4,3,1,0,1,0.00
105,Kyle Quincey,"CBJ, N.J",D,73,1127.4166666667,6,8,4,4,14,38.89,72,8.33,3.19,151,89,37,6,3,6,34,17,17,0,0,6,35,15,90,69,82,0,0,-
106,Lee Stempniak,CAR,R,82,1115.3,13,20,11,9,33,66.00,112,11.61,10.68,218,160,117,57,10,14,28,13,13,0,0,11,42,55,108,106,16,3,5,37.50
107,John Mitchell,COL,C,65,751.56666666667,2,4,1,3,6,54.55,55,3.64,4.66,121,82,64,22,2,5,20,10,10,0,0,5,16,24,84,37,40,269,213,55.81
108,Brad Richardson,ARI,R,16,199.53333333333,3,3,0,3,6,100.00,19,15.79,1.42,34,24,13,7,0,1,4,2,2,0,0,0,2,7,17,15,7,91,79,53.53
109,Marc Methot,OTT,D,68,1144.8666666667,0,12,5,7,12,25.53,63,0.00,2.39,106,74,39,8,2,3,18,9,9,0,0,7,35,8,144,62,60,0,0,-
110,Nate Thompson,ANA,C,30,254.08333333333,1,1,0,1,2,33.33,18,5.56,1.21,31,23,15,7,0,3,7,2,1,1,0,2,2,4,68,21,6,109,82,57.07
111,Drew Miller,DET,L,55,478.81666666667,5,2,1,1,7,77.78,41,12.20,4.11,64,52,38,21,3,8,10,5,5,0,0,1,4,10,70,53,40,1,1,50.00
112,Joe Pavelski,S.J,C,81,1175.5,16,21,9,12,37,74.00,160,10.00,16.77,285,231,205,103,8,13,18,7,7,0,0,13,67,27,121,62,64,317,304,51.05
113,Kyle Brodziak,STL,C,69,624.98333333333,8,6,3,3,14,60.87,50,16.00,4.34,83,65,42,23,1,4,15,6,5,1,0,8,4,24,55,42,32,262,262,50.00
114,Toby Enstrom,WPG,D,60,999.33333333333,0,5,3,2,5,13.16,40,0.00,1.14,92,56,26,3,1,11,22,11,11,0,0,8,22,4,18,80,60,0,0,-
115,Dustin Byfuglien,WPG,D,80,1632.9,10,18,9,9,28,41.79,167,5.99,9.23,299,235,77,35,8,14,59,24,21,3,0,12,59,50,144,55,88,0,0,-
116,Matt Moulson,BUF,L,81,761.28333333333,3,11,4,7,14,60.87,93,3.23,8.58,140,120,77,54,4,9,4,2,2,0,0,5,10,18,34,26,17,1,2,33.33
117,Tanner Glass,NYR,L,11,114.33333333333,1,1,0,1,2,100.00,8,12.50,1.55,18,15,11,7,0,3,2,1,1,0,0,3,0,2,37,14,4,2,0,100.00
118,Clayton Stoner,ANA,D,14,210.5,1,2,1,1,3,60.00,15,6.67,0.53,27,18,3,1,0,1,12,3,1,2,0,3,3,2,33,26,11,0,0,-
119,Mark Giordano,CGY,D,81,1341.7,2,12,6,6,14,23.33,92,2.17,3.59,250,148,52,3,2,10,35,16,15,1,0,12,29,29,62,88,128,0,0,-
120,Alex Ovechkin,WSH,L,82,1136.5666666667,14,27,15,12,41,69.49,193,7.25,14.8,371,271,174,67,22,26,42,21,21,0,0,18,38,24,205,66,26,0,1,0.00
121,Evgeni Malkin,PIT,C,62,872.06666666667,20,21,17,4,41,78.85,115,17.39,11.1,181,150,132,62,3,10,52,25,25,0,0,15,37,46,37,72,25,337,457,42.44
122,Andrew Ladd,NYI,L,78,999.18333333333,15,5,4,1,20,62.50,118,12.71,10.84,222,163,126,48,6,10,29,12,11,1,0,5,34,31,101,75,47,3,3,50.00
123,Blake Wheeler,WPG,R,82,1193.1666666667,15,22,14,8,37,71.15,183,8.20,13.23,292,242,157,51,7,17,25,11,10,1,0,12,29,30,96,91,36,38,39,49.35
124,Drew Stafford,"BOS, WPG",R,58,684.16666666667,5,12,8,4,17,62.96,90,5.56,6.2,130,108,62,30,5,6,22,11,11,0,0,3,27,11,61,41,2,7,13,35.00
125,Alexander Radulov,MTL,R,76,1112.5166666667,8,23,16,7,31,59.62,121,6.61,12.2,234,175,141,74,5,18,48,22,22,0,0,16,48,38,66,141,38,5,5,50.00
126,Lauri Korpikoski,"CBJ, DAL",L,69,725.56666666667,8,9,7,2,17,60.71,101,7.92,7.65,162,128,71,37,4,16,4,2,2,0,0,2,20,11,35,61,30,0,4,0.00
127,Travis Zajac,N.J,C,80,1100.4333333333,6,23,17,6,29,64.44,85,7.06,7,144,113,87,35,2,10,16,8,8,0,0,8,18,33,72,76,19,622,525,54.23
128,Mike Green,DET,D,72,1362.7666666667,9,15,9,6,24,51.06,89,10.11,4.12,197,128,55,9,2,7,26,13,13,0,0,10,42,20,62,109,81,0,0,-
129,Bryan Bickell,CAR,L,11,97.683333333333,0,0,0,0,0,0.00,7,0.00,0.64,18,12,6,3,0,1,2,1,1,0,0,0,1,3,15,7,3,0,2,0.00
130,Blake Comeau,COL,L,77,938.95,5,9,4,5,14,53.85,94,5.32,6.52,181,130,73,29,5,7,42,21,21,0,0,17,17,29,111,64,16,72,82,46.75
131,Carl Soderberg,COL,C,80,926.01666666667,5,6,3,3,11,47.83,111,4.50,6.9,181,147,83,35,3,10,8,4,4,0,0,13,17,29,31,74,39,335,294,53.26
132,Nicklas Grossmann,CGY,D,3,35.766666666667,0,0,0,0,0,-,3,0.00,0.05,7,3,1,0,0,0,2,1,1,0,0,0,1,0,6,5,1,0,0,-
133,Brandon Dubinsky,CBJ,C,80,1094.4666666667,8,20,15,5,28,62.22,87,9.20,8.59,158,122,103,57,1,9,52,20,16,4,0,18,26,32,236,56,39,609,562,52.01
134,Alex Goligoski,ARI,D,82,1447.25,4,18,8,10,22,40.74,94,4.26,3.39,190,130,40,7,1,13,16,8,8,0,0,5,44,10,119,99,95,0,0,-
135,David Krejci,BOS,C,82,1160.8333333333,13,20,15,5,33,73.33,105,12.38,11.28,189,149,119,55,13,10,22,10,10,0,0,11,42,48,39,101,41,556,541,50.68
136,Andrej Sekera,EDM,D,80,1315.8,6,15,10,5,21,42.00,79,7.59,4.57,213,127,57,9,3,9,14,7,7,0,0,3,85,29,46,122,128,0,0,-
137,Alexei Emelin,MTL,D,76,1376.6333333333,2,7,2,5,9,21.95,82,2.44,2.75,197,126,36,5,7,7,44,21,21,0,0,14,61,11,212,207,90,0,0,-
138,Alexander Edler,VAN,D,68,1278.7833333333,3,12,5,7,15,34.88,104,2.88,2.91,220,142,51,3,3,10,32,16,16,0,0,7,32,9,88,131,97,2,1,66.67
139,Kevin Porter,PIT,C,2,19.65,0,0,0,0,0,-,0,-,0.09,2,1,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,7,12,36.84
140,Torrey Mitchell,MTL,C,78,811.51666666667,6,8,4,4,14,58.33,60,10.00,6.65,112,88,72,38,2,11,29,13,12,1,0,10,36,34,44,59,47,312,261,54.45
141,Ryan Callahan,T.B,R,18,207.03333333333,2,2,1,1,4,80.00,20,10.00,1.61,39,31,19,5,4,0,6,3,3,0,0,4,6,4,45,25,8,2,1,66.67
142,Kris Versteeg,CGY,R,69,809.43333333333,6,14,8,6,20,76.92,78,7.69,4.64,139,107,58,15,7,4,37,13,11,1,1,15,22,32,5,35,26,47,39,54.65
143,Adam Pardy,NSH,D,4,43.533333333333,0,0,0,0,0,0.00,4,0.00,0.13,6,5,1,0,0,1,4,2,2,0,0,0,0,1,3,6,3,0,0,-
144,Roman Polak,TOR,D,75,1109.1166666667,4,6,2,4,10,25.00,60,6.67,1.7,158,96,25,4,2,8,46,20,18,2,0,3,42,13,205,118,91,0,0,-
145,Troy Brouwer,CGY,R,74,875.65,6,5,2,3,11,42.31,61,9.84,5.33,114,91,63,31,5,3,19,8,7,1,0,7,27,16,155,40,31,8,14,36.36
146,Matt Hunwick,TOR,D,72,1073.7666666667,1,18,9,9,19,44.19,67,1.49,1.99,166,105,26,1,5,5,12,5,5,0,0,3,35,18,80,109,62,0,0,-
147,Daniel Winnik,WSH,L,72,730.05,9,11,8,3,20,76.92,63,14.29,5.76,109,93,63,24,4,8,31,10,8,1,1,9,27,18,20,77,19,8,6,57.14
148,Adam Cracknell,DAL,R,69,674.2,9,6,3,3,15,57.69,79,11.39,7.06,158,117,84,35,6,9,10,4,4,0,0,13,15,19,90,50,36,128,150,46.04
149,Jannik Hansen,"S.J, VAN",R,43,597.06666666667,7,12,10,2,19,61.29,65,10.77,6.62,119,93,72,32,7,6,8,4,4,0,0,11,13,17,41,25,11,0,1,0.00
150,Rene Bourque,COL,R,65,774.03333333333,8,6,3,3,14,56.00,95,8.42,7.14,162,130,69,40,2,6,24,12,12,0,0,9,12,23,72,39,24,0,5,0.00
