id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assist,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
620,Christian Jaros,S.J,D,7,75.5,0,1,0,1,1,50.00,3,0.00,0.05,10,6,0,0,0,1,2,1,1,0,0,1,2,3,9,15,8,0,0,-
621,Rudolfs Balcers,S.J,L,41,529.16666666667,7,8,3,5,15,68.18,61,11.48,6.89,87,73,65,36,3,9,12,6,6,0,0,4,14,27,76,55,27,0,2,0.00
622,Troy Terry,ANA,R,48,588.25,7,11,9,2,18,69.23,54,12.96,5.32,95,78,70,23,4,10,10,4,4,0,0,11,20,18,4,61,12,2,2,50.00
623,Adam Gaudette,"CHI, VAN",C,40,395.96666666667,4,3,2,1,7,70.00,60,6.67,6.07,98,82,70,32,1,5,8,4,4,0,0,7,5,9,16,34,22,38,56,40.43
624,Vladislav Gavrikov,CBJ,D,55,925.48333333333,2,10,4,6,12,44.44,46,4.35,2.07,99,65,25,5,4,3,12,6,6,0,0,2,15,14,61,56,55,0,0,-
625,Cameron Hughes,BOS,C,1,14.6,0,0,0,0,0,-,3,0.00,0.22,6,4,5,2,1,0,0,0,0,0,0,0,0,3,2,2,1,4,7,36.36
626,Mason Appleton,WPG,C,56,712.15,10,11,6,5,21,70.00,79,12.66,6.72,129,109,74,32,6,9,6,3,3,0,0,7,19,8,60,83,15,6,5,54.55
627,Steven Lorentz,CAR,C,45,452.3,2,6,1,5,8,57.14,39,5.13,4.05,74,59,46,21,1,2,6,3,3,0,0,2,10,9,47,75,14,153,139,52.40
628,Markus Nutivaara,FLA,D,30,432.03333333333,0,7,2,5,7,38.89,41,0.00,1.92,76,59,17,0,1,4,10,5,5,0,0,1,10,6,33,54,13,0,0,-
629,Matt Roy,L.A,D,44,704.86666666667,2,5,1,4,7,31.82,51,3.92,1.88,128,79,22,5,2,5,4,2,2,0,0,3,21,4,55,81,58,0,0,-
630,Sami Niku,WPG,D,6,75.25,0,0,0,0,0,0.00,2,0.00,0.11,8,4,2,1,0,0,6,3,3,0,0,1,4,0,0,12,7,0,0,-
631,Kole Sherwood,CBJ,R,6,61.466666666667,0,1,0,1,1,100.00,7,0.00,0.43,7,7,4,3,0,0,7,2,1,1,0,0,0,1,22,10,0,0,0,-
632,Lane Pederson,ARI,C,15,147.86666666667,1,1,0,1,2,28.57,13,7.69,1.73,24,22,14,8,1,1,2,1,1,0,0,1,2,3,39,11,2,36,34,51.43
633,Jalen Chatfield,VAN,D,18,224.13333333333,0,1,1,0,1,14.29,14,0.00,0.3,26,16,7,1,0,0,4,2,2,0,0,2,3,4,11,23,9,0,0,-
634,Mason Marchment,FLA,L,33,422.31666666667,2,8,5,3,10,58.82,47,4.26,4.14,80,69,47,20,2,5,10,5,5,0,0,8,8,12,71,76,7,9,20,31.03
635,Adam Brooks,TOR,C,11,108.9,2,1,0,1,3,60.00,8,25.00,0.73,12,8,9,4,0,2,0,0,0,0,0,1,3,4,14,20,2,6,8,42.86
636,Philippe Myers,PHI,D,44,738.76666666667,1,9,4,5,10,31.25,71,1.41,2.64,156,103,40,2,1,12,18,9,9,0,0,4,26,17,62,48,36,0,0,-
637,Ryan Lomberg,FLA,L,34,310.6,2,2,2,0,4,36.36,44,4.55,4.05,64,59,41,16,4,9,28,11,9,2,0,8,2,7,89,27,8,0,1,0.00
638,Dan Renouf,COL,D,18,174.63333333333,0,3,1,2,3,42.86,12,0.00,0.24,18,14,4,0,2,3,4,2,2,0,0,2,3,1,20,14,3,0,0,-
639,Kevin Rooney,NYR,C,54,548.28333333333,5,6,3,3,11,57.89,53,9.43,4.39,77,64,49,26,4,4,17,7,6,1,0,8,13,9,106,68,25,175,196,47.17
640,Brandon Tanev,PIT,L,32,373.41666666667,6,6,4,2,12,66.67,37,16.22,3.66,53,47,35,16,2,4,5,1,0,1,0,5,9,22,117,74,23,2,4,33.33
641,Matthew Tkachuk,CGY,L,56,780.86666666667,10,16,10,6,26,63.41,96,10.42,10.24,177,136,123,62,4,11,34,14,12,2,0,15,50,21,129,53,7,2,4,33.33
642,Joey Anderson,TOR,R,1,9.5,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,3,0,1,0.00
643,Luke Kunin,NSH,C,38,480.58333333333,10,9,6,3,19,79.17,69,14.49,6.49,111,95,77,37,0,4,11,4,3,1,0,4,8,8,83,36,19,15,25,37.50
644,Auston Matthews,TOR,C,52,866.35,28,16,13,3,44,81.48,159,17.61,16.46,252,217,200,98,3,17,8,4,4,0,0,10,41,40,56,57,39,401,367,52.21
645,Wade Allison,PHI,R,14,154.71666666667,2,3,2,1,5,100.00,19,10.53,1.45,34,26,13,8,1,3,2,1,1,0,0,1,3,5,28,18,10,0,1,0.00
646,Adam Fox,NYR,D,55,954.3,2,16,8,8,18,41.86,65,3.08,3.57,120,92,40,9,2,5,14,7,7,0,0,3,29,31,21,56,67,0,0,-
647,Ryan Lindgren,NYR,D,51,850.5,1,11,4,7,12,30.00,62,1.61,2.67,124,85,40,9,1,7,31,14,13,1,0,8,22,15,79,114,36,0,0,-
648,Charlie McAvoy,BOS,D,51,926.73333333333,3,13,7,6,16,32.00,72,4.17,3.15,144,101,45,6,1,9,24,12,12,0,0,7,35,15,57,92,61,0,0,-
649,Julien Gauthier,NYR,R,30,277.25,2,6,5,1,8,80.00,37,5.41,3.57,55,46,33,23,1,4,14,6,6,0,0,9,9,5,56,27,9,3,4,42.86
650,Frederic Allard,NSH,D,1,16.983333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
651,Libor Hajek,NYR,D,44,631.61666666667,2,2,1,1,4,17.39,32,6.25,1.36,55,45,11,2,1,1,10,5,5,0,0,3,17,5,24,75,42,0,0,-
652,Rasmus Asplund,BUF,C,28,330.23333333333,6,3,2,1,9,81.82,33,18.18,2.89,42,40,25,16,1,3,0,0,0,0,0,2,3,12,15,24,3,5,9,35.71
653,Carl Grundstrom,L.A,R,47,534.51666666667,6,3,2,1,9,56.25,61,9.84,4.28,95,77,48,23,4,5,16,8,8,0,0,5,9,6,101,54,23,3,4,42.86
654,Alex DeBrincat,CHI,L,52,787.7,16,13,10,3,29,65.91,102,15.69,8.39,177,131,100,35,3,6,8,4,4,0,0,11,30,28,59,82,20,12,18,40.00
655,Patrik Laine,"CBJ, WPG","L, R",46,655.31666666667,5,8,4,4,13,56.52,48,10.42,2.88,95,64,44,10,4,2,7,2,1,1,0,7,33,9,35,32,15,4,17,19.05
656,Clayton Keller,ARI,R,56,738.33333333333,10,11,6,5,21,56.76,97,10.31,8.39,159,131,96,43,7,5,14,7,7,0,0,14,16,23,17,59,13,14,15,48.28
657,Jesse Puljujarvi,EDM,R,55,745,11,8,4,4,19,45.24,99,11.11,11.14,156,132,103,56,6,8,8,4,4,0,0,13,28,23,98,93,20,0,2,0.00
658,Jakob Chychrun,ARI,D,56,1024.15,12,14,8,6,26,54.17,118,10.17,5.54,256,182,52,15,4,19,30,15,15,0,0,7,28,15,56,61,73,0,0,-
659,Dillon Dube,CGY,C,51,611.43333333333,9,11,6,5,20,71.43,71,12.68,6.33,132,98,83,27,4,3,14,7,7,0,0,9,27,14,58,75,14,7,7,50.00
660,Kale Clague,L.A,D,18,259.81666666667,0,6,2,4,6,46.15,20,0.00,0.6,41,29,8,0,0,3,4,2,2,0,0,2,5,1,8,16,11,0,0,-
661,Sam Steel,ANA,C,42,518.2,6,6,3,3,12,70.59,37,16.22,3.53,60,45,37,18,0,3,8,4,4,0,0,5,11,10,40,40,15,196,187,51.17
662,Brett Howden,NYR,C,42,428.83333333333,0,5,2,3,5,41.67,31,0.00,3.6,50,44,34,23,2,1,4,2,2,0,0,7,5,3,55,54,25,97,97,50.00
663,Olli Juolevi,VAN,D,23,280.83333333333,2,1,1,0,3,27.27,24,8.33,1.22,57,35,12,2,0,1,0,0,0,0,0,1,8,2,22,50,27,0,0,-
664,Kieffer Bellows,NYI,L,14,141.95,3,0,0,0,3,60.00,19,15.79,1.4,36,25,21,10,0,2,4,2,2,0,0,3,2,2,36,11,5,2,2,50.00
665,Carsen Twarynski,PHI,L,7,61.466666666667,0,0,0,0,0,-,4,0.00,0.23,7,6,4,1,0,0,2,1,1,0,0,0,0,0,17,4,2,1,2,33.33
666,Tim Gettinger,NYR,L,2,22.65,0,0,0,0,0,-,2,0.00,0.04,2,2,1,0,1,0,0,0,0,0,0,0,0,1,5,4,1,1,0,100.00
667,Trent Frederic,BOS,C,42,447.11666666667,4,1,1,0,5,71.43,41,9.76,2.98,72,60,32,13,2,1,36,7,3,2,2,12,7,8,61,54,15,36,31,53.73
668,Logan Brown,OTT,C,1,5.7166666666667,0,0,0,0,0,-,0,-,0.03,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.00
669,William Lockwood,VAN,R,2,26.216666666667,0,0,0,0,0,-,3,0.00,0.1,4,4,1,0,0,0,2,1,1,0,0,0,1,0,6,7,1,0,0,-
670,Max Jones,ANA,L,46,559.11666666667,4,3,1,2,7,36.84,65,6.15,5.94,115,88,73,38,3,9,18,9,9,0,0,14,7,15,98,43,9,3,5,37.50
671,Andrew Peeke,CBJ,D,11,183.23333333333,0,2,0,2,2,40.00,5,0.00,0.24,13,9,3,1,0,0,2,1,1,0,0,1,6,5,35,16,14,0,0,-
672,Tyson Jost,COL,C,54,624.78333333333,7,8,6,2,15,51.72,81,8.64,7.21,139,109,83,33,3,9,18,9,9,0,0,11,9,15,42,87,10,135,147,47.87
673,Dante Fabbro,NSH,D,40,667.26666666667,1,8,4,4,9,42.86,54,1.85,1.22,93,67,13,3,0,3,21,9,8,1,0,3,24,7,27,67,47,0,0,-
674,Josh Mahura,ANA,D,13,195.66666666667,1,3,2,1,4,44.44,14,7.14,0.42,34,21,9,1,2,0,2,1,1,0,0,1,8,1,10,29,8,0,0,-
675,Victor Mete,"MTL, OTT",D,28,396.38333333333,1,4,1,3,5,31.25,19,5.26,0.99,40,27,15,4,3,1,6,3,3,0,0,0,9,6,18,38,29,0,0,-
676,Logan Stanley,WPG,D,37,472.35,1,3,0,3,4,14.81,63,1.59,1.73,130,95,23,1,2,5,21,9,8,1,0,3,20,7,48,46,29,0,0,-
677,Givani Smith,DET,R,16,155.2,1,3,2,1,4,80.00,19,5.26,1.01,26,21,14,7,2,2,19,5,2,3,0,2,5,1,28,23,4,0,0,-
678,Nick Caamano,DAL,R,24,216.16666666667,0,1,1,0,1,33.33,33,0.00,1.82,48,38,23,10,1,3,8,4,4,0,0,6,7,5,41,25,7,1,0,100.00
679,Connor Bunnaman,PHI,C,18,190.38333333333,0,1,1,0,1,33.33,15,0.00,0.98,26,19,17,4,4,0,2,1,1,0,0,0,0,5,29,19,4,53,48,52.48
680,Jordan Kyrou,STL,C,55,692.85,14,15,13,2,29,80.56,87,16.09,8.29,147,119,104,43,1,12,12,5,5,0,0,6,18,30,7,67,12,3,4,42.86
681,Keaton Middleton,COL,D,3,27.733333333333,0,0,0,0,0,-,2,0.00,0.05,4,3,0,0,0,0,4,2,2,0,0,0,3,0,4,3,1,0,0,-
682,Riley Stillman,"CHI, FLA",D,21,293.35,1,0,0,0,1,6.25,27,3.70,1.16,53,34,16,6,1,3,9,3,2,1,0,3,13,4,47,42,27,0,0,-
683,Noah Gregor,S.J,C,30,325.93333333333,5,1,0,1,6,75.00,57,8.77,3.74,93,74,42,16,1,3,4,2,2,0,0,4,6,10,47,22,18,20,45,30.77
684,Dennis Cholowski,DET,D,16,215.38333333333,1,2,2,0,3,50.00,9,11.11,0.44,21,14,7,0,0,1,2,1,1,0,0,0,5,1,5,9,17,0,0,-
685,Samuel Girard,COL,D,48,902.5,4,17,9,8,21,45.65,66,6.06,2.72,160,95,32,4,0,6,14,7,7,0,0,8,30,12,26,69,42,0,0,-
686,Pierre-Luc Dubois,"CBJ, WPG","C, L",46,592.6,6,6,3,3,12,60.00,58,10.34,5.37,102,76,69,26,1,9,20,10,10,0,0,11,7,18,56,63,26,157,199,44.10
687,Jake Bean,CAR,D,42,542.81666666667,0,7,3,4,7,41.18,48,0.00,2.17,99,70,24,2,2,9,8,4,4,0,0,4,15,11,16,49,20,0,0,-
688,Jesper Bratt,N.J,L,46,574.98333333333,3,15,7,8,18,75.00,77,3.90,6.29,140,111,70,29,2,8,2,1,1,0,0,6,17,17,27,36,16,1,4,20.00
689,Mikhail Sergachev,T.B,D,56,947.38333333333,3,16,9,7,19,45.24,78,3.85,3.56,161,109,45,4,2,11,20,10,10,0,0,5,23,12,61,79,55,0,0,-
690,Vitaly Abramov,OTT,L,2,19.433333333333,0,0,0,0,0,-,0,-,0.04,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,-
691,Nathan Bastian,N.J,R,41,447.25,3,7,4,3,10,55.56,44,6.82,4.91,71,63,51,30,1,7,12,6,6,0,0,3,3,10,126,67,19,11,17,39.29
692,Michael McLeod,N.J,C,52,609.51666666667,9,5,2,3,14,73.68,57,15.79,6.17,99,80,68,36,4,5,30,11,9,2,0,7,21,24,86,66,12,287,241,54.36
693,Brett Murray,BUF,L,2,20.95,0,0,0,0,0,0.00,1,0.00,0.23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,-
694,Tage Thompson,BUF,R,38,463.91666666667,3,5,3,2,8,61.54,86,3.49,7.07,129,103,79,45,5,9,13,5,4,1,0,2,7,13,24,26,8,2,5,28.57
695,Filip Hronek,DET,D,56,969.58333333333,0,7,2,5,7,33.33,80,0.00,2.59,157,109,31,4,3,7,12,6,6,0,0,7,23,6,57,62,37,0,0,-
696,Jacob MacDonald,COL,D,33,455.26666666667,1,8,3,5,9,42.86,48,2.08,2.27,113,73,34,6,0,12,8,4,4,0,0,1,8,8,36,43,27,0,0,-
697,Troy Stecher,DET,D,44,704.61666666667,2,7,2,5,9,37.50,49,4.08,1.55,122,76,29,3,2,2,10,5,5,0,0,4,26,8,33,68,41,0,0,-
698,Nikita Zaitsev,OTT,D,55,1039.4666666667,2,9,5,4,11,33.33,66,3.03,1.89,168,106,32,0,1,10,18,9,9,0,0,3,50,4,111,94,81,0,0,-
699,Tarmo Reunanen,NYR,D,4,51.166666666667,0,1,1,0,1,50.00,5,0.00,0.06,6,5,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,0,0,-
700,Drake Caggiula,"ARI, BUF",C,38,418.81666666667,2,7,4,3,9,64.29,42,4.76,4.09,73,58,45,23,2,7,15,5,4,1,0,6,10,9,62,28,9,5,7,41.67
701,Patrick Russell,EDM,R,8,84.816666666667,0,2,2,0,2,66.67,12,0.00,0.41,16,14,5,0,0,0,0,0,0,0,0,3,3,2,13,17,0,1,3,25.00
702,Janne Kuokkanen,N.J,"C, L",50,653.81666666667,6,14,9,5,20,71.43,51,11.76,5.59,99,83,59,26,1,3,12,5,5,0,0,10,14,21,7,57,16,1,5,16.67
703,Rem Pitlick,NSH,C,10,102.61666666667,0,2,2,0,2,50.00,10,0.00,0.79,12,10,11,6,0,0,4,2,2,0,0,1,3,0,8,3,1,15,20,42.86
704,Garrett Pilon,WSH,C,1,9.5666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,-
705,Lucas Carlsson,CHI,D,12,143.23333333333,0,1,1,0,1,20.00,10,0.00,0.32,18,12,4,0,0,1,2,1,1,0,0,0,3,1,6,7,3,0,0,-
706,Ross Colton,T.B,C,30,291.25,8,3,2,1,11,78.57,41,19.51,3.64,68,55,47,21,3,4,2,1,1,0,0,8,4,5,36,31,6,98,101,49.25
707,Brandon Hagel,CHI,L,52,635.93333333333,6,10,9,1,16,72.73,78,7.69,6.52,124,96,74,35,6,7,6,3,3,0,0,11,10,27,58,100,24,6,11,35.29
708,Oskar Steen,BOS,C,3,38.566666666667,0,0,0,0,0,-,6,0.00,0.45,10,7,4,1,0,1,2,1,1,0,0,0,1,0,11,2,0,0,0,-
709,Matthew Phillips,CGY,C,1,11.316666666667,0,0,0,0,0,-,2,0.00,0.22,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
710,Tanner Laczynski,PHI,C,5,43.666666666667,0,0,0,0,0,0.00,6,0.00,0.53,9,9,8,2,0,0,0,0,0,0,0,0,1,2,5,3,1,9,16,36.00
711,Joachim Blichfeld,S.J,R,5,37.1,1,0,0,0,1,100.00,3,33.33,0.24,6,5,2,1,1,0,12,2,1,0,1,0,1,0,2,7,2,0,0,-
712,Mikhail Maltsev,N.J,L,33,361.11666666667,4,3,1,2,7,50.00,50,8.00,3.85,102,76,48,16,4,0,4,2,2,0,0,7,11,22,25,12,8,71,85,45.51
713,Dylan Gambrell,S.J,C,49,647.15,4,7,2,5,11,61.11,45,8.89,5.21,89,73,63,26,3,3,7,2,1,1,0,5,11,7,70,63,42,213,268,44.28
714,Rhett Gardner,DAL,C,28,266.3,1,1,0,1,2,33.33,22,4.55,2.29,51,38,25,11,2,6,6,3,3,0,0,3,4,5,52,27,10,42,57,42.42
715,Jeremy Davies,NSH,D,16,224.61666666667,0,1,1,0,1,10.00,18,0.00,1.04,34,24,14,3,0,0,4,2,2,0,0,3,8,3,10,22,7,0,0,-
716,Dylan Coghlan,VGK,D,29,368.81666666667,1,3,1,2,4,40.00,29,3.45,1.43,71,42,27,3,2,6,0,0,0,0,0,1,4,5,29,35,15,0,1,0.00
717,Matt Luff,L.A,R,13,130.7,1,0,0,0,1,100.00,18,5.56,1.75,33,29,20,7,0,3,5,1,0,1,0,2,4,1,8,5,6,2,2,50.00
718,Tanner Jeannot,NSH,L,15,175.78333333333,4,1,1,0,5,55.56,22,18.18,2.09,32,26,22,14,0,3,2,1,1,0,0,1,5,0,53,17,5,0,2,0.00
719,Mathieu Olivier,NSH,R,30,304.28333333333,2,2,1,1,4,57.14,24,8.33,1.96,36,32,22,11,1,1,32,12,11,0,1,5,2,0,61,30,17,3,3,50.00
720,Trevor Moore,L.A,C,56,672.76666666667,6,11,8,3,17,68.00,73,8.22,7.65,143,117,85,39,4,16,12,6,6,0,0,3,12,10,35,69,9,2,6,25.00
721,Jeffrey Viel,S.J,L,11,79.1,0,0,0,0,0,0.00,10,0.00,0.94,15,11,10,5,2,0,14,4,2,2,0,2,1,0,22,14,0,0,0,-
722,Alex Barre-Boulet,T.B,C,15,184.08333333333,1,0,0,0,1,14.29,13,7.69,1.47,27,20,20,5,0,1,0,0,0,0,0,0,4,3,8,9,5,1,3,25.00
723,Zack MacEwen,VAN,C,34,288.15,1,1,0,1,2,20.00,30,3.33,2.42,55,44,24,11,4,2,32,9,5,4,0,5,6,6,64,25,9,3,4,42.86
724,Gerald Mayhew,MIN,C,4,40.95,0,0,0,0,0,0.00,4,0.00,0.33,6,4,3,3,0,1,0,0,0,0,0,2,0,1,7,6,4,0,1,0.00
725,Zach Aston-Reese,PIT,"C, L",45,560.65,7,4,0,4,11,55.00,72,9.72,6.74,108,89,64,34,6,8,15,6,5,1,0,0,15,11,90,64,20,4,11,26.67
726,Gavin Bayreuther,CBJ,D,9,135.23333333333,1,0,0,0,1,33.33,16,6.25,0.69,32,23,9,2,1,3,7,2,1,1,0,2,0,5,12,15,4,0,0,-
727,Vinni Lettieri,ANA,C,5,53.433333333333,0,0,0,0,0,0.00,7,0.00,0.23,10,7,1,1,0,0,0,0,0,0,0,0,1,1,9,4,1,2,3,40.00
728,Nolan Patrick,PHI,C,52,559.5,2,4,1,3,6,50.00,42,4.76,4.39,87,67,52,24,1,6,12,6,6,0,0,7,12,10,44,53,17,185,177,51.10
729,Juuso Valimaki,CGY,D,49,665.41666666667,2,8,4,4,10,32.26,66,3.03,2.04,138,90,29,3,1,9,24,12,12,0,0,3,25,9,25,69,46,0,0,-
730,Kailer Yamamoto,EDM,R,52,748.43333333333,7,9,7,2,16,50.00,64,10.94,8.68,106,89,85,53,4,7,20,10,10,0,0,13,19,27,49,96,35,0,1,0.00
731,Nicolas Hague,VGK,D,52,757.2,5,11,5,6,16,47.06,71,7.04,3.34,172,111,48,5,5,4,29,13,12,1,0,4,13,10,93,148,56,0,0,-
732,Jonah Gadjovich,VAN,L,1,4.9166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
733,Conor Timmins,COL,D,31,390.98333333333,0,6,1,5,6,35.29,31,0.00,1.09,69,45,18,3,0,5,6,3,3,0,0,2,4,6,17,39,17,0,0,-
734,Mario Ferraro,S.J,D,56,990.23333333333,1,10,3,7,11,26.19,45,2.22,1.9,84,61,25,6,0,12,18,9,9,0,0,4,17,28,128,97,68,0,0,-
735,Cal Foote,T.B,D,35,423.06666666667,1,2,1,1,3,13.64,39,2.56,1.52,77,60,22,3,2,5,17,7,6,1,0,4,5,1,37,54,28,0,0,-
736,Kole Lind,VAN,R,7,82.416666666667,0,0,0,0,0,-,4,0.00,0.33,11,7,8,2,1,0,0,0,0,0,0,0,2,2,8,3,3,0,0,-
737,Morgan Geekie,CAR,C,36,306.88333333333,1,6,6,0,7,63.64,22,4.55,1.61,45,32,20,8,0,0,6,3,3,0,0,5,5,5,27,51,5,64,52,55.17
738,Michael Rasmussen,DET,C,40,456.83333333333,2,6,6,0,8,47.06,40,5.00,3.72,68,50,40,23,0,4,12,6,6,0,0,10,8,5,65,55,26,118,145,44.87
739,Jaret Anderson-Dolan,L.A,C,34,385.68333333333,6,4,2,2,10,62.50,30,20.00,2.83,53,41,31,17,2,3,2,1,1,0,0,2,6,3,50,37,17,123,146,45.72
740,Cody Glass,VGK,C,27,326.76666666667,0,4,4,0,4,33.33,19,0.00,2.07,45,26,27,11,1,7,8,4,4,0,0,6,5,11,10,26,9,93,134,40.97
741,Mikey Anderson,L.A,D,54,998.83333333333,1,8,2,6,9,30.00,51,1.96,1.69,109,73,24,4,0,6,28,14,14,0,0,6,27,14,62,120,53,0,0,-
742,Casey Mittelstadt,BUF,C,41,515.9,5,6,3,3,11,68.75,45,11.11,3.57,71,59,38,19,2,2,4,2,2,0,0,4,12,18,9,25,10,157,178,46.87
743,Urho Vaakanainen,BOS,D,9,149.41666666667,0,2,0,2,2,66.67,13,0.00,0.43,24,17,8,0,0,1,2,1,1,0,0,0,4,1,3,16,13,0,0,-
744,Nico Hischier,N.J,C,21,280.08333333333,2,4,2,2,6,60.00,29,6.90,2.2,51,38,30,14,1,1,4,2,2,0,0,2,5,11,11,25,15,128,117,52.24
745,Jesper Boqvist,N.J,C,28,293.98333333333,4,3,2,1,7,70.00,32,12.50,3.39,59,49,38,18,0,1,2,1,1,0,0,4,10,8,15,34,9,25,39,39.06
746,Kristian Vesalainen,WPG,L,12,103.03333333333,0,0,0,0,0,-,5,0.00,0.38,10,8,6,2,0,0,0,0,0,0,0,1,2,2,8,10,5,0,0,-
747,Adam Ruzicka,CGY,C,3,26.266666666667,0,1,0,1,1,50.00,2,0.00,0.46,5,3,3,3,1,0,2,1,1,0,0,0,1,0,1,1,0,10,13,43.48
748,Eeli Tolvanen,NSH,R,40,479.33333333333,4,5,2,3,9,75.00,39,10.26,3.28,85,63,37,14,4,4,4,2,2,0,0,3,5,7,78,33,16,1,5,16.67
749,Klim Kostin,STL,C,2,27.6,0,1,1,0,1,100.00,0,-,0.06,2,1,1,0,0,0,0,0,0,0,0,1,2,1,9,2,0,0,0,-
750,Elias Pettersson,VAN,C,26,341.15,5,9,5,4,14,60.87,32,15.63,3.94,52,44,40,20,1,2,6,3,3,0,0,8,11,9,11,29,9,60,75,44.44
751,Gabriel Vilardi,L.A,C,54,646.33333333333,7,11,6,5,18,78.26,47,14.89,5.03,83,63,60,26,2,3,6,3,3,0,0,16,10,12,17,54,15,246,304,44.73
752,Owen Tippett,FLA,R,45,471.58333333333,4,10,8,2,14,93.33,73,5.48,5.78,116,97,63,24,3,9,6,2,2,0,0,3,13,18,56,36,5,2,1,66.67
753,Nick Suzuki,MTL,C,56,791.56666666667,9,14,7,7,23,69.70,84,10.71,8.59,156,117,96,39,7,14,20,10,10,0,0,9,35,25,67,73,36,258,341,43.07
754,Jack Studnicka,BOS,C,20,220.33333333333,1,2,1,1,3,75.00,25,4.00,2.35,43,35,27,11,1,3,0,0,0,0,0,3,2,6,7,23,9,38,51,42.70
755,Robert Thomas,STL,C,33,380.91666666667,3,9,6,3,12,54.55,18,16.67,2.74,37,31,30,12,0,5,10,5,5,0,0,3,15,10,5,23,11,101,142,41.56
756,MacKenzie Entwistle,CHI,R,5,48.683333333333,1,1,1,0,2,100.00,6,16.67,0.49,8,7,5,2,1,1,2,1,1,0,0,0,0,1,10,7,2,6,21,22.22
757,Jason Robertson,DAL,L,51,700.68333333333,13,20,16,4,33,76.74,104,12.50,8.11,158,126,87,42,4,8,8,4,4,0,0,5,22,16,26,52,13,5,2,71.43
758,Morgan Frost,PHI,C,2,18.9,0,0,0,0,0,-,0,-,0.11,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,10,9,52.63
759,Alex Formenton,OTT,L,20,192.48333333333,3,2,1,1,5,62.50,19,15.79,1.52,31,25,19,8,1,1,6,3,3,0,0,4,4,6,21,13,5,1,1,50.00
760,Max Comtois,ANA,L,55,719.28333333333,14,14,10,4,28,87.50,78,17.95,9.12,146,116,103,54,7,8,25,11,10,1,0,6,33,16,91,44,34,10,18,35.71
761,Henri Jokiharju,BUF,D,46,766.8,3,5,3,2,8,29.63,48,6.25,1.82,105,72,26,1,2,5,2,1,1,0,0,2,12,7,46,50,46,0,0,-
762,Miro Heiskanen,DAL,D,55,1055.35,4,9,3,6,13,43.33,83,4.82,3.69,188,124,67,5,3,5,10,5,5,0,0,11,36,11,44,81,33,0,0,-
763,Aleksi Heponiemi,FLA,C,9,97.766666666667,0,1,0,1,1,33.33,13,0.00,1.52,18,16,15,7,0,2,0,0,0,0,0,2,2,5,0,6,1,0,0,-
764,Martin Necas,CAR,C,53,724.88333333333,5,13,9,4,18,64.29,76,6.58,7.03,130,108,75,31,2,6,10,5,5,0,0,8,33,11,44,64,25,24,24,50.00
765,Timothy Liljegren,TOR,D,2,25.833333333333,0,0,0,0,0,0.00,1,0.00,0.06,5,3,2,0,0,0,2,1,1,0,0,0,0,0,3,3,1,0,0,-
766,Alexander Chmelevski,S.J,C,5,48.75,0,2,1,1,2,66.67,8,0.00,0.64,10,9,7,4,0,0,2,1,1,0,0,1,0,2,7,2,1,4,8,33.33
767,Jack Rathbone,VAN,D,8,111.68333333333,1,1,0,1,2,33.33,13,7.69,0.54,24,17,8,0,0,1,0,0,0,0,0,1,5,1,9,19,7,0,0,-
768,Pierre-Olivier Joseph,PIT,D,16,245.95,1,3,3,0,4,44.44,25,4.00,1.03,45,36,9,1,0,2,6,3,3,0,0,3,7,4,22,11,7,0,0,-
769,David Farrance,NSH,D,2,29.9,0,0,0,0,0,0.00,2,0.00,0.09,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,-
770,Josh Norris,OTT,C,56,729.1,10,9,5,4,19,67.86,61,16.39,6.62,112,89,74,42,4,5,13,5,4,1,0,8,22,15,71,64,28,327,289,53.08
771,Cale Makar,COL,D,44,802.78333333333,4,15,8,7,19,38.78,66,6.06,3.03,151,93,40,8,2,9,6,3,3,0,0,7,14,25,46,41,35,0,0,-
772,Ian Mitchell,CHI,D,39,550.45,2,4,1,3,6,37.50,20,10.00,1.03,51,28,16,2,0,3,14,7,7,0,0,4,11,1,18,44,36,0,0,-
