id,player_name,team,position,age,dob,birth_city,birth_state,birth_country,nationality,height,weight,draft_year,draft_team,draft_round,draft_round_pick,total_draft_pick
68,Keith Kinkaid,N.J,G,30,1989-07-04,Farmingville,-,USA,-,75,186,-,-,-,-,-
69,Jason Kasdorf,BUF,G,27,1992-05-18,Winnipeg,-,CAN,-,76,205,2011,WPG,6,6,157
70,Laurent Brossoit,EDM,G,27,1993-03-23,Port Alberni,-,CAN,-,75,204,2011,CGY,6,13,164
71,Anton Forsberg,CBJ,G,27,1992-11-27,Härnösand,-,SWE,-,75,192,2011,CBJ,7,7,188
72,Garret Sparks,TOR,G,26,1993-06-28,Elmhurst,-,USA,-,74,201,2011,TOR,7,9,190
73,Jordan Binnington,STL,G,26,1993-07-11,Richmond Hill,-,CAN,-,73,174,2011,STL,3,27,88
74,Magnus Hellberg,NYR,G,29,1991-04-04,Uppsala,-,SWE,-,78,209,2011,NSH,2,8,38
75,John Gibson,ANA,G,26,1993-07-14,Pittsburgh,-,USA,-,75,207,2011,ANA,2,9,39
76,Christopher Gibson,NYI,G,27,1992-12-27,Karkkila,-,FIN,-,73,207,2011,L.A,2,19,49
77,Andrei Vasilevskiy,T.B,G,25,1994-07-25,Tyumen,-,RUS,-,75,216,2012,T.B,1,19,19
78,Matt Murray,PIT,G,25,1994-05-25,Thunder Bay,-,CAN,-,76,178,2012,PIT,3,22,83
79,Chris Driedger,OTT,G,25,1994-05-18,Winnipeg,-,CAN,-,76,205,2012,OTT,3,15,76
80,Joonas Korpisalo,CBJ,G,25,1994-04-28,Pori,-,FIN,-,75,191,2012,CBJ,3,1,62
81,Connor Hellebuyck,WPG,G,26,1993-05-19,Commerce,-,USA,-,76,207,2012,WPG,5,9,130
82,Linus Ullmark,BUF,G,26,1993-07-31,Lugnvik,-,SWE,-,76,215,2012,BUF,6,12,163
83,Andrew Hammond,OTT,G,32,1988-02-11,Surrey,-,CAN,-,74,223,-,-,-,-,-
84,Mike Condon,MTL,G,29,1990-04-27,Holliston,-,USA,-,74,195,-,-,-,-,-
85,Antti Raanta,NYR,G,30,1989-05-12,Rauma,-,FIN,-,72,195,-,-,-,-,-
86,Kristers Gudlevskis,T.B,G,27,1992-07-31,Aizkraukle,-,LVA,-,75,188,2013,T.B,5,3,124
87,Juuse Saros,NSH,G,25,1995-04-19,Forssa,-,FIN,-,71,180,2013,NSH,4,8,99
88,Pheonix Copley,STL,G,28,1992-01-18,North Pole,-,USA,-,76,200,-,-,-,-,-
89,Roman Will,COL,G,27,1992-05-22,Plzen,-,CZE,-,73,195,-,-,-,-,-
90,Matthew O'Connor,OTT,G,28,1992-02-14,Sault Ste. Marie,-,CAN,-,78,188,-,-,-,-,-
91,Niklas Treutle,ARI,G,28,1991-04-29,Nuremberg,-,DEU,-,74,185,-,-,-,-,-
92,Charlie Lindgren,MTL,G,26,1993-12-18,Lakeville,-,USA,-,73,180,-,-,-,-,-
