id,player_name,team,position,gp,toi,toi_per_gp,cf_60_rel,ca_60_rel,cf_pcg_rel,ff_60_rel,fa_60_rel,ff_pcg_rel,sf_60_rel,sa_60_rel,sf_pcg_rel,gf_60_rel,ga_60_rel,gf_pcg_rel,xgf_60_rel,xga_60_rel,xgf_pcg_rel,scf_60_rel,sca_60_rel,scf_pcg_rel,hdcf_60_rel,hdca_60_rel,hdcf_pcg_rel,hdgf_60_rel,hdga_60_rel,hdgf_pcg_rel,mdcf_60_rel,mdca_60_rel,mdcf_pcg_rel,mdgf_60_rel,mdga_60_rel,mdgf_pcg_rel,ldcf_60_rel,ldca_60_rel,ldcf_pcg_rel,ldgf_60_rel,ldga_60_rel,ldgf_pcg_rel,on_ice_sh_pcg,on_ice_sv_pcg,pdo,ozs_60,nzs_60,dzs_60,on_the_fly_starts_60,ozs_pcg,ozfo_60,nzfo_60,dzfo_60,ozfo_pcg
213,Bobby Ryan,OTT,R,81,1070.5166666667,13.216255144033,-1.73,2.66,-1.95,-1.31,3.14,-2.62,-0.75,3.87,-3.62,0.4,0.6,-2.05,0.11,0.28,-1.66,-0.14,2.47,-2.37,0.4,1.02,-1.36,0.38,0.25,2.49,-0.72,1.94,-3.08,0.03,0.52,-10.00,-1.17,0.7,-1.27,0,-0.05,2.75,9.56,92.23,1.018,15.19,14.91,6.89,41.81,68.78,25.56,21.91,16.03,61.46
214,Jack Johnson,CBJ,D,60,1061.3333333333,17.688888888889,-0.97,5.23,-2.77,-0.77,4.35,-3.09,0.6,3.55,-2.39,-0.47,-0.03,-5.44,-0.06,0.12,-1.94,-2.98,3.99,-6.96,-0.32,0.68,-2.34,-0.48,-0.15,-5.76,-3.56,4.41,-10.57,-0.43,0.38,-33.93,1.62,1.15,0.47,0.4,-0.19,26.67,6.23,92.79,0.990,6.61,14.92,8.82,41.95,42.86,16.85,23.86,21.09,44.41
215,Benoit Pouliot,EDM,L,55,712.15,12.948181818182,2.38,-3.27,2.56,2.87,-1.04,2.43,2.02,0.88,1.05,0.8,0.87,1.37,0.1,0.07,0.40,1.32,-0.69,2.02,0.82,-0.22,2.85,1.11,0.31,16.90,0.66,-0.62,1.56,-0.23,0.06,-8.89,1.84,-1.53,2.29,-0.2,0.82,-35.96,8.62,89.78,0.984,10.78,14.24,9.01,51.56,54.47,19.55,22.75,17.95,52.13
216,Jack Skille,COL,R,74,625.85,8.4574324324324,-5.47,2.32,-3.72,-2.9,2.27,-3.20,-1.74,2.62,-3.60,-0.56,-0.14,-5.42,-0.11,0.01,-1.47,-1.85,0.04,-2.28,-0.32,0.32,-1.62,-0.33,0.27,-11.94,-2.04,-0.38,-2.74,-0.02,-0.21,7.56,-4.47,2.65,-4.93,-0.27,-0.33,2.08,6.59,93.47,1.001,8.92,20.61,8.82,46.98,50.27,14.38,25.6,19.85,42.02
217,Anze Kopitar,L.A,C,81,1210.6,14.945679012346,1.41,-2.09,1.63,1.84,-0.99,1.63,-0.16,-0.7,0.54,1.21,-0.12,14.33,0.16,-0.04,2.15,3.08,-1.2,4.02,1.97,-0.11,4.53,0.61,-0.36,20.31,1.48,-1.45,3.65,0.42,-0.09,18.37,-1.01,-1.06,0.24,0.33,0.48,-4.17,9.48,93.02,1.025,10.75,14.03,9.27,37.37,53.71,20.47,22.25,18.68,52.28
218,Marc Staal,NYR,D,77,1297.5333333333,16.851082251082,-4.4,0.88,-2.53,-3.25,0.84,-2.65,-2.83,1.32,-3.73,-0.73,0.25,-10.90,-0.28,0,-3.22,-1.25,0.14,-1.41,-1.68,0.42,-4.88,-0.63,0.13,-13.96,0.58,-0.37,1.23,-0.02,0.07,-3.88,-4.2,0.55,-3.70,-0.33,0.09,-26.39,7.82,93.34,1.012,5.18,14.8,8.28,49.94,38.49,11.28,21.92,16.51,40.60
219,Martin Hanzal,ARI,C,64,811.98333333333,12.687239583333,6.75,-2.44,4.21,5.14,-0.89,3.74,2.23,-1.34,3.11,0.81,0.06,8.70,0.24,-0.22,5.49,5.01,-2.19,7.46,0.85,0.02,2.13,0.28,0.41,-2.56,5.54,-2.95,11.07,0.75,-0.33,39.72,0.2,-0.12,0.22,-0.04,-0.02,-0.44,9.04,92.84,1.019,10.64,13.67,9.38,44.04,53.14,20.03,20.1,18.84,51.52
220,Jakub Kindl,"DET, FLA",D,44,610.66666666667,13.878787878788,7.78,-2.93,5.17,5.67,-1.38,4.34,3.33,-1.72,4.30,0.37,-0.33,7.97,0.36,0.09,2.92,2.25,-0.69,3.05,2.87,0.56,5.87,0.88,-0.45,28.13,-0.83,-1.67,1.41,-0.23,-0.03,-3.03,6.79,-2.17,6.40,-0.5,0.21,-35.09,8.36,93.82,1.022,10.32,13.36,7.96,47.16,56.45,21.03,21.03,15.82,57.07
221,T.J. Oshie,WSH,R,80,1104.5166666667,13.806458333333,2.15,2,0.03,1.77,-0.11,1.13,1.1,-1.6,2.38,0.14,-0.53,8.32,-0.14,-0.27,1.76,-0.89,-1.69,0.87,-1.3,-2.04,2.10,-0.09,-0.29,4.96,0.55,0.46,0.06,0.27,-0.46,25.00,4.67,5.12,-0.40,0.04,0.15,-7.69,8.64,94.02,1.027,10.86,18.31,8.85,37.27,55.10,19.12,24.72,18.63,50.65
222,Andrew Cogliano,ANA,L,82,986.73333333333,12.033333333333,1.03,-0.06,0.48,1.74,0.89,0.42,1.42,0.98,0.28,0.06,0.14,-0.94,0.16,-0.04,2.24,0.62,-0.72,1.36,0.66,-0.04,1.67,0.08,-0.46,12.21,-0.05,-0.91,1.19,0.09,0.15,-2.00,0.16,1.78,-1.18,-0.1,0.73,-38.57,6.55,92.22,0.988,9.18,17.27,10.95,50.53,45.62,14.84,23.65,21.53,40.80
223,Matt Niskanen,WSH,D,82,1491.0833333333,18.183943089431,-1.69,-1.71,0.04,-0.49,-2.25,1.15,-1.06,-1.12,0.14,-0.65,-0.55,0.52,-0.1,-0.26,2.07,-1.56,-2.14,0.68,-0.47,-1.74,3.32,-0.33,-0.49,5.16,-1.46,-0.54,-1.03,-0.02,-0.16,5.26,-0.95,0.53,-1.02,-0.44,0.09,-31.49,7.13,93.98,1.011,7.4,15.41,10.38,38.47,41.63,16.66,23.06,21.13,44.09
224,Steve Downie,ARI,R,26,226.98333333333,8.7301282051282,-5.58,-4.51,-0.69,-6.15,-4.17,-1.73,-2.51,-3.96,0.96,-0.08,-1.24,11.93,-0.37,-0.05,-4.58,-5.16,-2.3,-3.56,-2.34,-2.14,-0.67,-0.52,-1.35,14.77,-3.77,-0.21,-5.36,0.47,-0.14,18.82,-3.2,-3.92,0.18,0.22,-0.07,12.12,9.68,93.20,1.029,7.67,14.01,8.46,53.66,47.54,12.16,22.47,19.03,38.98
225,James Neal,NSH,"L, R",82,1248.35,15.223780487805,3.41,-0.31,1.65,1.89,0.52,0.76,0.54,0.61,-0.12,0.55,-0.96,18.45,0.03,-0.02,0.55,0.65,0.73,-0.22,-1.03,0.01,-2.84,0.17,-0.69,19.43,2.23,0.96,1.38,-0.01,-0.3,12.17,3.82,-0.35,2.66,0.48,-0.07,21.67,8.47,94.69,1.032,13.89,16.25,7.55,39.56,64.80,23.21,22.16,14.9,60.91
226,Marc-Edouard Vlasic,S.J,D,67,1187.1666666667,17.718905472637,0.28,-5.39,2.73,-0.27,-4.25,2.75,-0.74,-2.62,1.87,0.82,0.42,3.33,-0.13,-0.57,6.28,0.44,-5.78,7.19,-0.74,-3.4,8.22,0.5,-0.33,16.15,1.57,-3.17,6.79,0.29,0.98,-16.43,0.06,1,-0.65,0.15,0.06,2.86,10.02,91.00,1.010,5.86,12.84,6.87,41.9,46.03,15.16,23.15,19.26,44.05
227,Taylor Chorney,WSH,D,55,653.41666666667,11.880303030303,-5.21,-0.5,-2.18,-3.73,2.02,-3.58,-3.35,0.91,-3.78,0.33,0.47,-2.86,-0.24,0.36,-6.94,-2.75,1.61,-4.27,-0.48,1.56,-4.96,-0.24,0.6,-15.92,-3.02,0.08,-3.77,0.63,-0.07,15.33,-2.6,-3.03,0.27,0.14,-0.12,14.29,11.03,92.21,1.032,9.55,11.11,3.67,58.31,72.22,18.55,17.26,9.27,66.67
228,Justin Abdelkader,DET,L,82,1077.1333333333,13.135772357724,-3.58,2.32,-2.88,-3.14,1.48,-2.93,-0.86,1.22,-1.79,-0.17,0.27,-5.26,-0.19,0.23,-4.74,-1.37,2.08,-3.57,-0.8,0.41,-3.09,-0.07,0.3,-7.17,-0.76,2.23,-4.01,0.23,-0.1,11.06,-4.07,0.44,-3.35,-0.33,0.07,-20.39,6.72,92.19,0.989,12.98,16.66,8.02,42,61.80,21.17,22.89,15.26,58.10
229,Adam McQuaid,BOS,D,64,968.73333333333,15.136458333333,-2.07,1.23,-1.51,-2.9,-0.85,-1.26,-1.84,0.66,-2.08,-0.64,-0.38,-2.89,-0.12,0.11,-2.88,0.25,0.67,-0.41,0.34,0.35,0.02,-0.24,-0.05,-3.28,-0.11,0.42,-0.65,-0.22,-0.25,0.00,-2.51,0.27,-1.81,-0.35,-0.3,-5.53,6.30,93.49,0.998,11.09,15.67,10.59,49.43,51.14,23.04,23.35,22.98,50.07
230,Kris Letang,PIT,D,71,1350.3166666667,19.018544600939,8.96,0.91,3.36,4.12,-0.78,2.85,2.79,-1.61,3.55,-0.46,0.41,-9.41,0.18,0.16,-0.15,3.58,0.37,2.72,-0.79,1.01,-4.33,-0.57,0.5,-20.34,5.84,-0.85,7.63,0.11,-0.08,5.75,6.09,0.93,3.43,0.04,-0.05,4.17,6.79,91.91,0.987,9.82,13.82,8.62,40.83,53.25,22.22,21.95,18.8,54.17
231,Kris Russell,"CGY, DAL",D,62,1156.7166666667,18.656720430108,-4.38,6.16,-4.67,-2.4,3.6,-3.75,-2.39,3.8,-5.47,0.73,0.63,1.84,-0.14,0.16,-3.44,-0.02,5.25,-5.03,0.34,0.28,0.22,0.81,-0.02,14.89,-0.48,6.62,-8.45,0.06,0.59,-16.97,-3.95,1.83,-4.04,-0.15,0.3,-25.00,10.22,90.32,1.005,8.61,12.24,8.09,49.12,51.55,18.36,19.71,18.67,49.58
232,Rich Clune,TOR,L,19,149.85,7.8868421052632,-11.48,-10.06,0.10,-10.22,-8.21,-1.15,-3.31,-9.24,5.67,0.16,-1.33,16.96,-0.56,-0.71,2.13,-3.48,-6.7,4.32,-1.44,-2.93,4.19,-0.77,-1.09,48.15,-2.72,-5.02,4.25,1.04,-0.94,38.26,-10.77,-4.4,-3.66,-0.36,0.67,-42.86,7.58,92.86,1.004,10.81,17.22,11.61,58.86,48.21,14.81,23.62,18.82,44.05
233,Keith Yandle,NYR,D,82,1350.2333333333,16.466260162602,4.78,-5.09,4.53,2.32,-1.17,2.20,0.76,-1.3,1.80,-0.27,-0.24,0.32,0.04,-0.03,0.82,0.46,-2.66,2.96,1.03,-0.36,3.13,-0.12,-0.32,4.00,-0.76,-3.07,2.82,-0.2,-0.01,-5.74,4.41,-3.07,5.48,0.09,0.12,-5.22,8.19,93.80,1.020,13.95,11.91,5.73,47.41,70.88,25.91,17.86,13.51,65.73
234,Cody Franson,BUF,D,59,801.73333333333,13.588700564972,0.15,-5.72,2.75,0.38,-5.16,3.43,0.28,-1.72,1.68,-0.54,-0.67,-0.41,-0.23,-0.18,-0.99,-1.12,-3.89,3.14,-2.38,-0.82,-4.66,-0.7,-0.31,-13.06,1.68,-4.1,8.40,0.04,-0.49,21.27,2.07,-2.27,2.90,0.23,0,11.07,5.04,93.57,0.986,9.35,12.87,8.91,55.98,51.23,17.74,18.71,17.74,50.00
235,Marc-Andre Gragnani,N.J,D,4,43.283333333333,10.820833333333,5.55,-2.45,4.13,0.03,-2.43,1.65,-5.06,0.04,-6.03,-2.14,0.64,-50.00,-0.94,0.76,-23.15,-1.54,1.34,-3.35,-8.12,4.35,-50.00,-0.43,1.49,-25.00,8.78,-4.02,16.02,-1.71,0,-100.00,9.17,-5.31,10.75,-0.62,-1.23,-33.33,0.00,90.48,0.905,11.09,12.48,0,67.92,100.00,20.79,20.79,8.32,71.43
236,Cody Bass,NSH,C,17,125.51666666667,7.3833333333333,-23.03,7.95,-16.61,-13.33,3.18,-11.58,-8.24,-0.01,-8.08,-1.96,-1.01,-25.00,-0.83,-0.11,-10.64,-8.96,2.75,-14.14,-2.73,-1.29,-3.82,-1.05,-1.18,-38.71,-8.31,5.39,-19.35,-1.51,-0.29,-61.90,-18.6,3.96,-19.38,0.31,0.56,-25.00,2.22,94.23,0.965,0.96,12.43,24.38,58.8,3.77,2.39,19.12,40.15,5.62
237,Chris Butler,STL,D,5,50.866666666667,10.173333333333,-13.32,13.42,-11.81,-4.51,10.79,-8.68,-4.97,10.11,-10.95,-1.14,2.27,-25.49,0.05,1.51,-12.26,1.12,9.72,-6.45,-0.11,5.18,-10.49,-0.09,1.66,-27.78,1.64,6.06,-3.84,-0.93,-0.76,-28.57,-14.46,6.3,-17.21,-0.51,1.7,-100.00,8.33,88.57,0.969,9.44,17.69,5.9,51.9,61.54,16.51,22.41,12.98,56.00
238,Chris VandeVelde,PHI,C,79,864.56666666667,10.94388185654,-7.16,6.46,-6.01,-4.68,3.49,-5.04,-5.09,2.25,-6.36,-1.06,0.17,-17.19,-0.42,0.26,-7.96,-4.84,3.88,-9.26,-2.6,1.13,-9.97,-0.85,0.12,-24.40,-2.99,3.68,-8.73,-0.42,0.07,-20.51,-3.33,1.11,-2.85,0.05,0.01,1.98,4.89,93.23,0.981,10.62,12.35,7.91,51.36,57.30,15.89,17.21,15.89,50.00
239,Jared Boll,CBJ,R,30,198.55,6.6183333333333,-18.64,14.91,-16.09,-11.61,8.59,-13.27,-8.46,6.44,-13.30,-0.78,-0.82,-2.14,-1.16,0.21,-16.44,-13.53,0.19,-17.77,-5.58,-1.78,-9.46,-0.89,-0.88,-5.45,-10.6,2.63,-24.53,-0.73,0.41,-47.83,-5.57,14.84,-12.72,1.02,-0.28,46.43,7.25,93.97,1.012,8.16,17.83,5.44,64.97,60.00,12.99,25.38,16.62,43.88
240,Niklas Hjalmarsson,CHI,D,81,1502.4,18.548148148148,-3.27,-6.62,1.62,-1.05,-5.43,2.80,-1.12,-5.39,3.73,-0.26,-0.02,-3.06,0.01,-0.37,4.31,-0.01,-4.25,4.48,0.76,-1.81,6.35,-0.38,-0.18,-4.71,-1.03,-3.27,3.24,0.06,0.18,-3.68,-3.38,-3.81,0.36,0.11,-0.01,6.20,6.28,92.10,0.984,7.63,15.42,10.46,49.08,42.16,17.25,22.92,21.01,45.09
241,Darren Helm,DET,C,77,931.25,12.094155844156,0.69,0.94,-0.15,-0.4,2.83,-2.03,-0.25,1.67,-1.64,0.1,0.14,-0.33,-0.02,0.17,-2.15,-1.13,1,-2.21,-0.15,1.65,-4.30,0,-0.07,1.48,-1.3,-0.87,-0.42,-0.23,0.23,-16.85,3.37,0.88,1.66,0.32,0.04,10.00,7.16,92.55,0.997,10.12,15.46,9.79,46.39,50.81,15.66,20.36,19.39,44.67
242,Nathan Gerbe,CAR,C,47,522.75,11.122340425532,-6.64,-1.32,-2.55,-5.28,0.29,-3.59,-3.07,1.87,-4.44,-0.39,0.57,-10.92,-0.51,0.09,-7.27,-4.95,-1.19,-4.54,-1.87,1.01,-7.51,-0.42,0.55,-19.67,-4.11,-2.93,-2.20,0.06,-0.34,11.03,-2.34,0.8,-2.18,-0.03,0.4,-17.50,4.85,89.72,0.946,9.99,13.66,8.15,49.35,55.06,13.08,19.4,15.04,46.53
243,Cal O'Reilly,BUF,C,20,176.01666666667,8.8008333333333,-8.44,1.07,-4.92,-4.54,1.8,-4.16,-2.13,2.07,-3.62,-0.03,-0.03,0.00,-0.58,0.43,-13.00,-5.06,2.32,-9.09,-2.59,4.76,-17.91,-0.36,-0.28,-1.43,-3.3,-3.25,-1.29,0.19,-0.16,12.82,-3.68,-0.78,-2.20,0.27,0.54,0.00,8.11,93.75,1.019,11.25,11.59,6.82,48.4,62.26,17.73,16.7,17.04,50.98
244,Mark Fayne,EDM,D,69,1018.6333333333,14.762801932367,1.44,0.18,0.57,0.34,-0.34,0.41,0.37,0.77,-0.32,0.16,0.22,-0.20,-0.15,0.07,-2.53,-0.46,2.85,-3.08,-1.19,0.06,-3.25,-0.05,-0.06,0.14,0.97,3.71,-3.05,0.58,0.33,9.46,1.69,-3.63,3.68,-0.32,0.09,-23.75,7.42,91.33,0.988,6.83,18.08,10.78,51.07,38.80,17.08,27.04,22.21,43.48
245,Ryan Reaves,STL,R,64,511.23333333333,7.9880208333333,-14.62,-5.38,-4.63,-11.87,-3.99,-5.35,-9.89,-3.23,-6.31,-1.66,-0.48,-22.22,-0.86,-0.31,-7.71,-11.16,-2.81,-9.48,-4.38,-1.96,-7.75,-1.2,-0.43,-39.56,-9.04,-1.14,-10.58,-0.47,-0.19,-14.35,-4.47,-3.4,-0.63,-0.14,0.13,-13.33,3.21,94.47,0.977,8.92,13.73,6.57,57.63,57.58,11.74,20.3,12.56,48.31
246,Joe Vitale,ARI,C,1,5.1833333333333,5.1833333333333,22.47,7.64,5.20,10.51,-4.13,8.49,-2.88,0.56,-3.24,9.95,-1.63,50.00,2.73,-0.22,24.26,17.02,15.21,-2.86,26.59,-6.51,44.44,9.95,0,0.00,-12.76,28.95,-36.90,0,-2.17,0.00,12.56,-22.95,20.00,0,0,-,50.00,100.00,1.500,11.58,0,11.58,69.45,50.00,23.15,11.58,11.58,66.67
247,Colin Greening,"OTT, TOR",C,31,354.41666666667,11.432795698925,3.58,-2.12,2.49,3.58,-0.57,2.44,2.12,-0.67,2.40,1.01,-0.41,15.85,0.17,0.17,0.18,0.37,-1.74,2.30,1.18,1.55,-0.54,0.81,0.09,16.86,-1.07,-4.39,5.13,0.03,-0.62,11.11,4.07,-0.4,2.62,0.33,-0.05,23.33,8.47,91.43,0.999,12.02,14.9,9.31,46.05,56.35,17.44,20.65,17.78,49.52
248,Anton Stralman,T.B,D,73,1159.6333333333,15.885388127854,3.11,-5.96,4.33,3.55,-5.46,5.70,4.23,-3.46,6.71,-0.39,-0.98,9.64,0.24,-0.32,7.24,1.68,-4.86,7.21,0.7,-1.04,4.85,-0.88,-0.36,-13.81,1.3,-5.09,8.69,0.32,-0.68,31.70,2.4,-1.12,2.28,0.36,-0.12,20.26,6.63,94.91,1.015,10.45,14.02,9.57,35.6,52.20,22.04,20.54,17.85,55.25
249,Patric Hornqvist,PIT,R,82,1091.8833333333,13.315650406504,9.57,-2.17,5.01,4.91,-2.76,4.53,3.79,-1.59,4.23,0.42,-0.31,8.06,0.62,-0.09,6.89,5.35,-3.62,8.57,3.39,-0.98,9.53,0.04,-0.17,4.50,2.61,-3.51,7.87,0.67,-0.04,15.43,4.15,0.76,2.20,-0.18,-0.16,-2.61,7.81,93.59,1.014,14.07,18.13,10.17,44.73,58.05,24.67,24.56,19.84,55.43
250,Mike Angelidis,T.B,L,4,34.05,8.5125,-14.42,-3.76,-4.44,-13.43,-6.35,-4.92,-5.42,-7.63,2.59,1.75,-2.66,60.00,-0.12,0.56,-9.22,-4.12,10.04,-14.34,0.38,5.25,-12.79,2.64,-1.33,60.00,-6,6.39,-15.63,-0.59,-0.59,-50.00,-12.3,-16.1,5.39,-0.64,-1.28,-33.33,16.67,100.00,1.167,12.33,17.62,12.33,42.29,50.00,12.33,24.67,17.62,41.18
251,Andrew Desjardins,CHI,L,77,866.56666666667,11.254112554113,-2.37,-1.08,-0.59,-1.72,-1.69,-0.02,-0.71,-2.17,1.27,-1.34,-0.43,-15.92,-0.23,-0.15,-1.16,-2.83,-1.65,-1.36,-0.75,-0.67,-0.45,-0.67,-0.15,-14.60,-2.77,-1.31,-1.96,-0.82,-0.28,-38.10,-1.32,1.2,-1.67,-0.08,-0.07,-1.27,3.34,93.55,0.969,7.55,12.88,18.28,46.25,29.22,11.42,19.04,29.98,27.59
252,Dan Girardi,NYR,D,74,1244.4166666667,16.816441441441,-6.85,11.83,-8.31,-4.46,7.16,-7.09,-2.99,3.86,-5.95,-0.21,-0.06,-1.31,-0.12,0.42,-5.64,-2.06,7.02,-8.27,-0.4,1.33,-3.66,0.23,0.14,1.14,-2.21,7.6,-11.77,-0.33,-0.05,-8.04,-6.36,5.72,-8.85,-0.16,-0.22,13.46,9.32,94.30,1.036,8.1,14.99,9.74,46.77,45.41,14.13,21.21,20.78,40.47
253,David Desharnais,MTL,C,65,843.86666666667,12.982564102564,-1.77,1.45,-1.47,-1.37,1.24,-1.63,-0.62,1.64,-1.95,-0.26,-0.19,-0.85,0.05,-0.09,1.65,1.42,0.28,1.16,0.32,0.21,0.22,-0.53,-0.08,-11.07,1.46,0.1,1.87,0.39,-0.07,9.77,-3.75,0.71,-3.01,0,-0.08,5.56,6.79,92.68,0.995,13.22,15.5,8.18,47.78,61.79,18.91,20.69,16.57,53.31
254,Bracken Kearns,NYI,C,2,26.6,13.3,-1.91,-21.84,11.86,11.32,-10.87,17.64,2.49,-12.08,17.27,-3.1,-3.87,-,1.33,-0.52,25.78,6.94,-15.18,23.76,9.66,2.12,21.21,-2.32,-1.55,-,-3.63,-23.07,21.82,0,-2.06,0.00,-18.09,-7.29,-22.83,-1.12,-1.12,-50.00,0.00,100.00,1.000,6.77,13.53,9.02,42.86,42.86,13.53,20.3,11.28,54.55
255,Andy Greene,N.J,D,82,1461.35,17.821341463415,-6.96,-0.01,-4.18,-5.17,-2.22,-2.53,-2.99,-2.42,-0.98,-0.14,-0.91,9.83,-0.17,-0.17,-0.14,-2.64,-0.52,-2.81,-0.95,0.19,-3.56,0.09,-0.53,15.43,-2.25,-0.96,-2.31,-0.14,-0.51,14.95,-5.72,0.52,-5.43,-0.18,-0.05,-12.64,7.46,94.20,1.017,5.17,15.15,12.56,42.41,29.17,12.65,22.29,26.89,31.98
256,Stephen Gionta,N.J,R,82,830.43333333333,10.127235772358,-4.5,-1.27,-2.09,-2.5,-0.39,-1.69,-2.11,-0.8,-1.56,-0.68,-0.03,-10.84,-0.31,0.05,-5.02,-2.03,-0.24,-2.39,-1.99,-0.13,-6.27,-0.51,-0.07,-12.62,-0.05,-0.15,0.13,-0.25,0.21,-18.21,-2.42,-1.23,-1.23,0.03,-0.13,7.20,5.33,92.33,0.977,7.01,14.02,8.24,49.2,45.97,11.78,21.39,16.18,42.12
257,Bryan Little,WPG,C,57,756.81666666667,13.277485380117,10.59,2.29,3.47,7.41,4.21,1.67,5.88,4.04,1.25,0.68,0.71,-0.41,0.52,0.54,-0.22,4.35,3.61,0.54,1.58,1.82,-0.34,0.01,0.54,-8.57,3.7,2.39,1.19,0.65,0.4,2.42,7.15,-0.95,5.30,0.3,-0.18,22.78,7.73,91.52,0.992,12.37,17.12,10.23,40.27,54.74,23.55,25.53,19.74,54.40
258,Alex Biega,VAN,D,51,771.35,15.124509803922,3.91,0.61,1.70,1.87,3.81,-0.78,2.87,3.25,0.19,0.06,0.21,-1.39,-0.05,0.2,-2.66,1.73,-0.18,1.98,-0.32,1.07,-3.00,-0.28,-0.53,3.99,2.74,-1.67,5.33,0.51,0.34,8.79,2.94,1.59,1.17,0,0.7,-28.99,7.03,92.68,0.997,7.31,9.26,7.31,59.97,50.00,19.76,15.25,15.01,56.82
259,Brad Marchand,BOS,L,77,1077.7,13.996103896104,14.18,-4.17,7.97,12.28,-4.02,9.34,9.44,-1.71,8.54,0.86,-0.32,12.04,0.48,-0.23,8.43,6.41,-3.02,9.44,2.72,-1.54,11.42,0.54,-0.26,13.55,4.91,-1.97,8.26,0.37,-0.24,19.86,11.53,-1.83,8.23,0.07,0.08,-0.21,7.93,93.09,1.010,9.58,17.59,11.19,41.59,46.11,20.6,25.61,23.55,46.66
260,Nick Foligno,CBJ,L,72,978.96666666667,13.596759259259,2.54,-8.51,5.09,1.43,-5.56,4.36,0.91,-2.53,2.93,-0.53,-0.16,-4.41,-0.06,-0.46,4.50,0.49,-4.58,5.24,-0.1,-2.06,4.92,-0.24,-0.15,-1.64,0.78,-3.36,5.58,-0.45,0.19,-25.51,2.04,-5.08,4.92,0.11,-0.15,13.17,6.44,91.94,0.984,8.52,12.93,7.66,44.99,52.65,17.28,19.18,17.16,50.18
261,Mike Weber,"BUF, WSH",D,45,622.53333333333,13.834074074074,-2.13,-4.21,0.96,-0.29,-4.12,2.36,-0.79,-3,1.90,-0.12,-1.26,12.30,-0.15,-0.36,2.62,-0.34,-5.08,5.59,-1.01,-1.28,0.90,-0.35,-0.89,8.97,0.9,-5.06,9.01,-0.15,-0.27,-2.20,-1.94,2.35,-2.90,0.5,-0.24,33.33,5.88,94.04,0.999,8.19,12.91,7.71,56.67,51.52,16.96,19.66,17.35,49.44
262,Bud Holloway,MTL,C,1,7.3166666666667,7.3166666666667,-41.28,13.51,-47.62,-26.16,1.23,-34.52,-17.92,2.61,-29.29,-2.75,-1.37,-,-1.77,0.33,-47.01,-13.75,-4.17,-52.63,-5.5,-0.05,-40.00,-1.37,0,-,-11,-5.5,-,-1.83,-1.83,-50.00,-33.82,25.54,-47.65,0,0,-,0.00,100.00,1.000,24.6,24.6,0,32.8,100.00,24.6,24.6,8.2,75.00
263,Derek Dorsett,VAN,R,71,816.11666666667,11.494600938967,-1.96,0.77,-1.36,-2.74,0,-1.87,-1.85,0.57,-2.17,-0.4,0.55,-10.62,-0.24,-0.09,-2.23,-2.65,-0.57,-2.42,-1.7,-0.7,-3.26,-0.42,-0.14,-8.27,-1.27,0.17,-1.90,-0.06,0.64,-15.18,0.95,1.61,-0.49,0,0.31,-13.51,6.21,90.97,0.972,9.93,11.69,9.93,52.35,50.00,15.37,17.35,17.79,46.34
264,Erik Johnson,COL,D,73,1238.4666666667,16.965296803653,2.82,2.15,0.57,3.26,-2.48,3.54,3.68,-0.79,3.93,-0.43,0.26,-7.70,0.06,-0.05,1.28,-0.75,1.85,-2.51,-1.4,0.61,-5.46,-0.73,0.21,-19.48,0.87,1.66,-0.51,0.33,0.01,12.00,5.4,1.41,3.08,0.11,0.03,3.13,6.57,92.04,0.986,7.46,15.02,10.56,42.44,41.40,17,21.51,23.16,42.34
265,Kyle Okposo,NYI,R,79,1125.0166666667,14.240717299578,1.77,-2.17,1.77,1.57,-4.51,3.82,1.01,-2.93,3.43,-0.01,0,-0.03,0.07,-0.16,2.54,1.85,-0.59,2.27,-0.78,-0.26,-1.28,-0.13,0.21,-6.54,3.5,-0.45,4.58,0.33,-0.06,14.29,0.96,-4.17,3.98,-0.14,-0.37,16.91,7.83,91.99,0.998,10.45,13.39,8.11,39.95,56.32,20.16,19.73,17.17,54.00
266,Trevor Lewis,L.A,C,75,916.33333333333,12.217777777778,-7.77,-3.94,-1.09,-4.22,-5.32,1.48,-1.38,-3.2,2.06,-0.9,0.32,-16.09,-0.12,-0.21,1.58,-3.41,-1.52,-1.44,0.36,-0.22,1.44,-0.32,0.3,-13.94,-5.03,-1.73,-3.63,-0.69,0.13,-46.67,-5.33,-2.74,-1.04,-0.05,-0.21,6.76,4.72,91.09,0.958,10.48,11.13,8.58,48.19,54.98,20.3,18.27,16.24,55.56
267,Leo Komarov,TOR,C,67,871.8,13.011940298507,4.34,-1.63,2.55,3.95,-1.95,3.39,1.88,-1.5,2.79,-0.07,0.45,-5.26,-0.08,-0.1,0.29,1.2,-1.12,2.26,-0.47,-0.09,-0.93,-0.24,0.11,-7.94,2.22,-1.37,4.13,0.21,0.18,4.00,5.74,-0.8,4.02,0.09,0.33,-4.01,5.75,90.70,0.964,13.49,17.48,11.15,46.18,54.75,21.82,23.81,20.78,51.21
