id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Martin Brodeur,STL,7,29.483333333333,23,18,5,0.783,10.18,-2.17,2.77,6,3,3,0.500,6.11,-1.73,8,7,1,0.875,2.04,-0.03,9,8,1,0.889,2.04,-0.41,1,4,31.43,17.60
2,Evgeni Nabokov,T.B,11,47.75,50,41,9,0.820,11.31,-2.85,6.42,22,15,7,0.682,8.80,-2.35,8,7,1,0.875,1.26,-0.03,20,19,1,0.950,1.26,0.31,0,5,30.74,14.44
3,Roberto Luongo,FLA,61,277.35,258,226,32,0.876,6.92,-0.26,30.54,76,57,19,0.750,4.11,-2.93,59,50,9,0.847,1.95,-1.81,122,118,4,0.967,0.87,4.01,2,33,34.48,27.06
4,Scott Clemmensen,N.J,3,16.4,13,9,4,0.692,14.63,-2.40,1.6,4,1,3,0.250,10.98,-2.15,4,4,0,1.000,0.00,0.49,5,4,1,0.800,3.66,-0.67,0,1,27.31,17.75
5,Jason LaBarbera,ANA,5,15.783333333333,13,11,2,0.846,7.60,-0.40,1.38,4,4,0,1.000,0.00,0.85,6,4,2,0.667,7.60,-1.27,3,3,0,1.000,0.00,0.20,0,1,29.15,30.50
6,Craig Anderson,OTT,35,190.91666666667,177,156,21,0.881,6.60,0.78,20.69,38,28,10,0.737,3.14,-1.96,43,39,4,0.907,1.26,1.24,93,86,7,0.925,2.20,-0.89,2,18,35.63,26.81
7,Rob Zepp,PHI,10,42.133333333333,33,29,4,0.879,5.70,0.06,5.53,13,12,1,0.923,1.42,1.75,6,3,3,0.500,4.27,-2.27,14,14,0,1.000,0.00,0.92,0,7,34.24,26.25
8,Ryan Miller,VAN,45,228.03333333333,153,136,17,0.889,4.47,1.82,18.45,40,35,5,0.875,1.32,3.46,40,32,8,0.800,2.10,-3.13,73,69,4,0.945,1.05,0.79,2,11,33.29,28.88
9,Ilya Bryzgalov,ANA,8,18.8,19,13,6,0.684,19.15,-3.66,2.02,4,2,2,0.500,6.38,-1.15,7,6,1,0.857,3.19,-0.15,8,5,3,0.625,9.57,-2.47,0,0,31.00,26.67
10,Dan Ellis,FLA,8,35.533333333333,27,25,2,0.926,3.38,1.32,2.56,5,5,0,1.000,0.00,1.06,3,3,0,1.000,0.00,0.37,18,16,2,0.889,3.38,-0.82,1,3,39.96,58.00
11,Henrik Lundqvist,NYR,46,210.01666666667,163,140,23,0.859,6.57,-2.95,21.34,45,36,9,0.800,2.57,0.52,45,38,7,0.844,2.00,-1.52,71,64,7,0.901,2.00,-2.34,2,11,31.10,25.83
12,Ray Emery,PHI,31,148.06666666667,116,95,21,0.819,8.51,-6.73,14.4,23,14,9,0.609,3.65,-4.14,37,32,5,0.865,2.03,-0.49,55,48,7,0.873,2.84,-3.39,3,14,35.45,27.48
13,Mike Smith,ARI,62,324.61666666667,324,281,43,0.867,7.95,-3.14,41.31,111,84,27,0.757,4.99,-3.52,76,69,7,0.908,1.29,2.26,137,128,9,0.934,1.66,0.00,4,47,31.81,22.07
14,Mike McKenna,ARI,1,4.3,5,4,1,0.800,13.95,-0.38,0.36,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.12,4,3,1,0.750,13.95,-0.74,0,0,42.00,57.00
15,Kari Lehtonen,DAL,65,312.48333333333,259,225,34,0.869,6.53,-2.14,33.52,78,62,16,0.795,3.07,0.50,77,68,9,0.883,1.73,0.38,101,93,8,0.921,1.54,-1.37,2,40,32.93,27.71
16,Curtis McElhinney,CBJ,32,182.35,162,149,13,0.920,4.28,6.93,19.05,51,44,7,0.863,2.30,3.79,40,37,3,0.925,0.99,1.87,70,67,3,0.957,0.99,1.60,3,15,31.11,21.23
17,Cam Ward,CAR,51,189.41666666667,148,131,17,0.885,5.38,1.21,19.92,47,32,15,0.681,4.75,-5.06,21,19,2,0.905,0.63,0.56,79,79,0,1.000,0.00,5.19,1,20,35.01,12.18
18,Marc-Andre Fleury,PIT,64,333.61666666667,308,281,27,0.912,4.86,10.89,39.39,94,81,13,0.862,2.34,6.88,77,67,10,0.870,1.80,-0.62,137,133,4,0.971,0.72,5.00,4,36,32.07,22.48
19,Corey Crawford,CHI,57,221.28333333333,193,172,21,0.891,5.69,2.74,22.17,64,51,13,0.797,3.52,0.54,40,37,3,0.925,0.81,1.87,88,83,5,0.943,1.36,0.78,0,15,32.87,23.81
20,Jimmy Howard,DET,53,252.76666666667,196,170,26,0.867,6.17,-1.89,22.91,41,27,14,0.659,3.32,-5.33,55,48,7,0.873,1.66,-0.30,97,93,4,0.959,0.95,2.37,3,11,35.74,29.19
21,Jaroslav Halak,NYI,59,234.48333333333,225,192,33,0.853,8.44,-5.32,31.87,87,72,15,0.828,3.84,3.40,66,55,11,0.833,2.81,-2.96,71,64,7,0.901,1.79,-2.34,3,29,28.49,24.67
22,Brian Elliott,STL,46,201.48333333333,148,131,17,0.885,5.06,1.21,18.75,32,24,8,0.750,2.38,-1.23,40,36,4,0.900,1.19,0.87,75,70,5,0.933,1.49,-0.07,3,20,33.66,27.24
23,Al Montoya,FLA,20,73.05,54,47,7,0.870,5.75,-0.36,5.99,16,13,3,0.813,2.46,0.38,15,12,3,0.800,2.46,-1.17,23,22,1,0.957,0.82,0.51,0,5,33.39,29.14
