id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assit,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
1,Jaromir Jagr,"FLA, N.J",R,77,170.78333333333,3,6,4,2,9,42.86,23,13.04,2.95,40,27,28,10,1,0,2,1,1,0,0,1,7,2,0,6,0,0,0,-
2,Sergei Gonchar,"DAL, MTL",D,48,94.266666666667,0,4,2,2,4,50.00,17,0.00,0.94,32,25,4,0,0,2,0,0,0,0,0,0,2,1,2,3,7,0,0,-
3,Kimmo Timonen,CHI,D,16,7.3833333333333,0,0,0,0,0,0.00,2,0.00,0.08,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
4,Patrik Elias,N.J,C,69,131.56666666667,5,4,2,2,9,81.82,26,19.23,4.09,36,32,30,17,1,4,0,0,0,0,0,0,6,0,1,6,0,28,27,50.91
5,Bryce Salvador,N.J,D,15,0.066666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,-
6,Eric Boulton,NYI,L,10,0.31666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,14,4,2,2,0,0,0,0,0,0,0,0,0,-
7,Shane Doan,ARI,R,79,192.05,5,5,4,1,10,43.48,34,14.71,6.07,53,48,42,33,0,3,4,2,2,0,0,0,7,2,20,12,0,1,3,25.00
8,Jarome Iginla,COL,R,82,207.28333333333,7,5,3,2,12,75.00,48,14.58,4.66,94,67,37,11,0,5,2,1,1,0,0,2,5,1,4,4,0,11,10,52.38
9,Stephane Robidas,TOR,D,52,7.9833333333333,0,0,0,0,0,0.00,0,-,0.03,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
10,Chris Phillips,OTT,D,36,10.6,0,1,0,1,1,100.00,0,-,0.05,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
11,Daniel Briere,COL,C,57,68.383333333333,0,0,0,0,0,0.00,6,0.00,1.19,11,9,9,5,0,1,4,2,2,0,0,0,1,1,1,3,0,3,1,75.00
12,Dainius Zubrus,N.J,C,74,21.183333333333,0,1,1,0,1,100.00,0,-,0,0,0,0,0,0,0,4,2,2,0,0,0,1,0,1,0,0,1,2,33.33
13,Matt Cullen,NSH,C,62,30.416666666667,0,4,1,3,4,57.14,3,0.00,0.38,8,6,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,5,5,50.00
14,Zdeno Chara,BOS,D,63,126.46666666667,4,1,0,1,5,41.67,27,14.81,3.21,45,33,25,20,1,2,4,2,2,0,0,0,5,0,1,2,2,0,0,-
15,Michal Rozsival,CHI,D,65,28.05,0,0,0,0,0,-,4,0.00,0.23,5,4,1,0,0,0,2,1,1,0,0,0,2,0,0,1,0,0,0,-
16,Craig Adams,PIT,R,70,2.4666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,17,3,1,1,1,0,0,0,0,0,0,0,0,-
17,Willie Mitchell,FLA,D,66,7.6333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,-
18,Matt Cooke,MIN,L,29,1.9166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,-
19,Shawn Thornton,FLA,L,46,2.5166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,24,6,2,4,0,1,0,0,0,0,0,0,0,-
20,Joe Thornton,S.J,C,78,233.48333333333,4,18,7,11,22,56.41,25,16.00,3.88,53,35,36,14,1,7,4,2,2,0,0,0,12,3,1,4,2,77,54,58.78
21,Patrick Marleau,S.J,"C, L",82,254.73333333333,7,16,9,7,23,57.50,63,11.11,9.9,123,89,64,36,3,14,0,0,0,0,0,0,18,4,5,11,2,16,12,57.14
22,Olli Jokinen,"NSH, STL, TOR",C,62,25.6,0,0,0,0,0,-,2,0.00,0.32,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,50.00
23,Eric Brewer,"ANA, T.B, TOR",D,44,5.2166666666667,0,0,0,0,0,-,0,-,0.03,2,1,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,-
24,Marian Hossa,CHI,R,82,187.2,5,9,4,5,14,77.78,38,13.16,4.44,68,47,33,12,0,5,2,1,1,0,0,0,6,3,3,7,0,0,0,-
25,Daniel Cleary,DET,R,17,1.4333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
26,Scott Hannan,S.J,D,58,3.5333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,-
27,Brenden Morrow,T.B,L,70,7.8666666666667,0,0,0,0,0,0.00,0,-,0.16,2,2,1,1,0,1,24,6,2,4,0,0,0,0,2,0,1,0,0,-
