team_id,unavailable_players
ANA,[]
ARI,[]
BOS,[]
BUF,[]
CAR,[]
CBJ,[]
CGY,[]
CHI,[]
COL,[]
DAL,[]
DET,[]
EDM,[]
FLA,[]
LAK,[]
MIN,[]
MTL,[]
NJD,[]
NSH,[]
NYI,[]
NYR,[]
OTT,[]
PHI,[]
PIT,[]
SJS,[]
STL,[]
TBL,[]
TOR,[]
VAN,[]
VGK,[]
WPG,[]
WSH,[]
