id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Roberto Luongo,FLA,62,304.5,280,241,39,0.861,7.68,-4.36,29.64,70,56,14,0.800,2.76,0.90,76,61,15,0.803,2.96,-5.07,131,121,10,0.924,1.97,-1.58,0,27,34.81,26.03
2,Craig Anderson,OTT,60,267.73333333333,262,227,35,0.866,7.84,-2.59,30.68,78,57,21,0.731,4.71,-4.40,58,49,9,0.845,2.02,-1.42,124,119,5,0.960,1.12,2.97,0,29,32.51,19.37
3,Ryan Miller,VAN,51,236.36666666667,203,176,27,0.867,6.85,-1.88,22.97,59,48,11,0.814,2.79,1.55,61,51,10,0.836,2.54,-2.03,83,77,6,0.928,1.52,-0.67,1,21,31.66,26.93
4,Michael Leighton,CHI,1,2.7166666666667,5,5,0,1.000,0.00,0.62,1.11,4,4,0,1.000,0.00,0.85,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.06,0,3,19.80,-
5,Henrik Lundqvist,NYR,65,310.95,266,226,40,0.850,7.72,-7.09,32.89,74,54,20,0.730,3.86,-4.25,72,59,13,0.819,2.51,-3.59,114,108,6,0.947,1.16,1.32,3,27,32.70,24.63
6,Peter Budaj,L.A,1,1.7333333333333,1,0,1,0.000,34.62,-0.88,0.14,0,0,0,-,0.00,0.00,1,0,1,0.000,34.62,-0.87,0,0,0,-,0.00,0.00,0,0,14.00,14.00
7,Mike Smith,ARI,32,186.63333333333,155,136,19,0.877,6.11,0.18,16.72,39,29,10,0.744,3.21,-1.70,36,34,2,0.944,0.64,2.71,80,73,7,0.913,2.25,-1.86,0,10,33.95,25.26
8,Kari Lehtonen,DAL,43,181.91666666667,157,140,17,0.892,5.61,2.42,19.83,49,40,9,0.816,2.97,1.43,42,38,4,0.905,1.32,1.49,63,59,4,0.937,1.32,0.05,1,22,32.77,25.71
9,Curtis McElhinney,CBJ,18,81.433333333333,70,63,7,0.900,5.16,1.66,10.39,25,21,4,0.840,2.95,1.32,15,14,1,0.933,0.74,0.96,30,28,2,0.933,1.47,-0.07,1,6,30.49,19.14
10,Cam Ward,CAR,52,184.31666666667,149,128,21,0.859,6.84,-2.57,17.92,40,30,10,0.750,3.26,-1.49,31,26,5,0.839,1.63,-0.95,75,69,6,0.920,1.95,-1.18,0,18,36.87,26.43
11,Marc-Andre Fleury,PIT,58,269.61666666667,230,204,26,0.887,5.79,2.46,25.18,58,47,11,0.810,2.45,1.34,60,51,9,0.850,2.00,-1.16,108,102,6,0.944,1.34,0.94,1,20,35.45,28.50
