id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Roberto Luongo,FLA,35,129.46666666667,146,130,16,0.890,7.42,2.54,17.67,45,36,9,0.800,4.17,1.08,29,24,5,0.828,2.32,-1.61,71,69,2,0.972,0.93,2.88,3,18,35.10,23.13
2,Craig Anderson,OTT,58,252.01666666667,237,207,30,0.873,7.14,0.09,28.86,65,49,16,0.754,3.81,-1.44,54,47,7,0.870,1.67,-0.68,115,108,7,0.939,1.67,0.91,2,30,33.83,24.17
3,Ryan Miller,ANA,28,116.9,108,95,13,0.880,6.67,0.71,13.65,32,26,6,0.813,3.08,1.17,33,30,3,0.909,1.54,0.86,43,39,4,0.907,2.05,-1.04,5,14,32.29,24.69
4,Henrik Lundqvist,NYR,63,284.15,254,223,31,0.878,6.55,1.25,33.19,85,70,15,0.824,3.17,4.04,81,74,7,0.914,1.48,2.48,87,78,9,0.897,1.90,-3.02,3,26,29.15,23.68
5,Peter Budaj,T.B,8,36.016666666667,38,30,8,0.789,13.33,-3.17,4.28,11,7,4,0.636,6.66,-1.54,10,7,3,0.700,5.00,-1.83,17,16,1,0.941,1.67,0.17,0,4,33.08,23.00
6,Mike Smith,CGY,55,276.76666666667,252,223,29,0.885,6.29,3.00,33.96,91,75,16,0.824,3.47,4.39,70,62,8,0.886,1.73,0.19,91,86,5,0.945,1.08,1.26,1,35,30.69,26.59
7,Mike McKenna,DAL,2,6.9833333333333,9,8,1,0.889,8.59,0.14,0.99,3,2,1,0.667,8.59,-0.33,1,1,0,1.000,0.00,0.12,5,5,0,1.000,0.00,0.34,0,1,31.89,9.00
8,Kari Lehtonen,DAL,37,176.85,156,132,24,0.846,8.14,-4.19,18.48,45,33,12,0.733,4.07,-1.92,41,35,6,0.854,2.04,-1.20,69,63,6,0.913,2.04,-1.26,2,20,32.72,24.46
9,Curtis McElhinney,TOR,18,68.966666666667,78,66,12,0.846,10.44,-2.10,9.67,24,15,9,0.625,7.83,-3.62,18,17,1,0.944,0.87,1.11,35,33,2,0.943,1.74,0.41,0,9,33.56,16.67
10,Cam Ward,CAR,43,156.93333333333,136,117,19,0.860,7.26,-1.73,18.36,32,23,9,0.719,3.44,-1.83,33,30,3,0.909,1.15,0.86,68,61,7,0.897,2.68,-2.32,1,24,37.16,24.89
11,Marc-Andre Fleury,VGK,46,194.76666666667,170,154,16,0.906,4.93,5.59,20.2,44,37,7,0.841,2.16,2.86,51,44,7,0.863,2.16,-1.03,74,72,2,0.973,0.62,3.09,1,23,33.42,24.88
12,Corey Crawford,CHI,28,135.05,121,111,10,0.917,4.44,5.36,16.13,43,36,7,0.837,3.11,2.63,30,29,1,0.967,0.44,2.51,48,46,2,0.958,0.89,1.30,1,16,30.93,19.90
13,Jimmy Howard,DET,60,289.51666666667,260,229,31,0.881,6.42,2.02,32.64,75,59,16,0.787,3.32,0.80,72,66,6,0.917,1.24,2.42,112,103,9,0.920,1.87,-1.30,1,32,31.15,22.90
14,Jaroslav Halak,NYI,54,246.78333333333,259,224,35,0.865,8.51,-2.11,28.87,61,45,16,0.738,3.89,-2.33,71,62,9,0.873,2.19,-0.69,127,117,10,0.921,2.43,-1.27,2,20,34.53,23.94
15,Brian Elliott,PHI,43,169.16666666667,140,114,26,0.814,9.22,-8.22,16.74,45,32,13,0.711,4.61,-2.92,31,25,6,0.806,2.13,-2.37,63,56,7,0.889,2.48,-2.67,0,19,32.07,25.08
16,Al Montoya,"EDM, MTL",13,52.733333333333,41,30,11,0.732,12.52,-5.79,4.49,10,6,4,0.600,4.55,-1.76,9,7,2,0.778,2.28,-0.95,22,17,5,0.773,5.69,-3.49,0,2,35.10,29.91
17,Devan Dubnyk,MIN,60,269.85,225,196,29,0.871,6.45,-0.43,24.88,45,32,13,0.711,2.89,-2.92,53,44,9,0.830,2.00,-2.80,127,120,7,0.945,1.56,1.73,2,15,35.44,23.28
18,Cory Schneider,N.J,40,196.75,182,157,25,0.863,7.62,-1.89,23.5,65,51,14,0.785,4.27,0.56,54,46,8,0.852,2.44,-1.68,63,60,3,0.952,0.91,1.33,0,18,28.70,21.24
19,Jeff Glass,CHI,15,76.65,65,58,7,0.892,5.48,1.25,9.65,24,19,5,0.792,3.91,0.38,20,19,1,0.950,0.78,1.34,20,19,1,0.950,0.78,0.38,1,12,28.58,17.71
20,Thomas Greiss,NYI,27,96.233333333333,116,96,20,0.828,12.47,-5.27,12.11,24,14,10,0.583,6.23,-4.62,47,42,5,0.894,3.12,0.50,45,40,5,0.889,3.12,-1.91,1,10,35.09,26.45
21,Anton Khudobin,BOS,31,148.86666666667,134,118,16,0.881,6.45,1.02,15.37,36,29,7,0.806,2.82,1.07,36,31,5,0.861,2.02,-0.79,60,56,4,0.933,1.61,0.13,2,12,34.10,23.75
22,Daniel Taylor,OTT,1,6.0833333333333,3,2,1,0.667,9.86,-0.62,0.3,0,0,0,-,0.00,0.00,2,1,1,0.500,9.86,-0.77,1,1,0,1.000,0.00,0.07,0,0,34.67,29.00
23,Pekka Rinne,NSH,59,327.53333333333,287,249,38,0.868,6.96,-1.56,33.58,69,47,22,0.681,4.03,-6.54,68,60,8,0.882,1.47,-0.04,147,139,8,0.946,1.47,2.11,1,31,35.47,29.42
24,Carey Price,MTL,49,236,208,177,31,0.851,7.88,-4.59,26.69,63,47,16,0.746,4.07,-1.89,49,41,8,0.837,2.03,-2.27,95,88,7,0.926,1.78,-0.47,4,28,30.96,22.97
25,Tuukka Rask,BOS,54,258.01666666667,220,200,20,0.909,4.65,7.94,25.04,65,56,9,0.862,2.09,5.56,56,49,7,0.875,1.63,-0.45,99,95,4,0.960,0.93,2.81,4,24,34.57,26.25
26,Ondrej Pavelec,NYR,19,69.566666666667,67,59,8,0.881,6.90,0.51,9.62,27,21,6,0.778,5.17,0.05,13,12,1,0.923,0.86,0.52,26,25,1,0.962,0.86,0.79,1,9,29.18,13.75
27,Jonathan Quick,L.A,64,326.93333333333,276,247,29,0.895,5.32,6.05,37.02,86,74,12,0.860,2.20,7.27,72,65,7,0.903,1.28,1.42,117,107,10,0.915,1.84,-1.96,3,38,31.07,25.38
28,Ben Bishop,DAL,53,268.25,222,197,25,0.887,5.59,3.19,27.78,56,44,12,0.786,2.68,0.55,64,57,7,0.891,1.57,0.49,100,94,6,0.940,1.34,0.88,2,24,34.13,25.80
29,Alex Stalock,MIN,28,156.7,155,141,14,0.910,5.36,5.68,17.82,37,31,6,0.838,2.30,2.29,42,38,4,0.905,1.53,0.91,76,72,4,0.947,1.53,1.23,0,14,34.03,26.43
30,Chad Johnson,BUF,36,138.63333333333,121,103,18,0.851,7.79,-2.64,14.55,29,23,6,0.793,2.60,0.50,33,28,5,0.848,2.16,-1.14,58,51,7,0.879,3.03,-3.01,3,10,33.40,30.56
31,Steve Mason,WPG,13,70.033333333333,76,67,9,0.882,7.71,0.65,9.46,24,19,5,0.792,4.28,0.38,18,16,2,0.889,1.71,0.11,34,32,2,0.941,1.71,0.34,1,10,33.07,26.56
32,Reto Berra,ANA,5,25.383333333333,29,25,4,0.862,9.46,-0.32,3.84,7,6,1,0.857,2.36,0.57,6,6,0,1.000,0.00,0.70,14,11,3,0.786,7.09,-2.04,0,2,33.59,28.75
33,James Reimer,FLA,44,193.48333333333,200,180,20,0.900,6.20,5.40,23.88,61,49,12,0.803,3.72,1.67,56,49,7,0.875,2.17,-0.45,83,82,1,0.988,0.31,4.71,0,27,31.24,21.25
34,Jonathan Bernier,COL,37,174.36666666667,192,171,21,0.891,7.23,3.38,22.71,45,37,8,0.822,2.75,2.08,60,52,8,0.867,2.75,-0.98,86,81,5,0.942,1.72,0.91,0,24,34.72,31.00
35,Semyon Varlamov,COL,51,265.71666666667,237,216,21,0.911,4.74,9.09,27.35,57,49,8,0.860,1.81,4.77,57,52,5,0.912,1.13,1.67,122,114,8,0.934,1.81,0.39,1,28,35.55,25.76
36,Michal Neuvirth,PHI,21,72.066666666667,58,47,11,0.810,9.16,-3.64,7.84,16,9,7,0.563,5.83,-3.42,17,16,1,0.941,0.83,0.99,25,22,3,0.880,2.50,-1.28,0,11,33.21,23.00
37,Scott Darling,CAR,43,143.58333333333,118,94,24,0.797,10.03,-9.02,17.59,45,28,17,0.622,7.10,-6.92,26,25,1,0.962,0.42,2.04,45,39,6,0.867,2.51,-2.91,0,19,31.35,22.33
38,Antti Niemi,"FLA, MTL, PIT",24,101.26666666667,122,100,22,0.820,13.03,-6.51,15.08,38,25,13,0.658,7.70,-4.49,25,22,3,0.880,1.78,-0.08,58,53,5,0.914,2.96,-1.01,1,15,32.51,27.86
39,Jacob Markstrom,VAN,60,284.48333333333,222,189,33,0.851,6.96,-4.81,26.08,63,45,18,0.714,3.80,-3.89,65,57,8,0.877,1.69,-0.40,93,86,7,0.925,1.48,-0.61,1,21,32.61,25.12
40,Jake Allen,STL,59,263.53333333333,208,174,34,0.837,7.74,-7.59,25.42,55,39,16,0.709,3.64,-3.68,57,46,11,0.807,2.50,-4.33,94,87,7,0.926,1.59,-0.54,1,22,32.80,25.71
41,Michael Hutchinson,WPG,3,15.483333333333,18,18,0,1.000,0.00,2.29,1.7,2,2,0,1.000,0.00,0.45,5,5,0,1.000,0.00,0.58,10,10,0,1.000,0.00,0.69,2,0,37.61,-
42,Braden Holtby,WSH,54,281.33333333333,253,221,32,0.874,6.82,0.13,33.43,88,70,18,0.795,3.84,1.72,67,57,10,0.851,2.13,-2.16,98,94,4,0.959,0.85,2.74,3,31,29.55,21.63
43,Harri Sateri,FLA,9,33.216666666667,33,29,4,0.879,7.23,0.19,3.1,9,6,3,0.667,5.42,-0.98,7,7,0,1.000,0.00,0.82,17,16,1,0.941,1.81,0.17,0,0,34.30,23.75
44,Martin Jones,S.J,60,233.4,210,189,21,0.900,5.40,5.67,27.71,75,62,13,0.827,3.34,3.80,57,53,4,0.930,1.03,2.67,75,72,3,0.960,0.77,2.16,2,24,30.65,25.95
45,Anders Nilsson,VAN,27,136.18333333333,125,105,20,0.840,8.81,-4.13,14.06,32,22,10,0.688,4.41,-2.83,38,33,5,0.868,2.20,-0.55,54,49,5,0.907,2.20,-1.29,1,9,33.44,26.80
46,Robin Lehner,BUF,53,218.28333333333,209,185,24,0.885,6.60,2.54,24.97,65,51,14,0.785,3.85,0.56,35,31,4,0.886,1.10,0.09,107,101,6,0.944,1.65,1.36,3,20,33.89,24.42
47,J-F Berube,CHI,13,48.083333333333,63,53,10,0.841,12.48,-2.00,7.04,18,12,6,0.667,7.49,-1.97,14,11,3,0.786,3.74,-1.36,31,30,1,0.968,1.25,1.13,0,7,34.51,21.20
48,Darcy Kuemper,"ARI, L.A",29,124.68333333333,114,104,10,0.912,4.81,4.48,16.42,35,32,3,0.914,1.44,4.84,34,30,4,0.882,1.92,-0.02,45,42,3,0.933,1.44,0.09,1,21,32.75,26.80
