id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Craig Anderson,OTT,34,156.7,148,126,22,0.851,8.42,-2.55,18.24,45,33,12,0.733,4.59,-2.15,40,33,7,0.825,2.68,-1.44,63,60,3,0.952,1.15,1.35,1,20,30.06,21.09
2,Ryan Miller,ANA,23,114.38333333333,105,90,15,0.857,7.87,-1.20,12.54,33,28,5,0.848,2.62,2.22,36,27,9,0.750,4.72,-3.99,35,35,0,1.000,0.00,2.41,2,15,29.64,23.60
3,Henrik Lundqvist,NYR,30,127.2,145,121,24,0.834,11.32,-4.95,19.69,46,35,11,0.761,5.19,-0.94,38,30,8,0.789,3.77,-2.72,61,56,5,0.918,2.36,-0.79,1,22,30.74,20.79
4,Mike Smith,EDM,39,158.55,143,131,12,0.916,4.54,6.79,17.2,30,27,3,0.900,1.14,3.56,40,37,3,0.925,1.14,2.56,72,66,6,0.917,2.27,-1.03,1,21,33.75,31.50
5,Curtis McElhinney,T.B,18,105.83333333333,86,74,12,0.860,6.80,-0.70,11.5,24,17,7,0.708,3.97,-1.75,28,25,3,0.893,1.70,0.89,34,32,2,0.941,1.13,0.35,2,12,31.71,23.33
6,Marc-Andre Fleury,VGK,49,244.45,207,175,32,0.845,7.85,-4.80,24.61,52,37,15,0.712,3.68,-3.62,61,50,11,0.820,2.70,-2.52,93,87,6,0.935,1.47,0.42,0,40,32.67,23.50
7,Corey Crawford,CHI,40,171.75,141,120,21,0.851,7.34,-2.47,15.83,35,27,8,0.771,2.79,-0.34,37,29,8,0.784,2.79,-2.85,69,64,5,0.928,1.75,-0.24,1,12,32.81,24.52
8,Jimmy Howard,DET,27,119.58333333333,120,99,21,0.825,10.54,-5.23,14.73,42,30,12,0.714,6.02,-2.81,29,24,5,0.828,2.51,-0.97,49,45,4,0.918,2.01,-0.62,2,16,28.86,22.38
9,Jaroslav Halak,BOS,31,131.2,97,86,11,0.887,5.03,1.75,12.69,31,25,6,0.806,2.74,0.78,17,16,1,0.941,0.46,1.36,48,44,4,0.917,1.83,-0.69,0,14,32.76,23.55
10,Brian Elliott,PHI,31,143.08333333333,91,76,15,0.835,6.29,-3.04,12.99,38,31,7,0.816,2.94,1.31,23,18,5,0.783,2.10,-1.80,29,26,3,0.897,1.26,-1.00,1,24,27.80,18.60
11,Devan Dubnyk,MIN,30,136.06666666667,128,108,20,0.844,8.82,-3.18,14.79,36,27,9,0.750,3.97,-1.12,39,32,7,0.821,3.09,-1.58,53,49,4,0.925,1.76,-0.34,2,22,32.16,23.80
12,Cory Schneider,N.J,13,59.65,50,42,8,0.840,8.05,-1.43,5.9,14,10,4,0.714,4.02,-0.94,14,12,2,0.857,2.01,-0.05,22,20,2,0.909,2.01,-0.48,1,5,30.76,20.50
13,Thomas Greiss,NYI,31,99.616666666667,81,70,11,0.864,6.63,-0.36,9.93,25,20,5,0.800,3.01,0.47,22,19,3,0.864,1.81,0.06,34,31,3,0.912,1.81,-0.65,0,5,29.37,27.18
14,Anton Khudobin,DAL,30,145.85,132,112,20,0.848,8.23,-2.65,14.67,31,22,9,0.710,3.70,-2.22,40,36,4,0.900,1.65,1.56,60,53,7,0.883,2.88,-2.86,2,10,32.14,25.95
15,Pekka Rinne,NSH,36,150.73333333333,136,106,30,0.779,11.94,-12.13,16.35,36,21,15,0.583,5.97,-7.12,44,33,11,0.750,4.38,-4.88,55,51,4,0.927,1.59,-0.21,0,14,31.18,22.03
16,Carey Price,MTL,58,274.36666666667,268,236,32,0.881,7.00,3.22,29.88,75,65,10,0.867,2.19,6.41,58,47,11,0.810,2.41,-2.93,130,119,11,0.915,2.41,-2.03,2,30,33.61,26.72
17,Tuukka Rask,BOS,41,222,191,169,22,0.885,5.95,3.10,22.51,57,46,11,0.807,2.97,1.47,55,49,6,0.891,1.62,1.65,79,74,5,0.937,1.35,0.45,3,21,31.63,22.32
18,Jonathan Quick,L.A,42,176.28333333333,155,129,26,0.832,8.85,-5.63,18.91,29,21,8,0.724,2.72,-1.66,56,43,13,0.768,4.42,-5.21,69,64,5,0.928,1.70,-0.24,5,19,32.57,22.50
19,Ben Bishop,DAL,44,203.21666666667,187,166,21,0.888,6.20,3.57,22.6,52,41,11,0.788,3.25,0.38,52,45,7,0.865,2.07,0.23,82,79,3,0.963,0.89,2.66,4,25,30.35,18.67
20,Alex Stalock,MIN,38,156.51666666667,132,117,15,0.886,5.75,2.35,14.18,31,22,9,0.710,3.45,-2.22,36,34,2,0.944,0.77,3.01,63,59,4,0.937,1.53,0.35,1,20,34.83,22.67
21,James Reimer,CAR,25,132.7,113,101,12,0.894,5.43,2.85,13.9,40,30,10,0.750,4.52,-1.25,28,26,2,0.929,0.90,1.89,44,44,0,1.000,0.00,3.04,1,12,30.82,12.42
22,Jonathan Bernier,DET,46,207.95,217,187,30,0.862,8.66,-1.48,28.14,79,60,19,0.759,5.48,-1.72,44,38,6,0.864,1.73,0.12,91,86,5,0.945,1.44,1.28,0,29,29.12,18.30
23,Semyon Varlamov,NYI,45,178.88333333333,152,135,17,0.888,5.70,2.97,19.07,40,31,9,0.775,3.02,-0.25,59,55,4,0.932,1.34,4.20,52,48,4,0.923,1.34,-0.41,1,26,31.69,23.65
24,Jacob Markstrom,VAN,43,223.96666666667,201,177,24,0.881,6.43,2.41,24.14,54,47,7,0.870,1.88,4.81,64,53,11,0.828,2.95,-2.10,81,75,6,0.926,1.61,-0.41,2,27,31.32,24.63
25,Jake Allen,STL,24,92.8,69,61,8,0.884,5.17,1.07,9.24,20,17,3,0.850,1.94,1.38,17,16,1,0.941,0.65,1.36,32,28,4,0.875,2.59,-1.79,0,8,30.06,24.88
26,Michael Hutchinson,"COL, TOR",16,57.566666666667,49,43,6,0.878,6.25,0.44,4.68,10,6,4,0.600,4.17,-1.81,12,11,1,0.917,1.04,0.67,26,25,1,0.962,1.04,0.79,1,1,34.02,14.33
27,Braden Holtby,WSH,48,260.11666666667,179,152,27,0.849,6.23,-3.48,23.05,44,32,12,0.727,2.77,-2.37,55,43,12,0.782,2.77,-4.35,78,75,3,0.962,0.69,2.38,6,30,33.00,21.37
28,Martin Jones,S.J,41,232.78333333333,194,177,17,0.912,4.38,8.49,24.13,60,55,5,0.917,1.29,8.13,63,56,7,0.889,1.80,1.76,70,65,5,0.929,1.29,-0.17,0,32,30.15,29.47
29,Mikko Koskinen,EDM,38,165.45,158,142,16,0.899,5.80,4.76,19,40,31,9,0.775,3.26,-0.25,50,44,6,0.880,2.18,0.95,66,65,1,0.985,0.36,3.55,1,17,33.20,18.50
30,Anders Nilsson,OTT,20,99.7,94,84,10,0.894,6.02,2.35,11.89,35,30,5,0.857,3.01,2.66,20,17,3,0.850,1.81,-0.22,38,36,2,0.947,1.20,0.62,0,12,32.22,23.90
31,Robin Lehner,"CHI, VGK",36,171.01666666667,172,158,14,0.919,4.91,8.60,18.66,49,43,6,0.878,2.11,4.72,54,51,3,0.944,1.05,4.51,67,62,5,0.925,1.75,-0.38,3,19,31.62,23.07
32,Darcy Kuemper,ARI,29,121.06666666667,119,105,14,0.882,6.94,1.64,12.54,27,19,8,0.704,3.96,-2.09,36,31,5,0.861,2.48,0.01,55,54,1,0.982,0.50,2.79,1,14,33.46,17.21
33,Carter Hutton,BUF,31,112.51666666667,116,98,18,0.845,9.60,-2.76,14.04,40,31,9,0.775,4.80,-0.25,28,24,4,0.857,2.13,-0.11,48,43,5,0.896,2.67,-1.69,1,13,30.47,24.61
34,Cam Talbot,CGY,26,85.3,88,78,10,0.886,7.03,1.56,12.12,26,20,6,0.769,4.22,-0.31,30,28,2,0.933,1.41,2.17,32,30,2,0.938,1.41,0.21,2,12,28.36,18.20
35,Sergei Bobrovsky,FLA,50,204.35,218,190,28,0.872,8.22,0.65,27.69,61,50,11,0.820,3.23,2.35,57,47,10,0.825,2.94,-2.07,99,92,7,0.929,2.06,-0.17,8,31,32.22,24.68
