id,player_name,team,position,gp,toi,toi_per_gp,cf_60_rel,ca_60_rel,cf_pcg_rel,ff_60_rel,fa_60_rel,ff_pcg_rel,sf_60_rel,sa_60_rel,sf_pcg_rel,gf_60_rel,ga_60_rel,gf_pcg_rel,xgf_60_rel,xga_60_rel,xgf_pcg_rel,scf_60_rel,sca_60_rel,scf_pcg_rel,hdcf_60_rel,hdca_60_rel,hdcf_pcg_rel,hdgf_60_rel,hdga_60_rel,hdgf_pcg_rel,mdcf_60_rel,mdca_60_rel,mdcf_pcg_rel,mdgf_60_rel,mdga_60_rel,mdgf_pcg_rel,ldcf_60_rel,ldca_60_rel,ldcf_pcg_rel,ldgf_60_rel,ldga_60_rel,ldgf_pcg_rel,on_ice_sh_pcg,on_ice_sv_pcg,pdo,ozs_60,nzs_60,dzs_60,on_the_fly_starts_60,ozs_pcg,ozfo_60,nzfo_60,dzfo_60,ozfo_pcg
193,B.J. Crombeen,ARI,R,58,464.93333333333,8.016091954023,-10.57,3.54,-6.53,-7.94,2.61,-6.72,-4.9,2.35,-6.37,-0.42,-0.6,-0.59,-0.19,0.1,-3.57,-2.79,1.74,-4.56,-0.86,0.25,-3.00,-0.03,-0.73,14.50,-2.58,1.99,-5.58,-0.31,-0.21,-3.89,-9.68,1.43,-7.92,-0.23,0.45,-29.17,5.35,93.82,0.992,9.55,12.13,8.65,53.3,52.48,13.42,19.74,17.55,43.33
194,Maxim Lapierre,"PIT, STL",C,80,685.83333333333,8.5729166666667,-15.83,5.05,-10.32,-13.04,2.79,-10.40,-7.78,3.18,-9.79,-1.09,0.94,-24.33,-0.71,0.4,-13.42,-8.1,3.33,-12.22,-2.84,2.24,-13.92,-0.76,0.43,-28.24,-7.01,1.44,-11.17,-0.64,0.65,-34.72,-10.46,0.69,-8.38,0.24,0.04,8.65,5.78,90.80,0.966,8.75,12.95,10.5,53.98,45.45,14.09,17.58,20.38,40.86
195,David Backes,STL,R,80,1087.3666666667,13.592083333333,1.6,6.79,-2.49,2.39,2.76,-0.41,1.27,1.9,-0.70,0.84,0.49,2.40,0.23,0.27,-0.92,-0.82,4.59,-5.45,1.51,1.14,0.64,0.62,0.48,2.17,-3.11,4.6,-8.99,0.19,-0.21,10.14,3.16,2.12,0.58,0.05,0.28,-9.58,9.82,91.32,1.011,11.37,18.1,14.68,42.54,43.64,19.42,25.05,26.1,42.67
196,Colin Fraser,STL,C,1,4.7,4.7,-35.67,50.34,-34.17,-24.69,38.93,-32.14,-13.7,37.15,-30.95,-3.14,9.63,-50.00,-1.41,6.89,-41.41,-15.48,30.87,-29.49,-14.12,41.65,-60.00,-3.14,11.2,-66.67,-1.81,-14.36,12.50,0,-2.09,0.00,-29.16,32.65,-42.74,0,0,-,0.00,80.00,0.800,0,0,25.53,51.06,0.00,0,0,25.53,0.00
197,Daniel Carcillo,CHI,L,39,317.51666666667,8.141452991453,-5.99,4.08,-4.44,-4.41,0.36,-2.83,-2.82,1.16,-3.18,-0.48,-0.59,2.98,-0.36,0.04,-4.52,-3.67,-0.46,-2.97,-1.1,0.79,-4.47,-0.55,-0.5,1.39,-3.43,-1.67,-1.57,0.24,-0.31,15.87,-5.4,3.96,-6.44,-0.17,0.21,-23.81,6.83,95.03,1.019,9.83,13.61,13.23,54.99,42.62,16.82,19.46,23.43,41.78
198,Clarke MacArthur,OTT,L,62,795.08333333333,12.823924731183,3.73,1.26,1.12,3.43,3.04,0.39,1.89,2.84,-0.53,0.43,0.29,1.68,0.27,0.23,0.51,3.2,2.03,1.04,1.46,0.87,1.22,0.14,0.24,-2.54,2.31,1.54,0.91,0.36,0.07,9.04,1.22,0.17,0.74,0.04,-0.01,2.90,8.42,92.67,1.011,11.02,16.15,10.41,39.84,51.41,19.39,21.28,20.38,48.77
199,Jan Hejda,COL,D,81,1412.1833333333,17.434362139918,1.72,0.89,0.54,1.86,-0.24,1.42,1.92,-0.63,2.25,-0.37,0.37,-8.05,0.06,0.08,0.05,1.08,0.1,1.16,-0.34,0.73,-2.53,-0.14,0.32,-8.63,1.89,-0.85,3.71,-0.04,0.2,-7.50,0.93,1.14,0.06,-0.22,-0.14,-5.95,7.28,91.86,0.991,7.31,13.64,9.52,43.93,43.43,16.74,20.61,21.07,44.27
200,Corey Potter,CGY,D,6,54.716666666667,9.1194444444444,3.08,-17.83,8.84,6.07,-15.62,14.12,1.17,-16.23,17.25,-0.96,0.37,-19.61,0.04,-1.09,13.56,-3.63,-8.14,4.42,0.33,-5.29,15.57,-1.14,-0.91,-,-5.27,-3.81,-2.00,-0.91,2.01,-50.00,5.51,-14.2,12.97,1.25,-0.33,50.00,4.00,87.50,0.915,13.16,8.77,4.39,62.5,75.00,26.32,14.26,10.97,70.59
201,Alexandre Bolduc,ARI,C,3,31.183333333333,10.394444444444,-8.24,19.23,-11.54,-8.48,14.61,-14.29,-5.51,8.07,-11.25,-1.07,0.32,-40.00,-0.99,0.62,-23.92,-11.28,18.32,-25.96,-8.42,0.23,-28.83,0,-1.07,-,-3.81,24.13,-21.55,-1.42,2.57,-100.00,0.22,2.69,-1.62,0,0,-,0.00,95.00,0.950,15.39,5.77,15.39,65.42,50.00,17.32,11.54,26.94,39.13
202,Kyle Quincey,DET,D,73,1192.8666666667,16.340639269406,1.52,2.1,-0.41,-0.33,1.17,-1.03,-0.13,1.37,-1.39,0.5,-0.05,6.67,0.01,0,0.17,1.03,-0.08,1.18,0.05,0.16,-0.35,0.33,0.05,5.01,1.31,-0.32,2.17,0.19,-0.32,19.70,0.32,4.32,-3.11,0.05,0.23,-6.39,8.50,93.26,1.018,10.31,15.09,8.05,50.5,56.16,19.67,21.38,17.1,53.49
203,Tyson Strachan,BUF,D,46,748.7,16.276086956522,0.12,0.19,0.01,-1.2,-1.57,-0.16,-1.21,-0.03,-1.28,-0.84,1.05,-20.48,-0.18,-0.2,-0.72,-0.68,1.68,-2.23,-1.12,-0.1,-3.08,-0.81,0.79,-28.61,0.59,2.37,-1.19,-0.04,0.28,-8.93,0.82,-2.16,1.83,0.01,0.07,-2.50,5.15,89.59,0.947,7.13,13.62,10.42,46.08,40.64,15.39,20.52,21.72,41.47
204,Lee Stempniak,"NYR, WPG",R,71,789.18333333333,11.115258215962,-1.04,-0.86,-0.07,-2.21,1.03,-2.04,-1.92,0.37,-1.99,-0.44,-0.36,0.26,-0.01,0.14,-1.57,-0.9,1.21,-2.08,-0.11,0.93,-2.25,-0.57,-0.44,-0.33,-1.05,0.38,-1.87,-0.2,0.19,-10.66,-0.69,-0.97,0.20,0.41,-0.03,20.00,8.49,93.73,1.022,8.59,14.07,9.96,50.86,46.31,14.29,19.62,17.71,44.66
205,John Mitchell,COL,C,68,926.83333333333,13.629901960784,-1,1.42,-1.08,-2.42,-0.19,-1.62,-2.14,-0.45,-1.71,-0.3,0.45,-7.86,-0.14,0,-1.97,-1.35,0.62,-2.15,-0.55,-0.48,-0.59,-0.43,0.06,-9.68,-1.06,1.47,-3.25,0.12,0.53,-14.00,-0.76,0.66,-0.99,0.14,0,6.25,8.64,91.51,1.002,9.84,13.01,11.2,40.07,46.77,16.64,18.19,21.69,43.41
206,Brad Richardson,VAN,"C, R",45,528.11666666667,11.735925925926,-0.01,3.94,-1.76,-0.98,2.85,-2.37,0.01,2.86,-2.42,0.04,0.31,-2.80,0.02,0.15,-1.51,0.98,3.69,-2.36,0.85,0.39,1.02,0.06,0.18,-2.00,0.17,4.39,-4.57,-0.24,0.32,-16.76,-1.6,-0.88,-0.53,0.06,-0.15,12.94,7.66,91.91,0.996,12.04,12.61,9.2,46.01,56.68,18.75,18.41,19.77,48.67
207,Marc Methot,OTT,D,45,870.3,19.34,3.81,-5.03,4.02,2.86,-3.94,4.14,1.74,-3.3,4.19,0.36,-1.02,15.92,0.13,-0.38,6.08,1.93,-5.07,7.57,0.85,-2.02,7.40,-0.35,-0.78,17.94,1.45,-4.06,7.69,0.73,-0.31,25.29,1.67,-0.26,1.35,0.23,0,13.46,8.75,94.61,1.034,9.03,14.41,8.14,34.26,52.61,23.3,24.54,18.27,56.05
208,Nate Thompson,ANA,C,80,873.48333333333,10.918541666667,-8.88,0.93,-4.58,-7.16,0.84,-4.97,-5.84,0.04,-5.42,-0.97,-0.42,-6.69,-0.57,-0.06,-6.09,-6.91,-0.91,-6.21,-2.88,-0.54,-6.12,-0.69,-0.29,-9.23,-5.37,-0.49,-6.28,-0.53,-0.25,-8.64,-3.32,2.19,-3.77,0.09,0.09,0.00,6.80,93.10,0.999,10.03,14.01,10.72,41.63,48.34,17.72,23.15,23.01,43.51
209,Drew Miller,DET,L,82,815.8,9.9487804878049,-16.91,8.13,-13.10,-11.34,5.2,-11.46,-7.21,3.51,-10.08,-0.85,-0.08,-10.83,-0.61,0.2,-10.71,-8.14,0.65,-10.33,-2.34,0.24,-7.50,-0.6,-0.35,-6.48,-7.73,0.54,-12.27,-0.48,0.35,-31.49,-10.49,9.7,-15.15,0.16,0.04,6.67,6.21,93.50,0.997,7.65,17.14,10.96,45.75,41.11,11.4,21.77,20.59,35.63
210,Joe Pavelski,S.J,C,82,1175.1333333333,14.330894308943,9.15,-8.66,7.69,6.88,-7.72,8.82,4.06,-4.32,7.20,0.59,-0.62,13.71,0.42,-0.47,10.04,3.79,-4.2,7.97,1.87,-1.57,8.27,0.27,-0.49,14.48,2.56,-3.5,7.73,0.29,-0.4,24.62,5.81,-5.65,7.39,0.15,0.25,-7.78,7.74,92.70,1.004,12.36,14.4,11.79,43.96,51.16,24.97,21.24,23.28,51.75
211,Dylan Reese,ARI,D,1,18.083333333333,18.083333333333,20.28,-26.83,17.50,23.17,-15.56,21.43,18.93,-18.55,29.82,3.32,1.41,33.33,1.17,-0.99,21.83,24.91,-10.34,19.84,2.99,-7.62,17.86,0,-5.22,-,29.22,-3.63,16.26,4.42,4.42,50.00,-6.68,-23.81,12.62,0,4.79,0.00,8.33,71.43,0.798,9.95,13.27,9.95,49.77,50.00,13.27,39.82,16.59,44.44
212,Kyle Brodziak,MIN,C,73,754.13333333333,10.330593607306,-11.73,6.71,-8.73,-8.61,3.52,-7.80,-6.39,2.43,-7.90,-0.38,0.87,-12.79,-0.47,0.17,-8.08,-5.25,2,-8.06,-3.12,0.01,-8.63,-0.3,0.49,-14.79,-2.83,2.64,-7.32,-0.21,0.24,-12.25,-7.85,5.59,-9.11,0.13,0.36,-8.33,8.65,89.84,0.985,8.27,12.01,11.54,47.18,41.77,13.61,18.54,23.71,36.46
213,Toby Enstrom,WPG,D,60,1031.0333333333,17.183888888889,-5.16,-1.56,-1.59,-1.78,-1.12,-0.37,-0.55,0.2,-0.66,0.96,0.03,9.30,-0.11,-0.07,-0.40,-1.11,-1.63,0.58,-1.94,-0.96,-2.28,0.8,0.03,12.58,1.11,-0.9,2.47,-0.16,-0.01,-5.00,-2.78,-0.55,-1.53,0.41,0.06,11.36,10.52,92.52,1.030,10.07,13.85,8.85,39.86,53.23,22.4,23.1,20.08,52.74
214,Dustin Byfuglien,WPG,D,69,1129.9833333333,16.376570048309,-0.52,-0.04,-0.21,2.27,0.82,0.82,0.84,-0.62,1.29,0.15,0.09,0.47,0.17,0.11,0.46,0.28,0.31,-0.06,1.7,-0.91,6.20,0.29,0.05,4.13,-1.89,1.62,-4.45,-0.61,0,-24.31,-0.13,0.43,-0.43,0.47,0.05,13.33,8.01,92.18,1.002,8.23,10.89,7.17,41.04,53.45,18.32,18.69,17.63,50.96
215,Shane O'Brien,FLA,D,9,112.15,12.461111111111,-4.88,6.5,-5.61,-4.47,0.14,-3.32,-2.29,-3.38,0.68,-1.26,1.77,-29.26,0.15,0.06,1.01,-2.07,2.91,-5.60,3.16,0.49,6.41,-0.72,0.71,-26.67,-6.99,3.23,-16.48,-0.48,-0.72,37.50,-1.71,0.31,-1.62,-0.26,2.31,-25.00,6.25,86.79,0.930,11.23,11.77,9.63,51.89,53.85,22.47,19.26,16.58,57.53
216,Matt Moulson,BUF,L,77,1084.75,14.087662337662,5.27,-2.39,3.83,5.28,-1.66,4.78,3.5,-2.03,5.00,0.7,-0.48,13.94,0.6,0.06,7.66,5.99,-1.09,8.20,3.79,0.23,9.62,0.64,-0.52,22.62,2.93,-1.76,6.61,-0.07,-0.29,5.31,0.5,-1.05,0.97,0.15,0.29,-0.42,8.48,93.01,1.015,9.57,14.82,10.95,38.88,46.63,17.15,20.08,21.13,44.80
217,Tanner Glass,NYR,L,66,602.95,9.1356060606061,-11.45,5.1,-7.92,-8.66,4.86,-8.51,-5.52,3.45,-7.70,-1.61,0.75,-26.21,-0.63,0.13,-8.70,-8.65,1.37,-10.77,-3.9,0.98,-11.22,-1.05,0.49,-26.53,-6.34,0.52,-10.31,-0.49,-0.05,-17.56,-5.08,6.54,-8.04,-0.27,0.29,-28.10,5.45,91.33,0.968,7.46,15.03,12.34,52.24,37.69,10.45,20.3,21.2,33.02
218,Troy Bodie,TOR,R,5,23.083333333333,4.6166666666667,10.22,3.8,2.90,4.14,7.58,-1.31,2.38,0.5,1.72,-0.8,-2.41,-,0.5,-0.14,7.40,6.58,-7.3,13.30,0.31,0.5,-0.22,-0.27,-0.54,-,8.36,-10.39,20.75,-0.36,-2.5,-12.50,-0.21,18.06,-9.56,-0.39,0,-100.00,0.00,100.00,1.000,15.6,13,13,57.18,54.55,20.79,13,15.6,57.14
219,Chris Porter,STL,L,24,222.66666666667,9.2777777777778,-3.81,-6.62,1.56,-5.21,-3.46,-1.00,-7.1,-0.82,-6.05,-1.76,-0.16,-25.76,-0.14,-0.64,7.79,-5.56,-7.01,2.33,-0.78,-2.14,4.77,-0.72,0.49,-36.90,-6.37,-6.49,0.63,-1.48,-0.52,-17.74,-0.03,-0.28,0.19,0.1,-0.29,50.00,3.57,93.94,0.975,9.97,16.98,6.74,55.78,59.68,15.09,21.83,17.51,46.28
220,David Jones,CGY,R,67,876.26666666667,13.078606965174,0.87,4.14,-1.17,2.36,2.52,0.15,1.96,0.98,1.04,-0.11,0.24,-3.79,0.26,-0.04,3.60,0.94,-0.22,1.20,1.53,-1.63,8.09,-0.06,-0.25,4.69,-0.78,1.88,-3.08,0.06,0.21,-4.38,-0.46,5.32,-3.27,-0.14,0.48,-20.21,8.31,91.86,1.002,9.59,17.73,13.63,49.03,41.30,15.75,23.21,28.14,35.88
221,Clayton Stoner,ANA,D,69,1044.0833333333,15.131642512077,-0.2,-0.39,0.09,0.27,-1.42,1.07,1.08,-1.01,1.86,-0.47,0.12,-6.83,-0.01,-0.28,3.29,1.42,-1.19,2.61,0.47,-1.91,6.40,0,0.25,-4.80,1.27,0.97,0.25,-0.52,-0.04,-15.66,-1.87,1.27,-2.14,-0.17,-0.16,-4.81,6.48,91.33,0.978,7.99,14.31,7.82,41.03,50.55,20.4,23.85,19.31,51.37
222,David Clarkson,"CBJ, TOR",R,61,706.26666666667,11.578142076503,-1.71,-0.1,-0.78,-1.29,-1.22,-0.15,-3.18,-3.35,-0.22,-0.12,-0.25,1.07,0.06,-0.1,1.78,-0.12,-2.37,1.97,0.94,-0.22,2.91,-0.12,-0.17,0.60,-1.41,-2.87,1.38,-0.02,0.1,-3.06,-4.66,1.43,-4.32,0.05,-0.19,8.82,7.97,91.86,0.998,11.21,15.97,12.32,35.51,47.65,17.67,21.92,24.21,42.19
223,Mark Giordano,CGY,D,61,1122.7666666667,18.406010928962,5.2,-7.7,5.73,2.75,-4.11,4.40,1.26,-2.04,3.03,0.07,-0.35,4.67,0.16,-0.3,5.40,2.32,-4.52,6.83,0.96,-0.61,4.23,-0.25,-0.24,-0.65,1.82,-5.22,8.54,-0.04,-0.04,0.19,3.43,-5.8,6.18,0.51,-0.12,34.03,8.75,92.44,1.012,7.91,12.77,11.17,44.73,41.46,18.06,20.47,24.26,42.68
224,Curtis Glencross,"CGY, WSH",L,71,926.11666666667,13.043896713615,-3.04,-1.47,-0.88,-2.92,-0.1,-1.98,-2.3,0.1,-2.37,-0.32,-0.45,1.67,-0.12,-0.11,-0.30,-0.17,-1.47,1.24,0.14,-0.58,1.82,-0.25,-0.03,-5.13,-0.41,-1.18,0.89,-0.05,-0.25,6.40,-3.01,-0.54,-1.85,-0.03,-0.33,17.14,7.88,93.65,1.015,10.24,15.87,11.66,43.99,46.75,16.71,22.74,23.71,41.35
225,Alex Ovechkin,WSH,L,81,1222.9666666667,15.098353909465,10.57,2.5,3.40,8.15,2.64,3.16,4.22,1.28,2.50,0.52,0.57,-1.18,0.26,0.16,0.80,4.19,2.02,1.84,-0.19,1.12,-3.42,0.26,-0.2,10.24,5.84,1.21,4.99,0.23,0.8,-15.68,8.17,1.22,4.46,0.12,0.21,-5.43,8.56,91.24,0.998,11.38,15.16,6.23,38.02,64.62,22.52,22.22,16.19,58.17
226,Evgeni Malkin,PIT,C,69,977.63333333333,14.168599033816,10.29,1.7,3.57,5.89,2.92,1.52,4.01,4.37,-0.61,0.69,0.63,-1.23,0.55,0.33,1.89,7.7,1.31,5.84,2.76,1.87,1.85,0.21,0.45,-6.30,6.58,-0.75,8.71,0.37,0.36,-0.53,2.7,1.28,0.82,0.29,-0.12,20.35,8.87,92.42,1.013,12.09,14.91,6.63,42.84,64.59,20.74,21.66,15.96,56.52
227,Andrew Ladd,WPG,L,81,1123.4333333333,13.869547325103,4.82,0.35,1.94,2.57,0.71,1.08,2.13,1.68,0.27,0.16,-0.27,5.25,0.03,-0.04,0.86,2.13,0.48,1.51,-0.63,-0.76,0.55,-0.03,-0.27,5.51,3.68,1.65,2.24,0.26,-0.04,9.27,3.69,0.8,1.91,0,-0.03,3.03,7.69,93.73,1.014,11.91,16.61,8.87,40.38,57.33,22.81,25.53,18.69,54.95
228,Blake Wheeler,WPG,R,79,1068.75,13.528481012658,6.9,1.31,2.35,6.51,0.69,3.40,4.74,0.41,3.56,0.71,-0.62,15.58,0.34,-0.06,4.50,2.64,-1.57,4.16,1.64,-0.69,5.56,0.08,-0.78,20.73,1.34,-1.18,3.18,0.61,-0.16,22.70,5.59,3.91,0.80,0.25,0.43,-21.67,8.48,94.44,1.029,10.95,14.26,9.66,41.94,53.13,21.45,22.12,20.21,51.48
229,Ladislav Smid,CGY,D,31,393.56666666667,12.695698924731,-2.27,6.45,-3.69,0.5,3.35,-1.62,-0.55,0.32,-0.83,-1.54,0.84,-26.98,0.18,0.44,-2.24,2.82,2.74,0.68,1.07,2.03,-1.17,-0.92,0.2,-27.94,2.34,0.95,1.99,-0.44,0.56,-25.38,-4.63,7.77,-8.25,-0.42,0.32,-33.33,5.06,89.64,0.947,6.71,18.14,6.56,44.67,50.57,13.42,26.98,19.36,40.93
230,Drew Stafford,"BUF, WPG",R,76,996.35,13.109868421053,-0.81,2.35,-1.39,0.34,0.99,-0.30,0.53,0.36,0.25,0.51,0.06,5.83,0.16,0.05,1.68,-0.18,0.94,-1.03,0.63,0.9,-0.26,0.2,-0.27,9.92,-1.08,0.05,-1.89,0.42,0.25,7.86,-0.44,2.45,-1.86,-0.01,0.15,-7.64,9.02,92.37,1.014,10.6,12.71,10.3,41.97,50.72,16.74,18.91,21.14,44.20
231,Kyle Chipchura,ARI,C,70,825.25,11.789285714286,3.08,-1.7,2.12,1.38,-1.54,1.73,1.12,-2.03,2.63,-0.71,-0.62,-6.94,0.15,-0.15,3.46,2.18,-1.55,3.76,1.99,-0.46,6.23,-0.19,-0.5,0.73,0.25,-1.45,2.05,-0.23,-0.25,-1.21,2.19,0.46,1.13,-0.51,-0.02,-48.39,3.26,92.68,0.959,7.27,16.65,13.09,46.24,35.71,12.65,23.92,23.77,34.73
232,Lauri Korpikoski,ARI,L,69,846.83333333333,12.272946859903,-5.2,8.17,-5.89,-5.11,4,-5.60,-3.93,3.78,-6.58,-0.75,0.05,-12.62,-0.2,0.21,-4.82,-2.11,2.09,-4.27,-0.89,2.08,-7.02,-0.46,0.15,-16.27,-1.63,0.02,-2.27,-0.42,0.02,-15.42,-5.2,7.88,-8.50,0.03,-0.28,18.00,3.97,91.79,0.958,9.78,13.96,10.63,44.92,47.92,18.49,21.47,21.61,46.11
233,Travis Zajac,N.J,C,74,1053.0666666667,14.230630630631,0.17,-0.99,0.59,1.25,-1.87,2.17,1.92,-1.86,3.58,-0.13,-0.04,-1.29,-0.02,-0.13,1.33,-0.17,-0.46,0.30,-0.51,-1.29,2.10,-0.13,-0.32,4.65,0.45,1.11,-0.86,0.16,-0.09,9.21,0.74,1.3,-0.33,-0.13,0.51,-29.17,6.73,93.35,1.001,8.6,13.79,9.46,43.02,47.63,15.55,19.66,18.92,45.12
234,Andrej Meszaros,BUF,D,60,898.26666666667,14.971111111111,3.3,3.05,0.79,2.95,2.82,0.81,2.01,1.63,0.89,0.72,0.26,7.59,0.26,-0.04,3.98,1.45,0.61,1.31,1.38,-1.66,7.20,0.51,0.28,5.72,0.09,3.02,-2.53,-0.17,0.41,-15.69,3.03,3.05,1.02,0.5,-0.44,46.25,8.44,92.08,1.005,7.82,10.62,8.88,50.43,46.80,16.9,17.57,18.7,47.47
235,Jeff Schultz,L.A,D,9,130.75,14.527777777778,-11.12,-5.27,-1.64,-9.97,-4.36,-2.12,-4.88,-2.02,-1.70,-0.75,-1.8,12.32,-0.51,-0.27,-1.56,-2.38,-3.32,1.75,0,-1.61,4.76,-0.21,-1.13,25.00,-3.18,-2.28,-0.94,-0.27,-0.71,-16.67,-13.25,-2.47,-6.60,-0.49,-0.2,-7.14,6.67,93.33,1.000,6.42,11.47,3.21,61.03,66.67,15.14,22.03,13.77,52.38
236,Mark Fistric,ANA,D,9,123.55,13.727777777778,-3.32,7.28,-4.75,-5.64,3.47,-5.56,-1.82,0.13,-1.72,0.36,2.19,-16.54,-0.92,0.41,-16.03,-9.67,-0.29,-9.57,-6.82,3.53,-26.90,-0.83,-0.16,-20.51,-3.79,-5.1,3.26,1.59,1.44,-9.52,7.8,11.85,-2.40,0,1.83,0.00,8.93,86.67,0.956,5.83,8.74,8.74,43.22,40.00,17.48,17.97,19.43,47.37
237,Mike Green,WSH,D,72,1057.9333333333,14.693518518519,1.04,-2.32,1.59,1.9,-0.82,1.74,1.54,-0.09,1.45,0.11,-0.47,6.97,-0.13,-0.05,-0.91,-0.79,-1.41,0.74,-1.68,-0.95,-1.94,0.11,-0.31,10.01,1.19,-0.61,2.24,-0.25,0.17,-12.08,2.22,-2.08,3.00,0.27,-0.46,36.46,8.27,93.46,1.017,8.17,8.96,5.67,46.51,59.02,19.45,16.05,13.38,59.24
238,Dave Bolland,FLA,C,53,654.96666666667,12.35786163522,-2.6,2.6,-2.49,-0.75,2.8,-2.21,-1.3,2.1,-2.92,0.42,0.27,1.54,-0.17,0.26,-5.36,-0.57,2,-2.86,0.11,2.71,-6.77,0.3,0.34,-3.51,-0.9,-0.95,0.22,0.43,-0.44,27.33,-1.41,0.05,-0.98,-0.24,0.42,-22.73,8.44,92.26,1.007,7.7,13.28,10.08,47.36,43.30,18.6,22.44,23.82,43.84
239,Bryan Bickell,CHI,L,80,895.91666666667,11.198958333333,0.71,-0.86,0.70,0,-0.24,0.15,0.66,-0.65,1.04,-0.31,-0.26,0.05,-0.08,0.03,-1.17,0.17,0.4,-0.25,0.05,0.36,-0.72,-0.2,0.22,-8.53,0.16,0.05,0.10,0.02,-0.47,19.60,1.28,-2.63,2.78,-0.17,-0.28,19.83,6.24,94.04,1.003,12.39,11.65,2.68,51.1,82.22,23.37,18.28,9.91,70.22
240,Blake Comeau,PIT,L,61,820.8,13.455737704918,8.26,4.24,1.62,3.94,5.31,-1.09,2.59,5.11,-2.34,0.39,0.34,-0.47,0.39,0.35,0.19,4.34,2.75,1.44,2.6,2.22,0.89,0.21,0.56,-7.69,2.32,0.71,2.00,0.13,-0.08,7.22,2.72,3.04,-0.43,0.12,-0.23,25.71,8.22,93.47,1.017,12.06,14.69,7.31,42.91,62.26,19.66,21.35,16.52,54.34
241,Carl Soderberg,BOS,C,82,1144.4666666667,13.956910569106,-2.5,-1.28,-0.51,-2.52,-1.29,-0.75,-2.19,-1.2,-0.85,0.24,-0.36,7.34,-0.12,-0.05,-0.84,-0.45,-1.45,1.17,0.65,0.24,1.04,0.34,-0.07,8.26,-1.47,-2.25,1.10,-0.18,-0.37,6.36,-3.4,0.62,-2.55,0.01,0.02,-0.96,8.10,93.64,1.017,9.02,12.37,6.92,45.35,56.58,17.51,19.55,16.25,51.86
242,David Booth,TOR,L,59,611.5,10.364406779661,-2.9,-6.11,1.17,-2.46,-5.71,1.55,-1.84,-5.15,2.41,-0.79,-0.52,-5.98,-0.31,-0.25,-1.51,-2.83,-4.05,0.48,-1.33,-1.64,-0.13,-0.17,0.01,-4.64,-2,-3.22,0.84,-0.33,-0.68,5.46,1.64,-2.11,2.45,-0.54,0.01,-30.45,5.22,92.18,0.974,10.01,13.44,11.87,40.82,45.74,16.19,17.66,21.1,43.42
243,Nicklas Grossmann,PHI,D,68,1014.0666666667,14.912745098039,-5.67,1.61,-3.44,-5.2,1.79,-4.56,-2.95,0.02,-2.77,0.23,-0.45,8.43,-0.27,-0.02,-3.34,-2.11,-0.05,-2.31,-0.83,0.1,-2.61,0.26,-0.58,16.50,-1.7,-0.19,-2.04,0,0.25,-9.46,-4.63,1.23,-4.09,-0.05,-0.09,4.51,8.69,94.02,1.027,9.64,14.38,9.76,49.58,49.70,20.06,21.12,18.7,51.76
244,Brandon Dubinsky,CBJ,C,47,603.25,12.835106382979,6.56,-3.67,4.88,3.21,-3.88,4.44,2.11,-3.56,4.82,0.87,-0.48,13.42,0.19,-0.02,2.55,3.65,-0.65,4.26,0.17,0.13,0.07,0.44,-0.86,23.14,4.64,-1.04,7.21,0.39,0.41,3.01,4.44,-3.57,5.88,0.19,0.1,2.92,9.80,92.11,1.019,9.65,17.01,11.44,38.59,45.75,18.7,25.06,21.09,47.00
245,Alex Goligoski,DAL,D,81,1420.45,17.536419753086,4.09,-1.57,2.34,2.83,-2.06,2.79,2.12,-0.8,2.38,0.39,-0.07,4.23,0.18,-0.13,3.19,2.64,-3.33,5.40,0.14,-0.47,1.42,0,0.02,-0.28,3.33,-3.81,8.03,0.43,-0.31,16.67,1.75,1.05,0.42,0.04,0.2,-6.85,9.15,90.90,1.000,7.01,15.33,7.94,43.85,46.89,19.09,27.37,19.81,49.08
246,David Krejci,BOS,C,47,679.86666666667,14.46524822695,2.31,4.54,-1.14,0.38,6.3,-3.68,-1.09,4.94,-5.13,0.33,-0.18,5.98,-0.09,0.58,-8.30,1.72,5.83,-4.51,-0.42,3.07,-9.90,0.33,-0.24,10.95,2.86,3.68,-1.11,0.34,-0.03,13.85,1.4,-3.21,3.07,-0.31,-0.01,-12.22,8.18,93.91,1.021,10.15,10.94,8.38,44.48,54.76,20.47,17.92,18.8,52.13
247,Brandon Prust,MTL,L,82,894.1,10.903658536585,-10.92,-3.05,-4.00,-5.85,-3.32,-1.86,-4.4,-2.9,-1.57,-0.78,-0.67,0.29,-0.34,-0.3,-0.80,-4.9,-0.74,-4.87,-1.34,-2.07,1.77,-0.59,-0.29,-8.55,-4.75,1.77,-9.11,-0.41,-0.29,-1.70,-7.24,-1.13,-4.32,0.08,-0.33,29.17,6.58,95.02,1.016,8.39,15.37,10.13,44.36,45.29,12.68,20.13,22.21,36.35
248,Andrej Sekera,"CAR, L.A",D,73,1264.6666666667,17.324200913242,7.65,0.29,3.17,5.23,0.87,2.56,5.07,0.3,3.94,0.5,-0.11,7.34,0.42,0.18,2.43,4.35,2.9,1.48,1.27,1.42,-0.20,0.13,0.1,1.37,4.1,1.97,2.61,0.12,-0.23,12.50,4.98,-3.18,5.48,0.48,-0.04,21.00,6.84,91.40,0.982,8.49,13.95,8.63,47.49,49.58,19.17,21.73,19.4,49.69
