id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Martin Brodeur,STL,7,284.1,137,126,11,0.920,2.32,-0.41,9.82,28,24,4,0.857,0.84,0.76,47,41,6,0.872,1.27,-2.12,56,56,0,1.000,0.00,1.49,10,12,35.52,25.00
2,Evgeni Nabokov,T.B,11,441.8,182,163,19,0.896,2.58,-4.93,14.34,49,40,9,0.816,1.22,-0.67,52,46,6,0.885,0.81,-1.70,80,76,4,0.950,0.54,-1.86,4,21,31.98,24.37
3,Roberto Luongo,FLA,61,2781.55,1316,1226,90,0.932,1.94,11.71,87.94,283,244,39,0.862,0.84,9.10,334,303,31,0.907,0.67,-3.40,658,639,19,0.971,0.41,-1.44,46,100,37.90,24.61
4,Scott Clemmensen,N.J,3,69.216666666667,29,27,2,0.931,1.73,0.24,1.95,8,8,0,1.000,0.00,1.36,11,9,2,0.818,1.73,-1.09,9,9,0,1.000,0.00,0.24,2,0,31.07,39.00
5,Jason LaBarbera,ANA,5,157.73333333333,73,67,6,0.918,2.28,-0.36,4.43,15,12,3,0.800,1.14,-0.45,15,15,0,1.000,0.00,1.24,38,35,3,0.921,1.14,-1.99,7,8,39.59,20.33
6,Craig Anderson,OTT,35,1597.9166666667,856,802,54,0.937,2.03,12.16,56.51,180,150,30,0.833,1.13,0.60,213,200,13,0.939,0.49,4.60,434,423,11,0.975,0.41,0.58,27,64,36.45,23.56
7,Rob Zepp,PHI,10,420.3,171,152,19,0.889,2.71,-5.78,13.89,40,31,9,0.775,1.28,-2.20,34,28,6,0.824,0.86,-3.19,95,91,4,0.958,0.57,-1.46,8,20,37.20,25.37
8,Ryan Miller,VAN,45,2020.2666666667,955,873,82,0.914,2.44,-8.19,73.02,246,207,39,0.841,1.16,2.82,255,224,31,0.878,0.92,-9.93,418,406,12,0.971,0.36,-0.84,40,86,35.29,24.39
9,Ilya Bryzgalov,ANA,8,275.71666666667,122,108,14,0.885,3.05,-4.57,8.91,28,21,7,0.750,1.52,-2.24,40,34,6,0.850,1.31,-2.69,48,47,1,0.979,0.22,0.28,6,9,37.20,23.36
10,Dan Ellis,FLA,8,381.71666666667,176,161,15,0.915,2.36,-1.40,12.88,39,33,6,0.846,0.94,0.63,55,53,2,0.964,0.31,2.55,76,69,7,0.908,1.10,-4.97,11,7,34.84,29.87
11,Henrik Lundqvist,NYR,46,2224.85,1070,995,75,0.930,2.02,7.70,83.9,297,247,50,0.832,1.35,0.48,243,228,15,0.938,0.40,5.08,493,484,9,0.982,0.24,4.16,49,94,34.20,22.00
12,Ray Emery,PHI,31,1217.5,572,522,50,0.913,2.46,-5.79,42.7,167,135,32,0.808,1.58,-3.61,115,100,15,0.870,0.74,-5.50,267,264,3,0.989,0.15,4.13,22,72,34.95,20.58
13,Mike Smith,ARI,62,2842.0333333333,1491,1360,131,0.912,2.77,-15.76,107.08,395,317,78,0.803,1.65,-10.86,402,367,35,0.913,0.74,-1.78,647,630,17,0.974,0.36,0.27,66,126,35.01,22.09
14,Mike McKenna,ARI,1,53.7,29,25,4,0.862,4.47,-1.76,1.78,10,7,3,0.700,3.35,-1.30,5,4,1,0.800,1.12,-0.59,11,11,0,1.000,0.00,0.29,1,1,37.62,15.25
15,Kari Lehtonen,DAL,65,2873.4666666667,1434,1311,123,0.914,2.57,-12.17,111.62,379,307,72,0.810,1.50,-7.58,395,361,34,0.914,0.71,-1.36,612,595,17,0.972,0.35,-0.66,68,146,34.82,22.23
16,Curtis McElhinney,CBJ,32,1342.8166666667,735,671,64,0.913,2.86,-7.19,53.47,200,160,40,0.800,1.79,-6.00,168,150,18,0.893,0.80,-4.12,335,329,6,0.982,0.27,2.94,29,68,35.57,20.16
17,Cam Ward,CAR,51,2453.25,1101,1005,96,0.913,2.35,-10.91,85.16,273,220,53,0.806,1.30,-6.60,299,271,28,0.906,0.68,-3.29,496,481,15,0.970,0.37,-1.76,38,102,35.13,22.61
18,Marc-Andre Fleury,PIT,64,2934.0833333333,1358,1258,100,0.926,2.04,4.96,101.77,386,325,61,0.842,1.25,4.61,322,294,28,0.913,0.57,-1.39,591,580,11,0.981,0.22,4.77,70,129,34.79,22.29
19,Corey Crawford,CHI,57,2660.7833333333,1351,1257,94,0.930,2.12,10.42,99.49,363,304,59,0.837,1.33,2.70,340,314,26,0.924,0.59,2.10,614,606,8,0.987,0.18,8.39,50,118,34.02,20.37
20,Jimmy Howard,DET,53,2288.9,1016,936,80,0.921,2.10,-1.48,69.37,255,211,44,0.827,1.15,-0.66,226,207,19,0.916,0.50,-0.32,495,479,16,0.968,0.42,-2.79,33,67,36.91,25.05
21,Jaroslav Halak,NYI,59,2854.6333333333,1316,1214,102,0.922,2.14,-0.29,111.12,437,379,58,0.867,1.22,16.28,354,324,30,0.915,0.63,-0.75,461,448,13,0.972,0.27,-0.70,76,103,32.44,22.46
22,Brian Elliott,STL,46,2017.15,903,836,67,0.926,1.99,2.79,62.98,208,167,41,0.803,1.22,-5.64,279,265,14,0.950,0.42,9.06,382,370,12,0.969,0.36,-1.80,39,65,34.64,23.42
23,Al Montoya,FLA,20,765.2,365,327,38,0.896,2.98,-9.79,29.23,97,78,19,0.804,1.49,-2.51,98,85,13,0.867,1.02,-4.90,162,156,6,0.963,0.47,-1.68,16,36,35.03,23.32
24,Devan Dubnyk,"ARI, MIN",58,2678.7833333333,1239,1160,79,0.936,1.77,16.76,85.43,280,239,41,0.854,0.92,6.59,317,293,24,0.924,0.54,2.20,603,590,13,0.978,0.29,3.10,50,98,36.87,24.32
25,Cory Schneider,N.J,69,3159.1166666667,1508,1409,99,0.934,1.88,17.55,106.1,393,336,57,0.855,1.08,9.80,397,372,25,0.937,0.47,7.81,668,651,17,0.975,0.32,0.83,67,95,35.66,24.62
26,Justin Peters,WSH,12,512.83333333333,230,204,26,0.887,3.04,-8.22,16.81,67,52,15,0.776,1.75,-3.61,57,49,8,0.860,0.94,-3.29,92,90,2,0.978,0.23,0.46,10,15,36.88,28.04
