Date,Visitor,G,Home,G,,Att.,LOG,Notes
2019-03-09,Toronto Maple Leafs,3,Edmonton Oilers,2,,18347,2:23,
2019-03-09,Carolina Hurricanes,5,Nashville Predators,3,,17724,2:28,
2019-03-09,Philadelphia Flyers,5,New York Islanders,2,,13917,2:34,
2019-03-09,New Jersey Devils,2,New York Rangers,4,,17386,2:32,
2019-03-09,St. Louis Blues,2,San Jose Sharks,3,OT,17562,2:19,
2019-03-09,Detroit Red Wings,2,Tampa Bay Lightning,3,,19092,2:40,
2019-03-09,Vegas Golden Knights,6,Vancouver Canucks,2,,18286,2:22,
2019-03-10,Los Angeles Kings,3,Anaheim Ducks,2,,17174,2:26,
2019-03-10,Vegas Golden Knights,3,Calgary Flames,6,,19086,2:33,
2019-03-10,Detroit Red Wings,1,Florida Panthers,6,,15238,2:27,
2019-03-10,Boston Bruins,2,Pittsburgh Penguins,4,,18578,2:29,
2019-03-10,Winnipeg Jets,1,Washington Capitals,3,,18506,2:29,
2019-03-11,Arizona Coyotes,1,Chicago Blackhawks,7,,21574,2:27,
2019-03-11,Carolina Hurricanes,3,Colorado Avalanche,0,,16711,2:19,
2019-03-11,New York Rangers,2,Edmonton Oilers,3,OT,18347,2:37,
2019-03-11,San Jose Sharks,3,Minnesota Wild,0,,18907,2:20,
2019-03-11,Columbus Blue Jackets,0,New York Islanders,2,,11827,2:15,
2019-03-11,Ottawa Senators,2,Philadelphia Flyers,3,,18193,2:22,
2019-03-11,Tampa Bay Lightning,6,Toronto Maple Leafs,2,,19491,2:28,
2019-03-12,Nashville Predators,2,Anaheim Ducks,3,,16811,2:29,
2019-03-12,Dallas Stars,2,Buffalo Sabres,0,,17830,2:22,
2019-03-12,Boston Bruins,4,Columbus Blue Jackets,7,,16554,2:30,
2019-03-12,New Jersey Devils,4,Calgary Flames,9,,18529,2:32,
2019-03-12,Detroit Red Wings,1,Montreal Canadiens,3,,21302,2:23,
2019-03-12,Washington Capitals,3,Pittsburgh Penguins,5,,18640,2:32,
2019-03-12,Arizona Coyotes,3,St. Louis Blues,1,,18428,2:20,
2019-03-12,San Jose Sharks,5,Winnipeg Jets,4,,15321,2:29,
2019-03-13,New Jersey Devils,6,Edmonton Oilers,3,,18347,2:37,
2019-03-13,Chicago Blackhawks,5,Toronto Maple Leafs,4,,19342,2:28,
2019-03-13,New York Rangers,1,Vancouver Canucks,4,,18225,2:20,
2019-03-14,Anaheim Ducks,1,Arizona Coyotes,6,,14202,2:28,
2019-03-14,Pittsburgh Penguins,5,Buffalo Sabres,0,,18680,2:24,
2019-03-14,Tampa Bay Lightning,5,Detroit Red Wings,4,,19515,2:29,
2019-03-14,Nashville Predators,3,Los Angeles Kings,1,,17730,2:20,
2019-03-14,Dallas Stars,4,Minnesota Wild,1,,18919,2:22,
2019-03-14,Montreal Canadiens,1,New York Islanders,2,,13274,2:28,
2019-03-14,St. Louis Blues,0,Ottawa Senators,2,,13378,2:23,
2019-03-14,Washington Capitals,5,Philadelphia Flyers,2,,19475,2:26,
2019-03-14,Florida Panthers,4,San Jose Sharks,2,,17388,2:20,
2019-03-14,Boston Bruins,3,Winnipeg Jets,4,,15321,2:28,
2019-03-15,Carolina Hurricanes,0,Columbus Blue Jackets,3,,18832,2:32,
2019-03-15,New York Rangers,1,Calgary Flames,5,,18956,2:24,
2019-03-15,Anaheim Ducks,5,Colorado Avalanche,3,,18025,2:29,
2019-03-15,Vegas Golden Knights,2,Dallas Stars,1,,18532,2:29,
2019-03-15,Philadelphia Flyers,6,Toronto Maple Leafs,7,,19290,2:43,
2019-03-15,New Jersey Devils,3,Vancouver Canucks,2,SO,17552,2:52,
2019-03-16,Edmonton Oilers,3,Arizona Coyotes,2,OT,15016,2:32,
2019-03-16,Columbus Blue Jackets,1,Boston Bruins,2,OT,17565,2:33,
2019-03-16,Buffalo Sabres,2,Carolina Hurricanes,4,,15171,2:21,
2019-03-16,New York Islanders,1,Detroit Red Wings,2,,19515,2:21,
2019-03-16,Florida Panthers,4,Los Angeles Kings,3,,18022,2:31,
2019-03-16,New York Rangers,2,Minnesota Wild,5,,18844,2:36,
2019-03-16,Chicago Blackhawks,2,Montreal Canadiens,0,,21302,2:24,
2019-03-16,Toronto Maple Leafs,2,Ottawa Senators,6,,18607,2:25,
2019-03-16,St. Louis Blues,5,Pittsburgh Penguins,1,,18641,2:24,
2019-03-16,Nashville Predators,4,San Jose Sharks,2,,17562,2:26,
2019-03-16,Washington Capitals,3,Tampa Bay Lightning,6,,19092,2:34,
2019-03-16,Calgary Flames,1,Winnipeg Jets,2,,15321,2:22,
2019-03-17,Florida Panthers,2,Anaheim Ducks,3,,16523,2:26,
2019-03-17,St. Louis Blues,3,Buffalo Sabres,4,SO,18486,2:34,
2019-03-17,New Jersey Devils,0,Colorado Avalanche,3,,18037,2:28,
2019-03-17,Vancouver Canucks,3,Dallas Stars,2,SO,18125,2:45,
2019-03-17,New York Islanders,3,Minnesota Wild,2,OT,18696,2:35,
2019-03-17,Philadelphia Flyers,2,Pittsburgh Penguins,1,OT,18636,2:41,
2019-03-17,Edmonton Oilers,3,Vegas Golden Knights,6,,18317,2:30,
2019-03-18,Vancouver Canucks,3,Chicago Blackhawks,2,OT,21496,2:25,
2019-03-18,Winnipeg Jets,3,Los Angeles Kings,2,,17842,2:24,
2019-03-18,Vegas Golden Knights,7,San Jose Sharks,3,,17487,2:27,
2019-03-18,Arizona Coyotes,1,Tampa Bay Lightning,4,,19092,2:29,
2019-03-19,Pittsburgh Penguins,2,Carolina Hurricanes,3,SO,14677,2:48,
2019-03-19,Columbus Blue Jackets,2,Calgary Flames,4,,18288,2:35,
2019-03-19,Florida Panthers,2,Dallas Stars,4,,17654,2:36,
2019-03-19,Colorado Avalanche,3,Minnesota Wild,1,,18785,2:38,
2019-03-19,Washington Capitals,4,New Jersey Devils,1,,14815,2:20,
2019-03-19,Toronto Maple Leafs,0,Nashville Predators,3,,17499,2:18,
2019-03-19,Boston Bruins,5,New York Islanders,0,,13917,2:27,
2019-03-19,Detroit Red Wings,3,New York Rangers,2,,17183,2:27,
2019-03-19,Montreal Canadiens,3,Philadelphia Flyers,1,,19045,2:21,
2019-03-19,Edmonton Oilers,2,St. Louis Blues,7,,17873,2:31,
2019-03-20,Winnipeg Jets,3,Anaheim Ducks,0,,16846,2:20,
2019-03-20,Toronto Maple Leafs,4,Buffalo Sabres,2,,19070,2:33,
2019-03-20,Ottawa Senators,4,Vancouver Canucks,7,,18500,2:30,
2019-03-20,Tampa Bay Lightning,5,Washington Capitals,4,OT,18506,2:49,
2019-03-21,Tampa Bay Lightning,6,Carolina Hurricanes,3,,13785,2:34,
2019-03-21,Ottawa Senators,1,Calgary Flames,5,,18793,2:20,
2019-03-21,Philadelphia Flyers,3,Chicago Blackhawks,1,,21484,2:25,
2019-03-21,Colorado Avalanche,3,Dallas Stars,1,,17543,2:26,
2019-03-21,Columbus Blue Jackets,1,Edmonton Oilers,4,,18347,2:25,
2019-03-21,Arizona Coyotes,2,Florida Panthers,4,,12576,2:32,
2019-03-21,San Jose Sharks,2,Los Angeles Kings,4,,18230,2:28,
2019-03-21,New York Islanders,0,Montreal Canadiens,4,,21302,2:22,
2019-03-21,Boston Bruins,5,New Jersey Devils,1,,14649,2:19,
2019-03-21,Pittsburgh Penguins,2,Nashville Predators,1,SO,17729,2:39,
2019-03-21,Detroit Red Wings,2,St. Louis Blues,5,,18272,2:16,
2019-03-21,Winnipeg Jets,0,Vegas Golden Knights,5,,18430,2:21,
2019-03-22,San Jose Sharks,3,Anaheim Ducks,4,OT,17174,2:22,
2019-03-22,Minnesota Wild,2,Washington Capitals,1,,18506,2:25,
2019-03-23,Minnesota Wild,1,Carolina Hurricanes,5,,16751,2:24,
2019-03-23,Chicago Blackhawks,2,Colorado Avalanche,4,,17099,2:26,
2019-03-23,Pittsburgh Penguins,3,Dallas Stars,2,,18532,2:31,
2019-03-23,Ottawa Senators,4,Edmonton Oilers,3,OT,18347,2:28,
2019-03-23,Boston Bruins,7,Florida Panthers,3,,17129,2:34,
2019-03-23,Anaheim Ducks,3,Los Angeles Kings,4,SO,18230,2:37,
2019-03-23,Buffalo Sabres,4,Montreal Canadiens,7,,21302,2:35,
2019-03-23,Arizona Coyotes,1,New Jersey Devils,2,SO,16514,2:37,
2019-03-23,New York Islanders,4,Philadelphia Flyers,2,,19668,2:25,
2019-03-23,Tampa Bay Lightning,3,St. Louis Blues,4,,18127,2:30,
2019-03-23,New York Rangers,2,Toronto Maple Leafs,1,OT,19251,2:34,
2019-03-23,Calgary Flames,3,Vancouver Canucks,1,,18685,2:26,
2019-03-23,Detroit Red Wings,3,Vegas Golden Knights,2,OT,18437,2:27,
2019-03-23,Nashville Predators,0,Winnipeg Jets,5,,15321,2:26,
2019-03-24,Montreal Canadiens,1,Carolina Hurricanes,2,OT,14437,2:38,
2019-03-24,Colorado Avalanche,1,Chicago Blackhawks,2,OT,21410,2:35,
2019-03-24,Arizona Coyotes,0,New York Islanders,2,,13917,2:20,
2019-03-24,Columbus Blue Jackets,5,Vancouver Canucks,0,,17805,2:23,
2019-03-24,Philadelphia Flyers,1,Washington Capitals,3,,18506,2:27,
2019-03-25,Los Angeles Kings,3,Calgary Flames,0,,18471,2:29,
2019-03-25,Nashville Predators,1,Minnesota Wild,0,,18833,2:28,
2019-03-25,Buffalo Sabres,1,New Jersey Devils,3,,12053,2:34,
2019-03-25,Pittsburgh Penguins,5,New York Rangers,2,,17401,2:23,
2019-03-25,Detroit Red Wings,3,San Jose Sharks,2,,17393,2:26,
2019-03-25,Vegas Golden Knights,1,St. Louis Blues,3,,18247,2:22,
2019-03-25,Boston Bruins,4,Tampa Bay Lightning,5,,19092,2:29,
2019-03-25,Florida Panthers,5,Toronto Maple Leafs,7,,19125,2:37,
2019-03-25,Dallas Stars,5,Winnipeg Jets,2,,15321,2:30,
2019-03-26,Chicago Blackhawks,0,Arizona Coyotes,1,,15055,2:19,
2019-03-26,New York Islanders,0,Columbus Blue Jackets,4,,17928,2:26,
2019-03-26,Los Angeles Kings,4,Edmonton Oilers,8,,18347,2:34,
2019-03-26,Florida Panthers,1,Montreal Canadiens,6,,21029,2:37,
2019-03-26,Buffalo Sabres,0,Ottawa Senators,4,,12074,2:21,
2019-03-26,Anaheim Ducks,5,Vancouver Canucks,4,,17633,2:28,
2019-03-26,Carolina Hurricanes,1,Washington Capitals,4,,18506,2:26,
2019-03-27,New York Rangers,3,Boston Bruins,6,,17565,2:36,
2019-03-27,Dallas Stars,2,Calgary Flames,1,,18881,2:36,
2019-03-27,Vegas Golden Knights,3,Colorado Avalanche,4,,16799,2:38,
2019-03-27,Toronto Maple Leafs,4,Philadelphia Flyers,5,SO,19205,2:39,
2019-03-28,Detroit Red Wings,5,Buffalo Sabres,4,OT,16236,2:37,
2019-03-28,Washington Capitals,3,Carolina Hurricanes,2,,14680,2:18,
2019-03-28,Montreal Canadiens,2,Columbus Blue Jackets,6,,18641,2:32,
2019-03-28,Dallas Stars,3,Edmonton Oilers,2,SO,18347,2:44,
2019-03-28,Florida Panthers,5,Ottawa Senators,2,,14230,2:26,
2019-03-28,Chicago Blackhawks,5,San Jose Sharks,4,,17364,2:25,
2019-03-28,Los Angeles Kings,2,Vancouver Canucks,3,SO,18524,2:38,
2019-03-28,New York Islanders,5,Winnipeg Jets,4,,15321,2:30,
2019-03-29,Anaheim Ducks,1,Calgary Flames,6,,19030,2:19,
2019-03-29,Arizona Coyotes,2,Colorado Avalanche,3,SO,18045,2:44,
2019-03-29,New Jersey Devils,0,Detroit Red Wings,4,,19515,2:21,
2019-03-29,St. Louis Blues,2,New York Rangers,4,,17567,2:21,
2019-03-29,Nashville Predators,3,Pittsburgh Penguins,1,,18632,2:26,
2019-03-29,Minnesota Wild,3,Vegas Golden Knights,2,,18492,2:28,
2019-03-30,Florida Panthers,4,Boston Bruins,1,,17565,2:25,
2019-03-30,Philadelphia Flyers,2,Carolina Hurricanes,5,,17833,2:29,
2019-03-30,Anaheim Ducks,5,Edmonton Oilers,1,,18347,2:21,
2019-03-30,Chicago Blackhawks,2,Los Angeles Kings,3,OT,18230,2:36,
2019-03-30,St. Louis Blues,3,New Jersey Devils,2,OT,16514,2:23,
2019-03-30,Columbus Blue Jackets,5,Nashville Predators,2,,17751,2:28,
2019-03-30,Buffalo Sabres,1,New York Islanders,5,,13917,2:25,
2019-03-30,Toronto Maple Leafs,2,Ottawa Senators,4,,18655,2:26,
2019-03-30,Vegas Golden Knights,3,San Jose Sharks,4,OT,17562,2:33,
2019-03-30,Washington Capitals,6,Tampa Bay Lightning,3,,19092,2:34,
2019-03-30,Dallas Stars,2,Vancouver Canucks,3,SO,18663,2:42,
2019-03-30,Montreal Canadiens,3,Winnipeg Jets,1,,15321,2:27,
2019-03-31,Minnesota Wild,0,Arizona Coyotes,4,,17431,2:30,
2019-03-31,Columbus Blue Jackets,4,Buffalo Sabres,0,,17990,2:23,
2019-03-31,Boston Bruins,3,Detroit Red Wings,6,,19515,2:29,
2019-03-31,New York Rangers,3,Philadelphia Flyers,0,,19437,2:21,
2019-03-31,Carolina Hurricanes,1,Pittsburgh Penguins,3,,18616,2:40,
2019-03-31,Calgary Flames,5,San Jose Sharks,3,,17313,2:22,
2019-04-01,Winnipeg Jets,4,Chicago Blackhawks,3,OT,21314,2:33,
2019-04-01,Washington Capitals,3,Florida Panthers,5,,14376,2:27,
2019-04-01,Calgary Flames,7,Los Angeles Kings,2,,18117,2:25,
2019-04-01,New York Rangers,2,New Jersey Devils,4,,14776,2:33,
2019-04-01,Toronto Maple Leafs,2,New York Islanders,1,,13917,2:28,
2019-04-01,Tampa Bay Lightning,5,Ottawa Senators,2,,13628,2:23,
2019-04-01,Colorado Avalanche,2,St. Louis Blues,3,SO,17767,2:32,
2019-04-01,Edmonton Oilers,1,Vegas Golden Knights,3,,18367,2:24,
2019-04-02,Los Angeles Kings,3,Arizona Coyotes,1,,14687,2:26,
2019-04-02,Nashville Predators,3,Buffalo Sabres,2,,16569,2:32,
2019-04-02,Boston Bruins,6,Columbus Blue Jackets,2,,18890,2:32,
2019-04-02,Edmonton Oilers,2,Colorado Avalanche,6,,17021,2:22,
2019-04-02,Philadelphia Flyers,2,Dallas Stars,6,,18532,2:37,
2019-04-02,Pittsburgh Penguins,1,Detroit Red Wings,4,,19515,2:27,
2019-04-02,Winnipeg Jets,1,Minnesota Wild,5,,18590,2:22,
2019-04-02,Tampa Bay Lightning,2,Montreal Canadiens,4,,21302,2:29,
2019-04-02,Carolina Hurricanes,4,Toronto Maple Leafs,1,,19097,2:34,
2019-04-02,San Jose Sharks,2,Vancouver Canucks,4,,18524,2:22,
2019-04-03,Calgary Flames,1,Anaheim Ducks,3,,17174,2:19,
2019-04-03,St. Louis Blues,3,Chicago Blackhawks,4,SO,21482,2:39,
2019-04-03,Ottawa Senators,4,New York Rangers,1,,16562,2:23,
2019-04-04,Ottawa Senators,2,Buffalo Sabres,5,,17988,2:25,
2019-04-04,New Jersey Devils,1,Carolina Hurricanes,3,,17645,2:25,
2019-04-04,Winnipeg Jets,2,Colorado Avalanche,3,OT,18003,2:33,
2019-04-04,San Jose Sharks,3,Edmonton Oilers,2,,18347,2:27,
2019-04-04,New York Islanders,2,Florida Panthers,1,SO,13775,2:53,
2019-04-04,Boston Bruins,3,Minnesota Wild,0,,19074,2:20,
2019-04-04,Vancouver Canucks,2,Nashville Predators,3,,17669,2:24,
2019-04-04,Detroit Red Wings,1,Pittsburgh Penguins,4,,18574,2:26,
2019-04-04,Philadelphia Flyers,3,St. Louis Blues,7,,18203,2:34,
2019-04-04,Tampa Bay Lightning,3,Toronto Maple Leafs,1,,19400,2:17,
2019-04-04,Arizona Coyotes,4,Vegas Golden Knights,1,,18485,2:28,
2019-04-04,Montreal Canadiens,1,Washington Capitals,2,,18506,2:22,
2019-04-05,Los Angeles Kings,2,Anaheim Ducks,5,,17306,2:31,
2019-04-05,Dallas Stars,1,Chicago Blackhawks,6,,21626,2:24,
2019-04-05,Columbus Blue Jackets,3,New York Rangers,2,SO,17341,2:43,
2019-04-06,Winnipeg Jets,4,Arizona Coyotes,2,,17125,2:29,
2019-04-06,Tampa Bay Lightning,6,Boston Bruins,3,,17565,2:23,
2019-04-06,Edmonton Oilers,3,Calgary Flames,1,,19289,2:25,
2019-04-06,Minnesota Wild,0,Dallas Stars,3,,18532,2:30,
2019-04-06,Buffalo Sabres,7,Detroit Red Wings,1,,19515,2:22,
2019-04-06,New Jersey Devils,4,Florida Panthers,3,OT,15259,2:45,
2019-04-06,Vegas Golden Knights,2,Los Angeles Kings,5,,18230,2:30,
2019-04-06,Toronto Maple Leafs,5,Montreal Canadiens,6,SO,21302,2:51,
2019-04-06,Chicago Blackhawks,2,Nashville Predators,5,,17694,2:24,
2019-04-06,Columbus Blue Jackets,6,Ottawa Senators,2,,18425,2:17,
2019-04-06,Carolina Hurricanes,4,Philadelphia Flyers,3,,19433,2:25,
2019-04-06,New York Rangers,4,Pittsburgh Penguins,3,OT,18660,2:34,
2019-04-06,Colorado Avalanche,2,San Jose Sharks,5,,17562,2:21,
2019-04-06,Vancouver Canucks,2,St. Louis Blues,3,SO,17970,2:35,
2019-04-06,New York Islanders,3,Washington Capitals,0,,18506,2:17,
2019-10-02,Vancouver Canucks,2,Edmonton Oilers,3,,18347,2:23,
2019-10-02,Washington Capitals,3,St. Louis Blues,2,OT,18096,2:32,
2019-10-02,Ottawa Senators,3,Toronto Maple Leafs,5,,19612,2:36,
2019-10-02,San Jose Sharks,1,Vegas Golden Knights,4,,18588,2:44,
2019-10-03,Arizona Coyotes,1,Anaheim Ducks,2,,17174,2:25,
2019-10-03,Montreal Canadiens,3,Carolina Hurricanes,4,SO,18680,2:41,
2019-10-03,Calgary Flames,3,Colorado Avalanche,5,,18016,2:40,
2019-10-03,Boston Bruins,2,Dallas Stars,1,,18532,2:33,
2019-10-03,Minnesota Wild,2,Nashville Predators,5,,17455,2:29,
2019-10-03,Winnipeg Jets,4,New York Rangers,6,,18006,2:30,
2019-10-03,Buffalo Sabres,3,Pittsburgh Penguins,1,,18616,2:29,
2019-10-03,Florida Panthers,2,Tampa Bay Lightning,5,,19092,2:27,
2019-10-04,Toronto Maple Leafs,4,Columbus Blue Jackets,1,,18776,2:26,
2019-10-04,Winnipeg Jets,5,New Jersey Devils,4,SO,16514,2:36,
2019-10-04,Washington Capitals,2,New York Islanders,1,,13917,2:27,
2019-10-04,Chicago Blackhawks,3,Philadelphia Flyers,4,,17463,2:31,
2019-10-04,Vegas Golden Knights,5,San Jose Sharks,1,,17562,2:28,
2019-10-05,San Jose Sharks,1,Anaheim Ducks,3,,15795,2:27,
2019-10-05,Boston Bruins,1,Arizona Coyotes,0,,17125,2:17,
2019-10-05,New Jersey Devils,2,Buffalo Sabres,7,,19070,2:24,
2019-10-05,Vancouver Canucks,0,Calgary Flames,3,,19005,2:28,
2019-10-05,Minnesota Wild,2,Colorado Avalanche,4,,17090,2:32,
2019-10-05,Los Angeles Kings,5,Edmonton Oilers,6,,18347,2:30,
2019-10-05,Tampa Bay Lightning,3,Florida Panthers,4,,17424,2:29,
2019-10-05,Detroit Red Wings,5,Nashville Predators,3,,17539,2:36,
2019-10-05,New York Rangers,4,Ottawa Senators,1,,15135,2:25,
2019-10-05,Columbus Blue Jackets,2,Pittsburgh Penguins,7,,18595,2:23,
2019-10-05,Dallas Stars,2,St. Louis Blues,3,,18096,2:28,
2019-10-05,Montreal Canadiens,6,Toronto Maple Leafs,5,SO,19547,4:03,
2019-10-05,Carolina Hurricanes,3,Washington Capitals,2,OT,18573,2:53,
2019-10-06,Tampa Bay Lightning,3,Carolina Hurricanes,4,OT,14125,2:39,
2019-10-06,Dallas Stars,3,Detroit Red Wings,4,,19515,2:28,
2019-10-06,Winnipeg Jets,1,New York Islanders,4,,9923,2:23,
2019-10-07,Buffalo Sabres,3,Columbus Blue Jackets,4,OT,14618,2:38,
2019-10-07,St. Louis Blues,3,Toronto Maple Leafs,2,,19466,2:25,
2019-10-08,Los Angeles Kings,4,Calgary Flames,3,OT,18150,2:33,
2019-10-08,Anaheim Ducks,3,Detroit Red Wings,1,,18209,2:19,
2019-10-08,Carolina Hurricanes,6,Florida Panthers,3,,11638,2:29,
2019-10-08,San Jose Sharks,2,Nashville Predators,5,,17251,2:32,
2019-10-08,Edmonton Oilers,5,New York Islanders,2,,10985,2:32,
2019-10-08,Winnipeg Jets,4,Pittsburgh Penguins,1,,18420,2:25,
2019-10-08,Boston Bruins,4,Vegas Golden Knights,3,,18223,2:31,
2019-10-08,Dallas Stars,4,Washington Capitals,3,OT,18573,2:35,
2019-10-09,Montreal Canadiens,4,Buffalo Sabres,5,OT,15383,2:32,
2019-10-09,New Jersey Devils,0,Philadelphia Flyers,4,,19658,2:36,
2019-10-09,Los Angeles Kings,2,Vancouver Canucks,8,,18955,2:29,
2019-10-10,Vegas Golden Knights,1,Arizona Coyotes,4,,13864,2:23,
2019-10-10,San Jose Sharks,5,Chicago Blackhawks,4,,21455,2:22,
2019-10-10,Boston Bruins,2,Colorado Avalanche,4,,18045,2:35,
2019-10-10,Calgary Flames,3,Dallas Stars,2,SO,17989,2:42,
2019-10-10,Detroit Red Wings,4,Montreal Canadiens,2,,21302,2:31,
2019-10-10,Edmonton Oilers,4,New Jersey Devils,3,SO,14586,2:38,
2019-10-10,Washington Capitals,5,Nashville Predators,6,,17386,2:37,
2019-10-10,St. Louis Blues,6,Ottawa Senators,4,,9204,2:33,
2019-10-10,Anaheim Ducks,1,Pittsburgh Penguins,2,,18414,2:30,
2019-10-10,Tampa Bay Lightning,7,Toronto Maple Leafs,3,,19387,2:24,
2019-10-10,Minnesota Wild,2,Winnipeg Jets,5,,15325,2:29,
2019-10-11,Florida Panthers,2,Buffalo Sabres,3,SO,15638,2:40,
2019-10-11,New York Islanders,2,Carolina Hurricanes,5,,14875,2:34,
2019-10-11,Anaheim Ducks,2,Columbus Blue Jackets,1,,15368,2:15,
2019-10-12,New Jersey Devils,0,Boston Bruins,3,,17193,2:24,
2019-10-12,Columbus Blue Jackets,3,Carolina Hurricanes,2,,16224,2:35,
2019-10-12,Winnipeg Jets,3,Chicago Blackhawks,2,OT,21340,2:24,
2019-10-12,Arizona Coyotes,2,Colorado Avalanche,3,OT,18053,2:39,
2019-10-12,Washington Capitals,4,Dallas Stars,1,,18532,2:39,
2019-10-12,Toronto Maple Leafs,5,Detroit Red Wings,2,,19515,2:23,
2019-10-12,Nashville Predators,4,Los Angeles Kings,7,,18230,2:28,
2019-10-12,Pittsburgh Penguins,7,Minnesota Wild,4,,19157,2:44,
2019-10-12,St. Louis Blues,3,Montreal Canadiens,6,,21302,2:32,
2019-10-12,Florida Panthers,2,New York Islanders,3,SO,11421,2:42,
2019-10-12,Edmonton Oilers,4,New York Rangers,1,,17177,2:25,
2019-10-12,Tampa Bay Lightning,2,Ottawa Senators,4,,11023,2:28,
2019-10-12,Philadelphia Flyers,2,Vancouver Canucks,3,SO,18652,2:39,
2019-10-12,Calgary Flames,2,Vegas Golden Knights,6,,18192,2:26,
2019-10-13,Vegas Golden Knights,5,Los Angeles Kings,2,,17699,2:26,
2019-10-13,Calgary Flames,1,San Jose Sharks,3,,16250,2:29,
2019-10-13,Pittsburgh Penguins,7,Winnipeg Jets,2,,15325,2:30,
2019-10-14,Anaheim Ducks,2,Boston Bruins,4,,17193,2:41,
2019-10-14,Dallas Stars,0,Buffalo Sabres,4,,16595,2:19,
2019-10-14,Edmonton Oilers,1,Chicago Blackhawks,3,,21260,2:25,
2019-10-14,Florida Panthers,6,New Jersey Devils,4,,13208,2:22,
2019-10-14,St. Louis Blues,2,New York Islanders,3,OT,10355,2:35,
2019-10-14,Minnesota Wild,2,Ottawa Senators,0,,11500,2:35,
2019-10-14,Colorado Avalanche,6,Washington Capitals,3,,18573,2:38,
2019-10-15,Philadelphia Flyers,1,Calgary Flames,3,,17771,2:32,
2019-10-15,Carolina Hurricanes,2,Los Angeles Kings,0,,14219,2:31,
2019-10-15,Tampa Bay Lightning,3,Montreal Canadiens,1,,20406,2:29,
2019-10-15,Minnesota Wild,2,Toronto Maple Leafs,4,,19149,2:26,
2019-10-15,Detroit Red Wings,1,Vancouver Canucks,5,,18183,3:38,
2019-10-15,Nashville Predators,5,Vegas Golden Knights,2,,18188,2:31,
2019-10-15,Arizona Coyotes,4,Winnipeg Jets,2,,14764,2:24,
2019-10-16,Buffalo Sabres,2,Anaheim Ducks,5,,15193,3:00,
2019-10-16,Dallas Stars,2,Columbus Blue Jackets,3,,14683,2:29,
2019-10-16,Philadelphia Flyers,3,Edmonton Oilers,6,,17107,2:33,
2019-10-16,Colorado Avalanche,2,Pittsburgh Penguins,3,OT,18458,2:45,
2019-10-16,Carolina Hurricanes,2,San Jose Sharks,5,,15143,2:31,
2019-10-16,Toronto Maple Leafs,3,Washington Capitals,4,,18573,2:24,
2019-10-17,Nashville Predators,2,Arizona Coyotes,5,,13521,2:31,
2019-10-17,Tampa Bay Lightning,4,Boston Bruins,3,SO,17193,2:53,
2019-10-17,Detroit Red Wings,1,Calgary Flames,5,,18232,2:22,
2019-10-17,Buffalo Sabres,3,Los Angeles Kings,0,,17605,2:25,
2019-10-17,Minnesota Wild,0,Montreal Canadiens,4,,20419,2:29,
2019-10-17,New York Rangers,2,New Jersey Devils,5,,16514,3:21,
2019-10-17,Vancouver Canucks,4,St. Louis Blues,3,SO,18096,2:43,
2019-10-17,Ottawa Senators,2,Vegas Golden Knights,3,SO,18171,2:54,
2019-10-17,New York Islanders,3,Winnipeg Jets,1,,15063,2:28,
2019-10-18,Carolina Hurricanes,2,Anaheim Ducks,4,,14755,2:46,
2019-10-18,Columbus Blue Jackets,2,Chicago Blackhawks,3,OT,21518,2:23,
2019-10-18,Detroit Red Wings,1,Edmonton Oilers,2,,17420,2:19,
2019-10-18,Colorado Avalanche,5,Florida Panthers,4,OT,13382,2:29,
2019-10-18,Dallas Stars,2,Pittsburgh Penguins,4,,18482,2:23,
2019-10-18,New York Rangers,2,Washington Capitals,5,,18573,2:27,
2019-10-19,Ottawa Senators,2,Arizona Coyotes,5,,17125,2:27,
2019-10-19,New York Islanders,3,Columbus Blue Jackets,2,OT,15276,2:27,
2019-10-19,Calgary Flames,1,Los Angeles Kings,4,,18230,2:32,
2019-10-19,Vancouver Canucks,0,New Jersey Devils,1,,13818,2:49,
2019-10-19,Florida Panthers,3,Nashville Predators,2,SO,17534,2:33,
2019-10-19,Dallas Stars,4,Philadelphia Flyers,1,,18003,2:28,
2019-10-19,Vegas Golden Knights,3,Pittsburgh Penguins,0,,18610,2:29,
2019-10-19,Buffalo Sabres,4,San Jose Sharks,3,,17562,2:26,
2019-10-19,Montreal Canadiens,5,St. Louis Blues,2,,18096,2:24,
2019-10-19,Colorado Avalanche,6,Tampa Bay Lightning,2,,19092,2:34,
2019-10-19,Boston Bruins,3,Toronto Maple Leafs,4,OT,19394,2:29,
2019-10-20,Calgary Flames,2,Anaheim Ducks,1,,15690,2:22,
2019-10-20,Washington Capitals,5,Chicago Blackhawks,3,,21187,2:33,
2019-10-20,Montreal Canadiens,3,Minnesota Wild,4,,17344,2:31,
2019-10-20,Vancouver Canucks,3,New York Rangers,2,,17030,2:17,
2019-10-20,Edmonton Oilers,0,Winnipeg Jets,1,SO,15321,2:31,
2019-10-21,Ottawa Senators,1,Dallas Stars,2,,17896,2:27,
2019-10-21,Vegas Golden Knights,2,Philadelphia Flyers,6,,16780,2:21,
2019-10-21,Colorado Avalanche,1,St. Louis Blues,3,,18096,2:31,
2019-10-21,Columbus Blue Jackets,4,Toronto Maple Leafs,3,OT,18898,2:33,
