id,player_name,team,gp,toi,sa,sv,ga,sv_pcg,gaa,gsaa,xga,hdsa,hdsv,hdga,hdsv_pcg,hdgaa,hdgsaa,mdsa,mdsv,mdga,mdsv_pcg,mdgaa,mdgsaa,ldsa,ldsv,ldga,ldsv_pcg,ldgaa,ldgsaa,rush_attempts_against,rebound_attempts_against,avg_shot_dist,avg_goal_dist
1,Roberto Luongo,FLA,40,178.25,149,137,12,0.919,4.04,6.82,14.71,30,27,3,0.900,1.01,3.47,40,37,3,0.925,1.01,2.44,79,73,6,0.924,2.02,-0.90,2,8,34.54,31.67
2,Craig Anderson,OTT,40,192.88333333333,163,139,24,0.853,7.47,-3.41,20.52,38,28,10,0.737,3.11,-1.80,40,37,3,0.925,0.93,2.44,85,74,11,0.871,3.42,-5.52,0,18,34.18,28.08
3,Ryan Miller,VAN,54,216.31666666667,226,192,34,0.850,9.43,-5.46,25.29,71,54,17,0.761,4.72,-1.69,74,63,11,0.851,3.05,-0.94,81,75,6,0.926,1.66,-0.78,1,18,30.78,25.00
4,Michael Leighton,CAR,4,15.85,18,17,1,0.944,3.79,1.27,1.77,4,3,1,0.750,3.79,-0.14,3,3,0,1.000,0.00,0.41,11,11,0,1.000,0.00,0.71,0,2,39.11,11.00
5,Henrik Lundqvist,NYR,57,229.23333333333,191,166,25,0.869,6.54,-0.88,24.4,59,46,13,0.780,3.40,-0.28,53,46,7,0.868,1.83,0.21,77,72,5,0.935,1.31,-0.03,1,26,31.93,24.36
6,Peter Budaj,"L.A, T.B",60,278.56666666667,193,167,26,0.865,5.60,-1.62,22.91,49,37,12,0.755,2.58,-1.43,41,35,6,0.854,1.29,-0.43,100,92,8,0.920,1.72,-1.55,2,17,34.87,24.42
7,Mike Smith,ARI,55,257.1,221,189,32,0.855,7.47,-4.09,30.07,72,56,16,0.778,3.73,-0.47,66,54,12,0.818,2.80,-3.03,80,77,3,0.963,0.70,2.16,1,30,31.12,24.59
8,Kari Lehtonen,DAL,59,232.35,201,163,38,0.811,9.81,-12.61,26.77,64,45,19,0.703,4.91,-5.20,55,43,12,0.782,3.10,-4.52,82,75,7,0.915,1.81,-1.71,4,32,30.45,24.18
9,Curtis McElhinney,"CBJ, TOR",21,78.216666666667,90,78,12,0.867,9.21,-0.63,10,14,13,1,0.929,0.77,2.02,35,29,6,0.829,4.60,-1.24,41,36,5,0.878,3.84,-2.36,1,7,33.87,33.83
10,Cam Ward,CAR,61,233.31666666667,150,131,19,0.873,4.89,-0.05,20.35,39,34,5,0.872,1.29,3.41,42,36,6,0.857,1.54,-0.29,68,60,8,0.882,2.06,-3.61,2,24,33.91,30.58
11,Marc-Andre Fleury,PIT,38,182.16666666667,163,141,22,0.865,7.25,-1.41,21.05,50,40,10,0.800,3.29,0.78,47,39,8,0.830,2.63,-1.61,64,60,4,0.938,1.32,0.13,2,22,30.87,20.82
12,Corey Crawford,CHI,55,231.68333333333,231,200,31,0.866,8.03,-1.82,28.75,73,53,20,0.726,5.18,-4.26,46,42,4,0.913,1.04,2.25,110,103,7,0.936,1.81,0.10,3,29,32.26,22.19
13,Jimmy Howard,DET,26,114.36666666667,89,83,6,0.933,3.15,5.24,11.6,30,27,3,0.900,1.57,3.47,14,11,3,0.786,1.57,-1.10,45,45,0,1.000,0.00,2.90,0,9,32.44,21.50
14,Jaroslav Halak,NYI,28,153.43333333333,157,143,14,0.911,5.47,5.83,18.28,45,36,9,0.800,3.52,0.71,40,38,2,0.950,0.78,3.44,71,68,3,0.958,1.17,1.58,1,17,34.76,23.43
15,Brian Elliott,CGY,49,248.13333333333,205,179,26,0.873,6.29,-0.11,24.37,60,42,18,0.700,4.35,-5.06,62,57,5,0.919,1.21,3.43,83,80,3,0.964,0.73,2.35,0,18,31.10,19.92
16,Al Montoya,MTL,19,77.883333333333,71,59,12,0.831,9.24,-3.03,9.29,25,16,9,0.640,6.93,-3.61,14,12,2,0.857,1.54,-0.10,32,31,1,0.969,0.77,1.06,1,9,31.72,17.00
17,Devan Dubnyk,MIN,65,262.78333333333,238,210,28,0.882,6.39,2.06,28.56,79,63,16,0.797,3.65,1.04,40,34,6,0.850,1.37,-0.56,118,112,6,0.949,1.37,1.61,2,30,34.17,21.75
18,Cory Schneider,N.J,60,279.78333333333,225,194,31,0.862,6.65,-2.58,29.95,62,47,15,0.758,3.22,-1.63,66,59,7,0.894,1.50,1.97,95,87,8,0.916,1.72,-1.87,1,27,30.40,26.84
19,Justin Peters,ARI,3,7.1333333333333,4,2,2,0.500,16.82,-1.49,0.6,2,1,1,0.500,8.41,-0.57,0,0,0,-,0.00,0.00,2,1,1,0.500,8.41,-0.87,0,1,32.75,27.00
20,Thomas Greiss,NYI,51,191.58333333333,163,144,19,0.883,5.95,1.59,19.8,43,38,5,0.884,1.57,4.27,39,33,6,0.846,1.88,-0.70,81,73,8,0.901,2.51,-2.78,2,10,32.65,29.21
21,Anton Khudobin,BOS,16,79.9,61,56,5,0.918,3.75,2.70,6.74,16,13,3,0.813,2.25,0.45,16,14,2,0.875,1.50,0.18,29,29,0,1.000,0.00,1.87,1,6,36.03,25.40
22,Pekka Rinne,NSH,61,259.53333333333,233,201,32,0.863,7.40,-2.57,25.68,52,35,17,0.673,3.93,-5.79,70,65,5,0.929,1.16,4.52,109,99,10,0.908,2.31,-2.97,4,27,32.63,21.88
23,Carey Price,MTL,62,304.55,244,212,32,0.869,6.30,-1.18,28.71,79,66,13,0.835,2.56,4.04,44,40,4,0.909,0.79,1.98,119,104,15,0.874,2.96,-7.32,2,24,32.15,27.16
24,Tuukka Rask,BOS,65,325.25,232,205,27,0.884,4.98,2.30,29.36,66,59,7,0.894,1.29,7.23,64,52,12,0.813,2.21,-3.30,100,92,8,0.920,1.48,-1.55,2,26,32.60,30.41
