id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assit,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
1,Jaromir Jagr,"FLA, N.J",R,77,0.51666666666667,0,0,0,0,0,-,1,0.00,0.07,1,1,1,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,-
2,Sergei Gonchar,"DAL, MTL",D,48,17.483333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,-
3,Kimmo Timonen,CHI,D,16,0.73333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
4,Patrik Elias,N.J,C,69,119.2,0,2,2,0,2,100.00,6,0.00,0.81,13,11,7,2,1,1,0,0,0,0,0,0,1,5,0,0,5,12,34,26.09
5,Bryce Salvador,N.J,D,15,58.333333333333,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,4,0,8,0,0,-
6,Shane Doan,ARI,R,79,53.25,0,0,0,0,0,-,4,0.00,0.12,6,4,1,0,0,0,7,2,1,1,0,2,2,2,4,2,1,0,0,-
7,Jarome Iginla,COL,R,82,9.7333333333333,0,0,0,0,0,-,0,-,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0.00
8,Stephane Robidas,TOR,D,52,110.96666666667,0,1,0,1,1,50.00,1,0.00,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,10,10,16,0,0,-
9,Chris Phillips,OTT,D,36,103.21666666667,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,20,2,11,0,0,-
10,Daniel Briere,COL,C,57,1.8,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.00
11,Dainius Zubrus,N.J,C,74,99.883333333333,0,1,1,0,1,100.00,6,0.00,0.86,8,7,6,2,0,3,2,1,1,0,0,1,1,2,2,4,15,8,4,66.67
12,Matt Cullen,NSH,C,62,49.95,0,0,0,0,0,-,3,0.00,0.44,7,6,4,2,1,0,0,0,0,0,0,0,2,3,0,0,2,14,10,58.33
13,Zdeno Chara,BOS,D,63,182.91666666667,0,2,1,1,2,66.67,5,0.00,0.12,7,7,0,0,0,0,8,4,4,0,0,4,6,4,12,2,23,0,0,-
14,Michal Rozsival,CHI,D,65,34.633333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,4,0,0,-
15,Craig Adams,PIT,R,70,165.65,0,1,1,0,1,50.00,6,0.00,0.22,7,6,1,0,1,0,0,0,0,0,0,2,2,2,14,1,14,7,9,43.75
16,Willie Mitchell,FLA,D,66,198.56666666667,0,0,0,0,0,-,1,0.00,0.01,1,1,0,0,0,0,2,1,1,0,0,2,5,4,5,6,30,0,0,-
17,Matt Cooke,MIN,L,29,57.183333333333,0,0,0,0,0,0.00,1,0.00,0.03,4,2,0,0,1,0,2,1,1,0,0,0,2,0,3,3,9,0,4,0.00
18,Shawn Thornton,FLA,L,46,0.45,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-
19,Joe Thornton,S.J,C,78,26.583333333333,0,0,0,0,0,-,0,-,0.04,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,36,33,52.17
20,Patrick Marleau,S.J,"C, L",82,113.1,0,0,0,0,0,-,7,0.00,0.73,12,11,6,3,2,0,2,1,1,0,0,0,2,8,1,0,7,15,17,46.88
21,Olli Jokinen,"NSH, STL, TOR",C,62,79.833333333333,0,0,0,0,0,-,7,0.00,0.32,9,8,4,1,0,1,2,1,1,0,0,1,3,0,1,1,5,16,24,40.00
22,Eric Brewer,"ANA, T.B, TOR",D,44,92.3,0,1,0,1,1,50.00,0,-,0.01,2,1,0,0,0,0,6,3,3,0,0,1,1,0,6,1,12,0,0,-
23,Marian Hossa,CHI,R,82,124.7,1,0,0,0,1,50.00,10,10.00,0.76,13,10,8,5,1,1,2,1,1,0,0,1,3,8,3,1,5,0,2,0.00
24,Daniel Cleary,DET,R,17,6.45,0,0,0,0,0,-,1,0.00,0.04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,-
25,Scott Hannan,S.J,D,58,94.866666666667,0,0,0,0,0,0.00,1,0.00,0.03,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,14,0,0,-
26,Brenden Morrow,T.B,L,70,1.6333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,4,2,2,0,0,1,0,0,0,0,0,0,0,-
27,Jason Chimera,WSH,L,77,107.75,0,0,0,0,0,-,4,0.00,0.52,9,8,4,0,2,0,2,1,1,0,0,5,0,9,3,0,5,20,25,44.44
