id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assit,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
172,Trevor Daley,DAL,D,67,152.48333333333,0,0,0,0,0,0.00,3,0.00,0.23,5,5,2,0,0,0,2,1,1,0,0,0,1,2,4,4,25,0,0,-
173,Alexander Semin,CAR,R,65,34.85,1,0,0,0,1,100.00,2,50.00,0.22,7,4,5,1,2,0,2,1,1,0,0,2,3,2,1,1,2,1,3,25.00
174,Matt Greene,L.A,D,38,97.55,0,0,0,0,0,0.00,1,0.00,0.03,2,2,0,0,0,0,17,3,1,1,1,0,7,1,21,3,19,0,0,-
175,Frans Nielsen,NYI,C,80,167.18333333333,2,1,1,0,3,100.00,7,28.57,1.01,12,10,9,4,1,1,2,1,1,0,0,4,3,13,3,3,7,73,107,40.56
176,Jay Bouwmeester,STL,D,82,254.01666666667,0,0,0,0,0,0.00,4,0.00,0.03,4,4,0,0,0,0,2,1,1,0,0,0,4,4,8,6,21,2,1,66.67
177,Pierre-Marc Bouchard,NYI,C,28,0.066666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
178,Joey Crabb,FLA,R,9,16.1,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,3,6,33.33
179,Boyd Gordon,EDM,C,74,192.86666666667,0,1,1,0,1,100.00,5,0.00,0.25,6,5,2,1,0,0,0,0,0,0,0,2,3,3,1,1,20,142,167,45.95
180,Matt Stajan,CGY,C,63,125.85,1,2,2,0,3,100.00,6,16.67,0.83,7,7,4,3,0,3,2,1,1,0,0,3,2,7,4,2,11,74,93,44.31
181,Gregory Campbell,BOS,C,82,149.01666666667,1,1,1,0,2,100.00,5,20.00,0.6,10,7,5,3,0,2,10,4,4,0,0,5,2,2,1,0,16,51,48,51.52
182,Max Talbot,"COL, PHI",C,81,211.21666666667,1,0,0,0,1,100.00,8,12.50,0.82,9,8,8,3,2,0,2,1,1,0,0,1,0,12,10,5,14,43,59,42.16
183,Sean Bergenheim,FLA,L,62,22.733333333333,0,0,0,0,0,0.00,2,0.00,0.11,4,3,2,0,0,0,6,2,2,0,0,0,0,2,2,0,0,1,1,50.00
184,Eric Nystrom,NSH,L,79,143.16666666667,1,0,0,0,1,100.00,2,50.00,0.17,4,3,2,1,0,0,4,2,2,0,0,8,2,5,2,3,10,1,0,100.00
185,Johnny Boychuk,BOS,D,75,207.06666666667,0,3,2,1,3,100.00,8,0.00,0.03,10,10,0,0,0,0,6,3,3,0,0,1,0,2,23,5,35,0,0,-
186,Jiri Hudler,CGY,R,75,6.4,0,0,0,0,0,-,1,0.00,0.02,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
187,Joffrey Lupul,TOR,L,69,1.8166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,2,1,1,0,0,5,0,0,0,0,0,0,0,-
188,James Wisniewski,CBJ,D,75,148.28333333333,0,0,0,0,0,0.00,4,0.00,0.07,5,4,1,0,0,0,4,2,2,0,0,2,5,3,13,5,12,0,0,-
189,Daniel Paille,BOS,L,72,105.71666666667,1,0,0,0,1,100.00,10,10.00,1.11,16,13,10,5,1,1,0,0,0,0,0,3,2,5,3,5,8,0,0,-
190,Alexander Steen,STL,L,68,124.2,1,2,2,0,3,75.00,8,12.50,0.65,15,12,9,0,0,0,2,1,1,0,0,6,0,6,2,3,6,44,46,48.89
191,Denis Grebeshkov,EDM,D,7,0.33333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
192,Chris Higgins,VAN,L,78,158.53333333333,0,1,1,0,1,50.00,6,0.00,0.58,11,8,9,2,1,1,0,0,0,0,0,1,2,5,2,3,9,2,2,50.00
193,Duncan Keith,CHI,D,79,181.41666666667,0,1,0,1,1,16.67,3,0.00,0.06,4,3,1,0,0,0,0,0,0,0,0,2,8,8,2,2,12,0,0,-
